"CarryEfficiency_RANKTHISWEEK_2016","CarryEfficiency_RANKLASTWEEK_2016","CarryEfficiency_PLAYERNAME_2016","CarryEfficiency_ROUNDS_2016","CarryEfficiency_AVG_2016","CarryEfficiency_AVERAGECARRYDISTYARDS_2016","CarryEfficiency_AVERAGECLUBHEADSPEED_2016","CarryEfficiency_TOTALATTEMPTS_2016","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2016","stat_name","year"
1,2,"JB Holmes",39,2.55,308.3,120.876,27,2.808,"CarryEfficiency",2016
2,1,"Andrew Landry",24,2.539,278.6,109.76,8,2.701,"CarryEfficiency",2016
3,3,"Scott Stallings",46,2.536,284.8,112.311,39,2.842,"CarryEfficiency",2016
4,4,"Brett Stegmaier",57,2.533,285,112.531,50,2.824,"CarryEfficiency",2016
5,7,"Byeong Hun An",23,2.528,286.5,113.339,15,2.755,"CarryEfficiency",2016
6,5,"Sean OHair",45,2.527,286.6,113.436,42,2.75,"CarryEfficiency",2016
7,9,"Vaughn Taylor",30,2.525,269.1,106.582,29,2.727,"CarryEfficiency",2016
8,8,"Chesson Hadley",51,2.524,282.1,111.757,47,2.838,"CarryEfficiency",2016
9,12,"David Toms",38,2.518,253.1,100.507,36,2.706,"CarryEfficiency",2016
10,21,"Tim Wilkinson",40,2.517,269,106.881,18,2.698,"CarryEfficiency",2016
11,6,"Wes Roach",33,2.516,279.5,111.092,18,2.658,"CarryEfficiency",2016
12,18,"Retief Goosen",37,2.515,280.5,111.53,37,2.778,"CarryEfficiency",2016
13,21,"Ernie Els",34,2.514,276.9,110.125,32,2.761,"CarryEfficiency",2016
13,24,"Carlos Ortiz",47,2.514,291.9,116.114,35,2.771,"CarryEfficiency",2016
15,14,"Martin Laird",46,2.511,288.6,114.919,31,2.65,"CarryEfficiency",2016
16,15,"Justin Thomas",53,2.508,293.5,117.046,42,2.807,"CarryEfficiency",2016
17,18,"Michael Thompson",46,2.506,280.2,111.783,31,2.769,"CarryEfficiency",2016
18,10,"Blayne Barber",44,2.505,272.2,108.662,39,2.68,"CarryEfficiency",2016
19,24,"Rory McIlroy",37,2.504,299.1,119.457,23,2.715,"CarryEfficiency",2016
20,13,"Andres Romero",22,2.499,288.6,115.479,14,2.794,"CarryEfficiency",2016
21,15,"Keegan Bradley",40,2.496,289.8,116.092,29,2.694,"CarryEfficiency",2016
21,37,"Hunter Mahan",43,2.496,282.9,113.321,35,2.726,"CarryEfficiency",2016
23,43,"Hideki Matsuyama",40,2.495,280.6,112.46,30,2.731,"CarryEfficiency",2016
23,17,"Ryan Palmer",46,2.495,287.1,115.064,47,2.703,"CarryEfficiency",2016
25,31,"DA Points",32,2.494,272,109.025,18,2.777,"CarryEfficiency",2016
26,29,"Padraig Harrington",38,2.493,279.5,112.114,33,2.731,"CarryEfficiency",2016
26,18,"Zach Johnson",42,2.493,265.7,106.572,30,2.702,"CarryEfficiency",2016
28,21,"Lucas Lee",22,2.492,264.2,106.015,15,2.659,"CarryEfficiency",2016
29,50,"Harris English",51,2.488,289.2,116.235,36,2.714,"CarryEfficiency",2016
29,37,"Robert Garrigus",34,2.488,290,116.53,20,2.706,"CarryEfficiency",2016
31,33,"David Hearn",55,2.486,267.3,107.504,48,2.778,"CarryEfficiency",2016
31,32,"Brian Stuard",24,2.486,261.3,105.112,13,2.646,"CarryEfficiency",2016
33,64,"Angel Cabrera",42,2.485,287.7,115.763,29,2.735,"CarryEfficiency",2016
33,62,"Alex Cejka",47,2.485,268.1,107.876,27,2.797,"CarryEfficiency",2016
35,47,"Danny Lee",53,2.483,272.4,109.673,35,2.739,"CarryEfficiency",2016
36,45,"David Lingmerth",54,2.482,270.9,109.162,44,2.731,"CarryEfficiency",2016
36,54,"Martin Piller",37,2.482,272.5,109.779,25,2.685,"CarryEfficiency",2016
38,34,"Derek Fathauer",58,2.481,274.4,110.601,43,2.754,"CarryEfficiency",2016
39,37,"Jamie Donaldson",28,2.48,277.3,111.813,24,2.65,"CarryEfficiency",2016
39,26,"Jordan Spieth",34,2.48,276.7,111.604,25,2.585,"CarryEfficiency",2016
39,26,"Darron Stiles",28,2.48,248.4,100.2,16,2.634,"CarryEfficiency",2016
39,26,"DJ Trahan",23,2.48,281.3,113.392,10,2.755,"CarryEfficiency",2016
43,29,"Jason Day",36,2.479,292.3,117.892,26,2.723,"CarryEfficiency",2016
43,34,"Nick Taylor",57,2.479,275.8,111.241,43,2.652,"CarryEfficiency",2016
45,43,"Bronson Burgoon",53,2.477,280.8,113.369,29,2.703,"CarryEfficiency",2016
46,52,"Daniel Berger",52,2.476,286.9,115.901,35,2.709,"CarryEfficiency",2016
47,41,"Jonas Blixt",46,2.475,273.9,110.68,36,2.676,"CarryEfficiency",2016
48,34,"Billy Horschel",45,2.474,279.6,113.03,37,2.693,"CarryEfficiency",2016
48,53,"Camilo Villegas",50,2.474,273.1,110.407,41,2.688,"CarryEfficiency",2016
50,54,"Shane Lowry",35,2.473,279.2,112.916,22,2.667,"CarryEfficiency",2016
50,37,"Rory Sabbatini",40,2.473,275,111.215,21,2.663,"CarryEfficiency",2016
52,71,"Thomas Aiken",42,2.472,275.1,111.306,23,2.711,"CarryEfficiency",2016
52,66,"James Hahn",45,2.472,280,113.251,35,2.745,"CarryEfficiency",2016
52,41,"Scott Piercy",45,2.472,282.4,114.215,28,2.703,"CarryEfficiency",2016
55,54,"Jamie Lovemark",57,2.47,298.7,120.923,46,2.663,"CarryEfficiency",2016
55,80,"Justin Rose",35,2.47,291.7,118.081,25,2.818,"CarryEfficiency",2016
57,74,"Patrick Rodgers",49,2.468,294.2,119.216,36,2.87,"CarryEfficiency",2016
57,76,"Brendan Steele",48,2.468,293.3,118.858,31,2.677,"CarryEfficiency",2016
57,45,"Bubba Watson",30,2.468,299.1,121.155,14,2.641,"CarryEfficiency",2016
60,54,"Scott Brown",59,2.467,274.8,111.389,46,2.74,"CarryEfficiency",2016
60,47,"Brice Garnett",29,2.467,272.4,110.451,15,2.713,"CarryEfficiency",2016
60,80,"Anirban Lahiri",44,2.467,276.9,112.235,31,2.666,"CarryEfficiency",2016
60,62,"Will Ma Kenzie",54,2.467,271.3,109.974,43,2.682,"CarryEfficiency",2016
60,66,"Phil Mickelson",37,2.467,284.1,115.149,25,2.668,"CarryEfficiency",2016
65,49,"KJ Choi",47,2.466,261.4,105.988,43,2.686,"CarryEfficiency",2016
66,71,"Morgan Hoffmann",43,2.465,277.3,112.509,37,2.807,"CarryEfficiency",2016
66,61,"Patton Kizzire",57,2.465,279.2,113.261,42,2.72,"CarryEfficiency",2016
68,69,"Jeff Overton",51,2.464,267.8,108.713,54,2.711,"CarryEfficiency",2016
