"CarryEfficiency_RANKTHISWEEK_2016","CarryEfficiency_RANKLASTWEEK_2016","CarryEfficiency_PLAYERNAME_2016","CarryEfficiency_ROUNDS_2016","CarryEfficiency_AVG_2016","CarryEfficiency_AVERAGECARRYDISTYARDS_2016","CarryEfficiency_AVERAGECLUBHEADSPEED_2016","CarryEfficiency_TOTALATTEMPTS_2016","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2016","stat_name","year"
69,51,"Chris Kirk",51,2.463,271.2,110.082,40,2.683,"CarryEfficiency",2016
70,86,"Jason Gore",51,2.462,276.3,112.216,41,2.703,"CarryEfficiency",2016
71,65,"Tyler Aldridge",53,2.46,271.5,110.37,39,2.657,"CarryEfficiency",2016
72,71,"Ben Crane",48,2.459,260.8,106.067,35,2.67,"CarryEfficiency",2016
72,54,"Luke Guthrie",31,2.459,270.5,110.004,21,2.577,"CarryEfficiency",2016
72,54,"JJ Henry",44,2.459,272.4,110.782,34,2.665,"CarryEfficiency",2016
72,83,"Michael Kim",62,2.459,272.4,110.781,52,2.731,"CarryEfficiency",2016
72,54,"Jason Kokrak",52,2.459,296.1,120.434,36,2.833,"CarryEfficiency",2016
77,87,"Kevin Streelman",46,2.458,272.3,110.783,26,2.726,"CarryEfficiency",2016
78,76,"Robert Allenby",35,2.456,262.4,106.85,19,2.624,"CarryEfficiency",2016
79,68,"Brandt Snedeker",47,2.453,273,111.294,30,2.632,"CarryEfficiency",2016
79,87,"Tyrone Van Aswegen",67,2.453,275.8,112.45,45,2.735,"CarryEfficiency",2016
81,70,"Matt Kuchar",46,2.451,266.2,108.616,39,2.671,"CarryEfficiency",2016
82,94,"Kelly Kraft",35,2.45,272.2,111.068,19,2.681,"CarryEfficiency",2016
83,74,"Chez Reavie",56,2.449,266,108.619,43,2.66,"CarryEfficiency",2016
84,76,"Dustin Johnson",37,2.448,297.8,121.663,21,2.729,"CarryEfficiency",2016
84,76,"Cameron Percy",22,2.448,272.1,111.141,13,2.627,"CarryEfficiency",2016
84,99,"Scott Pinckney",53,2.448,286.2,116.881,36,2.779,"CarryEfficiency",2016
87,80,"John Huh",51,2.447,267.2,109.169,43,2.731,"CarryEfficiency",2016
88,83,"Charley Hoffman",49,2.446,283.3,115.814,39,2.599,"CarryEfficiency",2016
88,118,"Adam Scott",39,2.446,291.7,119.251,24,2.63,"CarryEfficiency",2016
88,83,"Andy Sullivan",25,2.446,274.1,112.065,20,2.6,"CarryEfficiency",2016
91,99,"Luke Donald",49,2.445,269.2,110.095,36,2.65,"CarryEfficiency",2016
91,108,"Chris Stroud",52,2.445,273.5,111.839,43,2.771,"CarryEfficiency",2016
91,99,"Johnson Wagner",44,2.445,271.3,110.979,31,2.637,"CarryEfficiency",2016
94,96,"Ryan Moore",40,2.444,262.4,107.375,30,2.71,"CarryEfficiency",2016
94,92,"Harold Varner III",58,2.444,288.3,117.998,47,2.664,"CarryEfficiency",2016
96,87,"Seung Yul Noh",54,2.443,282,115.417,43,2.668,"CarryEfficiency",2016
97,91,"Davis Love III",40,2.442,274.3,112.31,33,2.668,"CarryEfficiency",2016
97,99,"Vijay Singh",42,2.442,267.5,109.512,42,2.712,"CarryEfficiency",2016
99,113,"Ian Poulter",37,2.44,267.8,109.782,26,2.614,"CarryEfficiency",2016
100,96,"Kevin Kisner",49,2.439,267.3,109.615,37,2.687,"CarryEfficiency",2016
101,90,"Brian Gay",22,2.437,253,103.816,16,2.613,"CarryEfficiency",2016
102,108,"Brian Harman",60,2.436,269.4,110.606,38,2.664,"CarryEfficiency",2016
103,128,"Erik Compton",45,2.435,273.5,112.315,31,2.708,"CarryEfficiency",2016
103,122,"Rickie Fowler",42,2.435,287,117.877,32,2.645,"CarryEfficiency",2016
103,111,"Whee Kim",54,2.435,270.8,111.182,41,2.737,"CarryEfficiency",2016
103,92,"Jimmy Walker",43,2.435,279.3,114.676,33,2.686,"CarryEfficiency",2016
107,94,"Smylie Kaufman",57,2.434,292.6,120.248,36,2.582,"CarryEfficiency",2016
108,105,"Adam Hadwin",53,2.433,277,113.851,46,2.645,"CarryEfficiency",2016
109,96,"Sam Saunders",40,2.432,273.6,112.48,26,2.62,"CarryEfficiency",2016
110,105,"Bill Haas",42,2.43,276.8,113.876,29,2.616,"CarryEfficiency",2016
111,99,"Russell Henley",42,2.429,277.6,114.311,37,2.684,"CarryEfficiency",2016
112,105,"Steve Marino",40,2.428,276.2,113.787,25,2.647,"CarryEfficiency",2016
112,113,"Shawn Stefani",45,2.428,278.1,114.524,39,2.632,"CarryEfficiency",2016
114,118,"Scott Langley",41,2.426,269.3,111.029,26,2.629,"CarryEfficiency",2016
114,104,"DH Lee",35,2.426,261.1,107.632,19,2.628,"CarryEfficiency",2016
116,136,"William McGirt",54,2.425,270.2,111.448,41,2.646,"CarryEfficiency",2016
117,110,"Andres Gonzales",46,2.423,280.3,115.701,35,2.725,"CarryEfficiency",2016
117,118,"Justin Hicks",26,2.423,258.2,106.559,29,2.584,"CarryEfficiency",2016
119,130,"Stuart Appleby",39,2.421,261.2,107.851,37,2.741,"CarryEfficiency",2016
119,139,"Luke List",51,2.421,295.6,122.107,35,2.793,"CarryEfficiency",2016
119,116,"Gary Woodland",45,2.421,302.6,124.984,31,2.573,"CarryEfficiency",2016
122,111,"Charlie Beljan",26,2.42,292.2,120.742,13,2.721,"CarryEfficiency",2016
122,123,"Brendon Todd",43,2.42,258.5,106.832,35,2.564,"CarryEfficiency",2016
124,126,"Jason Bohn",37,2.419,262.6,108.548,18,2.565,"CarryEfficiency",2016
124,113,"Louis Oosthuizen",25,2.419,273.6,113.109,15,2.713,"CarryEfficiency",2016
124,127,"Webb Simpson",34,2.419,269.4,111.379,29,2.585,"CarryEfficiency",2016
124,142,"Cameron Tringale",47,2.419,267.1,110.425,40,2.687,"CarryEfficiency",2016
128,130,"Roberto Castro",55,2.417,267.4,110.609,46,2.636,"CarryEfficiency",2016
128,117,"Carl Pettersson",31,2.417,259.7,107.441,26,2.587,"CarryEfficiency",2016
130,118,"Aaron Baddeley",51,2.416,280.6,116.141,30,2.597,"CarryEfficiency",2016
131,134,"Matt Every",34,2.415,272.7,112.929,28,2.618,"CarryEfficiency",2016
131,124,"Charles Howell III",63,2.415,287.3,118.962,46,2.65,"CarryEfficiency",2016
133,147,"Tony Finau",49,2.414,301.1,124.734,30,2.634,"CarryEfficiency",2016
134,128,"Sung Kang",51,2.413,271,112.321,40,2.706,"CarryEfficiency",2016
135,125,"Billy Hurley III",22,2.412,263.1,109.057,15,2.49,"CarryEfficiency",2016
135,139,"Kyle Reifers",63,2.412,267.7,110.976,54,2.596,"CarryEfficiency",2016
137,130,"Mark Wilson",42,2.411,258,107.009,34,2.546,"CarryEfficiency",2016
138,149,"Andrew Loupe",50,2.41,301.7,125.193,37,2.647,"CarryEfficiency",2016
139,130,"Marc Leishman",41,2.408,278.1,115.51,27,2.61,"CarryEfficiency",2016
140,134,"Miguel Angel Carballo",24,2.407,270,112.201,9,2.54,"CarryEfficiency",2016
140,146,"Mark Hubbard",73,2.407,269.7,112.062,58,2.632,"CarryEfficiency",2016
142,136,"Peter Malnati",53,2.406,261.1,108.537,29,2.558,"CarryEfficiency",2016
143,138,"Justin Leonard",28,2.405,247.9,103.086,28,2.522,"CarryEfficiency",2016
144,139,"Rhein Gibson",36,2.401,279.8,116.507,20,2.604,"CarryEfficiency",2016
145,155,"Graham DeLaet",50,2.4,284.2,118.426,42,2.586,"CarryEfficiency",2016
145,142,"Jerry Kelly",44,2.4,255.1,106.325,29,2.614,"CarryEfficiency",2016
147,166,"Kevin Chappell",49,2.399,279.9,116.674,31,2.644,"CarryEfficiency",2016
147,144,"Graeme McDowell",33,2.399,266.5,111.113,29,2.578,"CarryEfficiency",2016
147,144,"Bernd Wiesberger",23,2.399,279.2,116.392,14,2.556,"CarryEfficiency",2016
150,159,"Tom Hoge",47,2.398,276.6,115.382,29,2.653,"CarryEfficiency",2016
150,152,"Geoff Ogilvy",37,2.398,271.2,113.078,33,2.612,"CarryEfficiency",2016
150,155,"Cameron Smith",45,2.398,269.7,112.463,25,2.563,"CarryEfficiency",2016
153,151,"Hiroshi Iwata",51,2.397,272,113.49,36,2.609,"CarryEfficiency",2016
153,153,"Steve Wheatcroft",53,2.397,268,111.785,44,2.539,"CarryEfficiency",2016
155,178,"Rob Oppenheim",37,2.395,268.9,112.267,22,2.712,"CarryEfficiency",2016
156,166,"Fabian Gomez",49,2.394,269.9,112.739,48,2.677,"CarryEfficiency",2016
157,148,"Troy Merritt",41,2.393,264.7,110.605,27,2.573,"CarryEfficiency",2016
157,163,"Francesco Molinari",36,2.393,266.9,111.521,39,2.583,"CarryEfficiency",2016
159,149,"Ken Duke",26,2.392,257,107.413,29,2.673,"CarryEfficiency",2016
159,161,"Si Woo Kim",63,2.392,275.4,115.11,49,2.732,"CarryEfficiency",2016
161,161,"Kyle Stanley",57,2.39,267.5,111.932,52,2.72,"CarryEfficiency",2016
162,182,"Henrik Norlander",41,2.389,269.9,113.017,25,2.592,"CarryEfficiency",2016
163,173,"Emiliano Grillo",47,2.388,272.8,114.237,31,2.613,"CarryEfficiency",2016
164,176,"Lucas Glover",53,2.386,275.3,115.372,52,2.639,"CarryEfficiency",2016
164,153,"Matt Jones",45,2.386,278.8,116.808,21,2.548,"CarryEfficiency",2016
164,155,"Greg Owen",56,2.386,281.9,118.145,44,2.604,"CarryEfficiency",2016
167,180,"Henrik Stenson",30,2.383,282.5,118.576,8,2.514,"CarryEfficiency",2016
168,158,"Will Wilcox",47,2.382,274,115.019,37,2.602,"CarryEfficiency",2016
169,159,"Charl Schwartzel",29,2.381,280.4,117.767,21,2.646,"CarryEfficiency",2016
170,169,"Chad Collins",45,2.38,261.9,110.061,34,2.698,"CarryEfficiency",2016
170,176,"Boo Weekley",53,2.38,264.6,111.164,42,2.643,"CarryEfficiency",2016
172,172,"Ben Martin",48,2.378,269.8,113.443,42,2.614,"CarryEfficiency",2016
172,163,"Steve Stricker",25,2.378,259.4,109.073,25,2.627,"CarryEfficiency",2016
172,185,"Dawie van der Walt",48,2.378,280,117.777,32,2.602,"CarryEfficiency",2016
175,165,"Bryce Molder",50,2.377,261.6,110.062,46,2.546,"CarryEfficiency",2016
176,168,"Jon Curran",55,2.375,256.7,108.069,47,2.504,"CarryEfficiency",2016
176,187,"Robert Streb",51,2.375,276.2,116.283,38,2.617,"CarryEfficiency",2016
178,171,"Chad Campbell",54,2.374,264.2,111.266,46,2.627,"CarryEfficiency",2016
178,180,"Brendon de Jonge",55,2.374,268.6,113.149,38,2.588,"CarryEfficiency",2016
180,169,"Dicky Pride",33,2.373,255.2,107.529,26,2.502,"CarryEfficiency",2016
181,173,"Brooks Koepka",39,2.369,290,122.424,25,2.575,"CarryEfficiency",2016
182,175,"Shane Bertsch",30,2.367,251.2,106.138,15,2.496,"CarryEfficiency",2016
183,178,"Abraham Ancer",26,2.365,253.3,107.072,14,2.547,"CarryEfficiency",2016
184,183,"Zac Blair",56,2.364,254.8,107.801,43,2.523,"CarryEfficiency",2016
185,194,"Paul Casey",39,2.363,276.7,117.088,22,2.633,"CarryEfficiency",2016
186,183,"Hudson Swafford",52,2.361,293.9,124.484,31,2.644,"CarryEfficiency",2016
187,191,"Colt Knost",56,2.358,248.8,105.492,50,2.574,"CarryEfficiency",2016
188,189,"Jim Herman",55,2.357,269.4,114.269,42,2.59,"CarryEfficiency",2016
189,186,"Daniel Summerhays",55,2.353,261.6,111.184,43,2.556,"CarryEfficiency",2016
190,188,"Russell Knox",48,2.35,260.9,111,32,2.523,"CarryEfficiency",2016
191,190,"Matthew Fitzpatrick",23,2.347,264.8,112.806,15,2.513,"CarryEfficiency",2016
192,192,"Steven Bowditch",40,2.343,275,117.348,26,2.66,"CarryEfficiency",2016
192,197,"Derek Ernst",36,2.343,283,120.76,18,2.471,"CarryEfficiency",2016
192,202,"Patrick Reed",53,2.343,277,118.238,39,2.683,"CarryEfficiency",2016
195,201,"Jhonattan Vegas",49,2.342,289.8,123.771,29,2.544,"CarryEfficiency",2016
196,198,"Ollie Schniederjans",23,2.34,290.4,124.089,14,2.535,"CarryEfficiency",2016
197,193,"Stewart Cink",45,2.338,275.2,117.686,28,2.468,"CarryEfficiency",2016
198,194,"Jason Dufner",53,2.332,265.1,113.712,42,2.63,"CarryEfficiency",2016
198,194,"Freddie Jacobson",54,2.332,263.1,112.81,40,2.462,"CarryEfficiency",2016
200,200,"Spencer Levin",62,2.327,254.7,109.455,53,2.549,"CarryEfficiency",2016
201,199,"Pat Perez",28,2.324,270.3,116.315,14,2.422,"CarryEfficiency",2016
202,204,"Kevin Na",52,2.31,259.4,112.287,31,2.475,"CarryEfficiency",2016
203,202,"Ricky Barnes",57,2.307,271.3,117.589,36,2.561,"CarryEfficiency",2016
204,205,"Branden Grace",31,2.305,266.5,115.649,20,2.517,"CarryEfficiency",2016
205,206,"Sergio Garcia",28,2.302,281.5,122.249,12,2.468,"CarryEfficiency",2016
206,207,"George McNeill",33,2.293,263.7,115.043,27,2.654,"CarryEfficiency",2016
207,208,"John Senden",48,2.282,271.8,119.123,17,2.513,"CarryEfficiency",2016
