"Round2ScoringAverage_RANKTHISWEEK_2011","Round2ScoringAverage_RANKLASTWEEK_2011","Round2ScoringAverage_PLAYERNAME_2011","Round2ScoringAverage__2011","Round2ScoringAverage_AVG_2011","Round2ScoringAverage_TOTALSTROKES_2011","Round2ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Bubba Watson",NA,68.8,1376,20,"Round2ScoringAverage",2011
2,2,"Aaron Baddeley",NA,68.91,1516,22,"Round2ScoringAverage",2011
3,3,"Sergio Garcia",NA,69,1104,16,"Round2ScoringAverage",2011
3,3,"Brandt Snedeker",NA,69,1725,25,"Round2ScoringAverage",2011
5,5,"Webb Simpson",NA,69.12,1797,26,"Round2ScoringAverage",2011
6,6,"Steve Stricker",NA,69.17,1245,18,"Round2ScoringAverage",2011
7,7,"David Toms",NA,69.27,1524,22,"Round2ScoringAverage",2011
8,8,"Chris Couch",NA,69.32,1317,19,"Round2ScoringAverage",2011
9,9,"Jason Day",NA,69.45,1389,20,"Round2ScoringAverage",2011
10,10,"Cameron Tringale",NA,69.59,2227,32,"Round2ScoringAverage",2011
11,11,"Gary Woodland",NA,69.6,1740,25,"Round2ScoringAverage",2011
12,12,"Hunter Mahan",NA,69.67,1672,24,"Round2ScoringAverage",2011
13,13,"Lucas Glover",NA,69.68,1533,22,"Round2ScoringAverage",2011
14,14,"JB Holmes",NA,69.71,976,14,"Round2ScoringAverage",2011
14,14,"Charl Schwartzel",NA,69.71,976,14,"Round2ScoringAverage",2011
16,16,"Chris Stroud",NA,69.74,1883,27,"Round2ScoringAverage",2011
17,17,"Bill Haas",NA,69.76,1744,25,"Round2ScoringAverage",2011
18,18,"John Senden",NA,69.77,1814,26,"Round2ScoringAverage",2011
19,19,"Jim Furyk",NA,69.8,1745,25,"Round2ScoringAverage",2011
19,19,"Freddie Jacobson",NA,69.8,1745,25,"Round2ScoringAverage",2011
21,21,"Nick Watney",NA,69.81,1466,21,"Round2ScoringAverage",2011
