"PGAChampionshipPoints_RANKTHISWEEK_2014","PGAChampionshipPoints_RANKLASTWEEK_2014","PGAChampionshipPoints_PLAYERNAME_2014","PGAChampionshipPoints_EVENTS_2014","PGAChampionshipPoints_POINTS_2014","stat_name","year"
31,31,"Martin Kaymer",6,572750,"PGAChampionshipPoints",2014
32,32,"Jordan Spieth",6,542067,"PGAChampionshipPoints",2014
33,33,"Freddie Jacobson",5,517340,"PGAChampionshipPoints",2014
34,34,"Brandt Snedeker",5,499450,"PGAChampionshipPoints",2014
35,35,"William McGirt",4,473120,"PGAChampionshipPoints",2014
36,36,"Kevin Na",6,472680,"PGAChampionshipPoints",2014
37,37,"Hideki Matsuyama",7,470553,"PGAChampionshipPoints",2014
38,38,"Zach Johnson",6,464462,"PGAChampionshipPoints",2014
39,39,"Keegan Bradley",5,438749,"PGAChampionshipPoints",2014
40,40,"Kevin Chappell",5,395997,"PGAChampionshipPoints",2014
41,41,"Chesson Hadley",5,363143,"PGAChampionshipPoints",2014
42,42,"Graham DeLaet",5,346906,"PGAChampionshipPoints",2014
43,43,"Seung Yul Noh",5,337363,"PGAChampionshipPoints",2014
44,44,"Justin Hicks",4,335660,"PGAChampionshipPoints",2014
45,45,"Victor Dubuisson",2,332500,"PGAChampionshipPoints",2014
46,46,"Nick Watney",4,331950,"PGAChampionshipPoints",2014
47,47,"Steve Stricker",2,307250,"PGAChampionshipPoints",2014
48,48,"Mikko Ilonen",2,306375,"PGAChampionshipPoints",2014
49,49,"Robert Streb",4,305923,"PGAChampionshipPoints",2014
50,50,"Angel Cabrera",5,301700,"PGAChampionshipPoints",2014
51,51,"Brendon Todd",6,300751,"PGAChampionshipPoints",2014
52,52,"Carl Pettersson",4,300423,"PGAChampionshipPoints",2014
53,53,"JB Holmes",5,293100,"PGAChampionshipPoints",2014
54,54,"Bo Van Pelt",3,270350,"PGAChampionshipPoints",2014
55,55,"Graeme McDowell",4,263432,"PGAChampionshipPoints",2014
56,56,"Kevin Stadler",5,261253,"PGAChampionshipPoints",2014
57,57,"Heath Slocum",2,254400,"PGAChampionshipPoints",2014
58,58,"Ryan Moore",5,238700,"PGAChampionshipPoints",2014
59,59,"Lee Westwood",3,234729,"PGAChampionshipPoints",2014
60,60,"John Huh",5,233580,"PGAChampionshipPoints",2014
61,61,"Gonzalo Fdez Castano",5,221274,"PGAChampionshipPoints",2014
62,62,"Brian Stuard",6,198612,"PGAChampionshipPoints",2014
63,63,"Martin Laird",2,197000,"PGAChampionshipPoints",2014
64,64,"Steven Bowditch",6,181324,"PGAChampionshipPoints",2014
65,65,"Scott Langley",4,179740,"PGAChampionshipPoints",2014
66,66,"Jerry Kelly",4,176200,"PGAChampionshipPoints",2014
67,67,"Chris Stroud",4,174374,"PGAChampionshipPoints",2014
68,68,"Jonathan Byrd",2,174000,"PGAChampionshipPoints",2014
69,69,"Louis Oosthuizen",3,173389,"PGAChampionshipPoints",2014
70,70,"Jhonattan Vegas",3,164960,"PGAChampionshipPoints",2014
71,71,"Russell Knox",4,162800,"PGAChampionshipPoints",2014
72,72,"Andres Romero",4,160190,"PGAChampionshipPoints",2014
73,73,"Stewart Cink",3,151017,"PGAChampionshipPoints",2014
74,74,"Brooks Koepka",2,149619,"PGAChampionshipPoints",2014
75,75,"Daniel Summerhays",4,149094,"PGAChampionshipPoints",2014
76,76,"Jamie Donaldson",2,148500,"PGAChampionshipPoints",2014
77,77,"Brad Fritsch",2,148400,"PGAChampionshipPoints",2014
77,77,"Kevin Kisner",2,148400,"PGAChampionshipPoints",2014
79,79,"Ian Poulter",4,147275,"PGAChampionshipPoints",2014
80,80,"Charles Howell III",5,143207,"PGAChampionshipPoints",2014
81,81,"Kevin Streelman",5,142764,"PGAChampionshipPoints",2014
82,82,"Ricky Barnes",3,141249,"PGAChampionshipPoints",2014
83,83,"Brian Harman",6,139730,"PGAChampionshipPoints",2014
84,84,"Paul Casey",3,136980,"PGAChampionshipPoints",2014
85,85,"Francesco Molinari",3,131359,"PGAChampionshipPoints",2014
86,86,"Brendon de Jonge",5,130400,"PGAChampionshipPoints",2014
87,87,"Tim Clark",5,129566,"PGAChampionshipPoints",2014
88,88,"Jason Kokrak",3,129349,"PGAChampionshipPoints",2014
89,89,"Matt Jones",5,127942,"PGAChampionshipPoints",2014
90,90,"Marc Warren",1,127889,"PGAChampionshipPoints",2014
90,90,"Bernd Wiesberger",1,127889,"PGAChampionshipPoints",2014
92,92,"Erik Compton",4,126680,"PGAChampionshipPoints",2014
93,93,"Joost Luiten",2,125750,"PGAChampionshipPoints",2014
94,94,"Ben Crane",5,120067,"PGAChampionshipPoints",2014
95,95,"Rod Pampling",1,120000,"PGAChampionshipPoints",2014
96,96,"Jason Allred",2,118507,"PGAChampionshipPoints",2014
97,97,"Harris English",5,118000,"PGAChampionshipPoints",2014
98,98,"Scott Piercy",2,116600,"PGAChampionshipPoints",2014
99,99,"Ryo Ishikawa",4,114441,"PGAChampionshipPoints",2014
100,100,"Alexander Levy",2,108500,"PGAChampionshipPoints",2014
101,101,"Branden Grace",2,107375,"PGAChampionshipPoints",2014
102,102,"Jason Bohn",4,104210,"PGAChampionshipPoints",2014
103,103,"Luke Donald",4,103600,"PGAChampionshipPoints",2014
104,104,"Richard Sterne",3,102232,"PGAChampionshipPoints",2014
105,105,"Fabrizio Zanotti",2,100575,"PGAChampionshipPoints",2014
106,106,"Tim Wilkinson",2,99680,"PGAChampionshipPoints",2014
107,107,"George McNeill",4,99367,"PGAChampionshipPoints",2014
108,108,"Vijay Singh",3,98110,"PGAChampionshipPoints",2014
109,109,"Thomas Bjorn",2,97500,"PGAChampionshipPoints",2014
110,110,"Shawn Stefani",4,93693,"PGAChampionshipPoints",2014
111,111,"Sangmoon Bae",2,92750,"PGAChampionshipPoints",2014
112,112,"Jonas Blixt",3,91420,"PGAChampionshipPoints",2014
113,113,"Matt Every",5,89580,"PGAChampionshipPoints",2014
114,114,"Scott Stallings",5,86575,"PGAChampionshipPoints",2014
115,115,"Kyle Stanley",2,84000,"PGAChampionshipPoints",2014
116,116,"Brendan Steele",4,82907,"PGAChampionshipPoints",2014
117,117,"David Toms",3,81900,"PGAChampionshipPoints",2014
118,118,"Hudson Swafford",2,76812,"PGAChampionshipPoints",2014
119,119,"Danny Lee",4,75930,"PGAChampionshipPoints",2014
120,120,"Bryce Molder",3,75394,"PGAChampionshipPoints",2014
121,121,"Jeff Overton",4,74867,"PGAChampionshipPoints",2014
122,122,"Kenny Perry",1,71000,"PGAChampionshipPoints",2014
123,123,"Thorbjorn Olesen",2,69810,"PGAChampionshipPoints",2014
124,124,"KJ Choi",4,69670,"PGAChampionshipPoints",2014
125,125,"Roberto Castro",3,66780,"PGAChampionshipPoints",2014
125,125,"DA Points",2,66780,"PGAChampionshipPoints",2014
127,127,"Eric Axley",2,66000,"PGAChampionshipPoints",2014
128,128,"Charley Hoffman",4,64847,"PGAChampionshipPoints",2014
129,129,"Danny Willett",1,62000,"PGAChampionshipPoints",2014
130,130,"David Hearn",3,60800,"PGAChampionshipPoints",2014
131,131,"Andrew Svoboda",3,58609,"PGAChampionshipPoints",2014
132,132,"Miguel Angel Jimenez",2,57500,"PGAChampionshipPoints",2014
133,133,"Luke Guthrie",2,56689,"PGAChampionshipPoints",2014
134,134,"Stephen Gallacher",3,55500,"PGAChampionshipPoints",2014
135,135,"Joe Durant",2,55160,"PGAChampionshipPoints",2014
136,136,"Tommy Gainey",2,54312,"PGAChampionshipPoints",2014
137,137,"Retief Goosen",3,54233,"PGAChampionshipPoints",2014
138,138,"Chad Campbell",2,54000,"PGAChampionshipPoints",2014
139,139,"David Howell",1,49625,"PGAChampionshipPoints",2014
139,139,"Thongchai Jaidee",2,49625,"PGAChampionshipPoints",2014
141,141,"Andrew Loupe",2,47759,"PGAChampionshipPoints",2014
142,142,"Brice Garnett",3,44807,"PGAChampionshipPoints",2014
142,142,"JJ Henry",2,44807,"PGAChampionshipPoints",2014
144,144,"Pablo Larrazabal",2,44250,"PGAChampionshipPoints",2014
145,145,"Wes Roach",2,44060,"PGAChampionshipPoints",2014
146,146,"Miguel Angel Carballo",2,43500,"PGAChampionshipPoints",2014
146,146,"George Coetzee",2,43500,"PGAChampionshipPoints",2014
148,148,"Jason Dufner",2,43375,"PGAChampionshipPoints",2014
149,149,"Daisuke Maruyama",1,43000,"PGAChampionshipPoints",2014
150,150,"David Lynn",1,42625,"PGAChampionshipPoints",2014
150,150,"Yoshitaka Takeya",1,42625,"PGAChampionshipPoints",2014
152,152,"David Lingmerth",2,42523,"PGAChampionshipPoints",2014
153,153,"Derek Ernst",2,42130,"PGAChampionshipPoints",2014
153,153,"Doug LaBelle II",2,42130,"PGAChampionshipPoints",2014
153,153,"Johnson Wagner",2,42130,"PGAChampionshipPoints",2014
156,156,"Tano Goya",1,42000,"PGAChampionshipPoints",2014
157,157,"Will Wilcox",2,41009,"PGAChampionshipPoints",2014
158,158,"Will Ma Kenzie",5,40944,"PGAChampionshipPoints",2014
159,159,"Scott Brown",4,40255,"PGAChampionshipPoints",2014
160,160,"Michael Putnam",4,38487,"PGAChampionshipPoints",2014
161,161,"Brian Davis",2,36850,"PGAChampionshipPoints",2014
162,162,"John Merrick",2,35747,"PGAChampionshipPoints",2014
163,163,"Troy Merritt",2,33867,"PGAChampionshipPoints",2014
164,164,"Koumei Oda",1,33500,"PGAChampionshipPoints",2014
165,165,"Steve Flesch",2,32400,"PGAChampionshipPoints",2014
166,166,"Lee Janzen",2,30364,"PGAChampionshipPoints",2014
167,167,"Justin Bolli",2,29327,"PGAChampionshipPoints",2014
168,168,"Robert Karlsson",2,25375,"PGAChampionshipPoints",2014
168,168,"Shane Lowry",1,25375,"PGAChampionshipPoints",2014
168,168,"Edoardo Molinari",1,25375,"PGAChampionshipPoints",2014
168,168,"Pat Perez",3,25375,"PGAChampionshipPoints",2014
168,168,"Chris Wood",1,25375,"PGAChampionshipPoints",2014
173,173,"Mark Wilson",2,22073,"PGAChampionshipPoints",2014
174,174,"Josh Teater",2,21730,"PGAChampionshipPoints",2014
175,175,"Ben Martin",3,21394,"PGAChampionshipPoints",2014
176,176,"Ben Curtis",2,20677,"PGAChampionshipPoints",2014
177,177,"Woody Austin",1,20400,"PGAChampionshipPoints",2014
177,177,"Billy Mayfair",1,20400,"PGAChampionshipPoints",2014
179,179,"Colin Montgomerie",1,18033,"PGAChampionshipPoints",2014
180,180,"Rafa Cabrera Bello",2,17700,"PGAChampionshipPoints",2014
181,181,"Billy Hurley III",3,17600,"PGAChampionshipPoints",2014
182,182,"Nicholas Thompson",2,17281,"PGAChampionshipPoints",2014
183,183,"Boo Weekley",3,17120,"PGAChampionshipPoints",2014
184,184,"Steve Marino",2,16960,"PGAChampionshipPoints",2014
184,184,"YE Yang",3,16960,"PGAChampionshipPoints",2014
186,186,"Tim Herron",2,16621,"PGAChampionshipPoints",2014
187,187,"Kent Jones",1,15480,"PGAChampionshipPoints",2014
187,187,"Jamie Lovemark",2,15480,"PGAChampionshipPoints",2014
189,189,"Martin Flores",2,14560,"PGAChampionshipPoints",2014
190,190,"Robert Garrigus",3,14257,"PGAChampionshipPoints",2014
191,191,"John Mallinger",1,12900,"PGAChampionshipPoints",2014
191,191,"Patrick Rodgers",2,12900,"PGAChampionshipPoints",2014
191,191,"DJ Trahan",1,12900,"PGAChampionshipPoints",2014
194,194,"Kevin Foley",2,12473,"PGAChampionshipPoints",2014
194,194,"Charlie Wi",2,12473,"PGAChampionshipPoints",2014
196,196,"James Hahn",3,11660,"PGAChampionshipPoints",2014
197,197,"Peter Malnati",2,11130,"PGAChampionshipPoints",2014
197,197,"Michael Thompson",2,11130,"PGAChampionshipPoints",2014
199,199,"Greg Chalmers",2,11100,"PGAChampionshipPoints",2014
199,199,"Kevin Tway",2,11100,"PGAChampionshipPoints",2014
201,201,"Bobby Wyatt",2,10441,"PGAChampionshipPoints",2014
202,202,"Tyrone Van Aswegen",2,10123,"PGAChampionshipPoints",2014
203,203,"Joe Ogilvie",2,9858,"PGAChampionshipPoints",2014
204,204,"Oliver Goss",1,9600,"PGAChampionshipPoints",2014
205,205,"Padraig Harrington",3,7810,"PGAChampionshipPoints",2014
205,205,"Kevin Lucas",1,7810,"PGAChampionshipPoints",2014
205,205,"Troy Matteson",2,7810,"PGAChampionshipPoints",2014
205,205,"Marc Turnesa",2,7810,"PGAChampionshipPoints",2014
209,209,"Arjun Atwal",2,6980,"PGAChampionshipPoints",2014
209,209,"Tim Petrovic",2,6980,"PGAChampionshipPoints",2014
211,211,"Trevor Immelman",2,6750,"PGAChampionshipPoints",2014
212,212,"Jim Herman",2,6630,"PGAChampionshipPoints",2014
212,212,"Bronson La Cassie",2,6630,"PGAChampionshipPoints",2014
214,214,"Cameron Beckman",2,6420,"PGAChampionshipPoints",2014
214,214,"Charlie Beljan",2,6420,"PGAChampionshipPoints",2014
214,214,"Ryuji Imada",2,6420,"PGAChampionshipPoints",2014
217,217,"DH Lee",2,6180,"PGAChampionshipPoints",2014
217,217,"John Rollins",2,6180,"PGAChampionshipPoints",2014
219,219,"Len Mattiace",2,6000,"PGAChampionshipPoints",2014
219,219,"Rory Sabbatini",3,6000,"PGAChampionshipPoints",2014
219,219,"Mike Weir",2,6000,"PGAChampionshipPoints",2014
222,222,"Chris Smith",1,5820,"PGAChampionshipPoints",2014
223,223,"Chad Collins",2,5760,"PGAChampionshipPoints",2014
