"DrivingAccuracyPercentage_RANKTHISWEEK_2008","DrivingAccuracyPercentage_RANKLASTWEEK_2008","DrivingAccuracyPercentage_PLAYERNAME_2008","DrivingAccuracyPercentage_ROUNDS_2008","DrivingAccuracyPercentage_Pct_2008","DrivingAccuracyPercentage_FAIRWAYSHIT_2008","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2008","stat_name","year"
122,122,"Brett Quigley",80,61.76,672,1088,"DrivingAccuracyPercentage",2008
123,123,"Dean Wilson",109,61.7,902,1462,"DrivingAccuracyPercentage",2008
124,124,"Brad Elder",67,61.67,523,848,"DrivingAccuracyPercentage",2008
125,125,"Lucas Glover",91,61.54,781,1269,"DrivingAccuracyPercentage",2008
126,126,"KJ Choi",74,61.38,604,984,"DrivingAccuracyPercentage",2008
127,127,"Troy Matteson",94,61.36,802,1307,"DrivingAccuracyPercentage",2008
128,128,"Nick Watney",96,61.21,822,1343,"DrivingAccuracyPercentage",2008
129,129,"Dudley Hart",74,61.18,599,979,"DrivingAccuracyPercentage",2008
130,130,"Ted Purdy",68,61.14,527,862,"DrivingAccuracyPercentage",2008
131,131,"Tim Herron",97,61.1,790,1293,"DrivingAccuracyPercentage",2008
132,132,"David Lutterus",59,61.06,450,737,"DrivingAccuracyPercentage",2008
133,133,"Johnson Wagner",83,61.02,681,1116,"DrivingAccuracyPercentage",2008
134,134,"Steve Flesch",95,60.98,808,1325,"DrivingAccuracyPercentage",2008
135,135,"Bob Sowards",61,60.89,467,767,"DrivingAccuracyPercentage",2008
136,136,"Jesper Parnevik",88,60.85,712,1170,"DrivingAccuracyPercentage",2008
137,137,"Brandt Snedeker",85,60.51,711,1175,"DrivingAccuracyPercentage",2008
138,138,"Sean OHair",81,60.44,683,1130,"DrivingAccuracyPercentage",2008
139,139,"Jason Day",81,60.39,683,1131,"DrivingAccuracyPercentage",2008
140,140,"Harrison Frazar",73,60.11,544,905,"DrivingAccuracyPercentage",2008
141,141,"Marco Dawson",64,60.1,467,777,"DrivingAccuracyPercentage",2008
142,142,"Bill Haas",99,59.95,792,1321,"DrivingAccuracyPercentage",2008
142,142,"Freddie Jacobson",78,59.95,654,1091,"DrivingAccuracyPercentage",2008
144,144,"Steve Lowery",74,59.92,619,1033,"DrivingAccuracyPercentage",2008
145,145,"Carl Pettersson",110,59.87,919,1535,"DrivingAccuracyPercentage",2008
146,146,"Ian Poulter",51,59.77,410,686,"DrivingAccuracyPercentage",2008
147,147,"Ryuji Imada",80,59.64,665,1115,"DrivingAccuracyPercentage",2008
148,148,"Tommy Gainey",60,59.53,431,724,"DrivingAccuracyPercentage",2008
149,149,"Nathan Green",95,59.5,786,1321,"DrivingAccuracyPercentage",2008
150,150,"Aaron Baddeley",76,59.45,610,1026,"DrivingAccuracyPercentage",2008
150,150,"Vijay Singh",82,59.45,651,1095,"DrivingAccuracyPercentage",2008
152,152,"George McNeill",97,59.42,804,1353,"DrivingAccuracyPercentage",2008
153,153,"Sergio Garcia",72,59.39,582,980,"DrivingAccuracyPercentage",2008
154,154,"Padraig Harrington",52,59.37,415,699,"DrivingAccuracyPercentage",2008
155,155,"Billy Andrade",71,59.35,552,930,"DrivingAccuracyPercentage",2008
156,156,"Chad Collins",72,58.98,542,919,"DrivingAccuracyPercentage",2008
157,157,"Parker McLachlin",88,58.84,689,1171,"DrivingAccuracyPercentage",2008
158,158,"Jon Mills",95,58.38,707,1211,"DrivingAccuracyPercentage",2008
159,159,"Anthony Kim",81,58.34,661,1133,"DrivingAccuracyPercentage",2008
160,160,"Mark Hensby",71,58.32,578,991,"DrivingAccuracyPercentage",2008
161,161,"Steve Allan",58,58.25,406,697,"DrivingAccuracyPercentage",2008
162,162,"Davis Love III",78,58.22,634,1089,"DrivingAccuracyPercentage",2008
163,163,"Carlos Franco",73,58.2,543,933,"DrivingAccuracyPercentage",2008
164,164,"Stuart Appleby",87,58.19,682,1172,"DrivingAccuracyPercentage",2008
165,165,"Geoff Ogilvy",65,58.18,519,892,"DrivingAccuracyPercentage",2008
166,166,"Camilo Villegas",79,58.15,635,1092,"DrivingAccuracyPercentage",2008
167,167,"Brad Adamonis",87,58.1,671,1155,"DrivingAccuracyPercentage",2008
168,168,"Tag Ridings",88,58.08,712,1226,"DrivingAccuracyPercentage",2008
169,169,"Fred Couples",60,57.49,480,835,"DrivingAccuracyPercentage",2008
169,169,"Brenden Pappas",66,57.49,480,835,"DrivingAccuracyPercentage",2008
171,171,"Cody Freeman",66,57.18,494,864,"DrivingAccuracyPercentage",2008
172,172,"Shigeki Maruyama",50,57.14,356,623,"DrivingAccuracyPercentage",2008
173,173,"Ernie Els",51,56.88,397,698,"DrivingAccuracyPercentage",2008
174,174,"Retief Goosen",59,56.79,460,810,"DrivingAccuracyPercentage",2008
175,175,"Charles Howell III",101,56.78,787,1386,"DrivingAccuracyPercentage",2008
176,176,"Eric Axley",113,56.39,856,1518,"DrivingAccuracyPercentage",2008
177,177,"Brandt Jobe",52,56.35,408,724,"DrivingAccuracyPercentage",2008
178,178,"Steve Stricker",75,56.25,567,1008,"DrivingAccuracyPercentage",2008
179,179,"Robert Garrigus",90,56.23,704,1252,"DrivingAccuracyPercentage",2008
180,180,"Brett Rumford",72,56.04,529,944,"DrivingAccuracyPercentage",2008
181,181,"Stewart Cink",87,55.27,624,1129,"DrivingAccuracyPercentage",2008
181,181,"Phil Mickelson",80,55.27,603,1091,"DrivingAccuracyPercentage",2008
183,183,"Bubba Watson",97,55.16,732,1327,"DrivingAccuracyPercentage",2008
184,184,"Jason Allred",63,55.05,436,792,"DrivingAccuracyPercentage",2008
185,185,"Adam Scott",51,54.66,375,686,"DrivingAccuracyPercentage",2008
186,186,"Matt Jones",95,54.5,691,1268,"DrivingAccuracyPercentage",2008
187,187,"Jeff Overton",103,54.31,750,1381,"DrivingAccuracyPercentage",2008
189,189,"James Driscoll",85,53.51,587,1097,"DrivingAccuracyPercentage",2008
190,190,"Travis Perkins",53,53.44,350,655,"DrivingAccuracyPercentage",2008
191,191,"Dustin Johnson",92,53.05,679,1280,"DrivingAccuracyPercentage",2008
192,192,"Andres Romero",69,52.83,495,937,"DrivingAccuracyPercentage",2008
193,193,"Jimmy Walker",73,52.82,478,905,"DrivingAccuracyPercentage",2008
194,194,"Daniel Chopra",84,52.76,612,1160,"DrivingAccuracyPercentage",2008
195,195,"JB Holmes",86,52.4,622,1187,"DrivingAccuracyPercentage",2008
196,196,"Angel Cabrera",55,51.11,367,718,"DrivingAccuracyPercentage",2008
197,197,"David Duval",51,49.01,348,710,"DrivingAccuracyPercentage",2008
