"PowerRating_RANKTHISWEEK_2006","PowerRating_RANKLASTWEEK_2006","PowerRating_PLAYERNAME_2006","PowerRating_EVENTS_2006","PowerRating_RATING_2006","stat_name","year"
158,158,"Ian Poulter",10,5.8,"PowerRating",2006
158,158,"John Riegger",5,5.8,"PowerRating",2006
158,158,"Duffy Waldorf",18,5.8,"PowerRating",2006
168,168,"Briny Baird",14,5.7,"PowerRating",2006
168,168,"Stephen Dodd",1,5.7,"PowerRating",2006
168,168,"Simon Dyson",1,5.7,"PowerRating",2006
168,168,"John Engler Jr",7,5.7,"PowerRating",2006
168,168,"JP Hayes",8,5.7,"PowerRating",2006
168,168,"David Hearn",1,5.7,"PowerRating",2006
168,168,"Patrick Sheehan",15,5.7,"PowerRating",2006
175,175,"Jay Delsing",5,5.6,"PowerRating",2006
175,175,"Bernhard Langer",13,5.6,"PowerRating",2006
175,175,"Parker McLachlin",2,5.6,"PowerRating",2006
178,178,"David Branshaw",19,5.5,"PowerRating",2006
178,178,"Alex Cejka",16,5.5,"PowerRating",2006
178,178,"Ben Crane",15,5.5,"PowerRating",2006
178,178,"Peter Lonard",16,5.5,"PowerRating",2006
178,178,"Shaun Micheel",17,5.5,"PowerRating",2006
178,178,"Arron Oberholser",16,5.5,"PowerRating",2006
184,184,"Paul Azinger",16,5.4,"PowerRating",2006
184,184,"Aaron Baddeley",13,5.4,"PowerRating",2006
184,184,"Mark Calcavecchia",20,5.4,"PowerRating",2006
184,184,"Joel Edwards",1,5.4,"PowerRating",2006
184,184,"Brent Geiberger",19,5.4,"PowerRating",2006
184,184,"Lee Janzen",11,5.4,"PowerRating",2006
184,184,"Scott Miller",1,5.4,"PowerRating",2006
184,184,"Steve Stricker",13,5.4,"PowerRating",2006
184,184,"Phil Tataurangi",4,5.4,"PowerRating",2006
193,193,"Thomas Bjorn",3,5.3,"PowerRating",2006
193,193,"Steve Flesch",24,5.3,"PowerRating",2006
193,193,"Zach Johnson",18,5.3,"PowerRating",2006
193,193,"Len Mattiace",6,5.3,"PowerRating",2006
193,193,"Joey Sindelar",14,5.3,"PowerRating",2006
198,198,"Jeff Brehaut",14,5.2,"PowerRating",2006
198,198,"Robert Damron",13,5.2,"PowerRating",2006
198,198,"Mark Hensby",5,5.2,"PowerRating",2006
198,198,"Thomas Levet",9,5.2,"PowerRating",2006
198,198,"Mike Sposa",9,5.2,"PowerRating",2006
198,198,"Don Yrene",1,5.2,"PowerRating",2006
204,204,"Tommy Armour III",8,5.1,"PowerRating",2006
204,204,"Steve Elkington",9,5.1,"PowerRating",2006
204,204,"Kent Jones",17,5.1,"PowerRating",2006
204,204,"Tim Petrovic",15,5.1,"PowerRating",2006
204,204,"Bob Tway",13,5.1,"PowerRating",2006
209,209,"Bart Bryant",16,5,"PowerRating",2006
209,209,"Ryuji Imada",19,5,"PowerRating",2006
209,209,"Justin Leonard",14,5,"PowerRating",2006
209,209,"Jeff Maggert",13,5,"PowerRating",2006
209,209,"Shigeki Maruyama",17,5,"PowerRating",2006
209,209,"Rocco Mediate",7,5,"PowerRating",2006
209,209,"Jay Williamson",5,5,"PowerRating",2006
216,216,"Dan Forsman",5,4.9,"PowerRating",2006
216,216,"Jim Furyk",17,4.9,"PowerRating",2006
216,216,"Yasuharu Imano",1,4.9,"PowerRating",2006
216,216,"Tom Pernice Jr",18,4.9,"PowerRating",2006
220,220,"Greg Chalmers",5,4.8,"PowerRating",2006
220,220,"Luke Donald",11,4.8,"PowerRating",2006
220,220,"Matt Gogel",2,4.8,"PowerRating",2006
220,220,"JL Lewis",11,4.8,"PowerRating",2006
224,224,"Dudley Hart",14,4.7,"PowerRating",2006
224,224,"Matt Kuchar",2,4.7,"PowerRating",2006
224,224,"David McKenzie",12,4.7,"PowerRating",2006
224,224,"Craig Parry",6,4.7,"PowerRating",2006
224,224,"Darron Stiles",7,4.7,"PowerRating",2006
224,224,"Mike Weir",15,4.7,"PowerRating",2006
230,230,"Stuart Deane",1,4.6,"PowerRating",2006
230,230,"Bob Estes",17,4.6,"PowerRating",2006
230,230,"Billy Mayfair",16,4.6,"PowerRating",2006
230,230,"Tjaart van der Walt",8,4.6,"PowerRating",2006
234,234,"Gabriel Hjertstedt",6,4.5,"PowerRating",2006
234,234,"Richard Johnson",17,4.5,"PowerRating",2006
234,234,"Daisuke Maruyama",14,4.5,"PowerRating",2006
234,234,"Chris Riley",13,4.5,"PowerRating",2006
234,234,"Heath Slocum",16,4.5,"PowerRating",2006
234,234,"Dean Wilson",20,4.5,"PowerRating",2006
240,240,"Jason Allred",1,4.4,"PowerRating",2006
240,240,"Nathan Green",22,4.4,"PowerRating",2006
240,240,"Richard Scott",1,4.4,"PowerRating",2006
243,243,"Will Moore",1,4.3,"PowerRating",2006
243,243,"David Peoples",1,4.3,"PowerRating",2006
245,245,"Robert Gamez",16,4.2,"PowerRating",2006
245,245,"Omar Uresti",7,4.2,"PowerRating",2006
245,245,"Mark Wilson",15,4.2,"PowerRating",2006
248,248,"Michael Connell",3,4.1,"PowerRating",2006
248,248,"Nick Price",5,4.1,"PowerRating",2006
250,250,"Gregory Bourdy",1,4,"PowerRating",2006
250,250,"Paul Broadhurst",1,4,"PowerRating",2006
250,250,"Chris DiMarco",13,4,"PowerRating",2006
250,250,"Tetsuji Hiratsuka",1,4,"PowerRating",2006
250,250,"Miguel Angel Jimenez",2,4,"PowerRating",2006
250,250,"Skip Kendall",12,4,"PowerRating",2006
250,250,"Craig Stadler",1,4,"PowerRating",2006
257,257,"Ben Curtis",14,3.9,"PowerRating",2006
257,257,"Ken Duke",2,3.9,"PowerRating",2006
257,257,"Billy Hurley III",2,3.9,"PowerRating",2006
257,257,"Shingo Katayama",2,3.9,"PowerRating",2006
257,257,"John Mallinger",1,3.9,"PowerRating",2006
257,257,"Jim McGovern",2,3.9,"PowerRating",2006
257,257,"Kevin Na",5,3.9,"PowerRating",2006
257,257,"Jeff Sluman",19,3.9,"PowerRating",2006
265,265,"Tim Clark",15,3.8,"PowerRating",2006
265,265,"Shiv Kapur",1,3.8,"PowerRating",2006
265,265,"Phil Schmitt",1,3.8,"PowerRating",2006
265,265,"Kirk Triplett",10,3.8,"PowerRating",2006
269,269,"Notah Begay III",2,3.7,"PowerRating",2006
269,269,"Jose Coceres",6,3.7,"PowerRating",2006
269,269,"Glen Day",3,3.7,"PowerRating",2006
269,269,"Jerry Kelly",16,3.7,"PowerRating",2006
269,269,"Ron Whittaker",13,3.7,"PowerRating",2006
274,274,"Shane Bertsch",18,3.6,"PowerRating",2006
274,274,"Tom Byrum",3,3.6,"PowerRating",2006
274,274,"Brent Delahoussaye",1,3.6,"PowerRating",2006
274,274,"Craig Perks",1,3.6,"PowerRating",2006
274,274,"Hidemichi Tanaka",7,3.6,"PowerRating",2006
279,279,"Bill Glasson",5,3.5,"PowerRating",2006
279,279,"Spencer Levin",1,3.5,"PowerRating",2006
281,281,"Doug Barron",10,3.4,"PowerRating",2006
281,281,"Olin Browne",20,3.4,"PowerRating",2006
281,281,"David Gossett",1,3.4,"PowerRating",2006
281,281,"Donnie Hammond",4,3.4,"PowerRating",2006
281,281,"Steve Jones",13,3.4,"PowerRating",2006
281,281,"Franklin Langham",1,3.4,"PowerRating",2006
287,287,"Paul Goydos",11,3.3,"PowerRating",2006
287,287,"Dicky Pride",6,3.3,"PowerRating",2006
287,287,"Scott Sterling",1,3.3,"PowerRating",2006
290,290,"Stephen Leaney",14,3.2,"PowerRating",2006
290,290,"Paul McGinley",3,3.2,"PowerRating",2006
290,290,"Colin Montgomerie",1,3.2,"PowerRating",2006
290,290,"Nick OHern",7,3.2,"PowerRating",2006
294,294,"Todd Fischer",16,3.1,"PowerRating",2006
294,294,"Mark OMeara",6,3.1,"PowerRating",2006
294,294,"Scott Verplank",17,3.1,"PowerRating",2006
297,297,"John Cook",10,3,"PowerRating",2006
297,297,"Brian Henninger",6,3,"PowerRating",2006
297,297,"Jerry Smith",17,3,"PowerRating",2006
300,300,"Brian Gay",22,2.9,"PowerRating",2006
300,300,"Peter Jacobsen",2,2.9,"PowerRating",2006
300,300,"Greg Kraft",12,2.9,"PowerRating",2006
300,300,"Spike McRoy",1,2.9,"PowerRating",2006
300,300,"Jin Park",1,2.9,"PowerRating",2006
300,300,"Tatsuhiko Takahashi",1,2.9,"PowerRating",2006
306,306,"Guy Boros",1,2.8,"PowerRating",2006
306,306,"David Edwards",1,2.8,"PowerRating",2006
306,306,"Brad Faxon",13,2.8,"PowerRating",2006
309,309,"Larry Mize",6,2.7,"PowerRating",2006
309,309,"Azuma Yano",1,2.7,"PowerRating",2006
311,311,"David Frost",4,2.6,"PowerRating",2006
311,311,"Fred Funk",21,2.6,"PowerRating",2006
311,311,"Scott Gump",3,2.6,"PowerRating",2006
311,311,"Loren Roberts",3,2.6,"PowerRating",2006
315,315,"Mark Brooks",8,2.4,"PowerRating",2006
315,315,"Jay Haas",3,2.4,"PowerRating",2006
315,315,"Sonny Skinner",1,2.4,"PowerRating",2006
315,315,"Chris Starkjohann",1,2.4,"PowerRating",2006
319,319,"John Bickerton",2,2.3,"PowerRating",2006
319,319,"Michael Bradley",1,2.3,"PowerRating",2006
319,319,"Blaine McCallister",3,2.3,"PowerRating",2006
322,322,"Ben Crenshaw",1,2.2,"PowerRating",2006
323,323,"Thaworn Wiratchant",1,2.1,"PowerRating",2006
324,324,"Corey Pavin",11,2,"PowerRating",2006
325,325,"Gavin Coles",3,1.7,"PowerRating",2006
325,325,"Willie Wood",2,1.7,"PowerRating",2006
327,327,"Toru Taniguchi",1,1.6,"PowerRating",2006
