"Par5EagleLeaders_RANKTHISWEEK_2011","Par5EagleLeaders_RANKLASTWEEK_2011","Par5EagleLeaders_PLAYERNAME_2011","Par5EagleLeaders_ROUNDS_2011","Par5EagleLeaders_TOTAL_2011","Par5EagleLeaders_TOTALPAR5HOLES_2011","Par5EagleLeaders_TOTALHOLEOUTS_2011","stat_name","year"
28,28,"Gary Woodland",93,8,286,1,"Par5EagleLeaders",2011
44,44,"Ricky Barnes",78,7,228,5,"Par5EagleLeaders",2011
44,44,"Jason Bohn",74,7,236,1,"Par5EagleLeaders",2011
44,44,"Angel Cabrera",50,7,160,NA,"Par5EagleLeaders",2011
44,44,"Brendon de Jonge",105,7,326,NA,"Par5EagleLeaders",2011
44,44,"Tommy Gainey",104,7,316,2,"Par5EagleLeaders",2011
44,44,"Robert Garrigus",83,7,263,1,"Par5EagleLeaders",2011
44,44,"Robert Karlsson",61,7,177,NA,"Par5EagleLeaders",2011
44,44,"Kevin Kisner",70,7,216,NA,"Par5EagleLeaders",2011
44,44,"Spencer Levin",113,7,333,1,"Par5EagleLeaders",2011
44,44,"Troy Matteson",91,7,298,2,"Par5EagleLeaders",2011
44,44,"John Merrick",71,7,206,1,"Par5EagleLeaders",2011
44,44,"Kevin Na",84,7,265,1,"Par5EagleLeaders",2011
44,44,"Joe Ogilvie",75,7,231,NA,"Par5EagleLeaders",2011
44,44,"Jeff Overton",92,7,270,1,"Par5EagleLeaders",2011
44,44,"Justin Rose",79,7,247,2,"Par5EagleLeaders",2011
44,44,"Nate Smith",66,7,206,NA,"Par5EagleLeaders",2011
44,44,"Daniel Summerhays",75,7,239,NA,"Par5EagleLeaders",2011
44,44,"David Toms",78,7,239,3,"Par5EagleLeaders",2011
44,44,"Cameron Tringale",110,7,331,NA,"Par5EagleLeaders",2011
44,44,"Jimmy Walker",79,7,230,1,"Par5EagleLeaders",2011
64,64,"Jonathan Byrd",83,6,248,1,"Par5EagleLeaders",2011
64,64,"Scott Gutschewski",67,6,213,3,"Par5EagleLeaders",2011
64,64,"Lee Janzen",62,6,196,2,"Par5EagleLeaders",2011
64,64,"Marc Leishman",87,6,270,1,"Par5EagleLeaders",2011
64,64,"Troy Merritt",63,6,197,2,"Par5EagleLeaders",2011
64,64,"Phil Mickelson",79,6,248,1,"Par5EagleLeaders",2011
64,64,"Sean OHair",71,6,193,NA,"Par5EagleLeaders",2011
64,64,"Alex Prugh",82,6,264,1,"Par5EagleLeaders",2011
64,64,"Chez Reavie",92,6,290,2,"Par5EagleLeaders",2011
64,64,"Adam Scott",60,6,167,1,"Par5EagleLeaders",2011
64,64,"Kevin Streelman",90,6,280,NA,"Par5EagleLeaders",2011
64,64,"Chris Stroud",88,6,270,2,"Par5EagleLeaders",2011
64,64,"Jhonattan Vegas",84,6,257,1,"Par5EagleLeaders",2011
77,77,"Aaron Baddeley",77,5,240,1,"Par5EagleLeaders",2011
77,77,"Kris Blanks",92,5,288,1,"Par5EagleLeaders",2011
77,77,"DJ Brigman",67,5,199,2,"Par5EagleLeaders",2011
77,77,"Alex Cejka",59,5,202,1,"Par5EagleLeaders",2011
77,77,"KJ Choi",77,5,232,2,"Par5EagleLeaders",2011
77,77,"Brian Davis",105,5,330,1,"Par5EagleLeaders",2011
77,77,"Jason Day",76,5,215,NA,"Par5EagleLeaders",2011
77,77,"James Driscoll",71,5,226,NA,"Par5EagleLeaders",2011
77,77,"Fabian Gomez",84,5,271,1,"Par5EagleLeaders",2011
77,77,"Andres Gonzales",60,5,184,NA,"Par5EagleLeaders",2011
77,77,"Nathan Green",81,5,243,NA,"Par5EagleLeaders",2011
77,77,"JB Holmes",57,5,177,1,"Par5EagleLeaders",2011
77,77,"Trevor Immelman",84,5,251,1,"Par5EagleLeaders",2011
77,77,"Freddie Jacobson",92,5,269,1,"Par5EagleLeaders",2011
77,77,"Zach Johnson",79,5,232,NA,"Par5EagleLeaders",2011
77,77,"Dustin Johnson",72,5,226,1,"Par5EagleLeaders",2011
77,77,"Matt Jones",71,5,239,2,"Par5EagleLeaders",2011
77,77,"Jerry Kelly",85,5,239,2,"Par5EagleLeaders",2011
77,77,"Anthony Kim",72,5,205,NA,"Par5EagleLeaders",2011
77,77,"Bio Kim",71,5,226,1,"Par5EagleLeaders",2011
77,77,"Matt Kuchar",94,5,259,NA,"Par5EagleLeaders",2011
77,77,"Bill Lunde",92,5,304,NA,"Par5EagleLeaders",2011
77,77,"George McNeill",69,5,210,2,"Par5EagleLeaders",2011
77,77,"Matt McQuillan",59,5,180,2,"Par5EagleLeaders",2011
77,77,"Rod Pampling",72,5,219,5,"Par5EagleLeaders",2011
77,77,"Jim Renner",65,5,207,NA,"Par5EagleLeaders",2011
77,77,"Scott Stallings",84,5,260,NA,"Par5EagleLeaders",2011
77,77,"Vaughn Taylor",89,5,277,NA,"Par5EagleLeaders",2011
77,77,"Roland Thatcher",67,5,210,NA,"Par5EagleLeaders",2011
77,77,"Camilo Villegas",69,5,206,3,"Par5EagleLeaders",2011
77,77,"Boo Weekley",66,5,204,1,"Par5EagleLeaders",2011
77,77,"Mark Wilson",89,5,264,1,"Par5EagleLeaders",2011
109,109,"Blake Adams",116,4,365,NA,"Par5EagleLeaders",2011
109,109,"Cameron Beckman",71,4,221,2,"Par5EagleLeaders",2011
109,109,"Shane Bertsch",62,4,185,3,"Par5EagleLeaders",2011
109,109,"Joseph Bramlett",73,4,229,1,"Par5EagleLeaders",2011
109,109,"Stewart Cink",72,4,233,NA,"Par5EagleLeaders",2011
109,109,"Ben Crane",76,4,212,1,"Par5EagleLeaders",2011
109,109,"Chris DiMarco",93,4,286,1,"Par5EagleLeaders",2011
109,109,"Jason Dufner",78,4,231,1,"Par5EagleLeaders",2011
109,109,"Jim Furyk",87,4,254,2,"Par5EagleLeaders",2011
109,109,"JP Hayes",56,4,187,1,"Par5EagleLeaders",2011
109,109,"David Hearn",88,4,260,1,"Par5EagleLeaders",2011
109,109,"JJ Henry",96,4,306,NA,"Par5EagleLeaders",2011
109,109,"Jim Herman",69,4,219,NA,"Par5EagleLeaders",2011
109,109,"Billy Horschel",75,4,238,1,"Par5EagleLeaders",2011
109,109,"Kent Jones",76,4,219,NA,"Par5EagleLeaders",2011
109,109,"Chris Kirk",87,4,265,NA,"Par5EagleLeaders",2011
109,109,"Colt Knost",80,4,245,1,"Par5EagleLeaders",2011
109,109,"Graeme McDowell",50,4,145,NA,"Par5EagleLeaders",2011
109,109,"William McGirt",103,4,309,NA,"Par5EagleLeaders",2011
109,109,"Pat Perez",76,4,250,2,"Par5EagleLeaders",2011
109,109,"Heath Slocum",89,4,262,2,"Par5EagleLeaders",2011
109,109,"Steve Stricker",70,4,215,NA,"Par5EagleLeaders",2011
109,109,"Michael Thompson",79,4,242,NA,"Par5EagleLeaders",2011
132,132,"Robert Allenby",84,3,247,1,"Par5EagleLeaders",2011
132,132,"Stuart Appleby",65,3,194,2,"Par5EagleLeaders",2011
132,132,"Arjun Atwal",91,3,276,1,"Par5EagleLeaders",2011
132,132,"Chad Campbell",99,3,295,NA,"Par5EagleLeaders",2011
132,132,"Luke Donald",73,3,203,NA,"Par5EagleLeaders",2011
132,132,"David Duval",67,3,217,NA,"Par5EagleLeaders",2011
132,132,"Harrison Frazar",58,3,165,1,"Par5EagleLeaders",2011
132,132,"Padraig Harrington",60,3,176,NA,"Par5EagleLeaders",2011
132,132,"Justin Leonard",82,3,255,1,"Par5EagleLeaders",2011
132,132,"Shaun Micheel",77,3,240,NA,"Par5EagleLeaders",2011
132,132,"Ryan Moore",79,3,230,1,"Par5EagleLeaders",2011
132,132,"Nick OHern",89,3,282,1,"Par5EagleLeaders",2011
132,132,"Ryan Palmer",82,3,257,1,"Par5EagleLeaders",2011
132,132,"Martin Piller",63,3,198,1,"Par5EagleLeaders",2011
132,132,"Ian Poulter",52,3,153,1,"Par5EagleLeaders",2011
132,132,"Chris Riley",76,3,239,1,"Par5EagleLeaders",2011
132,132,"Charl Schwartzel",58,3,172,1,"Par5EagleLeaders",2011
132,132,"Vijay Singh",79,3,242,1,"Par5EagleLeaders",2011
132,132,"Charlie Wi",83,3,258,NA,"Par5EagleLeaders",2011
132,132,"Dean Wilson",62,3,199,1,"Par5EagleLeaders",2011
132,132,"YE Yang",63,3,171,NA,"Par5EagleLeaders",2011
153,153,"Michael Connell",76,2,227,1,"Par5EagleLeaders",2011
153,153,"Joe Durant",71,2,220,1,"Par5EagleLeaders",2011
153,153,"Ernie Els",71,2,209,NA,"Par5EagleLeaders",2011
153,153,"Steve Flesch",88,2,257,1,"Par5EagleLeaders",2011
153,153,"Brian Gay",90,2,273,1,"Par5EagleLeaders",2011
153,153,"Tom Gillis",55,2,147,NA,"Par5EagleLeaders",2011
153,153,"Hunter Haas",96,2,313,NA,"Par5EagleLeaders",2011
153,153,"Tim Herron",85,2,253,2,"Par5EagleLeaders",2011
153,153,"Justin Hicks",60,2,182,NA,"Par5EagleLeaders",2011
153,153,"Ryuji Imada",83,2,256,NA,"Par5EagleLeaders",2011
153,153,"Brandt Jobe",100,2,317,1,"Par5EagleLeaders",2011
153,153,"Richard Johnson",64,2,201,NA,"Par5EagleLeaders",2011
153,153,"Davis Love III",70,2,207,NA,"Par5EagleLeaders",2011
153,153,"David Mathis",83,2,250,NA,"Par5EagleLeaders",2011
153,153,"Rocco Mediate",53,2,178,NA,"Par5EagleLeaders",2011
153,153,"Bryce Molder",82,2,258,NA,"Par5EagleLeaders",2011
153,153,"Aron Price",58,2,170,NA,"Par5EagleLeaders",2011
153,153,"Alexandre Rocha",65,2,193,NA,"Par5EagleLeaders",2011
153,153,"Paul Stankowski",78,2,244,1,"Par5EagleLeaders",2011
153,153,"Marc Turnesa",54,2,167,NA,"Par5EagleLeaders",2011
153,153,"Johnson Wagner",81,2,239,1,"Par5EagleLeaders",2011
174,174,"Woody Austin",59,1,187,NA,"Par5EagleLeaders",2011
174,174,"Briny Baird",60,1,177,1,"Par5EagleLeaders",2011
174,174,"Ben Curtis",66,1,196,NA,"Par5EagleLeaders",2011
174,174,"Steve Elkington",50,1,169,NA,"Par5EagleLeaders",2011
174,174,"Retief Goosen",50,1,153,NA,"Par5EagleLeaders",2011
174,174,"Paul Goydos",81,1,260,1,"Par5EagleLeaders",2011
174,174,"Geoff Ogilvy",69,1,191,NA,"Par5EagleLeaders",2011
174,174,"Tim Petrovic",88,1,279,NA,"Par5EagleLeaders",2011
174,174,"Michael Putnam",67,1,205,NA,"Par5EagleLeaders",2011
174,174,"Rory Sabbatini",85,1,261,NA,"Par5EagleLeaders",2011
174,174,"Garrett Willis",71,1,219,1,"Par5EagleLeaders",2011
