"RightRoughProximity_RANKTHISWEEK_2009","RightRoughProximity_RANKLASTWEEK_2009","RightRoughProximity_PLAYERNAME_2009","RightRoughProximity_ROUNDS_2009","RightRoughProximity_AVG_2009","RightRoughProximity_ATTEMPTS_2009","RightRoughProximity_TOTALDISTANCEFEET_2009","RightRoughProximity_RELATIVETOPAR_2009","stat_name","year"
61,61,"Woody Austin",84,NA,120,4930.833,8,"RightRoughProximity",2009
61,61,"David Duval",56,NA,78,3201.667,19,"RightRoughProximity",2009
61,61,"John Rollins",92,NA,126,5177.583,5,"RightRoughProximity",2009
64,64,"Marc Turnesa",77,NA,116,4780,14,"RightRoughProximity",2009
65,65,"YE Yang",83,NA,119,4904.917,20,"RightRoughProximity",2009
66,66,"Jerry Kelly",90,NA,119,4921.417,9,"RightRoughProximity",2009
67,67,"Jonathan Byrd",89,NA,123,5094.167,8,"RightRoughProximity",2009
68,68,"Joe Durant",62,NA,57,2366.083,13,"RightRoughProximity",2009
68,68,"Tom Pernice Jr",82,NA,127,5266.167,7,"RightRoughProximity",2009
70,70,"Jeff Klauk",97,NA,124,5160.75,13,"RightRoughProximity",2009
70,70,"Kirk Triplett",60,NA,78,3242.833,12,"RightRoughProximity",2009
72,72,"Tommy Armour III",58,NA,68,2831.083,8,"RightRoughProximity",2009
72,72,"Jarrod Lyle",65,NA,97,4040.5,12,"RightRoughProximity",2009
74,74,"KJ Choi",65,NA,74,3086.75,3,"RightRoughProximity",2009
74,74,"John Merrick",91,NA,142,5931.25,17,"RightRoughProximity",2009
74,74,"Ian Poulter",59,NA,81,3380.25,6,"RightRoughProximity",2009
74,74,"Kevin Streelman",97,NA,169,7055.167,14,"RightRoughProximity",2009
78,78,"Alex Cejka",82,NA,109,4556.917,4,"RightRoughProximity",2009
78,78,"Lucas Glover",93,NA,131,5480.75,4,"RightRoughProximity",2009
80,80,"Zach Johnson",94,NA,133,5579.583,11,"RightRoughProximity",2009
80,80,"Casey Wittenberg",71,NA,103,4315.25,17,"RightRoughProximity",2009
82,82,"Jason Gore",74,NA,93,3914.333,23,"RightRoughProximity",2009
82,82,"Charles Warren",63,NA,83,3495.667,6,"RightRoughProximity",2009
84,84,"Andres Romero",58,NA,92,3879.75,6,"RightRoughProximity",2009
85,85,"Ben Crane",93,NA,119,5027.667,6,"RightRoughProximity",2009
85,85,"JJ Henry",97,NA,149,6296.833,12,"RightRoughProximity",2009
85,85,"John Mallinger",90,NA,115,4862.25,21,"RightRoughProximity",2009
88,88,"Jason Dufner",90,NA,133,5627.083,-2,"RightRoughProximity",2009
88,88,"Scott Verplank",88,NA,148,6260.75,18,"RightRoughProximity",2009
90,90,"Davis Love III",89,NA,154,6537.75,27,"RightRoughProximity",2009
91,91,"Stuart Appleby",79,NA,117,4979.333,14,"RightRoughProximity",2009
91,91,"Paul Goydos",79,NA,103,4388.5,26,"RightRoughProximity",2009
91,91,"David Mathis",82,NA,140,5957.083,14,"RightRoughProximity",2009
94,94,"Matt Bettencourt",98,NA,173,7400.75,25,"RightRoughProximity",2009
95,95,"Mathew Goggin",76,NA,88,3770.917,18,"RightRoughProximity",2009
96,96,"Colt Knost",71,NA,89,3819.667,26,"RightRoughProximity",2009
96,96,"Marc Leishman",91,NA,215,9232.333,14,"RightRoughProximity",2009
96,96,"Troy Matteson",95,NA,193,8288.25,10,"RightRoughProximity",2009
96,96,"Patrick Sheehan",51,NA,51,2188.833,17,"RightRoughProximity",2009
96,96,"DJ Trahan",96,NA,123,5278.083,17,"RightRoughProximity",2009
101,101,"Chez Reavie",81,NA,83,3567.333,15,"RightRoughProximity",2009
102,102,"Spencer Levin",75,NA,109,4696.917,4,"RightRoughProximity",2009
102,102,"Justin Rose",71,NA,100,4311.5,17,"RightRoughProximity",2009
102,102,"Bo Van Pelt",100,NA,164,7059.583,14,"RightRoughProximity",2009
105,105,"Tim Herron",87,NA,174,7508.833,9,"RightRoughProximity",2009
105,105,"Kenny Perry",92,NA,112,4836.333,22,"RightRoughProximity",2009
107,107,"Cameron Beckman",87,NA,130,5622.833,10,"RightRoughProximity",2009
108,108,"Freddie Jacobson",83,NA,142,6157.667,18,"RightRoughProximity",2009
108,108,"Richard Johnson",85,NA,104,4508.75,26,"RightRoughProximity",2009
108,108,"George McNeill",82,NA,170,7367.667,17,"RightRoughProximity",2009
111,111,"Bart Bryant",58,NA,76,3297.75,17,"RightRoughProximity",2009
112,112,"Mark Calcavecchia",72,NA,131,5711.75,6,"RightRoughProximity",2009
112,112,"JB Holmes",74,NA,137,5973.583,20,"RightRoughProximity",2009
112,112,"Tiger Woods",64,NA,99,4312.75,-8,"RightRoughProximity",2009
115,115,"Bill Haas",91,NA,136,5938.583,1,"RightRoughProximity",2009
116,116,"Darron Stiles",52,NA,61,2672.833,13,"RightRoughProximity",2009
117,117,"Ryuji Imada",85,NA,135,5932.75,14,"RightRoughProximity",2009
118,118,"Mark Brooks",55,NA,67,2947.917,6,"RightRoughProximity",2009
118,118,"Tom Lehman",55,NA,49,2157.833,5,"RightRoughProximity",2009
120,120,"Lee Janzen",74,NA,103,4552,20,"RightRoughProximity",2009
121,121,"Ben Curtis",63,NA,68,3006.75,10,"RightRoughProximity",2009
121,121,"Ernie Els",70,NA,103,4559.25,18,"RightRoughProximity",2009
121,121,"Kent Jones",73,NA,108,4776.5,14,"RightRoughProximity",2009
121,121,"Jeff Overton",92,NA,174,7695.417,37,"RightRoughProximity",2009
121,121,"Vijay Singh",71,NA,93,4114.583,23,"RightRoughProximity",2009
121,121,"Camilo Villegas",76,NA,104,4600.75,-2,"RightRoughProximity",2009
127,127,"Scott Piercy",85,NA,196,8692.833,18,"RightRoughProximity",2009
128,128,"Charles Howell III",99,NA,205,9099,24,"RightRoughProximity",2009
128,128,"Steve Marino",98,NA,155,6883.75,21,"RightRoughProximity",2009
130,130,"Martin Laird",72,NA,129,5740.083,3,"RightRoughProximity",2009
130,130,"Bryce Molder",69,NA,93,4134.917,15,"RightRoughProximity",2009
130,130,"Brett Quigley",92,NA,122,5428.5,33,"RightRoughProximity",2009
133,133,"Scott Sterling",51,NA,81,3617,12,"RightRoughProximity",2009
133,133,"Chris Stroud",88,NA,140,6258.833,17,"RightRoughProximity",2009
135,135,"Peter Lonard",86,NA,116,5188.667,24,"RightRoughProximity",2009
135,135,"Leif Olson",51,NA,88,3938.25,23,"RightRoughProximity",2009
135,135,"Tag Ridings",50,NA,93,4161.167,13,"RightRoughProximity",2009
135,135,"Vaughn Taylor",88,NA,104,4658.167,16,"RightRoughProximity",2009
139,139,"Jim Furyk",86,NA,84,3780.083,0,"RightRoughProximity",2009
139,139,"Jeff Quinney",78,NA,113,5085.833,15,"RightRoughProximity",2009
139,139,"Gary Woodland",53,NA,92,4138.75,21,"RightRoughProximity",2009
142,142,"Brad Adamonis",70,NA,124,5594.5,14,"RightRoughProximity",2009
142,142,"Charley Hoffman",97,NA,163,7344.667,21,"RightRoughProximity",2009
142,142,"Billy Mayfair",83,NA,109,4913.5,19,"RightRoughProximity",2009
142,142,"Corey Pavin",73,NA,94,4233.917,20,"RightRoughProximity",2009
146,146,"Dean Wilson",81,NA,105,4744.917,15,"RightRoughProximity",2009
147,147,"Mike Weir",85,NA,145,6556.083,26,"RightRoughProximity",2009
148,148,"Fred Couples",54,NA,88,3998,11,"RightRoughProximity",2009
148,148,"James Nitties",86,NA,167,7579.583,19,"RightRoughProximity",2009
150,150,"DA Points",99,NA,138,6273.5,3,"RightRoughProximity",2009
151,151,"Brad Faxon",59,NA,108,4933.25,20,"RightRoughProximity",2009
151,151,"Kevin Na",91,NA,124,5658.583,16,"RightRoughProximity",2009
151,151,"Aron Price",89,NA,165,7534.917,13,"RightRoughProximity",2009
154,154,"Brian Gay",96,NA,126,5762.583,11,"RightRoughProximity",2009
155,155,"Eric Axley",71,NA,121,5564.083,45,"RightRoughProximity",2009
155,155,"Pat Perez",74,NA,102,4694.75,8,"RightRoughProximity",2009
157,157,"Ryan Moore",89,NA,120,5532.25,23,"RightRoughProximity",2009
157,157,"Tim Petrovic",97,NA,154,7094,2,"RightRoughProximity",2009
157,157,"Steve Stricker",81,NA,84,3867.833,5,"RightRoughProximity",2009
157,157,"Mark Wilson",99,NA,152,6998.667,15,"RightRoughProximity",2009
161,161,"Nicholas Thompson",96,NA,137,6326.583,25,"RightRoughProximity",2009
162,162,"Nathan Green",104,NA,169,7810.5,25,"RightRoughProximity",2009
162,162,"Parker McLachlin",71,NA,191,8838.833,23,"RightRoughProximity",2009
162,162,"Johnson Wagner",81,NA,128,5915.583,25,"RightRoughProximity",2009
165,165,"Brian Davis",103,NA,147,6805.083,25,"RightRoughProximity",2009
165,165,"Cliff Kresge",78,NA,103,4770.833,21,"RightRoughProximity",2009
167,167,"Brendon de Jonge",90,NA,158,7339.75,21,"RightRoughProximity",2009
168,168,"Padraig Harrington",66,NA,94,4368.833,3,"RightRoughProximity",2009
169,169,"Aaron Baddeley",66,NA,145,6785.5,21,"RightRoughProximity",2009
170,170,"Derek Fathauer",63,NA,137,6457.667,40,"RightRoughProximity",2009
171,171,"Ken Duke",87,NA,154,7278,25,"RightRoughProximity",2009
172,172,"Bill Lunde",83,NA,139,6574.667,28,"RightRoughProximity",2009
173,173,"Brian Bateman",55,NA,112,5343.417,20,"RightRoughProximity",2009
173,173,"Bob Heintz",59,NA,77,3676.75,20,"RightRoughProximity",2009
175,175,"Ricky Barnes",67,NA,93,4480.5,17,"RightRoughProximity",2009
175,175,"Matt Kuchar",82,NA,116,5590.25,6,"RightRoughProximity",2009
177,177,"Matt Jones",56,NA,114,5512.417,19,"RightRoughProximity",2009
178,178,"Scott McCarron",91,NA,132,6394.833,17,"RightRoughProximity",2009
179,179,"Jason Day",61,NA,88,4303.75,4,"RightRoughProximity",2009
180,180,"Ryan Palmer",78,NA,129,6495.833,26,"RightRoughProximity",2009
180,180,"Rick Price",54,NA,66,3323.75,20,"RightRoughProximity",2009
182,182,"Brendon Todd",53,NA,74,3781.417,19,"RightRoughProximity",2009
183,183,"Robert Allenby",71,NA,74,3813.333,9,"RightRoughProximity",2009
184,184,"Stephen Ames",77,NA,95,5336.167,11,"RightRoughProximity",2009
