"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2007","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2007","BirdieorBetterPercentage150175ya_PLAYERNAME_2007","BirdieorBetterPercentage150175ya_ROUNDS_2007","BirdieorBetterPercentage150175ya_Pct_2007","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2007","BirdieorBetterPercentage150175ya_TOTALHOLES_2007","stat_name","year"
1,1,"Tiger Woods",63,22.73,40,176,"BirdieorBetterPercentage150175ya",2007
2,2,"Shaun Micheel",91,21.21,56,264,"BirdieorBetterPercentage150175ya",2007
3,3,"Brian Gay",107,20.43,67,328,"BirdieorBetterPercentage150175ya",2007
4,4,"Ryuji Imada",104,19.47,59,303,"BirdieorBetterPercentage150175ya",2007
5,5,"Harrison Frazar",88,19.43,48,247,"BirdieorBetterPercentage150175ya",2007
5,5,"Bubba Watson",80,19.43,41,211,"BirdieorBetterPercentage150175ya",2007
7,7,"Freddie Jacobson",70,18.67,45,241,"BirdieorBetterPercentage150175ya",2007
8,8,"Justin Rose",63,18.52,25,135,"BirdieorBetterPercentage150175ya",2007
9,9,"Justin Leonard",95,18.27,55,301,"BirdieorBetterPercentage150175ya",2007
10,10,"Shigeki Maruyama",84,18.18,52,286,"BirdieorBetterPercentage150175ya",2007
11,11,"Paul Goydos",60,18.13,31,171,"BirdieorBetterPercentage150175ya",2007
12,12,"Mark Calcavecchia",93,18.07,43,238,"BirdieorBetterPercentage150175ya",2007
13,13,"Stewart Cink",91,18.02,51,283,"BirdieorBetterPercentage150175ya",2007
14,14,"Rocco Mediate",72,17.97,46,256,"BirdieorBetterPercentage150175ya",2007
15,15,"Camilo Villegas",82,17.9,41,229,"BirdieorBetterPercentage150175ya",2007
16,16,"Brendon de Jonge",76,17.83,41,230,"BirdieorBetterPercentage150175ya",2007
17,17,"Sergio Garcia",68,17.73,36,203,"BirdieorBetterPercentage150175ya",2007
18,18,"Jesper Parnevik",88,17.65,51,289,"BirdieorBetterPercentage150175ya",2007
19,19,"Aaron Baddeley",83,17.5,42,240,"BirdieorBetterPercentage150175ya",2007
20,20,"Tim Clark",66,17.34,30,173,"BirdieorBetterPercentage150175ya",2007
21,21,"Tommy Armour III",81,17.14,42,245,"BirdieorBetterPercentage150175ya",2007
22,22,"Joe Ogilvie",102,17.08,48,281,"BirdieorBetterPercentage150175ya",2007
23,23,"KJ Choi",87,17.07,42,246,"BirdieorBetterPercentage150175ya",2007
23,23,"Tom Lehman",62,17.07,35,205,"BirdieorBetterPercentage150175ya",2007
25,25,"Daniel Chopra",106,16.96,57,336,"BirdieorBetterPercentage150175ya",2007
26,26,"David Toms",80,16.88,39,231,"BirdieorBetterPercentage150175ya",2007
27,27,"Andrew Buckle",77,16.67,41,246,"BirdieorBetterPercentage150175ya",2007
28,28,"Rich Barcelo",80,16.48,43,261,"BirdieorBetterPercentage150175ya",2007
29,29,"Charley Hoffman",97,16.44,48,292,"BirdieorBetterPercentage150175ya",2007
30,30,"Scott Verplank",82,16.36,36,220,"BirdieorBetterPercentage150175ya",2007
31,31,"Tim Herron",98,16.33,48,294,"BirdieorBetterPercentage150175ya",2007
32,32,"Chad Campbell",96,16.24,51,314,"BirdieorBetterPercentage150175ya",2007
33,33,"Woody Austin",95,16.17,49,303,"BirdieorBetterPercentage150175ya",2007
34,34,"Anthony Kim",93,16.14,46,285,"BirdieorBetterPercentage150175ya",2007
34,34,"Bo Van Pelt",104,16.14,61,378,"BirdieorBetterPercentage150175ya",2007
36,36,"Ryan Moore",92,16.06,44,274,"BirdieorBetterPercentage150175ya",2007
37,37,"Adam Scott",69,16.04,30,187,"BirdieorBetterPercentage150175ya",2007
38,38,"Mark Wilson",87,16,44,275,"BirdieorBetterPercentage150175ya",2007
39,39,"Gavin Coles",87,15.91,42,264,"BirdieorBetterPercentage150175ya",2007
40,40,"Craig Lile",77,15.87,40,252,"BirdieorBetterPercentage150175ya",2007
41,41,"Robert Gamez",88,15.85,42,265,"BirdieorBetterPercentage150175ya",2007
41,41,"Vaughn Taylor",91,15.85,42,265,"BirdieorBetterPercentage150175ya",2007
