"Puttingfrom8_RANKTHISWEEK_2007","Puttingfrom8_RANKLASTWEEK_2007","Puttingfrom8_PLAYERNAME_2007","Puttingfrom8_ROUNDS_2007","Puttingfrom8_PctMADE_2007","Puttingfrom8_ATTEMPTS_2007","Puttingfrom8_PUTTSMADE_2007","stat_name","year"
1,1,"Kevin Na",84,68.33,60,41,"Puttingfrom8",2007
2,2,"Rich Barcelo",80,67.21,61,41,"Puttingfrom8",2007
3,3,"Jonathan Byrd",73,65.96,47,31,"Puttingfrom8",2007
4,4,"Hunter Mahan",91,65.45,55,36,"Puttingfrom8",2007
5,5,"DJ Brigman",67,64.71,51,33,"Puttingfrom8",2007
6,6,"Nathan Green",103,64.29,70,45,"Puttingfrom8",2007
6,6,"John Rollins",102,64.29,70,45,"Puttingfrom8",2007
8,8,"Tim Clark",66,64.1,39,25,"Puttingfrom8",2007
8,8,"Camilo Villegas",82,64.1,39,25,"Puttingfrom8",2007
10,10,"Chris Riley",59,63.83,47,30,"Puttingfrom8",2007
11,11,"Ryuji Imada",104,63.38,71,45,"Puttingfrom8",2007
12,12,"Paul Stankowski",52,62.79,43,27,"Puttingfrom8",2007
13,13,"Geoff Ogilvy",84,62.75,51,32,"Puttingfrom8",2007
14,14,"Kevin Stadler",95,62.71,59,37,"Puttingfrom8",2007
15,15,"Kenny Perry",83,62.5,56,35,"Puttingfrom8",2007
16,16,"Bob Heintz",85,62.12,66,41,"Puttingfrom8",2007
17,17,"Brandt Snedeker",105,61.9,42,26,"Puttingfrom8",2007
18,18,"Billy Mayfair",98,60.94,64,39,"Puttingfrom8",2007
19,19,"Justin Leonard",95,60.71,56,34,"Puttingfrom8",2007
20,20,"Tim Petrovic",106,60.61,66,40,"Puttingfrom8",2007
21,21,"Arron Oberholser",69,60.53,38,23,"Puttingfrom8",2007
22,22,"John Merrick",92,60.29,68,41,"Puttingfrom8",2007
23,23,"Bart Bryant",87,60,55,33,"Puttingfrom8",2007
23,23,"Doug LaBelle II",104,60,70,42,"Puttingfrom8",2007
23,23,"Craig Lile",77,60,55,33,"Puttingfrom8",2007
23,23,"George McNeill",95,60,55,33,"Puttingfrom8",2007
27,27,"Joey Sindelar",75,59.62,52,31,"Puttingfrom8",2007
28,28,"John Daly",59,59.57,47,28,"Puttingfrom8",2007
29,29,"Bob Estes",88,59.49,79,47,"Puttingfrom8",2007
30,30,"Steve Wheatcroft",73,58.82,51,30,"Puttingfrom8",2007
31,31,"Daniel Chopra",106,58.67,75,44,"Puttingfrom8",2007
32,32,"Mark Calcavecchia",93,58.62,58,34,"Puttingfrom8",2007
32,32,"Ian Poulter",63,58.62,29,17,"Puttingfrom8",2007
34,34,"Brendon de Jonge",76,58.54,41,24,"Puttingfrom8",2007
35,35,"Mathias Gronberg",95,58.33,60,35,"Puttingfrom8",2007
35,35,"Zach Johnson",76,58.33,48,28,"Puttingfrom8",2007
35,35,"Justin Rose",63,58.33,36,21,"Puttingfrom8",2007
38,38,"KJ Choi",87,58.18,55,32,"Puttingfrom8",2007
39,39,"Paul Goydos",60,57.89,38,22,"Puttingfrom8",2007
39,39,"Darron Stiles",65,57.89,38,22,"Puttingfrom8",2007
39,39,"Charlie Wi",90,57.89,57,33,"Puttingfrom8",2007
42,42,"Freddie Jacobson",70,57.69,52,30,"Puttingfrom8",2007
43,43,"David Branshaw",83,57.63,59,34,"Puttingfrom8",2007
44,44,"Bo Van Pelt",104,57.58,66,38,"Puttingfrom8",2007
45,45,"Robert Gamez",88,57.38,61,35,"Puttingfrom8",2007
46,46,"Corey Pavin",81,57.35,68,39,"Puttingfrom8",2007
47,47,"Cameron Beckman",96,57.33,75,43,"Puttingfrom8",2007
48,48,"Troy Matteson",87,57.14,49,28,"Puttingfrom8",2007
49,49,"Woody Austin",95,56.99,93,53,"Puttingfrom8",2007
50,50,"Johnson Wagner",97,56.94,72,41,"Puttingfrom8",2007
51,51,"Marco Dawson",73,56.86,51,29,"Puttingfrom8",2007
51,51,"Dicky Pride",71,56.86,51,29,"Puttingfrom8",2007
53,53,"Frank Lickliter II",95,56.72,67,38,"Puttingfrom8",2007
54,54,"Craig Bowden",78,56.25,64,36,"Puttingfrom8",2007
54,54,"John Mallinger",96,56.25,48,27,"Puttingfrom8",2007
56,56,"Mathew Goggin",97,56.16,73,41,"Puttingfrom8",2007
56,56,"Richard Johnson",93,56.16,73,41,"Puttingfrom8",2007
58,58,"Tag Ridings",52,56.1,41,23,"Puttingfrom8",2007
59,59,"Joe Ogilvie",102,55.95,84,47,"Puttingfrom8",2007
60,60,"Harrison Frazar",88,55.93,59,33,"Puttingfrom8",2007
60,60,"Dean Wilson",92,55.93,59,33,"Puttingfrom8",2007
62,62,"Tripp Isenhour",86,55.88,68,38,"Puttingfrom8",2007
62,62,"Ted Purdy",102,55.88,68,38,"Puttingfrom8",2007
64,64,"Tommy Armour III",81,55.81,43,24,"Puttingfrom8",2007
65,65,"John Senden",97,55.71,70,39,"Puttingfrom8",2007
66,66,"Anthony Kim",93,55.7,79,44,"Puttingfrom8",2007
67,67,"Steve Elkington",87,55.38,65,36,"Puttingfrom8",2007
67,67,"David Toms",80,55.38,65,36,"Puttingfrom8",2007
69,69,"Jeff Brehaut",59,55.32,47,26,"Puttingfrom8",2007
70,70,"Robert Allenby",90,55.26,76,42,"Puttingfrom8",2007
71,71,"Anders Hansen",55,55.17,29,16,"Puttingfrom8",2007
72,72,"Mark Hensby",81,55.07,69,38,"Puttingfrom8",2007
73,73,"Bubba Watson",80,55,40,22,"Puttingfrom8",2007
74,74,"Jeff Overton",60,54.76,42,23,"Puttingfrom8",2007
74,74,"Jay Williamson",50,54.76,42,23,"Puttingfrom8",2007
76,76,"Heath Slocum",101,54.72,53,29,"Puttingfrom8",2007
77,77,"Parker McLachlin",83,54.69,64,35,"Puttingfrom8",2007
78,78,"Bill Haas",93,54.55,77,42,"Puttingfrom8",2007
79,79,"Shigeki Maruyama",84,54.39,57,31,"Puttingfrom8",2007
80,80,"Tom Byrum",50,54.29,35,19,"Puttingfrom8",2007
81,81,"JJ Henry",86,54.24,59,32,"Puttingfrom8",2007
81,81,"Tom Pernice Jr",104,54.24,59,32,"Puttingfrom8",2007
83,83,"Stephen Ames",81,53.85,52,28,"Puttingfrom8",2007
83,83,"Andrew Buckle",77,53.85,65,35,"Puttingfrom8",2007
83,83,"Lee Janzen",66,53.85,39,21,"Puttingfrom8",2007
86,86,"Scott Gutschewski",67,53.66,41,22,"Puttingfrom8",2007
87,87,"Gavin Coles",87,53.42,73,39,"Puttingfrom8",2007
88,88,"Chris DiMarco",79,53.33,45,24,"Puttingfrom8",2007
88,88,"Michael Sim",52,53.33,45,24,"Puttingfrom8",2007
90,90,"Davis Love III",66,53.19,47,25,"Puttingfrom8",2007
91,91,"Eric Axley",107,53.13,64,34,"Puttingfrom8",2007
92,92,"Jason Gore",86,53.01,83,44,"Puttingfrom8",2007
93,93,"Sean OHair",98,52.94,68,36,"Puttingfrom8",2007
94,94,"Ryan Palmer",91,52.38,63,33,"Puttingfrom8",2007
95,95,"Aaron Baddeley",83,52.08,48,25,"Puttingfrom8",2007
96,96,"DJ Trahan",99,51.9,79,41,"Puttingfrom8",2007
97,97,"Tim Herron",98,51.85,81,42,"Puttingfrom8",2007
97,97,"Tom Johnson",74,51.85,54,28,"Puttingfrom8",2007
99,99,"Billy Andrade",88,51.79,56,29,"Puttingfrom8",2007
99,99,"Stuart Appleby",74,51.79,56,29,"Puttingfrom8",2007
99,99,"Mark Wilson",87,51.79,56,29,"Puttingfrom8",2007
102,102,"Matt Kuchar",85,51.72,58,30,"Puttingfrom8",2007
102,102,"Kirk Triplett",77,51.72,58,30,"Puttingfrom8",2007
104,104,"Jeff Quinney",95,51.67,60,31,"Puttingfrom8",2007
105,105,"Michael Boyd",61,51.52,33,17,"Puttingfrom8",2007
105,105,"Mark Brooks",53,51.52,33,17,"Puttingfrom8",2007
107,107,"Cliff Kresge",107,51.47,68,35,"Puttingfrom8",2007
108,108,"Jason Dufner",100,51.25,80,41,"Puttingfrom8",2007
109,109,"Phil Mickelson",73,51.16,43,22,"Puttingfrom8",2007
110,110,"Michael Allen",74,51.06,47,24,"Puttingfrom8",2007
111,111,"Briny Baird",115,51.02,98,50,"Puttingfrom8",2007
112,112,"JP Hayes",89,50.88,57,29,"Puttingfrom8",2007
113,113,"Kent Jones",97,50.85,59,30,"Puttingfrom8",2007
