"BirdietoBogeyRatio_RANKTHISWEEK_2010","BirdietoBogeyRatio_RANKLASTWEEK_2010","BirdietoBogeyRatio_PLAYERNAME_2010","BirdietoBogeyRatio_ROUNDS_2010","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2010","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2010","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2010","stat_name","year"
64,64,"Boo Weekley",88,1.31,302,231,"BirdietoBogeyRatio",2010
67,67,"Briny Baird",87,1.3,287,221,"BirdietoBogeyRatio",2010
67,67,"Chad Campbell",95,1.3,334,256,"BirdietoBogeyRatio",2010
67,67,"Stewart Cink",84,1.3,300,231,"BirdietoBogeyRatio",2010
67,67,"Jason Day",82,1.3,306,235,"BirdietoBogeyRatio",2010
67,67,"JJ Henry",92,1.3,311,239,"BirdietoBogeyRatio",2010
67,67,"Ryuji Imada",90,1.3,319,245,"BirdietoBogeyRatio",2010
67,67,"Geoff Ogilvy",62,1.3,236,181,"BirdietoBogeyRatio",2010
67,67,"Brett Wetterich",54,1.3,199,153,"BirdietoBogeyRatio",2010
75,75,"Aaron Baddeley",94,1.29,366,283,"BirdietoBogeyRatio",2010
75,75,"Michael Bradley",77,1.29,265,205,"BirdietoBogeyRatio",2010
75,75,"JP Hayes",79,1.29,299,231,"BirdietoBogeyRatio",2010
75,75,"Alex Prugh",88,1.29,336,261,"BirdietoBogeyRatio",2010
75,75,"Brett Quigley",96,1.29,341,264,"BirdietoBogeyRatio",2010
75,75,"Charles Warren",64,1.29,250,194,"BirdietoBogeyRatio",2010
81,81,"Robert Allenby",76,1.28,285,222,"BirdietoBogeyRatio",2010
81,81,"Scott McCarron",90,1.28,315,247,"BirdietoBogeyRatio",2010
81,81,"John Merrick",109,1.28,393,308,"BirdietoBogeyRatio",2010
81,81,"Ryan Palmer",84,1.28,335,261,"BirdietoBogeyRatio",2010
81,81,"Scott Piercy",88,1.28,348,272,"BirdietoBogeyRatio",2010
86,86,"Michael Connell",89,1.27,323,255,"BirdietoBogeyRatio",2010
86,86,"Matt Every",60,1.27,243,192,"BirdietoBogeyRatio",2010
86,86,"Will Ma Kenzie",72,1.27,255,201,"BirdietoBogeyRatio",2010
86,86,"Shaun Micheel",70,1.27,246,194,"BirdietoBogeyRatio",2010
86,86,"Garrett Willis",82,1.27,308,243,"BirdietoBogeyRatio",2010
91,91,"Richard Johnson",90,1.26,300,238,"BirdietoBogeyRatio",2010
91,91,"Hunter Mahan",85,1.26,307,243,"BirdietoBogeyRatio",2010
91,91,"Steve Marino",81,1.26,311,246,"BirdietoBogeyRatio",2010
91,91,"Tim Petrovic",105,1.26,370,293,"BirdietoBogeyRatio",2010
95,95,"Woody Austin",93,1.25,333,267,"BirdietoBogeyRatio",2010
95,95,"James Nitties",92,1.25,340,273,"BirdietoBogeyRatio",2010
95,95,"Chris Stroud",90,1.25,330,263,"BirdietoBogeyRatio",2010
95,95,"Jimmy Walker",82,1.25,303,243,"BirdietoBogeyRatio",2010
99,99,"James Driscoll",78,1.24,278,225,"BirdietoBogeyRatio",2010
99,99,"Jeev Milkha Singh",59,1.24,183,147,"BirdietoBogeyRatio",2010
99,99,"Jay Williamson",76,1.24,267,215,"BirdietoBogeyRatio",2010
102,102,"Troy Matteson",84,1.23,283,231,"BirdietoBogeyRatio",2010
102,102,"Sean OHair",84,1.23,279,226,"BirdietoBogeyRatio",2010
102,102,"Andres Romero",73,1.23,266,216,"BirdietoBogeyRatio",2010
102,102,"Rory Sabbatini",79,1.23,309,251,"BirdietoBogeyRatio",2010
102,102,"YE Yang",72,1.23,264,214,"BirdietoBogeyRatio",2010
107,107,"Martin Laird",91,1.22,332,273,"BirdietoBogeyRatio",2010
107,107,"Johnson Wagner",85,1.22,308,252,"BirdietoBogeyRatio",2010
109,109,"Blake Adams",84,1.21,301,249,"BirdietoBogeyRatio",2010
109,109,"Padraig Harrington",57,1.21,193,160,"BirdietoBogeyRatio",2010
109,109,"Michael Letzig",84,1.21,318,263,"BirdietoBogeyRatio",2010
112,112,"Bob Estes",79,1.2,265,220,"BirdietoBogeyRatio",2010
112,112,"Jerry Kelly",99,1.2,347,289,"BirdietoBogeyRatio",2010
112,112,"Rory McIlroy",54,1.2,185,154,"BirdietoBogeyRatio",2010
112,112,"Cameron Percy",73,1.2,267,222,"BirdietoBogeyRatio",2010
112,112,"Josh Teater",101,1.2,357,298,"BirdietoBogeyRatio",2010
117,117,"Davis Love III",79,1.19,289,243,"BirdietoBogeyRatio",2010
117,117,"John Mallinger",78,1.19,271,227,"BirdietoBogeyRatio",2010
117,117,"Adam Scott",70,1.19,258,217,"BirdietoBogeyRatio",2010
120,120,"Lucas Glover",75,1.18,282,240,"BirdietoBogeyRatio",2010
120,120,"George McNeill",79,1.18,303,257,"BirdietoBogeyRatio",2010
120,120,"DA Points",90,1.18,318,269,"BirdietoBogeyRatio",2010
120,120,"Vijay Singh",75,1.18,274,233,"BirdietoBogeyRatio",2010
120,120,"Chris Tidland",77,1.18,279,236,"BirdietoBogeyRatio",2010
125,125,"Robert Garrigus",71,1.17,276,235,"BirdietoBogeyRatio",2010
125,125,"Tim Herron",79,1.17,272,232,"BirdietoBogeyRatio",2010
125,125,"Marc Leishman",87,1.17,317,270,"BirdietoBogeyRatio",2010
125,125,"Jarrod Lyle",54,1.17,190,162,"BirdietoBogeyRatio",2010
125,125,"Troy Merritt",86,1.17,330,283,"BirdietoBogeyRatio",2010
125,125,"Kenny Perry",69,1.17,224,192,"BirdietoBogeyRatio",2010
131,131,"Joe Ogilvie",99,1.16,355,306,"BirdietoBogeyRatio",2010
132,132,"Lee Janzen",77,1.15,269,234,"BirdietoBogeyRatio",2010
133,133,"Henrik Bjornstad",72,1.14,268,235,"BirdietoBogeyRatio",2010
133,133,"Kris Blanks",91,1.14,309,270,"BirdietoBogeyRatio",2010
133,133,"Ben Curtis",78,1.14,242,213,"BirdietoBogeyRatio",2010
133,133,"Justin Leonard",89,1.14,318,278,"BirdietoBogeyRatio",2010
133,133,"Cameron Tringale",55,1.14,185,162,"BirdietoBogeyRatio",2010
133,133,"Omar Uresti",74,1.14,222,194,"BirdietoBogeyRatio",2010
133,133,"Scott Verplank",74,1.14,254,223,"BirdietoBogeyRatio",2010
133,133,"Camilo Villegas",78,1.14,258,226,"BirdietoBogeyRatio",2010
141,141,"Paul Goydos",78,1.13,289,256,"BirdietoBogeyRatio",2010
141,141,"Jeff Maggert",76,1.13,264,233,"BirdietoBogeyRatio",2010
143,143,"Cameron Beckman",68,1.12,226,201,"BirdietoBogeyRatio",2010
144,144,"Jason Dufner",87,1.11,301,272,"BirdietoBogeyRatio",2010
144,144,"David Duval",71,1.11,254,229,"BirdietoBogeyRatio",2010
144,144,"Skip Kendall",58,1.11,198,179,"BirdietoBogeyRatio",2010
147,147,"John Daly",63,1.1,241,219,"BirdietoBogeyRatio",2010
147,147,"Martin Flores",75,1.1,276,252,"BirdietoBogeyRatio",2010
147,147,"Mathew Goggin",85,1.1,278,252,"BirdietoBogeyRatio",2010
150,150,"Brian Davis",101,1.09,335,307,"BirdietoBogeyRatio",2010
150,150,"Cliff Kresge",50,1.09,158,145,"BirdietoBogeyRatio",2010
150,150,"Billy Mayfair",78,1.09,258,236,"BirdietoBogeyRatio",2010
150,150,"Brenden Pappas",66,1.09,224,205,"BirdietoBogeyRatio",2010
154,154,"Angel Cabrera",64,1.08,225,209,"BirdietoBogeyRatio",2010
154,154,"Sergio Garcia",58,1.08,186,172,"BirdietoBogeyRatio",2010
154,154,"Rod Pampling",77,1.08,241,224,"BirdietoBogeyRatio",2010
157,157,"Nathan Green",86,1.07,284,266,"BirdietoBogeyRatio",2010
157,157,"Mathias Gronberg",61,1.07,214,200,"BirdietoBogeyRatio",2010
157,157,"Greg Owen",69,1.07,236,220,"BirdietoBogeyRatio",2010
157,157,"Brian Stuard",81,1.07,278,260,"BirdietoBogeyRatio",2010
161,161,"Stuart Appleby",101,1.05,340,324,"BirdietoBogeyRatio",2010
161,161,"Matt Bettencourt",91,1.05,324,308,"BirdietoBogeyRatio",2010
161,161,"Alex Cejka",81,1.05,273,259,"BirdietoBogeyRatio",2010
161,161,"Bill Lunde",79,1.05,256,243,"BirdietoBogeyRatio",2010
161,161,"Garth Mulroy",53,1.05,183,174,"BirdietoBogeyRatio",2010
166,166,"Nicholas Thompson",88,1.04,311,300,"BirdietoBogeyRatio",2010
167,167,"Derek Lamely",81,1.03,277,270,"BirdietoBogeyRatio",2010
167,167,"Rocco Mediate",71,1.03,224,218,"BirdietoBogeyRatio",2010
167,167,"Ian Poulter",55,1.03,156,152,"BirdietoBogeyRatio",2010
167,167,"Steve Wheatcroft",74,1.03,265,257,"BirdietoBogeyRatio",2010
171,171,"Roger Tambellini",77,1.01,246,243,"BirdietoBogeyRatio",2010
172,172,"Daniel Chopra",74,1,250,249,"BirdietoBogeyRatio",2010
172,172,"Roland Thatcher",72,1,231,230,"BirdietoBogeyRatio",2010
174,174,"Rich Barcelo",70,0.99,230,233,"BirdietoBogeyRatio",2010
174,174,"Mark Calcavecchia",50,0.99,184,186,"BirdietoBogeyRatio",2010
174,174,"Trevor Immelman",55,0.99,166,167,"BirdietoBogeyRatio",2010
177,177,"Steve Flesch",78,0.98,263,268,"BirdietoBogeyRatio",2010
178,178,"Andrew McLardy",52,0.96,164,171,"BirdietoBogeyRatio",2010
179,179,"Ted Purdy",86,0.95,286,302,"BirdietoBogeyRatio",2010
180,180,"Brent Delahoussaye",57,0.94,169,179,"BirdietoBogeyRatio",2010
181,181,"Mike Weir",59,0.93,185,198,"BirdietoBogeyRatio",2010
182,182,"Steve Lowery",67,0.92,217,236,"BirdietoBogeyRatio",2010
183,183,"David Lutterus",69,0.91,213,233,"BirdietoBogeyRatio",2010
184,184,"Jeff Gove",57,0.9,167,185,"BirdietoBogeyRatio",2010
184,184,"Chris Wilson",65,0.9,209,233,"BirdietoBogeyRatio",2010
186,186,"Kevin Johnson",62,0.85,194,228,"BirdietoBogeyRatio",2010
187,187,"Craig Bowden",56,0.84,157,187,"BirdietoBogeyRatio",2010
188,188,"Justin Bolli",55,0.83,157,190,"BirdietoBogeyRatio",2010
188,188,"Jerod Turner",54,0.83,174,210,"BirdietoBogeyRatio",2010
188,188,"Vance Veazey",58,0.83,183,221,"BirdietoBogeyRatio",2010
191,191,"Brad Faxon",58,0.78,187,240,"BirdietoBogeyRatio",2010
192,192,"Greg Kraft",52,0.75,146,195,"BirdietoBogeyRatio",2010
