"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2007","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2007","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2007","FirstTeeLateRound2ScoringAverage__2007","FirstTeeLateRound2ScoringAverage_AVG_2007","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2007","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Paul Goydos",NA,67.67,203,3,"FirstTeeLateRound2ScoringAverage",2007
2,2,"Billy Mayfair",NA,68,544,8,"FirstTeeLateRound2ScoringAverage",2007
2,2,"Pat Perez",NA,68,272,4,"FirstTeeLateRound2ScoringAverage",2007
4,4,"Vijay Singh",NA,68.14,477,7,"FirstTeeLateRound2ScoringAverage",2007
5,5,"Mark Hensby",NA,68.33,205,3,"FirstTeeLateRound2ScoringAverage",2007
6,6,"Luke Donald",NA,68.5,274,4,"FirstTeeLateRound2ScoringAverage",2007
7,7,"Glen Day",NA,68.67,412,6,"FirstTeeLateRound2ScoringAverage",2007
7,7,"Jay Williamson",NA,68.67,206,3,"FirstTeeLateRound2ScoringAverage",2007
9,9,"Michael Allen",NA,69,414,6,"FirstTeeLateRound2ScoringAverage",2007
9,9,"Craig Bowden",NA,69,207,3,"FirstTeeLateRound2ScoringAverage",2007
9,9,"Heath Slocum",NA,69,276,4,"FirstTeeLateRound2ScoringAverage",2007
9,9,"Johnson Wagner",NA,69,345,5,"FirstTeeLateRound2ScoringAverage",2007
9,9,"Tiger Woods",NA,69,621,9,"FirstTeeLateRound2ScoringAverage",2007
14,14,"Sean OHair",NA,69.13,553,8,"FirstTeeLateRound2ScoringAverage",2007
15,15,"Cameron Beckman",NA,69.17,415,6,"FirstTeeLateRound2ScoringAverage",2007
16,16,"Shaun Micheel",NA,69.2,346,5,"FirstTeeLateRound2ScoringAverage",2007
17,17,"Joe Ogilvie",NA,69.22,623,9,"FirstTeeLateRound2ScoringAverage",2007
18,18,"Jarrod Lyle",NA,69.25,554,8,"FirstTeeLateRound2ScoringAverage",2007
19,19,"Jeff Gove",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2007
20,20,"Steve Allan",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2007
20,20,"Anthony Kim",NA,69.5,556,8,"FirstTeeLateRound2ScoringAverage",2007
22,22,"Aaron Baddeley",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2007
22,22,"Brian Davis",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2007
22,22,"Fred Funk",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2007
25,25,"Jason Gore",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2007
25,25,"Mike Weir",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2007
27,27,"Shigeki Maruyama",NA,69.67,209,3,"FirstTeeLateRound2ScoringAverage",2007
27,27,"Tag Ridings",NA,69.67,209,3,"FirstTeeLateRound2ScoringAverage",2007
29,29,"Bob Heintz",NA,69.71,488,7,"FirstTeeLateRound2ScoringAverage",2007
