"BirdieorBetterPercentageLess125_RANKTHISWEEK_2010","BirdieorBetterPercentageLess125_RANKLASTWEEK_2010","BirdieorBetterPercentageLess125_PLAYERNAME_2010","BirdieorBetterPercentageLess125_ROUNDS_2010","BirdieorBetterPercentageLess125_Pct_2010","BirdieorBetterPercentageLess125_TOTALBIRDIES_2010","BirdieorBetterPercentageLess125_TOTALHOLES_2010","stat_name","year"
1,1,"Ernie Els",72,31.68,64,202,"BirdieorBetterPercentageLess125",2010
2,2,"Dean Wilson",54,31.03,54,174,"BirdieorBetterPercentageLess125",2010
3,3,"Ben Crane",85,30.51,83,272,"BirdieorBetterPercentageLess125",2010
4,4,"Chris Riley",73,29.64,75,253,"BirdieorBetterPercentageLess125",2010
5,5,"Justin Leonard",89,29.55,86,291,"BirdieorBetterPercentageLess125",2010
6,6,"Jim Furyk",76,29.47,61,207,"BirdieorBetterPercentageLess125",2010
7,7,"Brad Faxon",58,29.1,55,189,"BirdieorBetterPercentageLess125",2010
8,8,"Brian Gay",101,28.78,99,344,"BirdieorBetterPercentageLess125",2010
9,9,"Paul Goydos",78,28.52,79,277,"BirdieorBetterPercentageLess125",2010
10,10,"David Toms",86,28.32,81,286,"BirdieorBetterPercentageLess125",2010
11,11,"Steve Stricker",73,28.22,57,202,"BirdieorBetterPercentageLess125",2010
12,12,"Scott Piercy",88,28.06,101,360,"BirdieorBetterPercentageLess125",2010
13,13,"Vijay Singh",75,27.95,71,254,"BirdieorBetterPercentageLess125",2010
14,14,"Tim Clark",88,27.53,79,287,"BirdieorBetterPercentageLess125",2010
15,15,"Scott Verplank",74,27.36,58,212,"BirdieorBetterPercentageLess125",2010
16,16,"Webb Simpson",98,27.15,104,383,"BirdieorBetterPercentageLess125",2010
17,17,"Jerry Kelly",99,27.12,80,295,"BirdieorBetterPercentageLess125",2010
18,18,"Phil Mickelson",76,27.04,63,233,"BirdieorBetterPercentageLess125",2010
19,19,"Greg Chalmers",93,26.98,92,341,"BirdieorBetterPercentageLess125",2010
20,20,"Matt Kuchar",97,26.95,83,308,"BirdieorBetterPercentageLess125",2010
21,21,"Jason Bohn",84,26.91,74,275,"BirdieorBetterPercentageLess125",2010
22,22,"Nick Watney",91,26.87,79,294,"BirdieorBetterPercentageLess125",2010
23,23,"Bryce Molder",84,26.86,76,283,"BirdieorBetterPercentageLess125",2010
23,23,"Brandt Snedeker",89,26.86,76,283,"BirdieorBetterPercentageLess125",2010
25,25,"Tom Pernice Jr",74,26.48,58,219,"BirdieorBetterPercentageLess125",2010
26,26,"Freddie Jacobson",83,26.42,84,318,"BirdieorBetterPercentageLess125",2010
27,27,"Jeff Overton",89,26.41,89,337,"BirdieorBetterPercentageLess125",2010
28,28,"David Duval",71,26.39,57,216,"BirdieorBetterPercentageLess125",2010
28,28,"Charlie Wi",95,26.39,90,341,"BirdieorBetterPercentageLess125",2010
30,30,"Ben Curtis",78,26.34,69,262,"BirdieorBetterPercentageLess125",2010
31,31,"Paul Stankowski",62,26.26,52,198,"BirdieorBetterPercentageLess125",2010
32,32,"Spencer Levin",110,26.17,106,405,"BirdieorBetterPercentageLess125",2010
33,33,"Brendon de Jonge",114,26.13,98,375,"BirdieorBetterPercentageLess125",2010
34,34,"Ryuji Imada",90,26.02,83,319,"BirdieorBetterPercentageLess125",2010
35,35,"Aaron Baddeley",94,26.01,97,373,"BirdieorBetterPercentageLess125",2010
36,36,"George McNeill",79,26,65,250,"BirdieorBetterPercentageLess125",2010
37,37,"Ricky Barnes",103,25.9,79,305,"BirdieorBetterPercentageLess125",2010
38,38,"Matt Every",60,25.88,59,228,"BirdieorBetterPercentageLess125",2010
39,39,"John Rollins",81,25.86,83,321,"BirdieorBetterPercentageLess125",2010
40,40,"JJ Henry",92,25.71,72,280,"BirdieorBetterPercentageLess125",2010
41,41,"Justin Rose",78,25.64,70,273,"BirdieorBetterPercentageLess125",2010
42,42,"Zach Johnson",93,25.46,69,271,"BirdieorBetterPercentageLess125",2010
43,43,"Aron Price",70,25.45,56,220,"BirdieorBetterPercentageLess125",2010
44,44,"Bill Haas",87,25.44,73,287,"BirdieorBetterPercentageLess125",2010
45,45,"Mark Calcavecchia",50,25.38,33,130,"BirdieorBetterPercentageLess125",2010
45,45,"Steve Flesch",78,25.38,66,260,"BirdieorBetterPercentageLess125",2010
47,47,"Stewart Cink",84,25.31,62,245,"BirdieorBetterPercentageLess125",2010
48,48,"JP Hayes",79,25.27,71,281,"BirdieorBetterPercentageLess125",2010
48,48,"Will Ma Kenzie",72,25.27,69,273,"BirdieorBetterPercentageLess125",2010
