"TotalMoneyOfficialandUnofficial_RANKTHISWEEK_2012","TotalMoneyOfficialandUnofficial_RANKLASTWEEK_2012","TotalMoneyOfficialandUnofficial_PLAYERNAME_2012","TotalMoneyOfficialandUnofficial_EVENTS_2012","TotalMoneyOfficialandUnofficial_MONEY_2012","stat_name","year"
163,163,"Mark Anderson",26,446019,"TotalMoneyOfficialandUnofficial",2012
164,164,"Joe Durant",14,427678,"TotalMoneyOfficialandUnofficial",2012
165,165,"Robert Karlsson",18,418340,"TotalMoneyOfficialandUnofficial",2012
166,166,"Kris Blanks",24,417559,"TotalMoneyOfficialandUnofficial",2012
167,167,"JJ Killeen",33,414257,"TotalMoneyOfficialandUnofficial",2012
168,168,"Paul Lawrie",8,410640,"TotalMoneyOfficialandUnofficial",2012
169,169,"Hunter Haas",24,399364,"TotalMoneyOfficialandUnofficial",2012
170,170,"Roland Thatcher",21,396801,"TotalMoneyOfficialandUnofficial",2012
171,171,"Miguel Angel Jimenez",6,386803,"TotalMoneyOfficialandUnofficial",2012
172,172,"Erik Compton",27,384765,"TotalMoneyOfficialandUnofficial",2012
173,173,"Stuart Appleby",24,377559,"TotalMoneyOfficialandUnofficial",2012
174,174,"Nathan Green",22,366651,"TotalMoneyOfficialandUnofficial",2012
175,175,"Danny Lee",27,364112,"TotalMoneyOfficialandUnofficial",2012
176,176,"Jamie Donaldson",5,363834,"TotalMoneyOfficialandUnofficial",2012
177,177,"Jarrod Lyle",7,363685,"TotalMoneyOfficialandUnofficial",2012
178,178,"Kevin Kisner",25,351216,"TotalMoneyOfficialandUnofficial",2012
179,179,"Arjun Atwal",28,348770,"TotalMoneyOfficialandUnofficial",2012
180,180,"Brandt Jobe",18,344332,"TotalMoneyOfficialandUnofficial",2012
181,181,"Chris Couch",21,335848,"TotalMoneyOfficialandUnofficial",2012
182,182,"Matt Bettencourt",31,335076,"TotalMoneyOfficialandUnofficial",2012
183,183,"Mark Calcavecchia",6,334176,"TotalMoneyOfficialandUnofficial",2012
184,184,"Patrick Reed",13,327977,"TotalMoneyOfficialandUnofficial",2012
185,185,"John Peterson",9,327091,"TotalMoneyOfficialandUnofficial",2012
186,186,"Matt Jones",20,325254,"TotalMoneyOfficialandUnofficial",2012
187,187,"Thomas Aiken",5,314679,"TotalMoneyOfficialandUnofficial",2012
188,188,"Garth Mulroy",21,312382,"TotalMoneyOfficialandUnofficial",2012
189,189,"Cameron Beckman",26,287506,"TotalMoneyOfficialandUnofficial",2012
190,190,"Luke Guthrie",4,284672,"TotalMoneyOfficialandUnofficial",2012
191,191,"Angel Cabrera",20,283385,"TotalMoneyOfficialandUnofficial",2012
192,192,"Thorbjorn Olesen",3,274243,"TotalMoneyOfficialandUnofficial",2012
193,193,"Daniel Chopra",23,272198,"TotalMoneyOfficialandUnofficial",2012
194,194,"Miguel Angel Carballo",25,269980,"TotalMoneyOfficialandUnofficial",2012
195,195,"Mathew Goggin",24,264604,"TotalMoneyOfficialandUnofficial",2012
196,196,"Ross Fisher",4,263240,"TotalMoneyOfficialandUnofficial",2012
197,197,"Lee Janzen",12,258589,"TotalMoneyOfficialandUnofficial",2012
198,198,"Simon Dyson",8,257456,"TotalMoneyOfficialandUnofficial",2012
199,199,"Jbe Kruger",4,249250,"TotalMoneyOfficialandUnofficial",2012
200,200,"Gonzalo Fdez Castano",9,247733,"TotalMoneyOfficialandUnofficial",2012
201,201,"Gavin Coles",24,247561,"TotalMoneyOfficialandUnofficial",2012
202,202,"Rocco Mediate",23,242354,"TotalMoneyOfficialandUnofficial",2012
203,203,"Robert Rock",7,240125,"TotalMoneyOfficialandUnofficial",2012
204,204,"Ryuji Imada",28,238648,"TotalMoneyOfficialandUnofficial",2012
205,205,"Branden Grace",7,237825,"TotalMoneyOfficialandUnofficial",2012
206,206,"Anders Hansen",7,232900,"TotalMoneyOfficialandUnofficial",2012
207,207,"Steven Bowditch",19,231768,"TotalMoneyOfficialandUnofficial",2012
208,208,"Scott Dunlap",21,230220,"TotalMoneyOfficialandUnofficial",2012
209,209,"Alex Cejka",13,223117,"TotalMoneyOfficialandUnofficial",2012
210,210,"KT Kim",11,220590,"TotalMoneyOfficialandUnofficial",2012
211,211,"Fred Funk",6,214616,"TotalMoneyOfficialandUnofficial",2012
212,212,"Todd Hamilton",11,214339,"TotalMoneyOfficialandUnofficial",2012
213,213,"Alvaro Quiros",9,213800,"TotalMoneyOfficialandUnofficial",2012
214,214,"Rafa Cabrera Bello",8,209668,"TotalMoneyOfficialandUnofficial",2012
215,215,"Marcus Fraser",6,201850,"TotalMoneyOfficialandUnofficial",2012
216,216,"Rich Beem",10,200049,"TotalMoneyOfficialandUnofficial",2012
217,217,"Stephen Ames",20,193686,"TotalMoneyOfficialandUnofficial",2012
218,218,"Michael Bradley",23,191746,"TotalMoneyOfficialandUnofficial",2012
219,219,"Derek Lamely",26,190479,"TotalMoneyOfficialandUnofficial",2012
220,220,"Tom Pernice Jr",24,189907,"TotalMoneyOfficialandUnofficial",2012
221,221,"Joost Luiten",4,189347,"TotalMoneyOfficialandUnofficial",2012
222,222,"Fred Couples",4,188378,"TotalMoneyOfficialandUnofficial",2012
223,223,"Alexander Noren",5,183193,"TotalMoneyOfficialandUnofficial",2012
224,224,"Gaganjeet Bhullar",2,177500,"TotalMoneyOfficialandUnofficial",2012
225,225,"Marcel Siem",4,177250,"TotalMoneyOfficialandUnofficial",2012
226,226,"Sung Kang",31,174439,"TotalMoneyOfficialandUnofficial",2012
227,227,"Duffy Waldorf",11,174433,"TotalMoneyOfficialandUnofficial",2012
228,228,"Chris Riley",12,167581,"TotalMoneyOfficialandUnofficial",2012
229,229,"Casey Wittenberg",1,163594,"TotalMoneyOfficialandUnofficial",2012
230,230,"Briny Baird",13,154111,"TotalMoneyOfficialandUnofficial",2012
231,231,"Joe Ogilvie",17,152376,"TotalMoneyOfficialandUnofficial",2012
232,232,"Corey Pavin",3,151620,"TotalMoneyOfficialandUnofficial",2012
233,233,"Jay Haas",1,150000,"TotalMoneyOfficialandUnofficial",2012
234,234,"Prom Meesawat",2,148000,"TotalMoneyOfficialandUnofficial",2012
235,235,"Lee Slattery",3,147339,"TotalMoneyOfficialandUnofficial",2012
236,236,"Aaron Watkins",3,143969,"TotalMoneyOfficialandUnofficial",2012
237,237,"Zack Miller",13,137112,"TotalMoneyOfficialandUnofficial",2012
238,238,"Steve Wheatcroft",22,135196,"TotalMoneyOfficialandUnofficial",2012
239,239,"Patrick Sheehan",22,134590,"TotalMoneyOfficialandUnofficial",2012
240,240,"Alejandro Canizares",3,129963,"TotalMoneyOfficialandUnofficial",2012
241,241,"Matteo Manassero",3,126979,"TotalMoneyOfficialandUnofficial",2012
242,242,"Thaworn Wiratchant",2,126000,"TotalMoneyOfficialandUnofficial",2012
243,243,"Frank Lickliter II",9,125683,"TotalMoneyOfficialandUnofficial",2012
244,244,"Tom Lehman",3,123657,"TotalMoneyOfficialandUnofficial",2012
245,245,"Hiroyuki Fujita",4,122912,"TotalMoneyOfficialandUnofficial",2012
246,246,"Woody Austin",7,122472,"TotalMoneyOfficialandUnofficial",2012
247,247,"Michael Allen",3,121895,"TotalMoneyOfficialandUnofficial",2012
248,248,"Joey Snyder III",9,117800,"TotalMoneyOfficialandUnofficial",2012
249,249,"Darren Clarke",7,117310,"TotalMoneyOfficialandUnofficial",2012
250,250,"Hunter Hamrick",5,115979,"TotalMoneyOfficialandUnofficial",2012
251,251,"Marc Turnesa",11,113048,"TotalMoneyOfficialandUnofficial",2012
252,252,"Jamie Lovemark",16,109572,"TotalMoneyOfficialandUnofficial",2012
253,253,"Anirban Lahiri",2,107724,"TotalMoneyOfficialandUnofficial",2012
254,254,"Scott Langley",5,107630,"TotalMoneyOfficialandUnofficial",2012
255,255,"Tommy Biershenk",27,107266,"TotalMoneyOfficialandUnofficial",2012
256,256,"Brett Quigley",2,106858,"TotalMoneyOfficialandUnofficial",2012
257,257,"Scott Verplank",10,106168,"TotalMoneyOfficialandUnofficial",2012
258,258,"Patrick Cantlay",11,105526,"TotalMoneyOfficialandUnofficial",2012
259,259,"Jim Herman",3,105000,"TotalMoneyOfficialandUnofficial",2012
260,260,"Tadahiro Takayama",5,104840,"TotalMoneyOfficialandUnofficial",2012
261,261,"Bernd Wiesberger",3,104000,"TotalMoneyOfficialandUnofficial",2012
262,262,"Shaun Micheel",13,103559,"TotalMoneyOfficialandUnofficial",2012
263,263,"Edward Loar",24,102947,"TotalMoneyOfficialandUnofficial",2012
264,264,"Scott Hend",2,102250,"TotalMoneyOfficialandUnofficial",2012
265,265,"Tom Lewis",3,101000,"TotalMoneyOfficialandUnofficial",2012
266,266,"Jeev Milkha Singh",4,100589,"TotalMoneyOfficialandUnofficial",2012
267,267,"Richard Johnson",8,99515,"TotalMoneyOfficialandUnofficial",2012
268,268,"Garrett Willis",15,95014,"TotalMoneyOfficialandUnofficial",2012
269,269,"Alexis Thompson",1,92500,"TotalMoneyOfficialandUnofficial",2012
270,270,"Stacy Lewis",1,90000,"TotalMoneyOfficialandUnofficial",2012
271,271,"Toshinori Muto",4,88964,"TotalMoneyOfficialandUnofficial",2012
272,272,"Thongchai Jaidee",4,86636,"TotalMoneyOfficialandUnofficial",2012
273,273,"Raphael Jacquelin",2,86348,"TotalMoneyOfficialandUnofficial",2012
274,274,"Steve Marino",6,85040,"TotalMoneyOfficialandUnofficial",2012
275,275,"Hennie Otto",2,81500,"TotalMoneyOfficialandUnofficial",2012
275,275,"Danny Willett",2,81500,"TotalMoneyOfficialandUnofficial",2012
277,277,"Matthew Baldwin",2,79999,"TotalMoneyOfficialandUnofficial",2012
278,278,"George Coetzee",5,79750,"TotalMoneyOfficialandUnofficial",2012
279,279,"Marco Dawson",22,79727,"TotalMoneyOfficialandUnofficial",2012
280,280,"Steven Alker",1,79277,"TotalMoneyOfficialandUnofficial",2012
281,281,"Mark OMeara",1,79000,"TotalMoneyOfficialandUnofficial",2012
282,282,"Shane Bertsch",18,78795,"TotalMoneyOfficialandUnofficial",2012
283,283,"Andres Gonzales",1,78780,"TotalMoneyOfficialandUnofficial",2012
284,284,"Juvic Pagunsan",2,77839,"TotalMoneyOfficialandUnofficial",2012
285,285,"Bernhard Langer",2,76667,"TotalMoneyOfficialandUnofficial",2012
286,286,"David Lipsky",3,76000,"TotalMoneyOfficialandUnofficial",2012
287,287,"Brittany Lincicome",1,75000,"TotalMoneyOfficialandUnofficial",2012
288,288,"Greg Norman",3,72500,"TotalMoneyOfficialandUnofficial",2012
289,289,"Mike Weir",15,70000,"TotalMoneyOfficialandUnofficial",2012
290,290,"Steve LeBrun",2,69479,"TotalMoneyOfficialandUnofficial",2012
291,291,"Tadd Fujikawa",1,69025,"TotalMoneyOfficialandUnofficial",2012
292,292,"Siddikur Rahman",2,68000,"TotalMoneyOfficialandUnofficial",2012
293,293,"Lucas Glover",16,67112,"TotalMoneyOfficialandUnofficial",2012
294,294,"Yoshinori Fujimoto",2,64573,"TotalMoneyOfficialandUnofficial",2012
295,295,"Pablo Larrazabal",3,62930,"TotalMoneyOfficialandUnofficial",2012
296,296,"Skip Kendall",6,62390,"TotalMoneyOfficialandUnofficial",2012
297,297,"WC Liang",2,62250,"TotalMoneyOfficialandUnofficial",2012
298,298,"Billy Andrade",2,60833,"TotalMoneyOfficialandUnofficial",2012
298,298,"Brad Faxon",2,60833,"TotalMoneyOfficialandUnofficial",2012
298,298,"Lorena Ochoa",1,60833,"TotalMoneyOfficialandUnofficial",2012
298,298,"Jeff Sluman",1,60833,"TotalMoneyOfficialandUnofficial",2012
298,298,"Yani Tseng",1,60833,"TotalMoneyOfficialandUnofficial",2012
303,303,"Masanori Kobayashi",2,60600,"TotalMoneyOfficialandUnofficial",2012
304,304,"James Morrison",1,60044,"TotalMoneyOfficialandUnofficial",2012
305,305,"David Howell",1,60000,"TotalMoneyOfficialandUnofficial",2012
305,305,"Soren Kjeldsen",2,60000,"TotalMoneyOfficialandUnofficial",2012
305,305,"Paul McGinley",1,60000,"TotalMoneyOfficialandUnofficial",2012
308,308,"Stephen Gangluff",23,58702,"TotalMoneyOfficialandUnofficial",2012
309,309,"Morgan Hoffmann",2,58168,"TotalMoneyOfficialandUnofficial",2012
310,310,"Brendan Jones",4,57339,"TotalMoneyOfficialandUnofficial",2012
311,311,"Paul Goydos",6,57220,"TotalMoneyOfficialandUnofficial",2012
312,312,"Paul Casey",9,56755,"TotalMoneyOfficialandUnofficial",2012
313,313,"John Cook",2,55000,"TotalMoneyOfficialandUnofficial",2012
313,313,"Shane Lowry",1,55000,"TotalMoneyOfficialandUnofficial",2012
315,315,"Kent Jones",7,54644,"TotalMoneyOfficialandUnofficial",2012
316,316,"Alistair Presnell",1,53168,"TotalMoneyOfficialandUnofficial",2012
317,317,"Paul Stankowski",9,52793,"TotalMoneyOfficialandUnofficial",2012
318,318,"I J Jang",2,52500,"TotalMoneyOfficialandUnofficial",2012
318,318,"Dana Quigley",1,52500,"TotalMoneyOfficialandUnofficial",2012
320,320,"Brett Wetterich",7,50917,"TotalMoneyOfficialandUnofficial",2012
321,321,"Wu Ashun",1,50000,"TotalMoneyOfficialandUnofficial",2012
321,321,"Peter Jacobsen",1,50000,"TotalMoneyOfficialandUnofficial",2012
321,321,"DH Lee",2,50000,"TotalMoneyOfficialandUnofficial",2012
324,324,"Will Ma Kenzie",6,49760,"TotalMoneyOfficialandUnofficial",2012
325,325,"Kyle Thompson",22,45460,"TotalMoneyOfficialandUnofficial",2012
326,326,"Danny Chia",1,45000,"TotalMoneyOfficialandUnofficial",2012
326,326,"Derek Ernst",2,45000,"TotalMoneyOfficialandUnofficial",2012
328,328,"Julien Quesne",1,43500,"TotalMoneyOfficialandUnofficial",2012
329,329,"Jeff Quinney",1,43310,"TotalMoneyOfficialandUnofficial",2012
330,330,"Willie Wood",1,42000,"TotalMoneyOfficialandUnofficial",2012
331,331,"Michael Hoey",3,41625,"TotalMoneyOfficialandUnofficial",2012
332,332,"Shaaban Hussin",1,41000,"TotalMoneyOfficialandUnofficial",2012
333,333,"Oliver Bekker",1,40750,"TotalMoneyOfficialandUnofficial",2012
334,334,"Glen Day",4,38850,"TotalMoneyOfficialandUnofficial",2012
335,335,"Tetsuji Hiratsuka",1,38000,"TotalMoneyOfficialandUnofficial",2012
335,335,"Brad Kennedy",2,38000,"TotalMoneyOfficialandUnofficial",2012
