"Approaches_RANKTHISWEEK_2014","Approaches_RANKLASTWEEK_2014","Approaches_PLAYERNAME_2014","Approaches_ROUNDS_2014","Approaches_AVGRTP_2014","stat_name","year"
72,72,"Michael Putnam",106,0.167,"Approaches",2014
74,74,"Jordan Spieth",102,0.17,"Approaches",2014
75,75,"Matt Kuchar",91,0.172,"Approaches",2014
75,75,"Andrew Svoboda",77,0.172,"Approaches",2014
77,77,"Russell Knox",92,0.174,"Approaches",2014
77,77,"YE Yang",79,0.174,"Approaches",2014
79,79,"Rory Sabbatini",82,0.175,"Approaches",2014
80,80,"Sergio Garcia",61,0.176,"Approaches",2014
80,80,"Pat Perez",84,0.176,"Approaches",2014
80,80,"Brendon Todd",108,0.176,"Approaches",2014
83,83,"Brendon de Jonge",109,0.179,"Approaches",2014
83,83,"Martin Flores",85,0.179,"Approaches",2014
85,85,"Kyle Stanley",87,0.182,"Approaches",2014
86,86,"Keegan Bradley",89,0.189,"Approaches",2014
87,87,"John Merrick",87,0.19,"Approaches",2014
88,88,"Angel Cabrera",69,0.194,"Approaches",2014
89,89,"Greg Chalmers",85,0.196,"Approaches",2014
90,90,"Retief Goosen",94,0.2,"Approaches",2014
90,90,"Bill Haas",107,0.2,"Approaches",2014
90,90,"Zach Johnson",97,0.2,"Approaches",2014
90,90,"Heath Slocum",71,0.2,"Approaches",2014
90,90,"Bo Van Pelt",83,0.2,"Approaches",2014
90,90,"Mark Wilson",69,0.2,"Approaches",2014
96,96,"Chris Kirk",105,0.208,"Approaches",2014
97,97,"Robert Allenby",83,0.211,"Approaches",2014
98,98,"James Hahn",82,0.212,"Approaches",2014
99,99,"Aaron Baddeley",74,0.214,"Approaches",2014
99,99,"KJ Choi",80,0.214,"Approaches",2014
99,99,"Freddie Jacobson",91,0.214,"Approaches",2014
102,102,"Bryce Molder",77,0.217,"Approaches",2014
103,103,"Kevin Streelman",79,0.219,"Approaches",2014
104,104,"Matt Jones",83,0.222,"Approaches",2014
104,104,"Mike Weir",69,0.222,"Approaches",2014
106,106,"Justin Leonard",75,0.227,"Approaches",2014
107,107,"Kevin Kisner",85,0.231,"Approaches",2014
108,108,"Nicholas Thompson",85,0.233,"Approaches",2014
109,109,"Brooks Koepka",56,0.235,"Approaches",2014
109,109,"Ryan Palmer",85,0.235,"Approaches",2014
111,111,"Billy Horschel",92,0.24,"Approaches",2014
111,111,"Jim Renner",61,0.24,"Approaches",2014
111,111,"Daniel Summerhays",98,0.24,"Approaches",2014
114,114,"Woody Austin",63,0.25,"Approaches",2014
114,114,"Ben Crane",81,0.25,"Approaches",2014
114,114,"Marc Leishman",81,0.25,"Approaches",2014
117,117,"Spencer Levin",59,0.267,"Approaches",2014
117,117,"Will Wilcox",51,0.267,"Approaches",2014
119,119,"Brad Fritsch",50,0.273,"Approaches",2014
120,120,"Roberto Castro",76,0.276,"Approaches",2014
121,121,"Michael Thompson",74,0.278,"Approaches",2014
122,122,"Richard Lee",80,0.281,"Approaches",2014
123,123,"Lucas Glover",68,0.286,"Approaches",2014
123,123,"Robert Streb",75,0.286,"Approaches",2014
123,123,"Camilo Villegas",95,0.286,"Approaches",2014
126,126,"Ken Duke",80,0.292,"Approaches",2014
127,127,"Brian Stuard",91,0.294,"Approaches",2014
128,128,"Will Ma Kenzie",82,0.303,"Approaches",2014
129,129,"JJ Henry",91,0.304,"Approaches",2014
129,129,"Trevor Immelman",84,0.304,"Approaches",2014
131,131,"Ryan Moore",86,0.308,"Approaches",2014
132,132,"Morgan Hoffmann",103,0.314,"Approaches",2014
133,133,"Ricky Barnes",92,0.316,"Approaches",2014
134,134,"Tyrone Van Aswegen",79,0.323,"Approaches",2014
135,135,"Bubba Watson",76,0.324,"Approaches",2014
136,136,"Ryo Ishikawa",75,0.333,"Approaches",2014
136,136,"Davis Love III",74,0.333,"Approaches",2014
136,136,"Troy Merritt",62,0.333,"Approaches",2014
136,136,"Kevin Stadler",90,0.333,"Approaches",2014
140,140,"Jeff Overton",80,0.342,"Approaches",2014
141,141,"Rickie Fowler",91,0.345,"Approaches",2014
142,142,"Chesson Hadley",84,0.346,"Approaches",2014
143,143,"Paul Casey",56,0.35,"Approaches",2014
143,143,"Sean OHair",77,0.35,"Approaches",2014
143,143,"Louis Oosthuizen",50,0.35,"Approaches",2014
146,146,"Steven Bowditch",93,0.357,"Approaches",2014
147,147,"Scott Langley",95,0.364,"Approaches",2014
148,148,"Chad Collins",78,0.367,"Approaches",2014
149,149,"Ted Potter Jr",68,0.368,"Approaches",2014
149,149,"Charlie Wi",72,0.368,"Approaches",2014
151,151,"Shawn Stefani",60,0.371,"Approaches",2014
152,152,"Briny Baird",50,0.375,"Approaches",2014
152,152,"Wes Roach",67,0.375,"Approaches",2014
154,154,"Jason Bohn",81,0.378,"Approaches",2014
155,155,"David Hearn",97,0.391,"Approaches",2014
156,156,"David Lingmerth",80,0.393,"Approaches",2014
157,157,"Tim Clark",75,0.4,"Approaches",2014
157,157,"Brice Garnett",92,0.4,"Approaches",2014
157,157,"Patrick Reed",92,0.4,"Approaches",2014
160,160,"Robert Garrigus",80,0.406,"Approaches",2014
161,161,"Lee Westwood",57,0.417,"Approaches",2014
162,162,"Jim Herman",62,0.435,"Approaches",2014
163,163,"Graeme McDowell",66,0.438,"Approaches",2014
164,164,"Brendan Steele",89,0.45,"Approaches",2014
165,165,"Scott Brown",100,0.457,"Approaches",2014
166,166,"James Driscoll",71,0.458,"Approaches",2014
166,166,"DA Points",75,0.458,"Approaches",2014
168,168,"Jeff Maggert",54,0.5,"Approaches",2014
168,168,"Ben Martin",80,0.5,"Approaches",2014
170,170,"Troy Matteson",62,0.517,"Approaches",2014
171,171,"Bud Cauley",56,0.52,"Approaches",2014
172,172,"John Peterson",62,0.579,"Approaches",2014
172,172,"Jhonattan Vegas",77,0.579,"Approaches",2014
174,174,"Jason Dufner",57,0.615,"Approaches",2014
175,175,"Johnson Wagner",69,0.667,"Approaches",2014
176,176,"Scott Stallings",77,0.731,"Approaches",2014
177,177,"Derek Ernst",80,0.769,"Approaches",2014
