"Approach75100yardsRTPScore_RANKTHISWEEK_2012","Approach75100yardsRTPScore_RANKLASTWEEK_2012","Approach75100yardsRTPScore_PLAYERNAME_2012","Approach75100yardsRTPScore_ROUNDS_2012","Approach75100yardsRTPScore_AVGRTP_2012","stat_name","year"
1,1,"Jonathan Byrd",69,-0.395,"Approach75100yardsRTPScore",2012
2,2,"Zach Johnson",95,-0.37,"Approach75100yardsRTPScore",2012
3,3,"John Merrick",83,-0.308,"Approach75100yardsRTPScore",2012
4,4,"Josh Teater",97,-0.304,"Approach75100yardsRTPScore",2012
5,5,"John Daly",50,-0.3,"Approach75100yardsRTPScore",2012
6,6,"Tommy Gainey",98,-0.294,"Approach75100yardsRTPScore",2012
7,7,"Sean OHair",84,-0.29,"Approach75100yardsRTPScore",2012
8,8,"Tommy Biershenk",74,-0.286,"Approach75100yardsRTPScore",2012
9,9,"Troy Kelly",68,-0.282,"Approach75100yardsRTPScore",2012
9,9,"Justin Leonard",79,-0.282,"Approach75100yardsRTPScore",2012
11,11,"John Rollins",81,-0.279,"Approach75100yardsRTPScore",2012
12,12,"Alexandre Rocha",62,-0.271,"Approach75100yardsRTPScore",2012
13,13,"Heath Slocum",93,-0.269,"Approach75100yardsRTPScore",2012
14,14,"Will Claxton",99,-0.268,"Approach75100yardsRTPScore",2012
15,15,"Aaron Baddeley",73,-0.267,"Approach75100yardsRTPScore",2012
16,16,"Ken Duke",104,-0.264,"Approach75100yardsRTPScore",2012
17,17,"Nick OHern",78,-0.259,"Approach75100yardsRTPScore",2012
18,18,"Richard Lee",71,-0.257,"Approach75100yardsRTPScore",2012
18,18,"Billy Mayfair",90,-0.257,"Approach75100yardsRTPScore",2012
20,20,"Brian Gay",91,-0.252,"Approach75100yardsRTPScore",2012
21,21,"Ryan Palmer",81,-0.238,"Approach75100yardsRTPScore",2012
22,22,"Brandt Snedeker",81,-0.236,"Approach75100yardsRTPScore",2012
23,23,"Charlie Wi",86,-0.235,"Approach75100yardsRTPScore",2012
24,24,"Robert Allenby",76,-0.233,"Approach75100yardsRTPScore",2012
24,24,"Bryce Molder",83,-0.233,"Approach75100yardsRTPScore",2012
26,26,"Bubba Watson",68,-0.231,"Approach75100yardsRTPScore",2012
27,27,"Ryuji Imada",78,-0.224,"Approach75100yardsRTPScore",2012
28,28,"Webb Simpson",77,-0.222,"Approach75100yardsRTPScore",2012
29,29,"Kyle Reifers",86,-0.221,"Approach75100yardsRTPScore",2012
30,30,"Mathew Goggin",65,-0.219,"Approach75100yardsRTPScore",2012
31,31,"Jimmy Walker",101,-0.217,"Approach75100yardsRTPScore",2012
32,32,"Graeme McDowell",55,-0.216,"Approach75100yardsRTPScore",2012
33,33,"KJ Choi",71,-0.214,"Approach75100yardsRTPScore",2012
33,33,"Luke Donald",63,-0.214,"Approach75100yardsRTPScore",2012
33,33,"Phil Mickelson",79,-0.214,"Approach75100yardsRTPScore",2012
33,33,"Garth Mulroy",59,-0.214,"Approach75100yardsRTPScore",2012
37,37,"Stuart Appleby",75,-0.213,"Approach75100yardsRTPScore",2012
37,37,"David Mathis",83,-0.213,"Approach75100yardsRTPScore",2012
39,39,"John Senden",81,-0.211,"Approach75100yardsRTPScore",2012
40,40,"Brendon de Jonge",115,-0.21,"Approach75100yardsRTPScore",2012
41,41,"John Huh",99,-0.2,"Approach75100yardsRTPScore",2012
41,41,"Jerry Kelly",84,-0.2,"Approach75100yardsRTPScore",2012
41,41,"Rod Pampling",88,-0.2,"Approach75100yardsRTPScore",2012
44,44,"Troy Matteson",100,-0.196,"Approach75100yardsRTPScore",2012
45,45,"Charley Hoffman",88,-0.192,"Approach75100yardsRTPScore",2012
45,45,"Johnson Wagner",88,-0.192,"Approach75100yardsRTPScore",2012
47,47,"Jason Bohn",81,-0.19,"Approach75100yardsRTPScore",2012
47,47,"Marc Leishman",84,-0.19,"Approach75100yardsRTPScore",2012
49,49,"Danny Lee",74,-0.189,"Approach75100yardsRTPScore",2012
49,49,"Ted Potter Jr",77,-0.189,"Approach75100yardsRTPScore",2012
49,49,"Chris Stroud",86,-0.189,"Approach75100yardsRTPScore",2012
49,49,"Steve Wheatcroft",56,-0.189,"Approach75100yardsRTPScore",2012
53,53,"Jeff Overton",101,-0.188,"Approach75100yardsRTPScore",2012
54,54,"Charlie Beljan",61,-0.186,"Approach75100yardsRTPScore",2012
55,55,"Matt Jones",53,-0.185,"Approach75100yardsRTPScore",2012
56,56,"Arjun Atwal",79,-0.182,"Approach75100yardsRTPScore",2012
56,56,"Nick Watney",97,-0.182,"Approach75100yardsRTPScore",2012
58,58,"Martin Flores",95,-0.18,"Approach75100yardsRTPScore",2012
59,59,"Padraig Harrington",67,-0.176,"Approach75100yardsRTPScore",2012
59,59,"Steve Stricker",73,-0.176,"Approach75100yardsRTPScore",2012
61,61,"Rocco Mediate",70,-0.173,"Approach75100yardsRTPScore",2012
62,62,"Jason Dufner",83,-0.172,"Approach75100yardsRTPScore",2012
63,63,"Angel Cabrera",54,-0.167,"Approach75100yardsRTPScore",2012
63,63,"Carl Pettersson",92,-0.167,"Approach75100yardsRTPScore",2012
65,65,"Chris DiMarco",83,-0.163,"Approach75100yardsRTPScore",2012
65,65,"Kevin Stadler",85,-0.163,"Approach75100yardsRTPScore",2012
67,67,"Camilo Villegas",79,-0.161,"Approach75100yardsRTPScore",2012
67,67,"YE Yang",64,-0.161,"Approach75100yardsRTPScore",2012
69,69,"Billy Horschel",63,-0.159,"Approach75100yardsRTPScore",2012
69,69,"Jeff Maggert",83,-0.159,"Approach75100yardsRTPScore",2012
71,71,"Harris English",98,-0.155,"Approach75100yardsRTPScore",2012
71,71,"William McGirt",96,-0.155,"Approach75100yardsRTPScore",2012
73,73,"Pat Perez",81,-0.154,"Approach75100yardsRTPScore",2012
74,74,"Chris Kirk",93,-0.153,"Approach75100yardsRTPScore",2012
74,74,"Vijay Singh",99,-0.153,"Approach75100yardsRTPScore",2012
76,76,"Dicky Pride",62,-0.152,"Approach75100yardsRTPScore",2012
77,77,"Bobby Gates",87,-0.151,"Approach75100yardsRTPScore",2012
77,77,"Spencer Levin",81,-0.151,"Approach75100yardsRTPScore",2012
79,79,"Justin Rose",69,-0.15,"Approach75100yardsRTPScore",2012
80,80,"Russell Knox",72,-0.149,"Approach75100yardsRTPScore",2012
81,81,"Charl Schwartzel",56,-0.147,"Approach75100yardsRTPScore",2012
81,81,"Vaughn Taylor",81,-0.147,"Approach75100yardsRTPScore",2012
83,83,"Tim Clark",60,-0.145,"Approach75100yardsRTPScore",2012
83,83,"Charles Howell III",98,-0.145,"Approach75100yardsRTPScore",2012
85,85,"Brian Davis",91,-0.143,"Approach75100yardsRTPScore",2012
85,85,"Jim Furyk",85,-0.143,"Approach75100yardsRTPScore",2012
87,87,"Bud Cauley",99,-0.141,"Approach75100yardsRTPScore",2012
88,88,"DA Points",88,-0.14,"Approach75100yardsRTPScore",2012
89,89,"Stephen Ames",54,-0.136,"Approach75100yardsRTPScore",2012
89,89,"Davis Love III",64,-0.136,"Approach75100yardsRTPScore",2012
91,91,"Matt Bettencourt",80,-0.135,"Approach75100yardsRTPScore",2012
91,91,"Kevin Kisner",69,-0.135,"Approach75100yardsRTPScore",2012
91,91,"Jhonattan Vegas",77,-0.135,"Approach75100yardsRTPScore",2012
94,94,"Dustin Johnson",70,-0.133,"Approach75100yardsRTPScore",2012
94,94,"Michael Thompson",80,-0.133,"Approach75100yardsRTPScore",2012
96,96,"Billy Hurley III",70,-0.132,"Approach75100yardsRTPScore",2012
97,97,"Brian Harman",101,-0.131,"Approach75100yardsRTPScore",2012
98,98,"Ben Curtis",62,-0.13,"Approach75100yardsRTPScore",2012
98,98,"Chez Reavie",83,-0.13,"Approach75100yardsRTPScore",2012
98,98,"Henrik Stenson",51,-0.13,"Approach75100yardsRTPScore",2012
101,101,"Nathan Green",73,-0.129,"Approach75100yardsRTPScore",2012
102,102,"Scott Piercy",95,-0.127,"Approach75100yardsRTPScore",2012
103,103,"Keegan Bradley",90,-0.125,"Approach75100yardsRTPScore",2012
103,103,"Kevin Chappell",91,-0.125,"Approach75100yardsRTPScore",2012
103,103,"Bill Haas",79,-0.125,"Approach75100yardsRTPScore",2012
106,106,"Stephen Gangluff",57,-0.12,"Approach75100yardsRTPScore",2012
106,106,"Martin Laird",77,-0.12,"Approach75100yardsRTPScore",2012
108,108,"Brendon Todd",78,-0.118,"Approach75100yardsRTPScore",2012
109,109,"Chad Campbell",84,-0.117,"Approach75100yardsRTPScore",2012
