"EarlyPar5ScoringAverage_RANKTHISWEEK_2013","EarlyPar5ScoringAverage_RANKLASTWEEK_2013","EarlyPar5ScoringAverage_PLAYERNAME_2013","EarlyPar5ScoringAverage_ROUNDS_2013","EarlyPar5ScoringAverage_AVG_2013","EarlyPar5ScoringAverage_TOTALSTROKES_2013","EarlyPar5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,4.34,152,35,"EarlyPar5ScoringAverage",2013
2,2,"Sergio Garcia",65,4.48,291,65,"EarlyPar5ScoringAverage",2013
3,3,"Vaughn Taylor",50,4.51,307,68,"EarlyPar5ScoringAverage",2013
4,4,"Matt Kuchar",93,4.52,579,128,"EarlyPar5ScoringAverage",2013
5,5,"Keegan Bradley",88,4.53,544,120,"EarlyPar5ScoringAverage",2013
5,5,"DH Lee",65,4.53,476,105,"EarlyPar5ScoringAverage",2013
5,5,"Charl Schwartzel",69,4.53,367,81,"EarlyPar5ScoringAverage",2013
8,8,"Daniel Summerhays",83,4.54,586,129,"EarlyPar5ScoringAverage",2013
9,9,"Jason Day",86,4.55,551,121,"EarlyPar5ScoringAverage",2013
9,9,"Hunter Mahan",91,4.55,510,112,"EarlyPar5ScoringAverage",2013
11,11,"Jason Kokrak",78,4.56,456,100,"EarlyPar5ScoringAverage",2013
11,11,"Graeme McDowell",53,4.56,324,71,"EarlyPar5ScoringAverage",2013
11,11,"Ryan Palmer",79,4.56,547,120,"EarlyPar5ScoringAverage",2013
14,14,"James Hahn",78,4.57,507,111,"EarlyPar5ScoringAverage",2013
14,14,"Billy Horschel",96,4.57,613,134,"EarlyPar5ScoringAverage",2013
14,14,"Rory Sabbatini",86,4.57,558,122,"EarlyPar5ScoringAverage",2013
14,14,"Webb Simpson",92,4.57,539,118,"EarlyPar5ScoringAverage",2013
14,14,"Kevin Stadler",83,4.57,658,144,"EarlyPar5ScoringAverage",2013
14,14,"Nick Watney",88,4.57,617,135,"EarlyPar5ScoringAverage",2013
20,20,"Roberto Castro",97,4.58,664,145,"EarlyPar5ScoringAverage",2013
20,20,"Bryce Molder",82,4.58,691,151,"EarlyPar5ScoringAverage",2013
20,20,"John Senden",79,4.58,563,123,"EarlyPar5ScoringAverage",2013
20,20,"Brandt Snedeker",79,4.58,467,102,"EarlyPar5ScoringAverage",2013
24,24,"Brendon de Jonge",110,4.59,835,182,"EarlyPar5ScoringAverage",2013
25,25,"Charley Hoffman",84,4.6,547,119,"EarlyPar5ScoringAverage",2013
25,25,"Eric Meierdierks",48,4.6,322,70,"EarlyPar5ScoringAverage",2013
25,25,"Patrick Reed",83,4.6,584,127,"EarlyPar5ScoringAverage",2013
25,25,"Jimmy Walker",84,4.6,603,131,"EarlyPar5ScoringAverage",2013
25,25,"Aaron Watkins",46,4.6,373,81,"EarlyPar5ScoringAverage",2013
