"Back9Par3ScoringAverage_RANKTHISWEEK_2010","Back9Par3ScoringAverage_RANKLASTWEEK_2010","Back9Par3ScoringAverage_PLAYERNAME_2010","Back9Par3ScoringAverage_ROUNDS_2010","Back9Par3ScoringAverage_AVG_2010","Back9Par3ScoringAverage_TOTALSTROKES_2010","Back9Par3ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Aron Price",70,2.9,406,140,"Back9Par3ScoringAverage",2010
2,2,"Shaun Micheel",70,2.91,408,140,"Back9Par3ScoringAverage",2010
3,3,"Steve Stricker",73,2.94,412,140,"Back9Par3ScoringAverage",2010
4,4,"Kevin Na",94,2.95,552,187,"Back9Par3ScoringAverage",2010
4,4,"Paul Stankowski",62,2.95,366,124,"Back9Par3ScoringAverage",2010
6,6,"Dean Wilson",54,2.96,320,108,"Back9Par3ScoringAverage",2010
7,7,"Troy Merritt",86,2.97,522,176,"Back9Par3ScoringAverage",2010
7,7,"Pat Perez",90,2.97,535,180,"Back9Par3ScoringAverage",2010
9,9,"Chad Campbell",95,2.98,564,189,"Back9Par3ScoringAverage",2010
9,9,"Dustin Johnson",83,2.98,471,158,"Back9Par3ScoringAverage",2010
9,9,"Michael Letzig",84,2.98,506,170,"Back9Par3ScoringAverage",2010
9,9,"Michael Sim",64,2.98,376,126,"Back9Par3ScoringAverage",2010
13,13,"Jim Furyk",76,2.99,448,150,"Back9Par3ScoringAverage",2010
13,13,"Ryuji Imada",90,2.99,545,182,"Back9Par3ScoringAverage",2010
13,13,"Matt Kuchar",97,2.99,551,184,"Back9Par3ScoringAverage",2010
13,13,"Ryan Moore",80,2.99,470,157,"Back9Par3ScoringAverage",2010
17,17,"Chris DiMarco",88,3,546,182,"Back9Par3ScoringAverage",2010
17,17,"Tom Gillis",97,3,594,198,"Back9Par3ScoringAverage",2010
17,17,"Zach Johnson",93,3,531,177,"Back9Par3ScoringAverage",2010
17,17,"Spencer Levin",110,3,673,224,"Back9Par3ScoringAverage",2010
17,17,"Brenden Pappas",66,3,402,134,"Back9Par3ScoringAverage",2010
17,17,"John Senden",103,3,623,208,"Back9Par3ScoringAverage",2010
17,17,"Jay Williamson",76,3,459,153,"Back9Par3ScoringAverage",2010
24,24,"KJ Choi",82,3.01,500,166,"Back9Par3ScoringAverage",2010
24,24,"Tim Clark",88,3.01,512,170,"Back9Par3ScoringAverage",2010
24,24,"Luke Donald",71,3.01,410,136,"Back9Par3ScoringAverage",2010
24,24,"David Duval",71,3.01,437,145,"Back9Par3ScoringAverage",2010
24,24,"Tim Herron",79,3.01,475,158,"Back9Par3ScoringAverage",2010
24,24,"Lee Janzen",77,3.01,476,158,"Back9Par3ScoringAverage",2010
24,24,"Davis Love III",79,3.01,469,156,"Back9Par3ScoringAverage",2010
24,24,"Geoff Ogilvy",62,3.01,355,118,"Back9Par3ScoringAverage",2010
24,24,"Chris Riley",73,3.01,440,146,"Back9Par3ScoringAverage",2010
24,24,"Justin Rose",78,3.01,478,159,"Back9Par3ScoringAverage",2010
24,24,"Kevin Streelman",90,3.01,547,182,"Back9Par3ScoringAverage",2010
24,24,"Charlie Wi",95,3.01,584,194,"Back9Par3ScoringAverage",2010
36,36,"Stephen Ames",75,3.02,447,148,"Back9Par3ScoringAverage",2010
36,36,"Woody Austin",93,3.02,571,189,"Back9Par3ScoringAverage",2010
36,36,"Jason Bohn",84,3.02,520,172,"Back9Par3ScoringAverage",2010
36,36,"John Daly",63,3.02,380,126,"Back9Par3ScoringAverage",2010
36,36,"Jerry Kelly",99,3.02,592,196,"Back9Par3ScoringAverage",2010
36,36,"Jeff Maggert",76,3.02,474,157,"Back9Par3ScoringAverage",2010
36,36,"DA Points",90,3.02,552,183,"Back9Par3ScoringAverage",2010
36,36,"David Toms",86,3.02,531,176,"Back9Par3ScoringAverage",2010
36,36,"Johnson Wagner",85,3.02,522,173,"Back9Par3ScoringAverage",2010
36,36,"Charles Warren",64,3.02,387,128,"Back9Par3ScoringAverage",2010
46,46,"Michael Bradley",77,3.03,466,154,"Back9Par3ScoringAverage",2010
