"Last5EventsScoring_RANKTHISWEEK_2013","Last5EventsScoring_RANKLASTWEEK_2013","Last5EventsScoring_PLAYERNAME_2013","Last5EventsScoring_EVENTS_2013","Last5EventsScoring_RATING_2013","stat_name","year"
1,1,"Brian Harman",1,9.3,"Last5EventsScoring",2013
2,2,"Woody Austin",1,9.1,"Last5EventsScoring",2013
2,2,"Andres Gonzales",1,9.1,"Last5EventsScoring",2013
4,4,"Danny Lee",1,9,"Last5EventsScoring",2013
4,4,"Ted Potter Jr",1,9,"Last5EventsScoring",2013
4,4,"Richard Sterne",1,9,"Last5EventsScoring",2013
7,7,"Shane Bertsch",1,8.9,"Last5EventsScoring",2013
7,7,"Miguel Angel Jimenez",1,8.9,"Last5EventsScoring",2013
7,7,"Steve Stricker",4,8.9,"Last5EventsScoring",2013
10,10,"Jim Herman",3,8.8,"Last5EventsScoring",2013
10,10,"David Toms",1,8.8,"Last5EventsScoring",2013
10,10,"Mark Wilson",1,8.8,"Last5EventsScoring",2013
13,13,"Billy Andrade",1,8.7,"Last5EventsScoring",2013
13,13,"Jason Bohn",3,8.7,"Last5EventsScoring",2013
13,13,"David Lingmerth",1,8.7,"Last5EventsScoring",2013
13,13,"Seung Yul Noh",1,8.7,"Last5EventsScoring",2013
17,17,"Robert Garrigus",1,8.6,"Last5EventsScoring",2013
17,17,"Freddie Jacobson",1,8.6,"Last5EventsScoring",2013
17,17,"Zach Johnson",4,8.6,"Last5EventsScoring",2013
17,17,"DH Lee",1,8.6,"Last5EventsScoring",2013
17,17,"Bill Lunde",2,8.6,"Last5EventsScoring",2013
17,17,"Patrick Rodgers",1,8.6,"Last5EventsScoring",2013
17,17,"Marcel Siem",2,8.6,"Last5EventsScoring",2013
17,17,"Jordan Spieth",5,8.6,"Last5EventsScoring",2013
17,17,"Henrik Stenson",4,8.6,"Last5EventsScoring",2013
26,26,"Chad Campbell",3,8.5,"Last5EventsScoring",2013
26,26,"Patrick Cantlay",1,8.5,"Last5EventsScoring",2013
26,26,"Glen Day",2,8.5,"Last5EventsScoring",2013
26,26,"Jamie Donaldson",1,8.5,"Last5EventsScoring",2013
26,26,"Russell Knox",2,8.5,"Last5EventsScoring",2013
26,26,"Hideki Matsuyama",3,8.5,"Last5EventsScoring",2013
26,26,"Jin Park",1,8.5,"Last5EventsScoring",2013
26,26,"John Peterson",2,8.5,"Last5EventsScoring",2013
