"Back9Round4ScoringAverage_RANKTHISWEEK_2008","Back9Round4ScoringAverage_RANKLASTWEEK_2008","Back9Round4ScoringAverage_PLAYERNAME_2008","Back9Round4ScoringAverage__2008","Back9Round4ScoringAverage_AVG_2008","Back9Round4ScoringAverage_TOTALSTROKES_2008","Back9Round4ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Padraig Harrington",NA,34.09,375,11,"Back9Round4ScoringAverage",2008
2,2,"Jason Gore",NA,34.13,512,15,"Back9Round4ScoringAverage",2008
3,3,"Ron Whittaker",NA,34.2,171,5,"Back9Round4ScoringAverage",2008
4,4,"Peter Lonard",NA,34.44,551,16,"Back9Round4ScoringAverage",2008
5,5,"Chad Collins",NA,34.45,379,11,"Back9Round4ScoringAverage",2008
6,6,"Steve Allan",NA,34.57,242,7,"Back9Round4ScoringAverage",2008
7,7,"Brenden Pappas",NA,34.63,277,8,"Back9Round4ScoringAverage",2008
8,8,"Rod Pampling",NA,34.75,417,12,"Back9Round4ScoringAverage",2008
9,9,"Ryuji Imada",NA,34.8,522,15,"Back9Round4ScoringAverage",2008
10,10,"Tom Scherrer",NA,34.86,244,7,"Back9Round4ScoringAverage",2008
11,11,"Ben Crane",NA,34.89,628,18,"Back9Round4ScoringAverage",2008
12,12,"Steve Lowery",NA,34.91,384,11,"Back9Round4ScoringAverage",2008
13,13,"Ryan Palmer",NA,34.92,419,12,"Back9Round4ScoringAverage",2008
14,14,"Todd Demsey",NA,34.93,489,14,"Back9Round4ScoringAverage",2008
14,14,"Michael Letzig",NA,34.93,489,14,"Back9Round4ScoringAverage",2008
16,16,"John Senden",NA,34.94,629,18,"Back9Round4ScoringAverage",2008
17,17,"Glen Day",NA,35,420,12,"Back9Round4ScoringAverage",2008
17,17,"Ken Duke",NA,35,840,24,"Back9Round4ScoringAverage",2008
17,17,"Tommy Gainey",NA,35,210,6,"Back9Round4ScoringAverage",2008
17,17,"Richard Johnson",NA,35,280,8,"Back9Round4ScoringAverage",2008
17,17,"Charles Warren",NA,35,315,9,"Back9Round4ScoringAverage",2008
23,23,"Shane Bertsch",NA,35.05,666,19,"Back9Round4ScoringAverage",2008
23,23,"Nick Watney",NA,35.05,736,21,"Back9Round4ScoringAverage",2008
25,25,"Stephen Ames",NA,35.06,631,18,"Back9Round4ScoringAverage",2008
26,26,"Jesper Parnevik",NA,35.07,526,15,"Back9Round4ScoringAverage",2008
27,27,"Alex Cejka",NA,35.08,421,12,"Back9Round4ScoringAverage",2008
27,27,"Marco Dawson",NA,35.08,421,12,"Back9Round4ScoringAverage",2008
29,29,"Kevin Sutherland",NA,35.09,772,22,"Back9Round4ScoringAverage",2008
29,29,"Jimmy Walker",NA,35.09,386,11,"Back9Round4ScoringAverage",2008
31,31,"Mathew Goggin",NA,35.11,632,18,"Back9Round4ScoringAverage",2008
32,32,"Cameron Beckman",NA,35.13,527,15,"Back9Round4ScoringAverage",2008
32,32,"KJ Choi",NA,35.13,527,15,"Back9Round4ScoringAverage",2008
32,32,"Freddie Jacobson",NA,35.13,527,15,"Back9Round4ScoringAverage",2008
32,32,"Bob Sowards",NA,35.13,281,8,"Back9Round4ScoringAverage",2008
32,32,"Steve Stricker",NA,35.13,527,15,"Back9Round4ScoringAverage",2008
32,32,"Bob Tway",NA,35.13,527,15,"Back9Round4ScoringAverage",2008
38,38,"Carl Pettersson",NA,35.15,914,26,"Back9Round4ScoringAverage",2008
39,39,"Greg Kraft",NA,35.2,352,10,"Back9Round4ScoringAverage",2008
39,39,"George McNeill",NA,35.2,704,20,"Back9Round4ScoringAverage",2008
41,41,"Jerry Kelly",NA,35.21,493,14,"Back9Round4ScoringAverage",2008
41,41,"Cliff Kresge",NA,35.21,493,14,"Back9Round4ScoringAverage",2008
41,41,"Corey Pavin",NA,35.21,493,14,"Back9Round4ScoringAverage",2008
41,41,"Andres Romero",NA,35.21,493,14,"Back9Round4ScoringAverage",2008
41,41,"DJ Trahan",NA,35.21,669,19,"Back9Round4ScoringAverage",2008
46,46,"Justin Bolli",NA,35.23,458,13,"Back9Round4ScoringAverage",2008
47,47,"Steve Elkington",NA,35.24,599,17,"Back9Round4ScoringAverage",2008
47,47,"Troy Matteson",NA,35.24,599,17,"Back9Round4ScoringAverage",2008
49,49,"Stuart Appleby",NA,35.25,705,20,"Back9Round4ScoringAverage",2008
49,49,"Jason Day",NA,35.25,423,12,"Back9Round4ScoringAverage",2008
49,49,"Retief Goosen",NA,35.25,423,12,"Back9Round4ScoringAverage",2008
52,52,"JJ Henry",NA,35.26,670,19,"Back9Round4ScoringAverage",2008
52,52,"Charles Howell III",NA,35.26,670,19,"Back9Round4ScoringAverage",2008
52,52,"Martin Laird",NA,35.26,670,19,"Back9Round4ScoringAverage",2008
52,52,"Justin Leonard",NA,35.26,811,23,"Back9Round4ScoringAverage",2008
56,56,"Jon Mills",NA,35.27,529,15,"Back9Round4ScoringAverage",2008
57,57,"Brandt Jobe",NA,35.29,247,7,"Back9Round4ScoringAverage",2008
58,58,"Chad Campbell",NA,35.32,671,19,"Back9Round4ScoringAverage",2008
59,59,"Ryan Armour",NA,35.33,424,12,"Back9Round4ScoringAverage",2008
59,59,"Aaron Baddeley",NA,35.33,530,15,"Back9Round4ScoringAverage",2008
59,59,"Robert Gamez",NA,35.33,424,12,"Back9Round4ScoringAverage",2008
59,59,"Brett Rumford",NA,35.33,318,9,"Back9Round4ScoringAverage",2008
59,59,"Tim Wilkinson",NA,35.33,636,18,"Back9Round4ScoringAverage",2008
64,64,"Hunter Mahan",NA,35.35,601,17,"Back9Round4ScoringAverage",2008
65,65,"Gavin Coles",NA,35.36,389,11,"Back9Round4ScoringAverage",2008
65,65,"Chris DiMarco",NA,35.36,495,14,"Back9Round4ScoringAverage",2008
67,67,"Tommy Armour III",NA,35.38,460,13,"Back9Round4ScoringAverage",2008
67,67,"Nick OHern",NA,35.38,566,16,"Back9Round4ScoringAverage",2008
67,67,"Mark Wilson",NA,35.38,849,24,"Back9Round4ScoringAverage",2008
70,70,"John Huston",NA,35.4,354,10,"Back9Round4ScoringAverage",2008
70,70,"Craig Kanada",NA,35.4,354,10,"Back9Round4ScoringAverage",2008
70,70,"Pat Perez",NA,35.4,708,20,"Back9Round4ScoringAverage",2008
70,70,"Nicholas Thompson",NA,35.4,708,20,"Back9Round4ScoringAverage",2008
74,74,"Heath Slocum",NA,35.41,779,22,"Back9Round4ScoringAverage",2008
75,75,"Kent Jones",NA,35.42,425,12,"Back9Round4ScoringAverage",2008
75,75,"John Merrick",NA,35.42,673,19,"Back9Round4ScoringAverage",2008
77,77,"James Driscoll",NA,35.43,496,14,"Back9Round4ScoringAverage",2008
77,77,"JP Hayes",NA,35.43,248,7,"Back9Round4ScoringAverage",2008
77,77,"Marc Turnesa",NA,35.43,496,14,"Back9Round4ScoringAverage",2008
80,80,"Camilo Villegas",NA,35.44,638,18,"Back9Round4ScoringAverage",2008
81,81,"Harrison Frazar",NA,35.46,461,13,"Back9Round4ScoringAverage",2008
82,82,"Lucas Glover",NA,35.47,674,19,"Back9Round4ScoringAverage",2008
82,82,"Vijay Singh",NA,35.47,603,17,"Back9Round4ScoringAverage",2008
82,82,"Scott Verplank",NA,35.47,603,17,"Back9Round4ScoringAverage",2008
85,85,"Jason Allred",NA,35.5,284,8,"Back9Round4ScoringAverage",2008
85,85,"Eric Axley",NA,35.5,710,20,"Back9Round4ScoringAverage",2008
85,85,"Brian Gay",NA,35.5,710,20,"Back9Round4ScoringAverage",2008
85,85,"Shigeki Maruyama",NA,35.5,284,8,"Back9Round4ScoringAverage",2008
85,85,"Scott McCarron",NA,35.5,284,8,"Back9Round4ScoringAverage",2008
85,85,"Phil Mickelson",NA,35.5,639,18,"Back9Round4ScoringAverage",2008
91,91,"Matt Kuchar",NA,35.53,604,17,"Back9Round4ScoringAverage",2008
92,92,"Nathan Green",NA,35.56,640,18,"Back9Round4ScoringAverage",2008
92,92,"Bill Haas",NA,35.56,640,18,"Back9Round4ScoringAverage",2008
92,92,"Tim Petrovic",NA,35.56,569,16,"Back9Round4ScoringAverage",2008
95,95,"Joe Ogilvie",NA,35.58,676,19,"Back9Round4ScoringAverage",2008
96,96,"Brian Davis",NA,35.6,712,20,"Back9Round4ScoringAverage",2008
