"BirdieorBetterPercentageFairway_RANKTHISWEEK_2008","BirdieorBetterPercentageFairway_RANKLASTWEEK_2008","BirdieorBetterPercentageFairway_PLAYERNAME_2008","BirdieorBetterPercentageFairway_ROUNDS_2008","BirdieorBetterPercentageFairway_Pct_2008","BirdieorBetterPercentageFairway_TOTALBIRDIES_2008","BirdieorBetterPercentageFairway_TOTALHOLES_2008","stat_name","year"
60,60,"Tommy Gainey",60,21.81,130,596,"BirdieorBetterPercentageFairway",2008
61,61,"Freddie Jacobson",78,21.74,187,860,"BirdieorBetterPercentageFairway",2008
62,62,"Steve Flesch",95,21.72,232,1068,"BirdieorBetterPercentageFairway",2008
62,62,"DJ Trahan",94,21.72,230,1059,"BirdieorBetterPercentageFairway",2008
62,62,"Marc Turnesa",87,21.72,225,1036,"BirdieorBetterPercentageFairway",2008
65,65,"Zach Johnson",85,21.69,226,1042,"BirdieorBetterPercentageFairway",2008
66,66,"Charles Howell III",101,21.67,236,1089,"BirdieorBetterPercentageFairway",2008
67,67,"Lucas Glover",91,21.64,238,1100,"BirdieorBetterPercentageFairway",2008
67,67,"David Toms",70,21.64,166,767,"BirdieorBetterPercentageFairway",2008
69,69,"Brian Gay",102,21.63,271,1253,"BirdieorBetterPercentageFairway",2008
70,70,"Rod Pampling",83,21.61,196,907,"BirdieorBetterPercentageFairway",2008
71,71,"Stuart Appleby",87,21.55,186,863,"BirdieorBetterPercentageFairway",2008
72,72,"Andres Romero",69,21.54,120,557,"BirdieorBetterPercentageFairway",2008
73,73,"James Driscoll",85,21.53,197,915,"BirdieorBetterPercentageFairway",2008
74,74,"Robert Allenby",108,21.51,256,1190,"BirdieorBetterPercentageFairway",2008
75,75,"Nathan Green",95,21.5,249,1158,"BirdieorBetterPercentageFairway",2008
76,76,"Kent Jones",68,21.4,168,785,"BirdieorBetterPercentageFairway",2008
76,76,"Brenden Pappas",66,21.4,150,701,"BirdieorBetterPercentageFairway",2008
78,78,"Retief Goosen",59,21.38,118,552,"BirdieorBetterPercentageFairway",2008
79,79,"Glen Day",64,21.34,163,764,"BirdieorBetterPercentageFairway",2008
80,80,"Jeff Overton",103,21.33,234,1097,"BirdieorBetterPercentageFairway",2008
81,81,"Frank Lickliter II",107,21.29,288,1353,"BirdieorBetterPercentageFairway",2008
82,82,"Mathias Gronberg",87,21.22,216,1018,"BirdieorBetterPercentageFairway",2008
83,83,"Jason Day",81,21.21,210,990,"BirdieorBetterPercentageFairway",2008
83,83,"Bill Haas",99,21.21,245,1155,"BirdieorBetterPercentageFairway",2008
85,85,"Nicholas Thompson",113,21.2,272,1283,"BirdieorBetterPercentageFairway",2008
86,86,"Boo Weekley",86,21.12,178,843,"BirdieorBetterPercentageFairway",2008
87,87,"Charley Hoffman",94,21.09,240,1138,"BirdieorBetterPercentageFairway",2008
88,88,"Carl Pettersson",110,21.07,268,1272,"BirdieorBetterPercentageFairway",2008
89,89,"Brian Davis",108,21.06,305,1448,"BirdieorBetterPercentageFairway",2008
89,89,"Scott Verplank",82,21.06,198,940,"BirdieorBetterPercentageFairway",2008
91,91,"Shane Bertsch",96,21.04,274,1302,"BirdieorBetterPercentageFairway",2008
91,91,"Ryuji Imada",80,21.04,186,884,"BirdieorBetterPercentageFairway",2008
93,93,"Chris DiMarco",87,21,210,1000,"BirdieorBetterPercentageFairway",2008
93,93,"Steve Elkington",84,21,219,1043,"BirdieorBetterPercentageFairway",2008
93,93,"Brett Rumford",72,21,160,762,"BirdieorBetterPercentageFairway",2008
93,93,"Johnson Wagner",83,21,185,881,"BirdieorBetterPercentageFairway",2008
97,97,"Mark Calcavecchia",67,20.97,155,739,"BirdieorBetterPercentageFairway",2008
98,98,"Cameron Beckman",87,20.96,219,1045,"BirdieorBetterPercentageFairway",2008
99,99,"John Mallinger",95,20.95,248,1184,"BirdieorBetterPercentageFairway",2008
100,100,"Tim Herron",97,20.92,233,1114,"BirdieorBetterPercentageFairway",2008
101,101,"Lee Janzen",89,20.91,215,1028,"BirdieorBetterPercentageFairway",2008
102,102,"Geoff Ogilvy",65,20.89,131,627,"BirdieorBetterPercentageFairway",2008
102,102,"Corey Pavin",69,20.89,169,809,"BirdieorBetterPercentageFairway",2008
104,104,"Nick OHern",82,20.84,218,1046,"BirdieorBetterPercentageFairway",2008
105,105,"Ryan Armour",87,20.83,225,1080,"BirdieorBetterPercentageFairway",2008
106,106,"Troy Matteson",94,20.81,242,1163,"BirdieorBetterPercentageFairway",2008
107,107,"Tim Petrovic",97,20.8,229,1101,"BirdieorBetterPercentageFairway",2008
108,108,"Bo Van Pelt",101,20.78,255,1227,"BirdieorBetterPercentageFairway",2008
109,109,"Kevin Na",97,20.7,261,1261,"BirdieorBetterPercentageFairway",2008
110,110,"Padraig Harrington",52,20.69,84,406,"BirdieorBetterPercentageFairway",2008
111,111,"Rich Beem",90,20.66,224,1084,"BirdieorBetterPercentageFairway",2008
111,111,"YE Yang",89,20.66,218,1055,"BirdieorBetterPercentageFairway",2008
113,113,"John Riegger",73,20.62,185,897,"BirdieorBetterPercentageFairway",2008
114,114,"Daniel Chopra",84,20.61,168,815,"BirdieorBetterPercentageFairway",2008
115,115,"Craig Kanada",65,20.54,160,779,"BirdieorBetterPercentageFairway",2008
116,116,"Gavin Coles",54,20.51,129,629,"BirdieorBetterPercentageFairway",2008
117,117,"Joe Durant",92,20.5,231,1127,"BirdieorBetterPercentageFairway",2008
118,118,"Patrick Sheehan",124,20.46,302,1476,"BirdieorBetterPercentageFairway",2008
119,119,"Ryan Moore",72,20.44,175,856,"BirdieorBetterPercentageFairway",2008
120,120,"Brandt Snedeker",85,20.41,180,882,"BirdieorBetterPercentageFairway",2008
121,121,"Parker McLachlin",88,20.39,207,1015,"BirdieorBetterPercentageFairway",2008
122,122,"Mathew Goggin",91,20.38,225,1104,"BirdieorBetterPercentageFairway",2008
123,123,"Tommy Armour III",77,20.36,183,899,"BirdieorBetterPercentageFairway",2008
124,124,"Bob Estes",90,20.35,241,1184,"BirdieorBetterPercentageFairway",2008
124,124,"Jeff Maggert",86,20.35,218,1071,"BirdieorBetterPercentageFairway",2008
126,126,"Tim Wilkinson",95,20.34,218,1072,"BirdieorBetterPercentageFairway",2008
127,127,"Greg Kraft",63,20.31,145,714,"BirdieorBetterPercentageFairway",2008
128,128,"Charlie Wi",97,20.23,249,1231,"BirdieorBetterPercentageFairway",2008
129,129,"Brad Elder",67,20.2,144,713,"BirdieorBetterPercentageFairway",2008
130,130,"Richard Johnson",77,20.15,162,804,"BirdieorBetterPercentageFairway",2008
131,131,"Jason Allred",63,20.13,121,601,"BirdieorBetterPercentageFairway",2008
131,131,"Dustin Johnson",92,20.13,192,954,"BirdieorBetterPercentageFairway",2008
133,133,"Jimmy Walker",73,20.11,150,746,"BirdieorBetterPercentageFairway",2008
134,134,"Harrison Frazar",73,20.1,161,801,"BirdieorBetterPercentageFairway",2008
135,135,"Brad Adamonis",87,20.02,190,949,"BirdieorBetterPercentageFairway",2008
136,136,"Matt Kuchar",88,20,190,950,"BirdieorBetterPercentageFairway",2008
137,137,"Chad Collins",72,19.95,166,832,"BirdieorBetterPercentageFairway",2008
138,138,"Todd Demsey",80,19.92,189,949,"BirdieorBetterPercentageFairway",2008
139,139,"Jeff Gove",50,19.91,129,648,"BirdieorBetterPercentageFairway",2008
139,139,"John Rollins",94,19.91,218,1095,"BirdieorBetterPercentageFairway",2008
141,141,"Kevin Stadler",90,19.89,189,950,"BirdieorBetterPercentageFairway",2008
142,142,"Matt Jones",95,19.8,199,1005,"BirdieorBetterPercentageFairway",2008
143,143,"Todd Hamilton",92,19.73,206,1044,"BirdieorBetterPercentageFairway",2008
143,143,"Tom Scherrer",56,19.73,118,598,"BirdieorBetterPercentageFairway",2008
145,145,"Peter Lonard",92,19.71,217,1101,"BirdieorBetterPercentageFairway",2008
146,146,"Shigeki Maruyama",50,19.7,104,528,"BirdieorBetterPercentageFairway",2008
147,147,"Cliff Kresge",84,19.68,194,986,"BirdieorBetterPercentageFairway",2008
148,148,"David Lutterus",59,19.66,128,651,"BirdieorBetterPercentageFairway",2008
148,148,"Chez Reavie",102,19.66,258,1312,"BirdieorBetterPercentageFairway",2008
150,150,"Ben Curtis",80,19.55,174,890,"BirdieorBetterPercentageFairway",2008
151,151,"Tom Lehman",51,19.53,100,512,"BirdieorBetterPercentageFairway",2008
152,152,"Briny Baird",113,19.5,260,1333,"BirdieorBetterPercentageFairway",2008
153,153,"David Duval",51,19.49,99,508,"BirdieorBetterPercentageFairway",2008
153,153,"Jay Williamson",96,19.49,222,1139,"BirdieorBetterPercentageFairway",2008
155,155,"Doug LaBelle II",65,19.47,140,719,"BirdieorBetterPercentageFairway",2008
156,156,"Nick Flanagan",89,19.43,206,1060,"BirdieorBetterPercentageFairway",2008
157,157,"Bart Bryant",81,19.41,191,984,"BirdieorBetterPercentageFairway",2008
157,157,"Alex Cejka",75,19.41,159,819,"BirdieorBetterPercentageFairway",2008
157,157,"John Senden",93,19.41,224,1154,"BirdieorBetterPercentageFairway",2008
157,157,"Bob Sowards",61,19.41,131,675,"BirdieorBetterPercentageFairway",2008
161,161,"Robert Gamez",79,19.35,197,1018,"BirdieorBetterPercentageFairway",2008
162,162,"Jerry Kelly",89,19.28,199,1032,"BirdieorBetterPercentageFairway",2008
163,163,"Charles Warren",79,19.27,191,991,"BirdieorBetterPercentageFairway",2008
164,164,"Alejandro Canizares",52,19.26,104,540,"BirdieorBetterPercentageFairway",2008
165,165,"John Merrick",98,19.24,202,1050,"BirdieorBetterPercentageFairway",2008
166,166,"Will Ma Kenzie",62,19.2,148,771,"BirdieorBetterPercentageFairway",2008
167,167,"Jim McGovern",75,19.18,163,850,"BirdieorBetterPercentageFairway",2008
168,168,"Chris Riley",51,19.14,107,559,"BirdieorBetterPercentageFairway",2008
169,169,"Kenneth Ferrie",72,19.09,156,817,"BirdieorBetterPercentageFairway",2008
170,170,"Brandt Jobe",52,19.07,115,603,"BirdieorBetterPercentageFairway",2008
171,171,"Heath Slocum",104,19.01,241,1268,"BirdieorBetterPercentageFairway",2008
172,172,"Billy Mayfair",103,19,259,1363,"BirdieorBetterPercentageFairway",2008
173,173,"Paul Goydos",78,18.99,180,948,"BirdieorBetterPercentageFairway",2008
173,173,"Sean OHair",81,18.99,170,895,"BirdieorBetterPercentageFairway",2008
175,175,"Brett Quigley",80,18.95,184,971,"BirdieorBetterPercentageFairway",2008
176,176,"Justin Bolli",87,18.93,194,1025,"BirdieorBetterPercentageFairway",2008
177,177,"Omar Uresti",74,18.91,173,915,"BirdieorBetterPercentageFairway",2008
179,179,"Ian Poulter",51,18.83,90,478,"BirdieorBetterPercentageFairway",2008
180,180,"Trevor Immelman",70,18.81,139,739,"BirdieorBetterPercentageFairway",2008
181,181,"Scott Sterling",89,18.62,194,1042,"BirdieorBetterPercentageFairway",2008
182,182,"Jin Park",85,18.57,184,991,"BirdieorBetterPercentageFairway",2008
183,183,"Chris Stroud",81,18.56,168,905,"BirdieorBetterPercentageFairway",2008
184,184,"Jon Mills",95,18.42,189,1026,"BirdieorBetterPercentageFairway",2008
185,185,"Ron Whittaker",54,18.23,109,598,"BirdieorBetterPercentageFairway",2008
186,186,"Kyle Thompson",70,18.12,135,745,"BirdieorBetterPercentageFairway",2008
187,187,"Rocco Mediate",87,18.11,172,950,"BirdieorBetterPercentageFairway",2008
188,188,"Cody Freeman",66,18.09,125,691,"BirdieorBetterPercentageFairway",2008
189,189,"JJ Henry",108,18.06,250,1384,"BirdieorBetterPercentageFairway",2008
190,190,"Paul Claxton",63,17.67,126,713,"BirdieorBetterPercentageFairway",2008
191,191,"Billy Andrade",71,17.63,141,800,"BirdieorBetterPercentageFairway",2008
192,192,"Ted Purdy",68,17.55,136,775,"BirdieorBetterPercentageFairway",2008
193,193,"Steve Lowery",74,17.39,149,857,"BirdieorBetterPercentageFairway",2008
194,194,"JP Hayes",67,17.36,146,841,"BirdieorBetterPercentageFairway",2008
195,195,"Stephen Leaney",53,17.27,109,631,"BirdieorBetterPercentageFairway",2008
196,196,"Olin Browne",77,16.1,172,1068,"BirdieorBetterPercentageFairway",2008
197,197,"Travis Perkins",53,15.61,76,487,"BirdieorBetterPercentageFairway",2008
