"OnePuttPercentageRound3_RANKTHISWEEK_2012","OnePuttPercentageRound3_RANKLASTWEEK_2012","OnePuttPercentageRound3_PLAYERNAME_2012","OnePuttPercentageRound3__2012","OnePuttPercentageRound3_Pct_2012","OnePuttPercentageRound3_OF1PUTTS_2012","OnePuttPercentageRound3_OFHOLES_2012","stat_name","year"
1,1,"Phil Mickelson",NA,47.53,154,324,"OnePuttPercentageRound3",2012
2,2,"Brian Gay",NA,46.41,142,306,"OnePuttPercentageRound3",2012
3,3,"Jeff Overton",NA,46.21,183,396,"OnePuttPercentageRound3",2012
4,4,"Jonas Blixt",NA,46.18,133,288,"OnePuttPercentageRound3",2012
5,5,"Derek Lamely",NA,45.83,66,144,"OnePuttPercentageRound3",2012
6,6,"Zach Johnson",NA,45.65,189,414,"OnePuttPercentageRound3",2012
7,7,"Ryan Palmer",NA,45.42,139,306,"OnePuttPercentageRound3",2012
7,7,"Johnson Wagner",NA,45.42,139,306,"OnePuttPercentageRound3",2012
9,9,"Brandt Snedeker",NA,45.06,146,324,"OnePuttPercentageRound3",2012
10,10,"Cameron Beckman",NA,44.44,112,252,"OnePuttPercentageRound3",2012
10,10,"Freddie Jacobson",NA,44.44,112,252,"OnePuttPercentageRound3",2012
12,12,"Webb Simpson",NA,44.12,135,306,"OnePuttPercentageRound3",2012
13,13,"Jonathan Byrd",NA,44.05,111,252,"OnePuttPercentageRound3",2012
14,14,"Bryce Molder",NA,43.79,134,306,"OnePuttPercentageRound3",2012
15,15,"Sung Kang",NA,43.75,63,144,"OnePuttPercentageRound3",2012
16,16,"Trevor Immelman",NA,43.7,118,270,"OnePuttPercentageRound3",2012
17,17,"Daniel Chopra",NA,43.65,55,126,"OnePuttPercentageRound3",2012
18,18,"Jason Bohn",NA,43.59,102,234,"OnePuttPercentageRound3",2012
19,19,"YE Yang",NA,43.52,94,216,"OnePuttPercentageRound3",2012
20,20,"Harrison Frazar",NA,43.21,70,162,"OnePuttPercentageRound3",2012
21,21,"Padraig Harrington",NA,42.96,116,270,"OnePuttPercentageRound3",2012
22,22,"Spencer Levin",NA,42.71,123,288,"OnePuttPercentageRound3",2012
23,23,"Greg Chalmers",NA,42.5,153,360,"OnePuttPercentageRound3",2012
23,23,"Matt Kuchar",NA,42.5,153,360,"OnePuttPercentageRound3",2012
25,25,"Jerry Kelly",NA,42.48,130,306,"OnePuttPercentageRound3",2012
26,26,"Gavin Coles",NA,42.46,107,252,"OnePuttPercentageRound3",2012
26,26,"Ian Poulter",NA,42.46,107,252,"OnePuttPercentageRound3",2012
28,28,"David Toms",NA,42.42,84,198,"OnePuttPercentageRound3",2012
29,29,"Jim Furyk",NA,42.4,145,342,"OnePuttPercentageRound3",2012
30,30,"Sangmoon Bae",NA,42.36,122,288,"OnePuttPercentageRound3",2012
31,31,"Brian Davis",NA,42.28,137,324,"OnePuttPercentageRound3",2012
31,31,"Josh Teater",NA,42.28,137,324,"OnePuttPercentageRound3",2012
33,33,"Aaron Baddeley",NA,42.22,114,270,"OnePuttPercentageRound3",2012
34,34,"Rory McIlroy",NA,42.13,91,216,"OnePuttPercentageRound3",2012
35,35,"William McGirt",NA,42.11,144,342,"OnePuttPercentageRound3",2012
36,36,"Stephen Ames",NA,42.06,53,126,"OnePuttPercentageRound3",2012
37,37,"Troy Kelly",NA,41.92,83,198,"OnePuttPercentageRound3",2012
38,38,"Ryuji Imada",NA,41.88,98,234,"OnePuttPercentageRound3",2012
39,39,"Keegan Bradley",NA,41.67,150,360,"OnePuttPercentageRound3",2012
39,39,"Tommy Gainey",NA,41.67,150,360,"OnePuttPercentageRound3",2012
39,39,"Ted Potter Jr",NA,41.67,105,252,"OnePuttPercentageRound3",2012
39,39,"Rory Sabbatini",NA,41.67,105,252,"OnePuttPercentageRound3",2012
39,39,"Charlie Wi",NA,41.67,135,324,"OnePuttPercentageRound3",2012
44,44,"Luke Donald",NA,41.48,112,270,"OnePuttPercentageRound3",2012
45,45,"Bud Cauley",NA,41.41,164,396,"OnePuttPercentageRound3",2012
46,46,"Cameron Tringale",NA,41.36,134,324,"OnePuttPercentageRound3",2012
47,47,"Tom Gillis",NA,41.32,119,288,"OnePuttPercentageRound3",2012
48,48,"David Mathis",NA,41.27,104,252,"OnePuttPercentageRound3",2012
49,49,"Jason Day",NA,41.2,89,216,"OnePuttPercentageRound3",2012
49,49,"Hunter Haas",NA,41.2,89,216,"OnePuttPercentageRound3",2012
51,51,"Billy Mayfair",NA,41.18,126,306,"OnePuttPercentageRound3",2012
52,52,"Kevin Kisner",NA,41.11,74,180,"OnePuttPercentageRound3",2012
53,53,"Dustin Johnson",NA,40.97,118,288,"OnePuttPercentageRound3",2012
54,54,"Ricky Barnes",NA,40.85,125,306,"OnePuttPercentageRound3",2012
54,54,"Geoff Ogilvy",NA,40.85,125,306,"OnePuttPercentageRound3",2012
56,56,"Billy Hurley III",NA,40.74,66,162,"OnePuttPercentageRound3",2012
57,57,"Chris Kirk",NA,40.64,139,342,"OnePuttPercentageRound3",2012
58,58,"Matt Bettencourt",NA,40.56,73,180,"OnePuttPercentageRound3",2012
59,59,"Chris DiMarco",NA,40.48,102,252,"OnePuttPercentageRound3",2012
59,59,"Brian Harman",NA,40.48,153,378,"OnePuttPercentageRound3",2012
61,61,"Garth Mulroy",NA,40.4,80,198,"OnePuttPercentageRound3",2012
62,62,"DA Points",NA,40.37,109,270,"OnePuttPercentageRound3",2012
63,63,"Scott Piercy",NA,40.28,145,360,"OnePuttPercentageRound3",2012
64,64,"Kevin Na",NA,40.2,123,306,"OnePuttPercentageRound3",2012
65,65,"Stuart Appleby",NA,40.17,94,234,"OnePuttPercentageRound3",2012
65,65,"Davis Love III",NA,40.17,94,234,"OnePuttPercentageRound3",2012
67,67,"John Daly",NA,40.12,65,162,"OnePuttPercentageRound3",2012
68,68,"Rickie Fowler",NA,40,144,360,"OnePuttPercentageRound3",2012
69,69,"DJ Trahan",NA,39.9,79,198,"OnePuttPercentageRound3",2012
70,70,"Robert Garrigus",NA,39.77,136,342,"OnePuttPercentageRound3",2012
70,70,"Bo Van Pelt",NA,39.77,136,342,"OnePuttPercentageRound3",2012
72,72,"James Driscoll",NA,39.63,107,270,"OnePuttPercentageRound3",2012
73,73,"JJ Killeen",NA,39.51,128,324,"OnePuttPercentageRound3",2012
74,74,"David Hearn",NA,39.44,142,360,"OnePuttPercentageRound3",2012
75,75,"Richard Lee",NA,39.35,85,216,"OnePuttPercentageRound3",2012
76,76,"John Rollins",NA,39.29,99,252,"OnePuttPercentageRound3",2012
76,76,"Jhonattan Vegas",NA,39.29,99,252,"OnePuttPercentageRound3",2012
78,78,"Kevin Chappell",NA,39.22,120,306,"OnePuttPercentageRound3",2012
79,79,"Ken Duke",NA,39.14,155,396,"OnePuttPercentageRound3",2012
80,80,"Scott Dunlap",NA,38.89,63,162,"OnePuttPercentageRound3",2012
80,80,"Charles Howell III",NA,38.89,140,360,"OnePuttPercentageRound3",2012
80,80,"Martin Laird",NA,38.89,112,288,"OnePuttPercentageRound3",2012
80,80,"Bill Lunde",NA,38.89,119,306,"OnePuttPercentageRound3",2012
80,80,"John Mallinger",NA,38.89,84,216,"OnePuttPercentageRound3",2012
80,80,"Nick OHern",NA,38.89,91,234,"OnePuttPercentageRound3",2012
80,80,"Louis Oosthuizen",NA,38.89,98,252,"OnePuttPercentageRound3",2012
80,80,"Kyle Reifers",NA,38.89,112,288,"OnePuttPercentageRound3",2012
80,80,"Brendan Steele",NA,38.89,98,252,"OnePuttPercentageRound3",2012
80,80,"Steve Wheatcroft",NA,38.89,49,126,"OnePuttPercentageRound3",2012
80,80,"Tiger Woods",NA,38.89,112,288,"OnePuttPercentageRound3",2012
91,91,"Charley Hoffman",NA,38.6,132,342,"OnePuttPercentageRound3",2012
92,92,"Bill Haas",NA,38.56,118,306,"OnePuttPercentageRound3",2012
92,92,"Chris Stroud",NA,38.56,118,306,"OnePuttPercentageRound3",2012
94,94,"Mark Wilson",NA,38.52,104,270,"OnePuttPercentageRound3",2012
95,95,"Mark Anderson",NA,38.46,90,234,"OnePuttPercentageRound3",2012
96,96,"Steve Stricker",NA,38.24,117,306,"OnePuttPercentageRound3",2012
97,97,"Jeff Maggert",NA,38.15,103,270,"OnePuttPercentageRound3",2012
97,97,"Michael Thompson",NA,38.15,103,270,"OnePuttPercentageRound3",2012
99,99,"Ben Crane",NA,38.1,96,252,"OnePuttPercentageRound3",2012
99,99,"Billy Horschel",NA,38.1,96,252,"OnePuttPercentageRound3",2012
101,101,"Chris Couch",NA,37.96,82,216,"OnePuttPercentageRound3",2012
102,102,"Gary Christian",NA,37.91,116,306,"OnePuttPercentageRound3",2012
103,103,"KJ Choi",NA,37.78,102,270,"OnePuttPercentageRound3",2012
103,103,"JB Holmes",NA,37.78,136,360,"OnePuttPercentageRound3",2012
103,103,"Carl Pettersson",NA,37.78,136,360,"OnePuttPercentageRound3",2012
103,103,"Kyle Thompson",NA,37.78,34,90,"OnePuttPercentageRound3",2012
103,103,"Gary Woodland",NA,37.78,102,270,"OnePuttPercentageRound3",2012
108,108,"Marc Leishman",NA,37.72,129,342,"OnePuttPercentageRound3",2012
109,109,"Ryan Moore",NA,37.57,142,378,"OnePuttPercentageRound3",2012
110,110,"Bob Estes",NA,37.5,108,288,"OnePuttPercentageRound3",2012
