"Puttingfrom510_RANKTHISWEEK_2013","Puttingfrom510_RANKLASTWEEK_2013","Puttingfrom510_PLAYERNAME_2013","Puttingfrom510_ROUNDS_2013","Puttingfrom510_Pct_2013","Puttingfrom510_ATTEMPTS_2013","Puttingfrom510_PUTTSMADE_2013","stat_name","year"
65,65,"Sergio Garcia",65,56.21,169,95,"Puttingfrom510",2013
66,66,"James Driscoll",76,56.16,276,155,"Puttingfrom510",2013
67,67,"Troy Matteson",68,56.14,228,128,"Puttingfrom510",2013
68,68,"Erik Compton",74,55.81,258,144,"Puttingfrom510",2013
69,69,"Matt Kuchar",93,55.79,285,159,"Puttingfrom510",2013
70,70,"Jason Day",86,55.74,235,131,"Puttingfrom510",2013
71,71,"Keegan Bradley",88,55.71,289,161,"Puttingfrom510",2013
71,71,"Tommy Gainey",84,55.71,350,195,"Puttingfrom510",2013
73,73,"Ben Crane",62,55.65,248,138,"Puttingfrom510",2013
74,74,"Jordan Spieth",82,55.64,275,153,"Puttingfrom510",2013
75,75,"Chris Stroud",88,55.59,331,184,"Puttingfrom510",2013
76,76,"David Toms",49,55.56,144,80,"Puttingfrom510",2013
77,77,"Aaron Baddeley",68,55.5,209,116,"Puttingfrom510",2013
78,78,"JJ Henry",83,55.47,274,152,"Puttingfrom510",2013
78,78,"Brian Stuard",78,55.47,247,137,"Puttingfrom510",2013
80,80,"Jason Dufner",78,55.4,287,159,"Puttingfrom510",2013
81,81,"Fabian Gomez",65,55.32,235,130,"Puttingfrom510",2013
82,82,"Nicholas Thompson",99,55.31,367,203,"Puttingfrom510",2013
83,83,"Tim Clark",64,55.25,181,100,"Puttingfrom510",2013
84,84,"James Hahn",78,55.23,277,153,"Puttingfrom510",2013
85,85,"Jonas Blixt",76,55.22,268,148,"Puttingfrom510",2013
86,86,"DH Lee",65,55.2,250,138,"Puttingfrom510",2013
87,87,"Ken Duke",87,55.15,301,166,"Puttingfrom510",2013
88,88,"DA Points",87,55.14,292,161,"Puttingfrom510",2013
89,89,"Daniel Summerhays",83,55.11,323,178,"Puttingfrom510",2013
90,90,"Padraig Harrington",52,55.03,149,82,"Puttingfrom510",2013
91,91,"Zach Johnson",84,54.98,251,138,"Puttingfrom510",2013
92,92,"Matt Jones",83,54.93,284,156,"Puttingfrom510",2013
93,93,"Ted Potter Jr",65,54.84,248,136,"Puttingfrom510",2013
94,94,"Brian Davis",91,54.81,385,211,"Puttingfrom510",2013
95,95,"David Lingmerth",68,54.79,261,143,"Puttingfrom510",2013
96,96,"Trevor Immelman",73,54.76,252,138,"Puttingfrom510",2013
97,97,"Ben Kohles",75,54.75,263,144,"Puttingfrom510",2013
98,98,"Brad Fritsch",81,54.72,307,168,"Puttingfrom510",2013
99,99,"Stewart Cink",71,54.63,227,124,"Puttingfrom510",2013
100,100,"Michael Bradley",56,54.6,174,95,"Puttingfrom510",2013
101,101,"Kyle Stanley",71,54.58,273,149,"Puttingfrom510",2013
102,102,"Bill Haas",85,54.49,301,164,"Puttingfrom510",2013
103,103,"Henrik Stenson",65,54.4,182,99,"Puttingfrom510",2013
104,104,"Angel Cabrera",73,54.34,219,119,"Puttingfrom510",2013
105,105,"John Merrick",79,54.3,256,139,"Puttingfrom510",2013
105,105,"Ryan Palmer",79,54.3,291,158,"Puttingfrom510",2013
107,107,"Martin Flores",83,54.25,306,166,"Puttingfrom510",2013
108,108,"Brendan Steele",86,53.97,302,163,"Puttingfrom510",2013
109,109,"Justin Leonard",86,53.95,291,157,"Puttingfrom510",2013
109,109,"Luke List",65,53.95,215,116,"Puttingfrom510",2013
111,111,"Rory Sabbatini",86,53.92,332,179,"Puttingfrom510",2013
112,112,"Jason Bohn",70,53.9,295,159,"Puttingfrom510",2013
113,113,"Ernie Els",63,53.85,208,112,"Puttingfrom510",2013
114,114,"Jim Herman",59,53.8,184,99,"Puttingfrom510",2013
114,114,"Carl Pettersson",82,53.8,303,163,"Puttingfrom510",2013
116,116,"Josh Teater",86,53.79,277,149,"Puttingfrom510",2013
117,117,"Jason Kokrak",78,53.74,294,158,"Puttingfrom510",2013
118,118,"Pat Perez",69,53.73,255,137,"Puttingfrom510",2013
119,119,"Marc Leishman",77,53.69,244,131,"Puttingfrom510",2013
120,120,"Bobby Gates",49,53.64,151,81,"Puttingfrom510",2013
121,121,"Brendon de Jonge",110,53.43,408,218,"Puttingfrom510",2013
122,122,"Dicky Pride",71,53.39,251,134,"Puttingfrom510",2013
123,123,"Bubba Watson",76,53.31,272,145,"Puttingfrom510",2013
124,124,"Charley Hoffman",84,53.29,334,178,"Puttingfrom510",2013
125,125,"Charles Howell III",87,53.23,310,165,"Puttingfrom510",2013
126,126,"Bo Van Pelt",72,53.06,245,130,"Puttingfrom510",2013
127,127,"Vaughn Taylor",50,53.04,181,96,"Puttingfrom510",2013
128,128,"Chad Campbell",78,52.96,304,161,"Puttingfrom510",2013
129,129,"Tim Herron",45,52.91,189,100,"Puttingfrom510",2013
130,130,"Justin Bolli",59,52.88,191,101,"Puttingfrom510",2013
131,131,"Robert Garrigus",69,52.83,212,112,"Puttingfrom510",2013
132,132,"Rory McIlroy",56,52.69,186,98,"Puttingfrom510",2013
133,133,"Jin Park",52,52.6,192,101,"Puttingfrom510",2013
134,134,"Graeme McDowell",53,52.53,158,83,"Puttingfrom510",2013
135,135,"Robert Allenby",58,52.38,231,121,"Puttingfrom510",2013
136,136,"Justin Hicks",79,52.24,312,163,"Puttingfrom510",2013
137,137,"Matt Every",89,52.14,374,195,"Puttingfrom510",2013
138,138,"Geoff Ogilvy",57,52.02,198,103,"Puttingfrom510",2013
139,139,"Andrew Svoboda",46,51.97,152,79,"Puttingfrom510",2013
140,140,"Charlie Wi",75,51.89,291,151,"Puttingfrom510",2013
141,141,"Derek Ernst",58,51.87,214,111,"Puttingfrom510",2013
142,142,"Bob Estes",66,51.79,224,116,"Puttingfrom510",2013
143,143,"David Mathis",71,51.74,288,149,"Puttingfrom510",2013
144,144,"Brandt Jobe",62,51.69,236,122,"Puttingfrom510",2013
145,145,"Sean OHair",56,51.63,215,111,"Puttingfrom510",2013
146,146,"Robert Karlsson",56,51.4,179,92,"Puttingfrom510",2013
147,147,"Robert Streb",75,50.99,253,129,"Puttingfrom510",2013
148,148,"Tag Ridings",69,50.93,216,110,"Puttingfrom510",2013
149,149,"Scott Piercy",78,50.57,263,133,"Puttingfrom510",2013
149,149,"Darron Stiles",51,50.57,174,88,"Puttingfrom510",2013
151,151,"Adam Scott",61,50.56,178,90,"Puttingfrom510",2013
152,152,"Dustin Johnson",71,50.49,206,104,"Puttingfrom510",2013
153,153,"Scott Gardiner",61,50.44,228,115,"Puttingfrom510",2013
153,153,"Lee Williams",62,50.44,226,114,"Puttingfrom510",2013
155,155,"Vijay Singh",61,50.25,199,100,"Puttingfrom510",2013
156,156,"Kevin Chappell",80,50.16,305,153,"Puttingfrom510",2013
157,157,"Scott Brown",65,50,236,118,"Puttingfrom510",2013
157,157,"John Rollins",77,50,300,150,"Puttingfrom510",2013
157,157,"DJ Trahan",48,50,140,70,"Puttingfrom510",2013
160,160,"Kevin Stadler",83,49.83,299,149,"Puttingfrom510",2013
161,161,"Lee Westwood",70,49.74,193,96,"Puttingfrom510",2013
162,162,"Nicolas Colsaerts",50,49.71,171,85,"Puttingfrom510",2013
163,163,"Boo Weekley",100,49.04,363,178,"Puttingfrom510",2013
164,164,"Ben Curtis",59,48.95,190,93,"Puttingfrom510",2013
165,165,"Mark Wilson",56,48.83,213,104,"Puttingfrom510",2013
166,166,"Bud Cauley",67,48.62,253,123,"Puttingfrom510",2013
167,167,"Eric Meierdierks",48,48.57,175,85,"Puttingfrom510",2013
168,168,"John Senden",79,48.15,270,130,"Puttingfrom510",2013
169,169,"Seung Yul Noh",71,48.11,291,140,"Puttingfrom510",2013
170,170,"Ricky Barnes",74,47.89,261,125,"Puttingfrom510",2013
171,171,"Nick Watney",88,47.67,300,143,"Puttingfrom510",2013
172,172,"Michael Thompson",66,47.26,237,112,"Puttingfrom510",2013
173,173,"Will Claxton",67,47.19,231,109,"Puttingfrom510",2013
174,174,"Ryo Ishikawa",72,47.08,240,113,"Puttingfrom510",2013
174,174,"Scott Langley",79,47.08,240,113,"Puttingfrom510",2013
176,176,"Rod Pampling",46,46.94,147,69,"Puttingfrom510",2013
177,177,"Jim Furyk",80,46.89,241,113,"Puttingfrom510",2013
178,178,"Roberto Castro",97,46.24,346,160,"Puttingfrom510",2013
179,179,"Greg Owen",73,45.96,285,131,"Puttingfrom510",2013
180,180,"Lucas Glover",65,45.5,211,96,"Puttingfrom510",2013
