"BirdieorBetterPercentage175200ya_RANKTHISWEEK_2009","BirdieorBetterPercentage175200ya_RANKLASTWEEK_2009","BirdieorBetterPercentage175200ya_PLAYERNAME_2009","BirdieorBetterPercentage175200ya_ROUNDS_2009","BirdieorBetterPercentage175200ya_Pct_2009","BirdieorBetterPercentage175200ya_TOTALBIRDIES_2009","BirdieorBetterPercentage175200ya_TOTALHOLES_2009","stat_name","year"
1,1,"Bubba Watson",73,20.59,35,170,"BirdieorBetterPercentage175200ya",2009
2,2,"Andres Romero",58,19.84,25,126,"BirdieorBetterPercentage175200ya",2009
3,3,"Lucas Glover",93,19.03,47,247,"BirdieorBetterPercentage175200ya",2009
4,4,"Hunter Mahan",94,17.62,40,227,"BirdieorBetterPercentage175200ya",2009
5,5,"Kris Blanks",60,17.61,28,159,"BirdieorBetterPercentage175200ya",2009
5,5,"Fred Couples",54,17.61,25,142,"BirdieorBetterPercentage175200ya",2009
7,7,"Nick Watney",86,17.09,34,199,"BirdieorBetterPercentage175200ya",2009
8,8,"Geoff Ogilvy",78,17.03,31,182,"BirdieorBetterPercentage175200ya",2009
9,9,"Matt Bettencourt",98,16.94,51,301,"BirdieorBetterPercentage175200ya",2009
10,10,"Paul Goydos",79,16.81,38,226,"BirdieorBetterPercentage175200ya",2009
11,11,"Gary Woodland",53,16.51,18,109,"BirdieorBetterPercentage175200ya",2009
12,12,"Tiger Woods",64,16.49,31,188,"BirdieorBetterPercentage175200ya",2009
13,13,"Corey Pavin",73,16.39,39,238,"BirdieorBetterPercentage175200ya",2009
14,14,"Kenny Perry",92,16.37,37,226,"BirdieorBetterPercentage175200ya",2009
15,15,"Adam Scott",53,16.24,19,117,"BirdieorBetterPercentage175200ya",2009
16,16,"Sean OHair",80,16.02,29,181,"BirdieorBetterPercentage175200ya",2009
17,17,"Stephen Ames",77,15.93,29,182,"BirdieorBetterPercentage175200ya",2009
18,18,"Stewart Cink",79,15.9,31,195,"BirdieorBetterPercentage175200ya",2009
19,19,"Tim Petrovic",97,15.85,52,328,"BirdieorBetterPercentage175200ya",2009
20,20,"Camilo Villegas",76,15.82,28,177,"BirdieorBetterPercentage175200ya",2009
21,21,"Kevin Streelman",97,15.77,41,260,"BirdieorBetterPercentage175200ya",2009
22,22,"Leif Olson",51,15.6,22,141,"BirdieorBetterPercentage175200ya",2009
23,23,"Matt Weibring",65,15.59,29,186,"BirdieorBetterPercentage175200ya",2009
24,24,"DJ Trahan",96,15.53,41,264,"BirdieorBetterPercentage175200ya",2009
25,25,"Justin Leonard",95,15.29,37,242,"BirdieorBetterPercentage175200ya",2009
26,26,"Boo Weekley",79,15.27,31,203,"BirdieorBetterPercentage175200ya",2009
27,27,"Scott Piercy",85,15.26,38,249,"BirdieorBetterPercentage175200ya",2009
28,28,"David Toms",98,15.22,42,276,"BirdieorBetterPercentage175200ya",2009
29,29,"Robert Garrigus",83,15.21,33,217,"BirdieorBetterPercentage175200ya",2009
30,30,"Harrison Frazar",93,15.12,39,258,"BirdieorBetterPercentage175200ya",2009
31,31,"Martin Laird",72,15,30,200,"BirdieorBetterPercentage175200ya",2009
32,32,"Jason Day",61,14.97,25,167,"BirdieorBetterPercentage175200ya",2009
33,33,"Patrick Sheehan",51,14.96,19,127,"BirdieorBetterPercentage175200ya",2009
34,34,"Ted Purdy",101,14.92,44,295,"BirdieorBetterPercentage175200ya",2009
35,35,"Lee Janzen",74,14.85,34,229,"BirdieorBetterPercentage175200ya",2009
36,36,"Davis Love III",89,14.84,38,256,"BirdieorBetterPercentage175200ya",2009
37,37,"Daniel Chopra",89,14.8,33,223,"BirdieorBetterPercentage175200ya",2009
38,38,"Rory Sabbatini",81,14.6,33,226,"BirdieorBetterPercentage175200ya",2009
39,39,"Aaron Baddeley",66,14.58,28,192,"BirdieorBetterPercentage175200ya",2009
40,40,"Michael Letzig",96,14.56,45,309,"BirdieorBetterPercentage175200ya",2009
41,41,"Dustin Johnson",85,14.45,25,173,"BirdieorBetterPercentage175200ya",2009
41,41,"Jeff Quinney",78,14.45,37,256,"BirdieorBetterPercentage175200ya",2009
43,43,"Charley Hoffman",97,14.39,41,285,"BirdieorBetterPercentage175200ya",2009
44,44,"Ricky Barnes",67,14.37,25,174,"BirdieorBetterPercentage175200ya",2009
45,45,"Vaughn Taylor",88,14.34,39,272,"BirdieorBetterPercentage175200ya",2009
45,45,"Johnson Wagner",81,14.34,39,272,"BirdieorBetterPercentage175200ya",2009
47,47,"Charles Howell III",99,14.29,41,287,"BirdieorBetterPercentage175200ya",2009
48,48,"Vijay Singh",71,14.19,21,148,"BirdieorBetterPercentage175200ya",2009
48,48,"Mark Wilson",99,14.19,44,310,"BirdieorBetterPercentage175200ya",2009
50,50,"Pat Perez",74,14.09,31,220,"BirdieorBetterPercentage175200ya",2009
51,51,"Steve Flesch",77,14.08,30,213,"BirdieorBetterPercentage175200ya",2009
52,52,"Ryan Moore",89,14,35,250,"BirdieorBetterPercentage175200ya",2009
53,53,"Bart Bryant",58,13.99,27,193,"BirdieorBetterPercentage175200ya",2009
54,54,"Nick OHern",90,13.98,45,322,"BirdieorBetterPercentage175200ya",2009
55,55,"Joe Ogilvie",85,13.93,34,244,"BirdieorBetterPercentage175200ya",2009
56,56,"Joe Durant",62,13.87,24,173,"BirdieorBetterPercentage175200ya",2009
56,56,"Tim Herron",87,13.87,38,274,"BirdieorBetterPercentage175200ya",2009
58,58,"Bo Van Pelt",100,13.82,38,275,"BirdieorBetterPercentage175200ya",2009
59,59,"DA Points",99,13.74,43,313,"BirdieorBetterPercentage175200ya",2009
59,59,"Justin Rose",71,13.74,25,182,"BirdieorBetterPercentage175200ya",2009
61,61,"Steve Marino",98,13.69,36,263,"BirdieorBetterPercentage175200ya",2009
62,62,"Carl Pettersson",86,13.6,34,250,"BirdieorBetterPercentage175200ya",2009
63,63,"Ernie Els",70,13.54,26,192,"BirdieorBetterPercentage175200ya",2009
