"Approachesfrom175200yards_RANKTHISWEEK_2012","Approachesfrom175200yards_RANKLASTWEEK_2012","Approachesfrom175200yards_PLAYERNAME_2012","Approachesfrom175200yards_ROUNDS_2012","Approachesfrom175200yards_AVG_2012","Approachesfrom175200yards_TOTALDISTANCEFEET_2012","Approachesfrom175200yards_OFATTEMPTS_2012","Approachesfrom175200yards_RELATIVETOPAR_2012","stat_name","year"
1,1,"Robert Garrigus",89,NA,5553.333,185,-13,"Approachesfrom175200yards",2012
2,2,"Tiger Woods",69,NA,3735,124,-2,"Approachesfrom175200yards",2012
3,3,"Steve Stricker",73,NA,3986.833,132,-9,"Approachesfrom175200yards",2012
4,4,"Chad Campbell",84,NA,5891.583,195,6,"Approachesfrom175200yards",2012
4,4,"Rory McIlroy",60,NA,2839.667,94,-13,"Approachesfrom175200yards",2012
6,6,"Charl Schwartzel",56,NA,3244.833,107,-1,"Approachesfrom175200yards",2012
7,7,"Roland Thatcher",55,NA,2939.083,95,6,"Approachesfrom175200yards",2012
8,8,"Ben Curtis",62,NA,4415.583,142,-1,"Approachesfrom175200yards",2012
8,8,"Dustin Johnson",70,NA,3481.583,112,-4,"Approachesfrom175200yards",2012
10,10,"Kevin Stadler",85,NA,6326.917,203,2,"Approachesfrom175200yards",2012
11,11,"Graham DeLaet",79,NA,5825.25,186,1,"Approachesfrom175200yards",2012
11,11,"Jason Dufner",83,NA,4892.25,156,-15,"Approachesfrom175200yards",2012
13,13,"Chris Kirk",93,NA,7231.25,229,-4,"Approachesfrom175200yards",2012
13,13,"Scott Piercy",95,NA,6029.5,191,-9,"Approachesfrom175200yards",2012
13,13,"Johnson Wagner",88,NA,6317.75,200,-5,"Approachesfrom175200yards",2012
16,16,"Bill Lunde",83,NA,4812.583,152,10,"Approachesfrom175200yards",2012
16,16,"DA Points",88,NA,7086.833,224,14,"Approachesfrom175200yards",2012
16,16,"Chez Reavie",83,NA,5851.583,185,6,"Approachesfrom175200yards",2012
19,19,"Sergio Garcia",57,NA,3553.25,112,-3,"Approachesfrom175200yards",2012
19,19,"Padraig Harrington",67,NA,4409.75,139,-1,"Approachesfrom175200yards",2012
21,21,"Kris Blanks",65,NA,5919,186,19,"Approachesfrom175200yards",2012
22,22,"Scott Dunlap",57,NA,3802,119,12,"Approachesfrom175200yards",2012
22,22,"Adam Scott",59,NA,3159.583,99,-5,"Approachesfrom175200yards",2012
24,24,"Bud Cauley",99,NA,7491.5,234,4,"Approachesfrom175200yards",2012
24,24,"Kyle Stanley",86,NA,5314.75,166,14,"Approachesfrom175200yards",2012
26,26,"Billy Horschel",63,NA,3856.75,120,-1,"Approachesfrom175200yards",2012
26,26,"Pat Perez",81,NA,6344.25,197,1,"Approachesfrom175200yards",2012
28,28,"Ernie Els",80,NA,5644.417,175,10,"Approachesfrom175200yards",2012
28,28,"John Mallinger",74,NA,5926.833,184,-9,"Approachesfrom175200yards",2012
28,28,"Graeme McDowell",55,NA,3675.25,114,-2,"Approachesfrom175200yards",2012
28,28,"Gary Woodland",70,NA,3354.75,104,1,"Approachesfrom175200yards",2012
32,32,"Matt Kuchar",86,NA,5912.583,183,1,"Approachesfrom175200yards",2012
32,32,"Nick Watney",97,NA,6015.417,186,-5,"Approachesfrom175200yards",2012
34,34,"Kevin Streelman",89,NA,6160.417,190,7,"Approachesfrom175200yards",2012
35,35,"Robert Allenby",76,NA,5857.333,180,19,"Approachesfrom175200yards",2012
35,35,"Jim Furyk",85,NA,6596.333,203,5,"Approachesfrom175200yards",2012
35,35,"Heath Slocum",93,NA,7145.167,220,10,"Approachesfrom175200yards",2012
38,38,"Charlie Beljan",61,NA,2610.667,80,6,"Approachesfrom175200yards",2012
38,38,"Louis Oosthuizen",65,NA,4050.167,124,3,"Approachesfrom175200yards",2012
38,38,"Alexandre Rocha",62,NA,4409.083,135,20,"Approachesfrom175200yards",2012
41,41,"Tim Clark",60,NA,4492.25,137,11,"Approachesfrom175200yards",2012
41,41,"Richard Lee",71,NA,5146.333,157,0,"Approachesfrom175200yards",2012
41,41,"Davis Love III",64,NA,3895.083,119,0,"Approachesfrom175200yards",2012
41,41,"Ryan Palmer",81,NA,5672.667,173,-17,"Approachesfrom175200yards",2012
41,41,"David Toms",60,NA,3761.583,115,1,"Approachesfrom175200yards",2012
46,46,"Rory Sabbatini",84,NA,5741.25,175,0,"Approachesfrom175200yards",2012
47,47,"Phil Mickelson",79,NA,4280.333,130,-12,"Approachesfrom175200yards",2012
48,48,"Matt Jones",53,NA,2934.5,89,3,"Approachesfrom175200yards",2012
48,48,"Greg Owen",90,NA,6068.25,184,8,"Approachesfrom175200yards",2012
48,48,"Bo Van Pelt",84,NA,5611.167,170,2,"Approachesfrom175200yards",2012
51,51,"Kevin Chappell",91,NA,5990.167,181,11,"Approachesfrom175200yards",2012
51,51,"Rickie Fowler",84,NA,5827.417,176,3,"Approachesfrom175200yards",2012
53,53,"Bob Estes",78,NA,6801.083,205,-2,"Approachesfrom175200yards",2012
53,53,"William McGirt",96,NA,7163.25,216,3,"Approachesfrom175200yards",2012
53,53,"Ryan Moore",89,NA,7389.917,223,6,"Approachesfrom175200yards",2012
56,56,"Will Claxton",99,NA,7851.25,236,10,"Approachesfrom175200yards",2012
56,56,"Zach Johnson",95,NA,7057.5,212,2,"Approachesfrom175200yards",2012
56,56,"Geoff Ogilvy",73,NA,5059.833,152,-7,"Approachesfrom175200yards",2012
56,56,"Justin Rose",69,NA,5254.75,158,1,"Approachesfrom175200yards",2012
56,56,"Vijay Singh",99,NA,6652.333,200,0,"Approachesfrom175200yards",2012
61,61,"Luke Donald",63,NA,5204.667,156,-10,"Approachesfrom175200yards",2012
61,61,"Matt Every",80,NA,5600.917,168,3,"Approachesfrom175200yards",2012
63,63,"Jonas Blixt",72,NA,5507.25,165,0,"Approachesfrom175200yards",2012
63,63,"Keegan Bradley",90,NA,5411.917,162,-3,"Approachesfrom175200yards",2012
65,65,"JJ Henry",93,NA,5857.083,175,3,"Approachesfrom175200yards",2012
65,65,"Brandt Jobe",57,NA,4186.5,125,5,"Approachesfrom175200yards",2012
65,65,"Marc Leishman",84,NA,6733.333,201,25,"Approachesfrom175200yards",2012
65,65,"Spencer Levin",81,NA,5902.583,176,21,"Approachesfrom175200yards",2012
65,65,"Rocco Mediate",70,NA,5019.25,150,-2,"Approachesfrom175200yards",2012
70,70,"Trevor Immelman",76,NA,5167.917,154,0,"Approachesfrom175200yards",2012
70,70,"Hunter Mahan",88,NA,5299.583,158,14,"Approachesfrom175200yards",2012
70,70,"Nick OHern",78,NA,6816.167,203,6,"Approachesfrom175200yards",2012
70,70,"Carl Pettersson",92,NA,6815.667,203,-1,"Approachesfrom175200yards",2012
70,70,"Bubba Watson",68,NA,3328.5,99,-15,"Approachesfrom175200yards",2012
75,75,"Jason Kokrak",79,NA,5115.75,152,7,"Approachesfrom175200yards",2012
75,75,"Dicky Pride",62,NA,4842.917,144,4,"Approachesfrom175200yards",2012
