"FirstTeeLatePar3ScoringAverage_RANKTHISWEEK_2005","FirstTeeLatePar3ScoringAverage_RANKLASTWEEK_2005","FirstTeeLatePar3ScoringAverage_PLAYERNAME_2005","FirstTeeLatePar3ScoringAverage_ROUNDS_2005","FirstTeeLatePar3ScoringAverage_AVG_2005","FirstTeeLatePar3ScoringAverage_TOTALSTROKES_2005","FirstTeeLatePar3ScoringAverage_TOTALHOLES_2005","stat_name","year"
1,1,"Jose Maria Olazabal",55,2.88,225,78,"FirstTeeLatePar3ScoringAverage",2005
2,2,"Mark Brooks",72,2.92,152,52,"FirstTeeLatePar3ScoringAverage",2005
3,3,"Aaron Baddeley",84,2.95,271,92,"FirstTeeLatePar3ScoringAverage",2005
3,3,"Chad Campbell",95,2.95,387,131,"FirstTeeLatePar3ScoringAverage",2005
3,3,"Ben Crane",78,2.95,342,116,"FirstTeeLatePar3ScoringAverage",2005
3,3,"Scott Hend",75,2.95,277,94,"FirstTeeLatePar3ScoringAverage",2005
7,7,"Tom Byrum",83,2.96,269,91,"FirstTeeLatePar3ScoringAverage",2005
7,7,"Brenden Pappas",51,2.96,213,72,"FirstTeeLatePar3ScoringAverage",2005
9,9,"Brad Faxon",75,2.97,309,104,"FirstTeeLatePar3ScoringAverage",2005
9,9,"Mark OMeara",66,2.97,214,72,"FirstTeeLatePar3ScoringAverage",2005
11,11,"Stewart Cink",98,2.98,378,127,"FirstTeeLatePar3ScoringAverage",2005
11,11,"Jim Furyk",94,2.98,525,176,"FirstTeeLatePar3ScoringAverage",2005
11,11,"Robert Gamez",91,2.98,274,92,"FirstTeeLatePar3ScoringAverage",2005
11,11,"Jeff Maggert",79,2.98,238,80,"FirstTeeLatePar3ScoringAverage",2005
15,15,"Fred Funk",102,2.99,413,138,"FirstTeeLatePar3ScoringAverage",2005
15,15,"Lucas Glover",88,2.99,338,113,"FirstTeeLatePar3ScoringAverage",2005
15,15,"David Hearn",68,2.99,206,69,"FirstTeeLatePar3ScoringAverage",2005
15,15,"Jerry Kelly",101,2.99,442,148,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Jason Bohn",91,3,372,124,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Carlos Franco",78,3,264,88,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Mathias Gronberg",60,3,228,76,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Tom Lehman",69,3,180,60,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Mario Tiziani",67,3,135,45,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Omar Uresti",84,3,231,77,"FirstTeeLatePar3ScoringAverage",2005
19,19,"Charlie Wi",67,3,243,81,"FirstTeeLatePar3ScoringAverage",2005
26,26,"Fred Couples",72,3.01,274,91,"FirstTeeLatePar3ScoringAverage",2005
26,26,"Glen Day",80,3.01,232,77,"FirstTeeLatePar3ScoringAverage",2005
26,26,"Matt Gogel",78,3.01,232,77,"FirstTeeLatePar3ScoringAverage",2005
26,26,"Kenny Perry",82,3.01,517,172,"FirstTeeLatePar3ScoringAverage",2005
26,26,"Duffy Waldorf",86,3.01,244,81,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Doug Barron",70,3.02,281,93,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Todd Hamilton",94,3.02,381,126,"FirstTeeLatePar3ScoringAverage",2005
31,31,"JJ Henry",102,3.02,380,126,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Stephen Leaney",89,3.02,414,137,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Larry Mize",54,3.02,145,48,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Rod Pampling",89,3.02,356,118,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Pat Perez",89,3.02,383,127,"FirstTeeLatePar3ScoringAverage",2005
31,31,"Vijay Singh",111,3.02,747,247,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Chris Anderson",66,3.03,197,65,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Rich Beem",66,3.03,212,70,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Jeff Brehaut",71,3.03,288,95,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Bart Bryant",91,3.03,388,128,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Daniel Chopra",108,3.03,321,106,"FirstTeeLatePar3ScoringAverage",2005
39,39,"James Driscoll",73,3.03,206,68,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Bob Heintz",67,3.03,185,61,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Shaun Micheel",81,3.03,363,120,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Jesper Parnevik",84,3.03,279,92,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Bo Van Pelt",112,3.03,455,150,"FirstTeeLatePar3ScoringAverage",2005
39,39,"Tiger Woods",76,3.03,552,182,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Robert Allenby",95,3.04,341,112,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Craig Barlow",81,3.04,322,106,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Olin Browne",99,3.04,356,117,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Luke Donald",67,3.04,328,108,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Jeff Hart",63,3.04,161,53,"FirstTeeLatePar3ScoringAverage",2005
50,50,"JL Lewis",98,3.04,295,97,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Rocco Mediate",73,3.04,304,100,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Joe Ogilvie",103,3.04,389,128,"FirstTeeLatePar3ScoringAverage",2005
50,50,"DA Points",94,3.04,258,85,"FirstTeeLatePar3ScoringAverage",2005
50,50,"Loren Roberts",54,3.04,213,70,"FirstTeeLatePar3ScoringAverage",2005
