"CareerEarnings_RANKTHISWEEK_2013","CareerEarnings_RANKLASTWEEK_2013","CareerEarnings_PLAYERNAME_2013","CareerEarnings__2013","CareerEarnings_MONEY_2013","stat_name","year"
1,1,"Tiger Woods",NA,109504139,"CareerEarnings",2013
2,2,"Phil Mickelson",NA,73140492,"CareerEarnings",2013
3,3,"Vijay Singh",NA,67587095,"CareerEarnings",2013
4,4,"Jim Furyk",NA,55924238,"CareerEarnings",2013
5,5,"Ernie Els",NA,45945170,"CareerEarnings",2013
6,6,"Davis Love III",NA,42511946,"CareerEarnings",2013
7,7,"Steve Stricker",NA,39520093,"CareerEarnings",2013
8,8,"David Toms",NA,39511939,"CareerEarnings",2013
9,9,"Adam Scott",NA,33199065,"CareerEarnings",2013
10,10,"Sergio Garcia",NA,32833713,"CareerEarnings",2013
11,11,"Justin Leonard",NA,32555538,"CareerEarnings",2013
12,12,"Stewart Cink",NA,31889707,"CareerEarnings",2013
13,13,"Kenny Perry",NA,31850152,"CareerEarnings",2013
14,14,"Luke Donald",NA,30791079,"CareerEarnings",2013
15,15,"Zach Johnson",NA,30321802,"CareerEarnings",2013
16,16,"KJ Choi",NA,28347605,"CareerEarnings",2013
17,17,"Retief Goosen",NA,27841344,"CareerEarnings",2013
18,18,"Scott Verplank",NA,27463847,"CareerEarnings",2013
19,19,"Stuart Appleby",NA,27296190,"CareerEarnings",2013
20,20,"Mike Weir",NA,27016460,"CareerEarnings",2013
21,21,"Rory Sabbatini",NA,26792660,"CareerEarnings",2013
22,22,"Geoff Ogilvy",NA,26631077,"CareerEarnings",2013
23,23,"Robert Allenby",NA,26613093,"CareerEarnings",2013
24,24,"Matt Kuchar",NA,26416027,"CareerEarnings",2013
25,25,"Charles Howell III",NA,25625971,"CareerEarnings",2013
26,26,"Justin Rose",NA,25277765,"CareerEarnings",2013
27,27,"Hunter Mahan",NA,24759057,"CareerEarnings",2013
28,28,"Jerry Kelly",NA,24677570,"CareerEarnings",2013
29,29,"Mark Calcavecchia",NA,24147827,"CareerEarnings",2013
30,30,"Chris DiMarco",NA,22650073,"CareerEarnings",2013
31,31,"Fred Couples",NA,22494714,"CareerEarnings",2013
32,32,"Padraig Harrington",NA,22357058,"CareerEarnings",2013
33,33,"Chad Campbell",NA,21791877,"CareerEarnings",2013
34,34,"Tom Lehman",NA,21495878,"CareerEarnings",2013
35,35,"Brandt Snedeker",NA,21416311,"CareerEarnings",2013
36,36,"Bob Estes",NA,21380179,"CareerEarnings",2013
37,37,"Nick Watney",NA,21209914,"CareerEarnings",2013
38,38,"Fred Funk",NA,21097907,"CareerEarnings",2013
39,39,"Tim Clark",NA,20737477,"CareerEarnings",2013
40,40,"Nick Price",NA,20576104,"CareerEarnings",2013
41,41,"Billy Mayfair",NA,20212093,"CareerEarnings",2013
42,42,"Dustin Johnson",NA,19907913,"CareerEarnings",2013
43,43,"Carl Pettersson",NA,19878666,"CareerEarnings",2013
44,44,"Stephen Ames",NA,19569404,"CareerEarnings",2013
45,45,"Jeff Maggert",NA,19004409,"CareerEarnings",2013
46,46,"David Duval",NA,18852383,"CareerEarnings",2013
47,47,"Bo Van Pelt",NA,18848667,"CareerEarnings",2013
48,48,"Bubba Watson",NA,18718918,"CareerEarnings",2013
49,49,"Tim Herron",NA,18568711,"CareerEarnings",2013
50,50,"Scott Hoch",NA,18530156,"CareerEarnings",2013
51,51,"Jeff Sluman",NA,18165266,"CareerEarnings",2013
52,52,"Steve Flesch",NA,18107004,"CareerEarnings",2013
53,53,"John Rollins",NA,17808284,"CareerEarnings",2013
54,54,"Ben Crane",NA,17776774,"CareerEarnings",2013
55,55,"Brad Faxon",NA,17769249,"CareerEarnings",2013
56,56,"Bill Haas",NA,17574956,"CareerEarnings",2013
57,57,"Brian Gay",NA,17189998,"CareerEarnings",2013
58,58,"Sean OHair",NA,16973027,"CareerEarnings",2013
59,59,"Jonathan Byrd",NA,16914303,"CareerEarnings",2013
60,60,"Rocco Mediate",NA,16792617,"CareerEarnings",2013
61,61,"Woody Austin",NA,16259534,"CareerEarnings",2013
62,62,"Aaron Baddeley",NA,16034935,"CareerEarnings",2013
63,63,"Corey Pavin",NA,16021370,"CareerEarnings",2013
64,64,"John Senden",NA,16011164,"CareerEarnings",2013
65,65,"Lee Janzen",NA,15933193,"CareerEarnings",2013
66,66,"Bob Tway",NA,15785815,"CareerEarnings",2013
67,67,"Lee Westwood",NA,15726139,"CareerEarnings",2013
68,68,"Lucas Glover",NA,15722797,"CareerEarnings",2013
69,69,"Kevin Sutherland",NA,15658171,"CareerEarnings",2013
70,70,"Jason Dufner",NA,15578277,"CareerEarnings",2013
71,71,"Camilo Villegas",NA,15559825,"CareerEarnings",2013
72,72,"Steve Elkington",NA,15505418,"CareerEarnings",2013
73,73,"Ryan Moore",NA,15467978,"CareerEarnings",2013
74,74,"Jesper Parnevik",NA,15314382,"CareerEarnings",2013
75,75,"Hal Sutton",NA,15267685,"CareerEarnings",2013
76,76,"Heath Slocum",NA,15215556,"CareerEarnings",2013
77,77,"Rory McIlroy",NA,15160003,"CareerEarnings",2013
