"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2010","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2010","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2010","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2010","FirstTeeEarlyPar5ScoringAverage_AVG_2010","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2010","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,1,"Bubba Watson",77,4.42,252,57,"FirstTeeEarlyPar5ScoringAverage",2010
2,2,"Charley Hoffman",85,4.45,334,75,"FirstTeeEarlyPar5ScoringAverage",2010
3,3,"Dustin Johnson",83,4.5,333,74,"FirstTeeEarlyPar5ScoringAverage",2010
4,4,"Phil Mickelson",76,4.51,212,47,"FirstTeeEarlyPar5ScoringAverage",2010
5,5,"James Nitties",92,4.53,417,92,"FirstTeeEarlyPar5ScoringAverage",2010
6,6,"Jonathan Byrd",85,4.54,368,81,"FirstTeeEarlyPar5ScoringAverage",2010
6,6,"Matt Kuchar",97,4.54,354,78,"FirstTeeEarlyPar5ScoringAverage",2010
6,6,"DJ Trahan",92,4.54,418,92,"FirstTeeEarlyPar5ScoringAverage",2010
9,9,"Stewart Cink",84,4.56,369,81,"FirstTeeEarlyPar5ScoringAverage",2010
9,9,"Aron Price",70,4.56,219,48,"FirstTeeEarlyPar5ScoringAverage",2010
11,11,"Henrik Bjornstad",72,4.57,343,75,"FirstTeeEarlyPar5ScoringAverage",2010
11,11,"James Driscoll",78,4.57,320,70,"FirstTeeEarlyPar5ScoringAverage",2010
11,11,"Bill Haas",87,4.57,338,74,"FirstTeeEarlyPar5ScoringAverage",2010
11,11,"Ted Purdy",86,4.57,320,70,"FirstTeeEarlyPar5ScoringAverage",2010
11,11,"Paul Stankowski",62,4.57,274,60,"FirstTeeEarlyPar5ScoringAverage",2010
11,11,"Bo Van Pelt",104,4.57,416,91,"FirstTeeEarlyPar5ScoringAverage",2010
17,17,"Tom Gillis",97,4.58,531,116,"FirstTeeEarlyPar5ScoringAverage",2010
17,17,"Joe Ogilvie",99,4.58,366,80,"FirstTeeEarlyPar5ScoringAverage",2010
17,17,"Pat Perez",90,4.58,467,102,"FirstTeeEarlyPar5ScoringAverage",2010
