"Approachesfrom5075yardsRgh_RANKTHISWEEK_2007","Approachesfrom5075yardsRgh_RANKLASTWEEK_2007","Approachesfrom5075yardsRgh_PLAYERNAME_2007","Approachesfrom5075yardsRgh_ROUNDS_2007","Approachesfrom5075yardsRgh_AVG_2007","Approachesfrom5075yardsRgh_TOTALDISTANCEFEET_2007","Approachesfrom5075yardsRgh_OFATTEMPTS_2007","Approachesfrom5075yardsRgh_RELATIVETOPAR_2007","stat_name","year"
1,1,"Jay Williamson",50,NA,26.417,3,0,"Approachesfrom5075yardsRgh",2007
2,2,"Phil Mickelson",73,NA,115.083,11,-1,"Approachesfrom5075yardsRgh",2007
3,3,"Justin Rose",63,NA,52.667,4,1,"Approachesfrom5075yardsRgh",2007
4,4,"Daisuke Maruyama",86,NA,163.917,12,1,"Approachesfrom5075yardsRgh",2007
5,5,"Anders Hansen",55,NA,27.917,2,1,"Approachesfrom5075yardsRgh",2007
6,6,"Justin Leonard",95,NA,132.583,9,-1,"Approachesfrom5075yardsRgh",2007
7,7,"Mark Calcavecchia",93,NA,103.75,7,-1,"Approachesfrom5075yardsRgh",2007
8,8,"Jaco Van Zyl",51,NA,239.333,16,3,"Approachesfrom5075yardsRgh",2007
9,9,"Arron Oberholser",69,NA,90.417,6,0,"Approachesfrom5075yardsRgh",2007
10,10,"Aaron Baddeley",83,NA,211.75,14,-3,"Approachesfrom5075yardsRgh",2007
10,10,"Peter Lonard",85,NA,90.75,6,2,"Approachesfrom5075yardsRgh",2007
10,10,"Tiger Woods",63,NA,75.667,5,2,"Approachesfrom5075yardsRgh",2007
13,13,"Rod Pampling",92,NA,107,7,0,"Approachesfrom5075yardsRgh",2007
14,14,"Robert Allenby",90,NA,107.5,7,0,"Approachesfrom5075yardsRgh",2007
15,15,"Stephen Ames",81,NA,171.417,11,0,"Approachesfrom5075yardsRgh",2007
15,15,"JB Holmes",71,NA,357.667,23,-1,"Approachesfrom5075yardsRgh",2007
17,17,"Hunter Mahan",91,NA,78.667,5,-2,"Approachesfrom5075yardsRgh",2007
18,18,"Fred Funk",65,NA,94.917,6,0,"Approachesfrom5075yardsRgh",2007
19,19,"Cliff Kresge",107,NA,95.917,6,1,"Approachesfrom5075yardsRgh",2007
20,20,"Ernie Els",59,NA,162.333,10,1,"Approachesfrom5075yardsRgh",2007
20,20,"Michael Sim",52,NA,113.583,7,0,"Approachesfrom5075yardsRgh",2007
22,22,"Craig Lile",77,NA,212.333,13,5,"Approachesfrom5075yardsRgh",2007
