"Round3ScoringAverage_RANKTHISWEEK_2013","Round3ScoringAverage_RANKLASTWEEK_2013","Round3ScoringAverage_PLAYERNAME_2013","Round3ScoringAverage__2013","Round3ScoringAverage_AVG_2013","Round3ScoringAverage_TOTALSTROKES_2013","Round3ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Mark Wilson",NA,68.67,618,9,"Round3ScoringAverage",2013
2,2,"Brandt Snedeker",NA,68.71,1168,17,"Round3ScoringAverage",2013
3,3,"Steve Stricker",NA,68.83,826,12,"Round3ScoringAverage",2013
4,4,"Nicholas Thompson",NA,69.43,1458,21,"Round3ScoringAverage",2013
5,5,"Morgan Hoffmann",NA,69.46,903,13,"Round3ScoringAverage",2013
6,6,"Tim Clark",NA,69.5,834,12,"Round3ScoringAverage",2013
7,7,"Kevin Stadler",NA,69.63,1114,16,"Round3ScoringAverage",2013
8,8,"Rory Sabbatini",NA,69.65,1184,17,"Round3ScoringAverage",2013
9,9,"Jeff Maggert",NA,69.75,837,12,"Round3ScoringAverage",2013
10,10,"Jim Furyk",NA,69.78,1256,18,"Round3ScoringAverage",2013
11,11,"Richard Lee",NA,69.88,1118,16,"Round3ScoringAverage",2013
12,12,"Vaughn Taylor",NA,69.89,629,9,"Round3ScoringAverage",2013
13,13,"Tag Ridings",NA,69.9,699,10,"Round3ScoringAverage",2013
14,14,"Greg Chalmers",NA,69.92,909,13,"Round3ScoringAverage",2013
15,15,"Matt Jones",NA,69.94,1259,18,"Round3ScoringAverage",2013
16,16,"Luke Donald",NA,70,910,13,"Round3ScoringAverage",2013
16,16,"Chez Reavie",NA,70,980,14,"Round3ScoringAverage",2013
18,18,"Graham DeLaet",NA,70.05,1471,21,"Round3ScoringAverage",2013
19,19,"John Merrick",NA,70.12,1192,17,"Round3ScoringAverage",2013
20,20,"Alistair Presnell",NA,70.13,561,8,"Round3ScoringAverage",2013
21,21,"Brian Stuard",NA,70.14,982,14,"Round3ScoringAverage",2013
22,22,"Justin Leonard",NA,70.16,1333,19,"Round3ScoringAverage",2013
23,23,"Ben Crane",NA,70.18,772,11,"Round3ScoringAverage",2013
23,23,"Matt Kuchar",NA,70.18,1544,22,"Round3ScoringAverage",2013
25,25,"Aaron Watkins",NA,70.2,351,5,"Round3ScoringAverage",2013
26,26,"Jason Bohn",NA,70.25,843,12,"Round3ScoringAverage",2013
26,26,"Brendan Steele",NA,70.25,1124,16,"Round3ScoringAverage",2013
26,26,"Daniel Summerhays",NA,70.25,1124,16,"Round3ScoringAverage",2013
29,29,"Luke Guthrie",NA,70.29,984,14,"Round3ScoringAverage",2013
29,29,"Chris Kirk",NA,70.29,1476,21,"Round3ScoringAverage",2013
31,31,"Aaron Baddeley",NA,70.3,703,10,"Round3ScoringAverage",2013
32,32,"James Hahn",NA,70.33,844,12,"Round3ScoringAverage",2013
32,32,"Brian Harman",NA,70.33,1055,15,"Round3ScoringAverage",2013
32,32,"Eric Meierdierks",NA,70.33,422,6,"Round3ScoringAverage",2013
32,32,"Ryan Palmer",NA,70.33,1266,18,"Round3ScoringAverage",2013
32,32,"Rod Pampling",NA,70.33,422,6,"Round3ScoringAverage",2013
37,37,"Rickie Fowler",NA,70.35,1196,17,"Round3ScoringAverage",2013
38,38,"Ricky Barnes",NA,70.36,774,11,"Round3ScoringAverage",2013
39,39,"Webb Simpson",NA,70.38,1478,21,"Round3ScoringAverage",2013
40,40,"Matt Every",NA,70.39,1267,18,"Round3ScoringAverage",2013
40,40,"Charles Howell III",NA,70.39,1267,18,"Round3ScoringAverage",2013
40,40,"Phil Mickelson",NA,70.39,1267,18,"Round3ScoringAverage",2013
43,43,"Stephen Ames",NA,70.43,493,7,"Round3ScoringAverage",2013
43,43,"Andrew Svoboda",NA,70.43,493,7,"Round3ScoringAverage",2013
45,45,"Cameron Tringale",NA,70.44,1127,16,"Round3ScoringAverage",2013
45,45,"YE Yang",NA,70.44,634,9,"Round3ScoringAverage",2013
47,47,"Roberto Castro",NA,70.45,1409,20,"Round3ScoringAverage",2013
48,48,"Charley Hoffman",NA,70.47,1339,19,"Round3ScoringAverage",2013
48,48,"Tiger Woods",NA,70.47,1057,15,"Round3ScoringAverage",2013
50,50,"Lucas Glover",NA,70.5,705,10,"Round3ScoringAverage",2013
50,50,"David Lingmerth",NA,70.5,846,12,"Round3ScoringAverage",2013
50,50,"Darron Stiles",NA,70.5,423,6,"Round3ScoringAverage",2013
53,53,"Ryan Moore",NA,70.53,1058,15,"Round3ScoringAverage",2013
54,54,"Jerry Kelly",NA,70.56,1129,16,"Round3ScoringAverage",2013
55,55,"Chris Stroud",NA,70.6,1412,20,"Round3ScoringAverage",2013
56,56,"Sergio Garcia",NA,70.63,1130,16,"Round3ScoringAverage",2013
56,56,"Bill Haas",NA,70.63,1342,19,"Round3ScoringAverage",2013
58,58,"Brendon de Jonge",NA,70.64,1766,25,"Round3ScoringAverage",2013
58,58,"Fabian Gomez",NA,70.64,777,11,"Round3ScoringAverage",2013
60,60,"Keegan Bradley",NA,70.65,1413,20,"Round3ScoringAverage",2013
61,61,"Robert Streb",NA,70.67,848,12,"Round3ScoringAverage",2013
62,62,"Greg Owen",NA,70.69,919,13,"Round3ScoringAverage",2013
63,63,"Kevin Chappell",NA,70.71,1202,17,"Round3ScoringAverage",2013
63,63,"Jin Park",NA,70.71,495,7,"Round3ScoringAverage",2013
63,63,"Lee Westwood",NA,70.71,1202,17,"Round3ScoringAverage",2013
66,66,"Chad Campbell",NA,70.73,1061,15,"Round3ScoringAverage",2013
66,66,"Billy Horschel",NA,70.73,1556,22,"Round3ScoringAverage",2013
66,66,"Henrik Stenson",NA,70.73,1061,15,"Round3ScoringAverage",2013
69,69,"Brian Davis",NA,70.74,1344,19,"Round3ScoringAverage",2013
70,70,"Scott Langley",NA,70.75,849,12,"Round3ScoringAverage",2013
70,70,"Ian Poulter",NA,70.75,849,12,"Round3ScoringAverage",2013
70,70,"David Toms",NA,70.75,566,8,"Round3ScoringAverage",2013
70,70,"Camilo Villegas",NA,70.75,1132,16,"Round3ScoringAverage",2013
74,74,"Martin Flores",NA,70.76,1203,17,"Round3ScoringAverage",2013
75,75,"Charlie Beljan",NA,70.78,637,9,"Round3ScoringAverage",2013
75,75,"Kevin Streelman",NA,70.78,1274,18,"Round3ScoringAverage",2013
75,75,"Jimmy Walker",NA,70.78,1274,18,"Round3ScoringAverage",2013
78,78,"Nick Watney",NA,70.79,1345,19,"Round3ScoringAverage",2013
79,79,"Jason Day",NA,70.8,1416,20,"Round3ScoringAverage",2013
79,79,"Padraig Harrington",NA,70.8,708,10,"Round3ScoringAverage",2013
81,81,"Ken Duke",NA,70.81,1133,16,"Round3ScoringAverage",2013
82,82,"Jason Dufner",NA,70.83,1275,18,"Round3ScoringAverage",2013
83,83,"Dustin Johnson",NA,70.88,1134,16,"Round3ScoringAverage",2013
83,83,"Bryce Molder",NA,70.88,1205,17,"Round3ScoringAverage",2013
85,85,"Ben Kohles",NA,70.92,851,12,"Round3ScoringAverage",2013
85,85,"Vijay Singh",NA,70.92,851,12,"Round3ScoringAverage",2013
85,85,"Scott Stallings",NA,70.92,922,13,"Round3ScoringAverage",2013
88,88,"William McGirt",NA,70.93,993,14,"Round3ScoringAverage",2013
88,88,"Pat Perez",NA,70.93,1064,15,"Round3ScoringAverage",2013
88,88,"Justin Rose",NA,70.93,993,14,"Round3ScoringAverage",2013
91,91,"Marc Leishman",NA,70.94,1135,16,"Round3ScoringAverage",2013
91,91,"Charl Schwartzel",NA,70.94,1135,16,"Round3ScoringAverage",2013
93,93,"Hunter Mahan",NA,70.95,1419,20,"Round3ScoringAverage",2013
94,94,"Robert Allenby",NA,71,426,6,"Round3ScoringAverage",2013
94,94,"Steven Bowditch",NA,71,852,12,"Round3ScoringAverage",2013
94,94,"James Driscoll",NA,71,1065,15,"Round3ScoringAverage",2013
94,94,"Jim Herman",NA,71,710,10,"Round3ScoringAverage",2013
94,94,"John Rollins",NA,71,994,14,"Round3ScoringAverage",2013
94,94,"Adam Scott",NA,71,1065,15,"Round3ScoringAverage",2013
100,100,"David Hearn",NA,71.05,1350,19,"Round3ScoringAverage",2013
101,101,"Stuart Appleby",NA,71.06,1279,18,"Round3ScoringAverage",2013
101,101,"Jeff Overton",NA,71.06,1137,16,"Round3ScoringAverage",2013
101,101,"Patrick Reed",NA,71.06,1208,17,"Round3ScoringAverage",2013
104,104,"Erik Compton",NA,71.07,1066,15,"Round3ScoringAverage",2013
104,104,"Bob Estes",NA,71.07,1066,15,"Round3ScoringAverage",2013
104,104,"Ryo Ishikawa",NA,71.07,995,14,"Round3ScoringAverage",2013
107,107,"Tom Gillis",NA,71.08,853,12,"Round3ScoringAverage",2013
108,108,"Harris English",NA,71.09,1564,22,"Round3ScoringAverage",2013
108,108,"Brandt Jobe",NA,71.09,782,11,"Round3ScoringAverage",2013
110,110,"Casey Wittenberg",NA,71.1,711,10,"Round3ScoringAverage",2013
111,111,"Johnson Wagner",NA,71.11,640,9,"Round3ScoringAverage",2013
112,112,"Bubba Watson",NA,71.12,1209,17,"Round3ScoringAverage",2013
113,113,"JJ Henry",NA,71.13,1138,16,"Round3ScoringAverage",2013
113,113,"Scott Piercy",NA,71.13,1067,15,"Round3ScoringAverage",2013
115,115,"Michael Bradley",NA,71.14,498,7,"Round3ScoringAverage",2013
116,116,"Robert Garrigus",NA,71.17,854,12,"Round3ScoringAverage",2013
117,117,"Russell Henley",NA,71.19,1139,16,"Round3ScoringAverage",2013
