"Front9Par4ScoringAverage_RANKTHISWEEK_2011","Front9Par4ScoringAverage_RANKLASTWEEK_2011","Front9Par4ScoringAverage_PLAYERNAME_2011","Front9Par4ScoringAverage_ROUNDS_2011","Front9Par4ScoringAverage_AVG_2011","Front9Par4ScoringAverage_TOTALSTROKES_2011","Front9Par4ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Matt Kuchar",94,3.94,1920,487,"Front9Par4ScoringAverage",2011
2,2,"Luke Donald",73,3.95,1447,366,"Front9Par4ScoringAverage",2011
3,3,"Retief Goosen",50,3.96,1070,270,"Front9Par4ScoringAverage",2011
3,3,"Hunter Mahan",92,3.96,1940,490,"Front9Par4ScoringAverage",2011
3,3,"Steve Stricker",70,3.96,1498,378,"Front9Par4ScoringAverage",2011
6,6,"Webb Simpson",98,3.97,2158,543,"Front9Par4ScoringAverage",2011
6,6,"Nick Watney",80,3.97,1691,426,"Front9Par4ScoringAverage",2011
8,8,"Greg Chalmers",88,3.98,1939,487,"Front9Par4ScoringAverage",2011
8,8,"Rickie Fowler",84,3.98,1782,448,"Front9Par4ScoringAverage",2011
8,8,"Bryce Molder",82,3.98,1811,455,"Front9Par4ScoringAverage",2011
8,8,"Rod Pampling",72,3.98,1598,402,"Front9Par4ScoringAverage",2011
8,8,"Brandt Snedeker",85,3.98,1867,469,"Front9Par4ScoringAverage",2011
13,13,"Aaron Baddeley",77,3.99,1674,420,"Front9Par4ScoringAverage",2011
13,13,"Ben Crane",76,3.99,1618,406,"Front9Par4ScoringAverage",2011
13,13,"Sergio Garcia",61,3.99,1366,342,"Front9Par4ScoringAverage",2011
13,13,"David Hearn",88,3.99,1969,493,"Front9Par4ScoringAverage",2011
13,13,"Chris Kirk",87,3.99,1940,486,"Front9Par4ScoringAverage",2011
13,13,"Martin Laird",77,3.99,1654,415,"Front9Par4ScoringAverage",2011
13,13,"John Senden",94,3.99,2060,516,"Front9Par4ScoringAverage",2011
13,13,"Chris Stroud",88,3.99,1954,490,"Front9Par4ScoringAverage",2011
21,21,"Briny Baird",60,4,1353,338,"Front9Par4ScoringAverage",2011
21,21,"KJ Choi",77,4,1648,412,"Front9Par4ScoringAverage",2011
21,21,"Brian Davis",105,4,2318,580,"Front9Par4ScoringAverage",2011
21,21,"Hunter Haas",96,4,2107,527,"Front9Par4ScoringAverage",2011
21,21,"Charles Howell III",108,4,2409,603,"Front9Par4ScoringAverage",2011
21,21,"Dustin Johnson",72,4,1545,386,"Front9Par4ScoringAverage",2011
21,21,"William McGirt",103,4,2297,574,"Front9Par4ScoringAverage",2011
21,21,"Phil Mickelson",79,4,1682,420,"Front9Par4ScoringAverage",2011
21,21,"Pat Perez",76,4,1638,409,"Front9Par4ScoringAverage",2011
30,30,"Blake Adams",116,4.01,2565,640,"Front9Par4ScoringAverage",2011
30,30,"Stephen Ames",69,4.01,1519,379,"Front9Par4ScoringAverage",2011
30,30,"Keegan Bradley",91,4.01,2024,505,"Front9Par4ScoringAverage",2011
30,30,"Chris Couch",73,4.01,1610,401,"Front9Par4ScoringAverage",2011
30,30,"Brendon de Jonge",105,4.01,2339,584,"Front9Par4ScoringAverage",2011
30,30,"Jason Dufner",78,4.01,1739,434,"Front9Par4ScoringAverage",2011
30,30,"JJ Henry",96,4.01,2097,523,"Front9Par4ScoringAverage",2011
30,30,"Geoff Ogilvy",69,4.01,1485,370,"Front9Par4ScoringAverage",2011
30,30,"John Rollins",85,4.01,1893,472,"Front9Par4ScoringAverage",2011
30,30,"Adam Scott",60,4.01,1324,330,"Front9Par4ScoringAverage",2011
30,30,"Michael Thompson",79,4.01,1756,438,"Front9Par4ScoringAverage",2011
30,30,"David Toms",78,4.01,1710,426,"Front9Par4ScoringAverage",2011
30,30,"Bubba Watson",85,4.01,1708,426,"Front9Par4ScoringAverage",2011
30,30,"Gary Woodland",93,4.01,2063,514,"Front9Par4ScoringAverage",2011
44,44,"Chad Campbell",99,4.02,2219,552,"Front9Par4ScoringAverage",2011
44,44,"Bill Haas",93,4.02,2044,509,"Front9Par4ScoringAverage",2011
44,44,"Padraig Harrington",60,4.02,1301,324,"Front9Par4ScoringAverage",2011
44,44,"Tim Herron",85,4.02,1895,471,"Front9Par4ScoringAverage",2011
44,44,"Robert Karlsson",61,4.02,1310,326,"Front9Par4ScoringAverage",2011
44,44,"Jerry Kelly",85,4.02,1913,476,"Front9Par4ScoringAverage",2011
44,44,"Troy Matteson",91,4.02,2005,499,"Front9Par4ScoringAverage",2011
44,44,"Nick OHern",89,4.02,1956,486,"Front9Par4ScoringAverage",2011
44,44,"Joe Ogilvie",75,4.02,1682,418,"Front9Par4ScoringAverage",2011
44,44,"Carl Pettersson",95,4.02,2139,532,"Front9Par4ScoringAverage",2011
44,44,"Aron Price",58,4.02,1323,329,"Front9Par4ScoringAverage",2011
44,44,"Justin Rose",79,4.02,1681,418,"Front9Par4ScoringAverage",2011
44,44,"Kyle Stanley",98,4.02,2184,543,"Front9Par4ScoringAverage",2011
44,44,"Vaughn Taylor",89,4.02,1998,497,"Front9Par4ScoringAverage",2011
44,44,"Garrett Willis",71,4.02,1588,395,"Front9Par4ScoringAverage",2011
59,59,"Kris Blanks",92,4.03,2037,505,"Front9Par4ScoringAverage",2011
59,59,"Jason Bohn",74,4.03,1628,404,"Front9Par4ScoringAverage",2011
59,59,"Kevin Chappell",78,4.03,1714,425,"Front9Par4ScoringAverage",2011
59,59,"Freddie Jacobson",92,4.03,2041,507,"Front9Par4ScoringAverage",2011
59,59,"Brandt Jobe",100,4.03,2219,550,"Front9Par4ScoringAverage",2011
59,59,"Marc Leishman",87,4.03,1936,480,"Front9Par4ScoringAverage",2011
59,59,"Davis Love III",70,4.03,1565,388,"Front9Par4ScoringAverage",2011
59,59,"Ben Martin",74,4.03,1635,406,"Front9Par4ScoringAverage",2011
59,59,"David Mathis",83,4.03,1856,461,"Front9Par4ScoringAverage",2011
59,59,"John Merrick",71,4.03,1621,402,"Front9Par4ScoringAverage",2011
59,59,"Jeff Overton",92,4.03,2052,509,"Front9Par4ScoringAverage",2011
59,59,"DA Points",89,4.03,1985,493,"Front9Par4ScoringAverage",2011
59,59,"Chez Reavie",92,4.03,2048,508,"Front9Par4ScoringAverage",2011
59,59,"Rory Sabbatini",85,4.03,1877,466,"Front9Par4ScoringAverage",2011
59,59,"Vijay Singh",79,4.03,1767,438,"Front9Par4ScoringAverage",2011
59,59,"DJ Trahan",91,4.03,2048,508,"Front9Par4ScoringAverage",2011
59,59,"Bo Van Pelt",92,4.03,2004,497,"Front9Par4ScoringAverage",2011
59,59,"Jhonattan Vegas",84,4.03,1881,467,"Front9Par4ScoringAverage",2011
59,59,"Mark Wilson",89,4.03,1944,482,"Front9Par4ScoringAverage",2011
78,78,"Ricky Barnes",78,4.04,1776,440,"Front9Par4ScoringAverage",2011
78,78,"Jason Day",76,4.04,1631,404,"Front9Par4ScoringAverage",2011
78,78,"Chris DiMarco",93,4.04,2085,516,"Front9Par4ScoringAverage",2011
78,78,"James Driscoll",71,4.04,1574,390,"Front9Par4ScoringAverage",2011
78,78,"Steve Elkington",50,4.04,1098,272,"Front9Par4ScoringAverage",2011
78,78,"Brian Gay",90,4.04,2002,496,"Front9Par4ScoringAverage",2011
78,78,"Trevor Immelman",84,4.04,1904,471,"Front9Par4ScoringAverage",2011
78,78,"Sung Kang",63,4.04,1397,346,"Front9Par4ScoringAverage",2011
78,78,"Bill Lunde",92,4.04,2010,497,"Front9Par4ScoringAverage",2011
78,78,"Billy Mayfair",94,4.04,2102,520,"Front9Par4ScoringAverage",2011
78,78,"George McNeill",69,4.04,1544,382,"Front9Par4ScoringAverage",2011
78,78,"Scott Piercy",78,4.04,1751,433,"Front9Par4ScoringAverage",2011
78,78,"Camilo Villegas",69,4.04,1520,376,"Front9Par4ScoringAverage",2011
78,78,"Johnson Wagner",81,4.04,1815,449,"Front9Par4ScoringAverage",2011
78,78,"Jimmy Walker",79,4.04,1809,448,"Front9Par4ScoringAverage",2011
93,93,"Robert Allenby",84,4.05,1873,462,"Front9Par4ScoringAverage",2011
93,93,"Woody Austin",59,4.05,1316,325,"Front9Par4ScoringAverage",2011
93,93,"Stewart Cink",72,4.05,1514,374,"Front9Par4ScoringAverage",2011
93,93,"David Duval",67,4.05,1485,367,"Front9Par4ScoringAverage",2011
93,93,"Jim Furyk",87,4.05,1926,475,"Front9Par4ScoringAverage",2011
93,93,"Lucas Glover",74,4.05,1668,412,"Front9Par4ScoringAverage",2011
93,93,"Andres Gonzales",60,4.05,1339,331,"Front9Par4ScoringAverage",2011
93,93,"Charley Hoffman",93,4.05,2011,497,"Front9Par4ScoringAverage",2011
93,93,"Ryuji Imada",83,4.05,1869,461,"Front9Par4ScoringAverage",2011
93,93,"Zach Johnson",79,4.05,1748,432,"Front9Par4ScoringAverage",2011
93,93,"Anthony Kim",72,4.05,1615,399,"Front9Par4ScoringAverage",2011
93,93,"Justin Leonard",82,4.05,1837,454,"Front9Par4ScoringAverage",2011
93,93,"Andres Romero",77,4.05,1758,434,"Front9Par4ScoringAverage",2011
93,93,"Charl Schwartzel",58,4.05,1230,304,"Front9Par4ScoringAverage",2011
93,93,"Heath Slocum",89,4.05,1994,492,"Front9Par4ScoringAverage",2011
93,93,"Josh Teater",104,4.05,2346,579,"Front9Par4ScoringAverage",2011
