"RightRoughProximity_RANKTHISWEEK_2012","RightRoughProximity_RANKLASTWEEK_2012","RightRoughProximity_PLAYERNAME_2012","RightRoughProximity_ROUNDS_2012","RightRoughProximity_AVG_2012","RightRoughProximity_ATTEMPTS_2012","RightRoughProximity_TOTALDISTANCEFEET_2012","RightRoughProximity_RELATIVETOPAR_2012","stat_name","year"
50,50,"William McGirt",96,NA,149,6309.833,6,"RightRoughProximity",2012
50,50,"DJ Trahan",73,NA,107,4527.75,22,"RightRoughProximity",2012
54,54,"Nick OHern",78,NA,108,4581.583,17,"RightRoughProximity",2012
54,54,"Chris Stroud",86,NA,131,5553.083,8,"RightRoughProximity",2012
54,54,"Daniel Summerhays",81,NA,117,4963.417,15,"RightRoughProximity",2012
57,57,"Seung Yul Noh",105,NA,161,6841.583,1,"RightRoughProximity",2012
57,57,"Louis Oosthuizen",65,NA,87,3700,2,"RightRoughProximity",2012
59,59,"Vaughn Taylor",81,NA,108,4596.917,20,"RightRoughProximity",2012
60,60,"Steve Wheatcroft",56,NA,73,3125.333,10,"RightRoughProximity",2012
61,61,"Kyle Reifers",86,NA,105,4515.333,15,"RightRoughProximity",2012
62,62,"Tim Herron",88,NA,156,6726.333,14,"RightRoughProximity",2012
62,62,"Sung Kang",75,NA,131,5647.5,23,"RightRoughProximity",2012
64,64,"Ernie Els",80,NA,136,5875.167,13,"RightRoughProximity",2012
64,64,"Russell Knox",72,NA,98,4231.083,13,"RightRoughProximity",2012
64,64,"Chez Reavie",83,NA,93,4015.5,13,"RightRoughProximity",2012
64,64,"Vijay Singh",99,NA,167,7203.583,22,"RightRoughProximity",2012
68,68,"Matt Bettencourt",80,NA,129,5582.083,25,"RightRoughProximity",2012
69,69,"Tim Clark",60,NA,66,2860.083,9,"RightRoughProximity",2012
69,69,"Marco Dawson",60,NA,76,3296,7,"RightRoughProximity",2012
69,69,"Justin Rose",69,NA,109,4725.333,4,"RightRoughProximity",2012
69,69,"Kyle Thompson",51,NA,70,3035.583,13,"RightRoughProximity",2012
73,73,"Dicky Pride",62,NA,82,3559.75,15,"RightRoughProximity",2012
73,73,"Johnson Wagner",88,NA,132,5734.5,17,"RightRoughProximity",2012
75,75,"Hunter Haas",69,NA,107,4673.583,19,"RightRoughProximity",2012
75,75,"Rory McIlroy",60,NA,103,4500.833,7,"RightRoughProximity",2012
75,75,"Kyle Stanley",86,NA,157,6852.583,5,"RightRoughProximity",2012
78,78,"Ted Potter Jr",77,NA,111,4858.167,11,"RightRoughProximity",2012
79,79,"Kevin Stadler",85,NA,102,4470.167,13,"RightRoughProximity",2012
79,79,"Mark Wilson",84,NA,116,5083.667,15,"RightRoughProximity",2012
81,81,"Michael Bradley",63,NA,115,5049.333,22,"RightRoughProximity",2012
82,82,"Stephen Ames",54,NA,75,3301.417,19,"RightRoughProximity",2012
82,82,"Bud Cauley",99,NA,152,6683,11,"RightRoughProximity",2012
82,82,"Brandt Jobe",57,NA,81,3566.75,7,"RightRoughProximity",2012
82,82,"Danny Lee",74,NA,122,5372.083,11,"RightRoughProximity",2012
82,82,"Bill Lunde",83,NA,142,6242.583,26,"RightRoughProximity",2012
87,87,"Billy Horschel",63,NA,83,3658.667,22,"RightRoughProximity",2012
87,87,"Chris Kirk",93,NA,185,8159.667,19,"RightRoughProximity",2012
89,89,"Harrison Frazar",56,NA,92,4063.75,20,"RightRoughProximity",2012
89,89,"Davis Love III",64,NA,106,4683.75,9,"RightRoughProximity",2012
91,91,"Ricky Barnes",92,NA,183,8102.333,42,"RightRoughProximity",2012
92,92,"Miguel Angel Carballo",73,NA,114,5053.417,24,"RightRoughProximity",2012
92,92,"JJ Henry",93,NA,101,4473.667,14,"RightRoughProximity",2012
92,92,"Charl Schwartzel",56,NA,74,3282.25,6,"RightRoughProximity",2012
92,92,"Josh Teater",97,NA,185,8206.5,34,"RightRoughProximity",2012
92,92,"Michael Thompson",80,NA,122,5410.583,13,"RightRoughProximity",2012
97,97,"Roberto Castro",92,NA,124,5509.583,12,"RightRoughProximity",2012
97,97,"Nathan Green",73,NA,110,4884.583,19,"RightRoughProximity",2012
99,99,"Bill Haas",79,NA,126,5614,14,"RightRoughProximity",2012
99,99,"Cameron Tringale",88,NA,119,5304,20,"RightRoughProximity",2012
101,101,"Stewart Cink",71,NA,132,5892,14,"RightRoughProximity",2012
101,101,"Ken Duke",104,NA,185,8260.583,36,"RightRoughProximity",2012
101,101,"Brian Harman",101,NA,140,6249.667,27,"RightRoughProximity",2012
101,101,"Charley Hoffman",88,NA,140,6250.083,22,"RightRoughProximity",2012
101,101,"John Rollins",81,NA,144,6431.583,25,"RightRoughProximity",2012
106,106,"Rod Pampling",88,NA,118,5276.5,31,"RightRoughProximity",2012
106,106,"Tom Pernice Jr",62,NA,109,4879.917,25,"RightRoughProximity",2012
106,106,"Camilo Villegas",79,NA,131,5860.333,27,"RightRoughProximity",2012
109,109,"Mark Anderson",75,NA,161,7213.333,27,"RightRoughProximity",2012
109,109,"Martin Laird",77,NA,119,5337.75,9,"RightRoughProximity",2012
111,111,"Tommy Biershenk",74,NA,106,4762.75,36,"RightRoughProximity",2012
112,112,"Aaron Baddeley",73,NA,126,5672,19,"RightRoughProximity",2012
112,112,"John Merrick",83,NA,134,6026.75,18,"RightRoughProximity",2012
112,112,"Brandt Snedeker",81,NA,128,5759.333,23,"RightRoughProximity",2012
115,115,"Rickie Fowler",84,NA,107,4824.75,5,"RightRoughProximity",2012
115,115,"Trevor Immelman",76,NA,125,5639.583,18,"RightRoughProximity",2012
117,117,"Phil Mickelson",79,NA,101,4574.25,9,"RightRoughProximity",2012
117,117,"Alexandre Rocha",62,NA,104,4709,16,"RightRoughProximity",2012
119,119,"Stuart Appleby",75,NA,103,4670.917,17,"RightRoughProximity",2012
119,119,"Charles Howell III",98,NA,205,9298.917,17,"RightRoughProximity",2012
121,121,"Jason Day",57,NA,114,5179.417,1,"RightRoughProximity",2012
122,122,"Greg Chalmers",88,NA,152,6918.917,14,"RightRoughProximity",2012
122,122,"Ryo Ishikawa",54,NA,96,4367,13,"RightRoughProximity",2012
122,122,"Bryce Molder",83,NA,160,7274.917,18,"RightRoughProximity",2012
125,125,"Ian Poulter",57,NA,59,2704.5,1,"RightRoughProximity",2012
126,126,"Bobby Gates",87,NA,166,7624.5,24,"RightRoughProximity",2012
127,127,"Gary Christian",91,NA,127,5839,33,"RightRoughProximity",2012
128,128,"Harris English",98,NA,183,8432.917,39,"RightRoughProximity",2012
128,128,"Jhonattan Vegas",77,NA,149,6868.5,13,"RightRoughProximity",2012
130,130,"KJ Choi",71,NA,90,4151.917,8,"RightRoughProximity",2012
131,131,"Brian Gay",91,NA,127,5877.333,16,"RightRoughProximity",2012
131,131,"Zach Johnson",95,NA,117,5410.667,8,"RightRoughProximity",2012
131,131,"Scott Stallings",78,NA,138,6380.5,13,"RightRoughProximity",2012
134,134,"Robert Garrigus",89,NA,152,7060.5,9,"RightRoughProximity",2012
135,135,"Nick Watney",97,NA,175,8138.5,21,"RightRoughProximity",2012
136,136,"Kris Blanks",65,NA,89,4146.75,17,"RightRoughProximity",2012
137,137,"Jeff Overton",101,NA,196,9140,28,"RightRoughProximity",2012
138,138,"Billy Mayfair",90,NA,135,6308.167,16,"RightRoughProximity",2012
138,138,"Kevin Streelman",89,NA,134,6266,22,"RightRoughProximity",2012
140,140,"Luke Donald",63,NA,91,4260.75,5,"RightRoughProximity",2012
140,140,"Ryan Moore",89,NA,131,6139.75,18,"RightRoughProximity",2012
140,140,"Ryan Palmer",81,NA,139,6510.333,31,"RightRoughProximity",2012
140,140,"Rory Sabbatini",84,NA,163,7629.25,31,"RightRoughProximity",2012
144,144,"Gary Woodland",70,NA,96,4503.833,31,"RightRoughProximity",2012
145,145,"John Huh",99,NA,134,6293.25,22,"RightRoughProximity",2012
145,145,"Adam Scott",59,NA,94,4417.5,8,"RightRoughProximity",2012
147,147,"Kevin Chappell",91,NA,168,7905.583,29,"RightRoughProximity",2012
147,147,"Robert Karlsson",54,NA,96,4516.25,13,"RightRoughProximity",2012
147,147,"Patrick Sheehan",58,NA,92,4332.5,10,"RightRoughProximity",2012
150,150,"Derek Lamely",64,NA,126,5943.167,19,"RightRoughProximity",2012
151,151,"Brendon de Jonge",115,NA,182,8592.083,30,"RightRoughProximity",2012
151,151,"Justin Leonard",79,NA,109,5152.417,21,"RightRoughProximity",2012
151,151,"Pat Perez",81,NA,107,5056.5,17,"RightRoughProximity",2012
154,154,"Billy Hurley III",70,NA,92,4363.417,25,"RightRoughProximity",2012
155,155,"Marc Leishman",84,NA,206,9778.917,26,"RightRoughProximity",2012
156,156,"Brendon Todd",78,NA,114,5420.583,20,"RightRoughProximity",2012
157,157,"David Hearn",95,NA,179,8527.333,22,"RightRoughProximity",2012
157,157,"DA Points",88,NA,141,6726.333,2,"RightRoughProximity",2012
159,159,"Matt Kuchar",86,NA,106,5061.083,20,"RightRoughProximity",2012
159,159,"Troy Matteson",100,NA,202,9637.917,44,"RightRoughProximity",2012
159,159,"Kevin Na",80,NA,106,5064.667,4,"RightRoughProximity",2012
162,162,"Blake Adams",107,NA,160,7679.75,19,"RightRoughProximity",2012
162,162,"Graham DeLaet",79,NA,133,6383.5,9,"RightRoughProximity",2012
164,164,"Richard Lee",71,NA,97,4661.5,14,"RightRoughProximity",2012
164,164,"Andres Romero",68,NA,106,5095.5,13,"RightRoughProximity",2012
166,166,"James Driscoll",83,NA,158,7621.333,24,"RightRoughProximity",2012
166,166,"Bob Estes",78,NA,130,6277,21,"RightRoughProximity",2012
168,168,"Mathew Goggin",65,NA,120,5801.417,26,"RightRoughProximity",2012
168,168,"JJ Killeen",101,NA,214,10351,25,"RightRoughProximity",2012
170,170,"Matt Jones",53,NA,86,4167.167,11,"RightRoughProximity",2012
170,170,"Colt Knost",79,NA,102,4938,27,"RightRoughProximity",2012
170,170,"Rocco Mediate",70,NA,111,5376.5,29,"RightRoughProximity",2012
173,173,"Sangmoon Bae",81,NA,128,6223.75,28,"RightRoughProximity",2012
174,174,"Will Claxton",99,NA,130,6328.833,12,"RightRoughProximity",2012
174,174,"Brian Davis",91,NA,126,6131.167,26,"RightRoughProximity",2012
176,176,"Tiger Woods",69,NA,73,3560.167,6,"RightRoughProximity",2012
177,177,"Sergio Garcia",57,NA,76,3726.417,5,"RightRoughProximity",2012
178,178,"Jeff Maggert",83,NA,110,5424.917,20,"RightRoughProximity",2012
179,179,"Jimmy Walker",101,NA,211,10479.25,33,"RightRoughProximity",2012
179,179,"Lee Westwood",60,NA,69,3427.333,7,"RightRoughProximity",2012
181,181,"Jim Furyk",85,NA,93,4628.583,13,"RightRoughProximity",2012
182,182,"John Senden",81,NA,108,5387.583,16,"RightRoughProximity",2012
183,183,"Tom Gillis",75,NA,90,4531.583,27,"RightRoughProximity",2012
184,184,"Edward Loar",59,NA,76,3870.75,17,"RightRoughProximity",2012
185,185,"George McNeill",85,NA,143,7295.75,28,"RightRoughProximity",2012
185,185,"YE Yang",64,NA,82,4182.917,20,"RightRoughProximity",2012
187,187,"Henrik Stenson",51,NA,71,3624.5,4,"RightRoughProximity",2012
188,188,"Ryuji Imada",78,NA,126,6448.75,27,"RightRoughProximity",2012
189,189,"Jason Bohn",81,NA,97,4974.917,20,"RightRoughProximity",2012
190,190,"Spencer Levin",81,NA,128,6580.417,29,"RightRoughProximity",2012
191,191,"Jerry Kelly",84,NA,102,5279,44,"RightRoughProximity",2012
