"FirstTeeEarlyRound5ScoringAverage_RANKTHISWEEK_2011","FirstTeeEarlyRound5ScoringAverage_RANKLASTWEEK_2011","FirstTeeEarlyRound5ScoringAverage_PLAYERNAME_2011","FirstTeeEarlyRound5ScoringAverage__2011","FirstTeeEarlyRound5ScoringAverage_AVG_2011","FirstTeeEarlyRound5ScoringAverage_TOTALSTROKES_2011","FirstTeeEarlyRound5ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Bill Lunde",NA,66,66,1,"FirstTeeEarlyRound5ScoringAverage",2011
2,2,"Brian Davis",NA,67,67,1,"FirstTeeEarlyRound5ScoringAverage",2011
2,2,"Derek Lamely",NA,67,67,1,"FirstTeeEarlyRound5ScoringAverage",2011
2,2,"Justin Leonard",NA,67,67,1,"FirstTeeEarlyRound5ScoringAverage",2011
2,2,"Webb Simpson",NA,67,67,1,"FirstTeeEarlyRound5ScoringAverage",2011
2,2,"Vaughn Taylor",NA,67,67,1,"FirstTeeEarlyRound5ScoringAverage",2011
7,7,"Alex Cejka",NA,68,68,1,"FirstTeeEarlyRound5ScoringAverage",2011
7,7,"Matt Jones",NA,68,68,1,"FirstTeeEarlyRound5ScoringAverage",2011
9,9,"Michael Bradley",NA,69,69,1,"FirstTeeEarlyRound5ScoringAverage",2011
9,9,"David Duval",NA,69,69,1,"FirstTeeEarlyRound5ScoringAverage",2011
11,11,"Stephen Ames",NA,70,70,1,"FirstTeeEarlyRound5ScoringAverage",2011
11,11,"Steve Elkington",NA,70,70,1,"FirstTeeEarlyRound5ScoringAverage",2011
13,13,"Blake Adams",NA,71,71,1,"FirstTeeEarlyRound5ScoringAverage",2011
13,13,"Paul Goydos",NA,71,71,1,"FirstTeeEarlyRound5ScoringAverage",2011
15,15,"Jeff Overton",NA,73,73,1,"FirstTeeEarlyRound5ScoringAverage",2011
16,16,"DJ Trahan",NA,74,74,1,"FirstTeeEarlyRound5ScoringAverage",2011
17,17,"Kevin Stadler",NA,75,75,1,"FirstTeeEarlyRound5ScoringAverage",2011
18,18,"Scott McCarron",NA,78,78,1,"FirstTeeEarlyRound5ScoringAverage",2011
