"Top5FinalRoundPerformance_RANKTHISWEEK_2015","Top5FinalRoundPerformance_RANKLASTWEEK_2015","Top5FinalRoundPerformance_PLAYERNAME_2015","Top5FinalRoundPerformance_EVENTS_2015","Top5FinalRoundPerformance_PctTIMESIMPROVED_2015","Top5FinalRoundPerformance_OFTIMESIMPROVED_2015","stat_name","year"
1,1,"Ricky Barnes",27,100,1,"Top5FinalRoundPerformance",2015
1,1,"Paul Casey",24,100,4,"Top5FinalRoundPerformance",2015
1,1,"Harris English",29,100,1,"Top5FinalRoundPerformance",2015
1,1,"Matt Every",26,100,1,"Top5FinalRoundPerformance",2015
1,1,"Sergio Garcia",15,100,3,"Top5FinalRoundPerformance",2015
1,1,"Andres Gonzales",28,100,1,"Top5FinalRoundPerformance",2015
1,1,"Chesson Hadley",30,100,1,"Top5FinalRoundPerformance",2015
1,1,"Russell Henley",24,100,2,"Top5FinalRoundPerformance",2015
1,1,"JJ Henry",30,100,1,"Top5FinalRoundPerformance",2015
1,1,"Morgan Hoffmann",26,100,1,"Top5FinalRoundPerformance",2015
1,1,"Billy Horschel",28,100,1,"Top5FinalRoundPerformance",2015
1,1,"Kevin Kisner",30,100,2,"Top5FinalRoundPerformance",2015
1,1,"Martin Laird",24,100,2,"Top5FinalRoundPerformance",2015
1,1,"David Lingmerth",28,100,2,"Top5FinalRoundPerformance",2015
1,1,"Ben Martin",27,100,3,"Top5FinalRoundPerformance",2015
1,1,"Hideki Matsuyama",25,100,3,"Top5FinalRoundPerformance",2015
1,1,"Francesco Molinari",16,100,1,"Top5FinalRoundPerformance",2015
1,1,"Greg Owen",19,100,1,"Top5FinalRoundPerformance",2015
1,1,"Patrick Rodgers",17,100,2,"Top5FinalRoundPerformance",2015
1,1,"Justin Rose",20,100,5,"Top5FinalRoundPerformance",2015
1,1,"Jordan Spieth",25,100,9,"Top5FinalRoundPerformance",2015
1,1,"Robert Streb",30,100,1,"Top5FinalRoundPerformance",2015
1,1,"Nick Taylor",28,100,1,"Top5FinalRoundPerformance",2015
1,1,"Cameron Tringale",28,100,1,"Top5FinalRoundPerformance",2015
1,1,"Johnson Wagner",23,100,2,"Top5FinalRoundPerformance",2015
1,1,"Bubba Watson",19,100,6,"Top5FinalRoundPerformance",2015
1,1,"Steve Wheatcroft",28,100,1,"Top5FinalRoundPerformance",2015
1,1,"Will Wilcox",17,100,1,"Top5FinalRoundPerformance",2015
1,1,"Gary Woodland",24,100,1,"Top5FinalRoundPerformance",2015
30,30,"Jason Day",20,85.7,6,"Top5FinalRoundPerformance",2015
30,30,"Henrik Stenson",16,85.7,6,"Top5FinalRoundPerformance",2015
32,32,"Jimmy Walker",24,83.3,5,"Top5FinalRoundPerformance",2015
33,33,"Rickie Fowler",21,80,4,"Top5FinalRoundPerformance",2015
34,34,"Jim Furyk",19,75,3,"Top5FinalRoundPerformance",2015
