"Approach250275yardsRTP_RANKTHISWEEK_2015","Approach250275yardsRTP_RANKLASTWEEK_2015","Approach250275yardsRTP_PLAYERNAME_2015","Approach250275yardsRTP_ROUNDS_2015","Approach250275yardsRTP_AVGRTP_2015","stat_name","year"
1,1,"Carlos Ortiz",100,-0.929,"Approach250275yardsRTP",2015
2,2,"Jim Furyk",71,-0.846,"Approach250275yardsRTP",2015
3,3,"Derek Ernst",75,-0.842,"Approach250275yardsRTP",2015
4,4,"Johnson Wagner",68,-0.824,"Approach250275yardsRTP",2015
5,5,"JB Holmes",89,-0.808,"Approach250275yardsRTP",2015
6,6,"Seung Yul Noh",65,-0.8,"Approach250275yardsRTP",2015
7,7,"Luke Donald",71,-0.778,"Approach250275yardsRTP",2015
7,7,"Heath Slocum",57,-0.778,"Approach250275yardsRTP",2015
9,9,"Mark Wilson",89,-0.76,"Approach250275yardsRTP",2015
10,10,"Martin Laird",77,-0.75,"Approach250275yardsRTP",2015
10,10,"Justin Leonard",61,-0.75,"Approach250275yardsRTP",2015
12,12,"Keegan Bradley",87,-0.743,"Approach250275yardsRTP",2015
13,13,"Morgan Hoffmann",85,-0.742,"Approach250275yardsRTP",2015
14,14,"Ian Poulter",68,-0.733,"Approach250275yardsRTP",2015
15,15,"Roberto Castro",54,-0.727,"Approach250275yardsRTP",2015
15,15,"Matt Jones",89,-0.727,"Approach250275yardsRTP",2015
17,17,"Bryce Molder",91,-0.722,"Approach250275yardsRTP",2015
18,18,"Charlie Beljan",76,-0.714,"Approach250275yardsRTP",2015
18,18,"Chris Kirk",76,-0.714,"Approach250275yardsRTP",2015
20,20,"Mark Hubbard",79,-0.708,"Approach250275yardsRTP",2015
21,21,"KJ Choi",66,-0.706,"Approach250275yardsRTP",2015
22,22,"Zach Johnson",90,-0.704,"Approach250275yardsRTP",2015
23,23,"Scott Pinckney",88,-0.697,"Approach250275yardsRTP",2015
24,24,"Michael Thompson",83,-0.696,"Approach250275yardsRTP",2015
25,25,"Jamie Donaldson",50,-0.692,"Approach250275yardsRTP",2015
25,25,"Luke Guthrie",84,-0.692,"Approach250275yardsRTP",2015
27,27,"DA Points",72,-0.688,"Approach250275yardsRTP",2015
28,28,"Blayne Barber",76,-0.684,"Approach250275yardsRTP",2015
29,29,"Hideki Matsuyama",95,-0.683,"Approach250275yardsRTP",2015
30,30,"Kevin Na",98,-0.682,"Approach250275yardsRTP",2015
31,31,"Chad Campbell",97,-0.676,"Approach250275yardsRTP",2015
32,32,"Graham DeLaet",65,-0.667,"Approach250275yardsRTP",2015
32,32,"Davis Love III",51,-0.667,"Approach250275yardsRTP",2015
32,32,"Jonathan Randolph",72,-0.667,"Approach250275yardsRTP",2015
35,35,"Billy Horschel",99,-0.655,"Approach250275yardsRTP",2015
36,36,"Scott Stallings",60,-0.654,"Approach250275yardsRTP",2015
37,37,"Jimmy Walker",89,-0.652,"Approach250275yardsRTP",2015
38,38,"Matt Every",73,-0.65,"Approach250275yardsRTP",2015
38,38,"Jim Renner",68,-0.65,"Approach250275yardsRTP",2015
40,40,"Charley Hoffman",97,-0.649,"Approach250275yardsRTP",2015
41,41,"Phil Mickelson",70,-0.647,"Approach250275yardsRTP",2015
41,41,"Tim Wilkinson",73,-0.647,"Approach250275yardsRTP",2015
43,43,"Pat Perez",96,-0.645,"Approach250275yardsRTP",2015
44,44,"Vijay Singh",78,-0.643,"Approach250275yardsRTP",2015
45,45,"Jason Dufner",76,-0.636,"Approach250275yardsRTP",2015
45,45,"Oscar Fraustro",58,-0.636,"Approach250275yardsRTP",2015
45,45,"Padraig Harrington",60,-0.636,"Approach250275yardsRTP",2015
45,45,"Cameron Tringale",96,-0.636,"Approach250275yardsRTP",2015
45,45,"Boo Weekley",79,-0.636,"Approach250275yardsRTP",2015
50,50,"Brian Harman",90,-0.632,"Approach250275yardsRTP",2015
50,50,"Shawn Stefani",94,-0.632,"Approach250275yardsRTP",2015
52,52,"Adam Hadwin",95,-0.63,"Approach250275yardsRTP",2015
52,52,"Nick Watney",91,-0.63,"Approach250275yardsRTP",2015
54,54,"Matt Kuchar",97,-0.625,"Approach250275yardsRTP",2015
55,55,"Alex Prugh",84,-0.619,"Approach250275yardsRTP",2015
56,56,"Derek Fathauer",81,-0.615,"Approach250275yardsRTP",2015
56,56,"Charles Howell III",105,-0.615,"Approach250275yardsRTP",2015
56,56,"Charl Schwartzel",67,-0.615,"Approach250275yardsRTP",2015
59,59,"Jason Bohn",95,-0.613,"Approach250275yardsRTP",2015
60,60,"Robert Garrigus",70,-0.611,"Approach250275yardsRTP",2015
61,61,"David Hearn",97,-0.607,"Approach250275yardsRTP",2015
62,62,"Robert Streb",110,-0.605,"Approach250275yardsRTP",2015
62,62,"Justin Thomas",106,-0.605,"Approach250275yardsRTP",2015
64,64,"Brian Davis",86,-0.6,"Approach250275yardsRTP",2015
64,64,"John Huh",102,-0.6,"Approach250275yardsRTP",2015
66,66,"Jason Day",75,-0.594,"Approach250275yardsRTP",2015
66,66,"William McGirt",103,-0.594,"Approach250275yardsRTP",2015
68,68,"Steve Wheatcroft",87,-0.593,"Approach250275yardsRTP",2015
69,69,"Fabian Gomez",83,-0.591,"Approach250275yardsRTP",2015
70,70,"Jhonattan Vegas",90,-0.586,"Approach250275yardsRTP",2015
71,71,"Eric Axley",57,-0.583,"Approach250275yardsRTP",2015
71,71,"Marc Leishman",74,-0.583,"Approach250275yardsRTP",2015
73,73,"Justin Rose",69,-0.581,"Approach250275yardsRTP",2015
73,73,"John Senden",80,-0.581,"Approach250275yardsRTP",2015
75,75,"Colt Knost",90,-0.579,"Approach250275yardsRTP",2015
75,75,"Hudson Swafford",97,-0.579,"Approach250275yardsRTP",2015
77,77,"Harris English",105,-0.571,"Approach250275yardsRTP",2015
78,78,"Jonathan Byrd",69,-0.563,"Approach250275yardsRTP",2015
79,79,"Ryo Ishikawa",90,-0.556,"Approach250275yardsRTP",2015
79,79,"SJ Park",79,-0.556,"Approach250275yardsRTP",2015
79,79,"Andrew Svoboda",80,-0.556,"Approach250275yardsRTP",2015
79,79,"Gary Woodland",81,-0.556,"Approach250275yardsRTP",2015
83,83,"Tom Hoge",83,-0.55,"Approach250275yardsRTP",2015
83,83,"Chez Reavie",56,-0.55,"Approach250275yardsRTP",2015
83,83,"Patrick Rodgers",57,-0.55,"Approach250275yardsRTP",2015
86,86,"Alex Cejka",94,-0.548,"Approach250275yardsRTP",2015
87,87,"Ken Duke",93,-0.545,"Approach250275yardsRTP",2015
87,87,"Will Wilcox",58,-0.545,"Approach250275yardsRTP",2015
89,89,"Rickie Fowler",76,-0.538,"Approach250275yardsRTP",2015
89,89,"Louis Oosthuizen",68,-0.538,"Approach250275yardsRTP",2015
91,91,"Chesson Hadley",101,-0.537,"Approach250275yardsRTP",2015
92,92,"Ryan Moore",81,-0.536,"Approach250275yardsRTP",2015
93,93,"Russell Henley",87,-0.533,"Approach250275yardsRTP",2015
93,93,"Dustin Johnson",75,-0.533,"Approach250275yardsRTP",2015
93,93,"Chris Stroud",84,-0.533,"Approach250275yardsRTP",2015
96,96,"Patrick Reed",103,-0.531,"Approach250275yardsRTP",2015
97,97,"Zac Blair",108,-0.529,"Approach250275yardsRTP",2015
97,97,"Jonas Blixt",78,-0.529,"Approach250275yardsRTP",2015
99,99,"Kevin Kisner",104,-0.525,"Approach250275yardsRTP",2015
100,100,"JJ Henry",94,-0.524,"Approach250275yardsRTP",2015
100,100,"Rory Sabbatini",81,-0.524,"Approach250275yardsRTP",2015
102,102,"Scott Langley",94,-0.522,"Approach250275yardsRTP",2015
102,102,"Brian Stuard",97,-0.522,"Approach250275yardsRTP",2015
104,104,"Scott Brown",97,-0.52,"Approach250275yardsRTP",2015
105,105,"Bill Haas",89,-0.519,"Approach250275yardsRTP",2015
105,105,"Jeff Overton",94,-0.519,"Approach250275yardsRTP",2015
107,107,"Kyle Reifers",96,-0.516,"Approach250275yardsRTP",2015
108,108,"Daniel Berger",97,-0.514,"Approach250275yardsRTP",2015
108,108,"Steven Bowditch",103,-0.514,"Approach250275yardsRTP",2015
108,108,"Russell Knox",96,-0.514,"Approach250275yardsRTP",2015
111,111,"Jordan Spieth",91,-0.512,"Approach250275yardsRTP",2015
112,112,"Steven Alker",62,-0.5,"Approach250275yardsRTP",2015
112,112,"Sangmoon Bae",98,-0.5,"Approach250275yardsRTP",2015
112,112,"Greg Chalmers",58,-0.5,"Approach250275yardsRTP",2015
112,112,"Chad Collins",79,-0.5,"Approach250275yardsRTP",2015
112,112,"Erik Compton",86,-0.5,"Approach250275yardsRTP",2015
112,112,"Tony Finau",106,-0.5,"Approach250275yardsRTP",2015
112,112,"Brice Garnett",81,-0.5,"Approach250275yardsRTP",2015
