"AverageApproachShotDistance_RANKTHISWEEK_2016","AverageApproachShotDistance_RANKLASTWEEK_2016","AverageApproachShotDistance_PLAYERNAME_2016","AverageApproachShotDistance_ROUNDS_2016","AverageApproachShotDistance_AVG_2016","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2016","AverageApproachShotDistance_TOTALHOLES_2016","stat_name","year"
1,2,"Charlie Beljan",26,155.2,1698208,304,"AverageApproachShotDistance",2016
2,1,"Kelly Kraft",35,156.4,2010144,357,"AverageApproachShotDistance",2016
3,3,"Brian Gay",22,157,1813872,321,"AverageApproachShotDistance",2016
4,4,"Andrew Landry",24,157.1,1204662,213,"AverageApproachShotDistance",2016
5,5,"Abraham Ancer",26,157.4,1620297,286,"AverageApproachShotDistance",2016
6,6,"Darron Stiles",28,157.5,1621756,286,"AverageApproachShotDistance",2016
7,7,"Justin Leonard",28,157.7,2242194,395,"AverageApproachShotDistance",2016
8,12,"Billy Hurley III",22,159.1,1735987,303,"AverageApproachShotDistance",2016
9,14,"Dicky Pride",33,159.3,2345092,409,"AverageApproachShotDistance",2016
10,16,"Shane Bertsch",30,159.4,1962794,342,"AverageApproachShotDistance",2016
10,16,"Miguel Angel Carballo",24,159.4,1440314,251,"AverageApproachShotDistance",2016
12,8,"Tyler Aldridge",53,159.5,4224915,736,"AverageApproachShotDistance",2016
13,20,"Luke Guthrie",31,159.9,2146865,373,"AverageApproachShotDistance",2016
13,14,"Peter Malnati",53,159.9,4316235,750,"AverageApproachShotDistance",2016
13,8,"Tim Wilkinson",40,159.9,2682674,466,"AverageApproachShotDistance",2016
16,10,"David Toms",38,160,3306505,574,"AverageApproachShotDistance",2016
17,11,"Jason Gore",51,160.3,3722065,645,"AverageApproachShotDistance",2016
17,22,"Carl Pettersson",31,160.3,2897185,502,"AverageApproachShotDistance",2016
19,27,"Brice Garnett",29,160.8,1557620,269,"AverageApproachShotDistance",2016
20,13,"Vaughn Taylor",30,160.9,2589203,447,"AverageApproachShotDistance",2016
21,29,"Jerry Kelly",44,161,2921443,504,"AverageApproachShotDistance",2016
22,25,"Justin Hicks",26,161.1,2481949,428,"AverageApproachShotDistance",2016
22,30,"Lucas Lee",22,161.1,1559614,269,"AverageApproachShotDistance",2016
24,26,"Will Ma Kenzie",54,161.2,4149985,715,"AverageApproachShotDistance",2016
25,34,"Ken Duke",26,161.3,2085200,359,"AverageApproachShotDistance",2016
25,22,"DH Lee",35,161.3,2462154,424,"AverageApproachShotDistance",2016
27,18,"Martin Piller",37,161.4,2684589,462,"AverageApproachShotDistance",2016
27,18,"Cameron Smith",45,161.4,2707782,466,"AverageApproachShotDistance",2016
27,32,"Kevin Streelman",46,161.4,3212424,553,"AverageApproachShotDistance",2016
27,30,"Michael Thompson",46,161.4,3224129,555,"AverageApproachShotDistance",2016
31,21,"Steve Marino",40,161.7,2800515,481,"AverageApproachShotDistance",2016
31,38,"DA Points",32,161.7,2078640,357,"AverageApproachShotDistance",2016
33,34,"Steven Bowditch",40,162.2,2896518,496,"AverageApproachShotDistance",2016
34,41,"Wes Roach",33,162.3,2184764,374,"AverageApproachShotDistance",2016
35,36,"Stuart Appleby",39,162.5,3773188,645,"AverageApproachShotDistance",2016
35,22,"Tom Hoge",47,162.5,3668885,627,"AverageApproachShotDistance",2016
37,49,"Brendon Todd",43,162.6,3558958,608,"AverageApproachShotDistance",2016
38,40,"Geoff Ogilvy",37,162.8,3147114,537,"AverageApproachShotDistance",2016
39,46,"David Hearn",55,163,4401689,750,"AverageApproachShotDistance",2016
40,46,"Nick Taylor",57,163.1,4633439,789,"AverageApproachShotDistance",2016
41,49,"Bryce Molder",50,163.2,4096008,697,"AverageApproachShotDistance",2016
41,36,"Dawie van der Walt",48,163.2,3583082,610,"AverageApproachShotDistance",2016
43,51,"Zach Johnson",42,163.3,3461697,589,"AverageApproachShotDistance",2016
43,51,"Cameron Percy",22,163.3,1481824,252,"AverageApproachShotDistance",2016
45,54,"Jon Curran",55,163.4,4211306,716,"AverageApproachShotDistance",2016
45,54,"Russell Henley",42,163.4,3887327,661,"AverageApproachShotDistance",2016
47,54,"Colt Knost",56,163.5,4433505,753,"AverageApproachShotDistance",2016
47,28,"Brian Stuard",24,163.5,1889954,321,"AverageApproachShotDistance",2016
49,39,"Ricky Barnes",57,163.6,4647199,789,"AverageApproachShotDistance",2016
49,59,"KJ Choi",47,163.6,4205013,714,"AverageApproachShotDistance",2016
49,59,"Shawn Stefani",45,163.6,3692474,627,"AverageApproachShotDistance",2016
52,65,"Ryan Palmer",46,163.8,4416496,749,"AverageApproachShotDistance",2016
53,66,"Matt Kuchar",46,163.9,3273728,555,"AverageApproachShotDistance",2016
53,42,"Rob Oppenheim",37,163.9,2968683,503,"AverageApproachShotDistance",2016
55,44,"Brian Harman",60,164,4935386,836,"AverageApproachShotDistance",2016
55,62,"Morgan Hoffmann",43,164,3696458,626,"AverageApproachShotDistance",2016
55,69,"Michael Kim",62,164,5383426,912,"AverageApproachShotDistance",2016
55,68,"Russell Knox",48,164,3070798,520,"AverageApproachShotDistance",2016
59,59,"Andres Gonzales",46,164.2,3592951,608,"AverageApproachShotDistance",2016
59,72,"Brooks Koepka",39,164.2,2967957,502,"AverageApproachShotDistance",2016
61,62,"Derek Fathauer",58,164.3,4529801,766,"AverageApproachShotDistance",2016
62,58,"Jason Bohn",37,164.4,3059874,517,"AverageApproachShotDistance",2016
63,44,"Hunter Mahan",43,164.5,3256166,550,"AverageApproachShotDistance",2016
63,76,"Seung Yul Noh",54,164.5,4654959,786,"AverageApproachShotDistance",2016
65,78,"Robert Allenby",35,164.6,2643298,446,"AverageApproachShotDistance",2016
65,69,"James Hahn",45,164.6,3929742,663,"AverageApproachShotDistance",2016
65,54,"Shane Lowry",35,164.6,2103848,355,"AverageApproachShotDistance",2016
68,69,"Erik Compton",45,164.8,3399979,573,"AverageApproachShotDistance",2016
68,85,"Rhein Gibson",36,164.8,2764406,466,"AverageApproachShotDistance",2016
70,88,"Branden Grace",31,164.9,1905712,321,"AverageApproachShotDistance",2016
71,81,"David Lingmerth",54,165,3824553,644,"AverageApproachShotDistance",2016
71,90,"Louis Oosthuizen",25,165,1045679,176,"AverageApproachShotDistance",2016
73,78,"Spencer Levin",62,165.3,5099692,857,"AverageApproachShotDistance",2016
73,51,"Henrik Norlander",41,165.3,2767649,465,"AverageApproachShotDistance",2016
73,73,"Kyle Stanley",57,165.3,4884332,821,"AverageApproachShotDistance",2016
76,66,"Alex Cejka",47,165.4,3311540,556,"AverageApproachShotDistance",2016
76,43,"Chesson Hadley",51,165.4,4025783,676,"AverageApproachShotDistance",2016
76,95,"Davis Love III",40,165.4,3494384,587,"AverageApproachShotDistance",2016
76,98,"Steve Stricker",25,165.4,2226370,374,"AverageApproachShotDistance",2016
80,90,"Lucas Glover",53,165.5,4997507,839,"AverageApproachShotDistance",2016
80,78,"Charles Howell III",63,165.5,5343478,897,"AverageApproachShotDistance",2016
82,95,"Bill Haas",42,165.6,2986363,501,"AverageApproachShotDistance",2016
82,81,"Jamie Lovemark",57,165.6,5340422,896,"AverageApproachShotDistance",2016
