"AverageApproachShotDistance_RANKTHISWEEK_2016","AverageApproachShotDistance_RANKLASTWEEK_2016","AverageApproachShotDistance_PLAYERNAME_2016","AverageApproachShotDistance_ROUNDS_2016","AverageApproachShotDistance_AVG_2016","AverageApproachShotDistance_TOTALDISTOFAPPRSHOT_2016","AverageApproachShotDistance_TOTALHOLES_2016","stat_name","year"
84,48,"Derek Ernst",36,165.7,2355624,395,"AverageApproachShotDistance",2016
84,104,"Smylie Kaufman",57,165.7,4397100,737,"AverageApproachShotDistance",2016
84,104,"Brandt Snedeker",47,165.7,3602532,604,"AverageApproachShotDistance",2016
84,104,"Hudson Swafford",52,165.7,4134895,693,"AverageApproachShotDistance",2016
88,90,"Blayne Barber",44,165.8,4057811,680,"AverageApproachShotDistance",2016
88,90,"Zac Blair",56,165.8,4493529,753,"AverageApproachShotDistance",2016
88,110,"Stewart Cink",45,165.8,3533137,592,"AverageApproachShotDistance",2016
88,112,"Ben Crane",48,165.8,3945143,661,"AverageApproachShotDistance",2016
88,128,"Luke Donald",49,165.8,3527926,591,"AverageApproachShotDistance",2016
88,110,"Freddie Jacobson",54,165.8,4166316,698,"AverageApproachShotDistance",2016
88,97,"Martin Laird",46,165.8,4047678,678,"AverageApproachShotDistance",2016
88,85,"Steve Wheatcroft",53,165.8,4453613,746,"AverageApproachShotDistance",2016
96,112,"Jason Dufner",53,165.9,3732640,625,"AverageApproachShotDistance",2016
96,81,"Brett Stegmaier",57,165.9,5003755,838,"AverageApproachShotDistance",2016
96,85,"Boo Weekley",53,165.9,4346988,728,"AverageApproachShotDistance",2016
99,100,"JJ Henry",44,166,4285721,717,"AverageApproachShotDistance",2016
99,112,"Hiroshi Iwata",51,166,3614836,605,"AverageApproachShotDistance",2016
99,73,"Kyle Reifers",63,166,5143856,861,"AverageApproachShotDistance",2016
102,123,"Ryan Moore",40,166.2,2877203,481,"AverageApproachShotDistance",2016
103,100,"Jonas Blixt",46,166.3,3933813,657,"AverageApproachShotDistance",2016
103,62,"Sean OHair",45,166.3,4280393,715,"AverageApproachShotDistance",2016
103,75,"John Senden",48,166.3,4280688,715,"AverageApproachShotDistance",2016
103,100,"Camilo Villegas",50,166.3,4509331,753,"AverageApproachShotDistance",2016
103,123,"Mark Wilson",42,166.3,3759054,628,"AverageApproachShotDistance",2016
108,81,"Scott Langley",41,166.5,3333617,556,"AverageApproachShotDistance",2016
108,76,"Johnson Wagner",44,166.5,3655383,610,"AverageApproachShotDistance",2016
110,116,"Thomas Aiken",42,166.6,2789346,465,"AverageApproachShotDistance",2016
110,103,"Jim Herman",55,166.6,4054569,676,"AverageApproachShotDistance",2016
112,132,"Greg Owen",56,166.7,4615602,769,"AverageApproachShotDistance",2016
113,98,"Roberto Castro",55,166.8,4943120,823,"AverageApproachShotDistance",2016
113,90,"Andrew Loupe",50,166.8,4382585,730,"AverageApproachShotDistance",2016
113,126,"Chez Reavie",56,166.8,4940663,823,"AverageApproachShotDistance",2016
113,117,"Justin Thomas",53,166.8,3974849,662,"AverageApproachShotDistance",2016
117,122,"Scott Brown",59,166.9,4313379,718,"AverageApproachShotDistance",2016
117,117,"Bronson Burgoon",53,166.9,4103315,683,"AverageApproachShotDistance",2016
117,128,"Dustin Johnson",37,166.9,2150955,358,"AverageApproachShotDistance",2016
120,132,"Aaron Baddeley",51,167.2,3870681,643,"AverageApproachShotDistance",2016
121,134,"Chris Kirk",51,167.3,4220799,701,"AverageApproachShotDistance",2016
121,88,"Francesco Molinari",36,167.3,3571269,593,"AverageApproachShotDistance",2016
121,104,"Jeff Overton",51,167.3,4752610,789,"AverageApproachShotDistance",2016
121,134,"Pat Perez",28,167.3,1824888,303,"AverageApproachShotDistance",2016
125,126,"George McNeill",33,167.4,3025577,502,"AverageApproachShotDistance",2016
125,115,"Robert Streb",51,167.4,3568028,592,"AverageApproachShotDistance",2016
127,123,"Chris Stroud",52,167.5,4438126,736,"AverageApproachShotDistance",2016
128,128,"Brendon de Jonge",55,167.6,4187852,694,"AverageApproachShotDistance",2016
128,145,"Jordan Spieth",34,167.6,2141483,355,"AverageApproachShotDistance",2016
130,140,"Chad Collins",45,167.7,3870266,641,"AverageApproachShotDistance",2016
130,131,"Jamie Donaldson",28,167.7,2251235,373,"AverageApproachShotDistance",2016
130,134,"Cameron Tringale",47,167.7,4310453,714,"AverageApproachShotDistance",2016
133,145,"Si Woo Kim",63,167.8,5631289,932,"AverageApproachShotDistance",2016
133,104,"Harold Varner III",58,167.8,5279036,874,"AverageApproachShotDistance",2016
135,148,"Tyrone Van Aswegen",67,167.9,5622799,930,"AverageApproachShotDistance",2016
136,140,"Matt Every",34,168,3109321,514,"AverageApproachShotDistance",2016
137,155,"Charley Hoffman",49,168.2,3888450,642,"AverageApproachShotDistance",2016
137,134,"Jason Kokrak",52,168.2,4443230,734,"AverageApproachShotDistance",2016
137,151,"Ollie Schniederjans",23,168.2,2064691,341,"AverageApproachShotDistance",2016
140,134,"Kevin Chappell",49,168.3,4337644,716,"AverageApproachShotDistance",2016
141,156,"Retief Goosen",37,168.4,3467775,572,"AverageApproachShotDistance",2016
141,157,"Graeme McDowell",33,168.4,2479012,409,"AverageApproachShotDistance",2016
141,157,"DJ Trahan",23,168.4,1200028,198,"AverageApproachShotDistance",2016
144,145,"Kevin Kisner",49,168.5,3511231,579,"AverageApproachShotDistance",2016
144,153,"Ben Martin",48,168.5,4344381,716,"AverageApproachShotDistance",2016
144,160,"Kevin Na",52,168.5,3591602,592,"AverageApproachShotDistance",2016
144,117,"Carlos Ortiz",47,168.5,3688323,608,"AverageApproachShotDistance",2016
144,140,"Scott Stallings",46,168.5,4107184,677,"AverageApproachShotDistance",2016
149,143,"Ernie Els",34,168.6,3017459,497,"AverageApproachShotDistance",2016
149,162,"Rory Sabbatini",40,168.6,2725082,449,"AverageApproachShotDistance",2016
149,117,"Brendan Steele",48,168.6,4121348,679,"AverageApproachShotDistance",2016
152,150,"Graham DeLaet",50,168.7,4579352,754,"AverageApproachShotDistance",2016
153,143,"Mark Hubbard",73,168.9,6408526,1054,"AverageApproachShotDistance",2016
153,134,"Patton Kizzire",57,168.9,4803965,790,"AverageApproachShotDistance",2016
153,148,"Sam Saunders",40,168.9,2821911,464,"AverageApproachShotDistance",2016
153,160,"Will Wilcox",47,168.9,4250726,699,"AverageApproachShotDistance",2016
157,163,"Whee Kim",54,169,4429083,728,"AverageApproachShotDistance",2016
158,165,"Matt Jones",45,169.1,3043617,500,"AverageApproachShotDistance",2016
158,151,"Ian Poulter",37,169.1,2478051,407,"AverageApproachShotDistance",2016
158,153,"Patrick Reed",53,169.1,3482469,572,"AverageApproachShotDistance",2016
161,157,"Scott Pinckney",53,169.6,4261563,698,"AverageApproachShotDistance",2016
162,169,"Bernd Wiesberger",23,169.7,1319968,216,"AverageApproachShotDistance",2016
163,171,"John Huh",51,169.9,4813310,787,"AverageApproachShotDistance",2016
163,164,"William McGirt",54,169.9,5267084,861,"AverageApproachShotDistance",2016
163,171,"Andres Romero",22,169.9,1418755,232,"AverageApproachShotDistance",2016
166,104,"Robert Garrigus",34,170.1,2522770,412,"AverageApproachShotDistance",2016
166,168,"Fabian Gomez",49,170.1,4581657,748,"AverageApproachShotDistance",2016
166,117,"JB Holmes",39,170.1,3050333,498,"AverageApproachShotDistance",2016
169,169,"Patrick Rodgers",49,170.3,4284816,699,"AverageApproachShotDistance",2016
170,179,"Byeong Hun An",23,170.6,1406168,229,"AverageApproachShotDistance",2016
170,178,"Troy Merritt",41,170.6,3180947,518,"AverageApproachShotDistance",2016
170,179,"Webb Simpson",34,170.6,3040756,495,"AverageApproachShotDistance",2016
173,182,"Adam Hadwin",53,170.7,5167871,841,"AverageApproachShotDistance",2016
173,179,"Bubba Watson",30,170.7,1880483,306,"AverageApproachShotDistance",2016
175,176,"Harris English",51,170.8,3719520,605,"AverageApproachShotDistance",2016
176,184,"Keegan Bradley",40,170.9,2971767,483,"AverageApproachShotDistance",2016
176,185,"Angel Cabrera",42,170.9,3519980,572,"AverageApproachShotDistance",2016
176,176,"Chad Campbell",54,170.9,4743044,771,"AverageApproachShotDistance",2016
179,185,"Billy Horschel",45,171,3737690,607,"AverageApproachShotDistance",2016
179,185,"Marc Leishman",41,171,2745537,446,"AverageApproachShotDistance",2016
181,173,"Emiliano Grillo",47,171.1,3836894,623,"AverageApproachShotDistance",2016
181,189,"Padraig Harrington",38,171.1,3516396,571,"AverageApproachShotDistance",2016
183,166,"Daniel Summerhays",55,171.2,4751253,771,"AverageApproachShotDistance",2016
184,185,"Vijay Singh",42,171.3,4057612,658,"AverageApproachShotDistance",2016
185,175,"Sung Kang",51,171.4,4516719,732,"AverageApproachShotDistance",2016
186,190,"Charl Schwartzel",29,171.6,2224511,360,"AverageApproachShotDistance",2016
187,192,"Jason Day",36,171.8,2412675,390,"AverageApproachShotDistance",2016
187,166,"Tony Finau",49,171.8,4044846,654,"AverageApproachShotDistance",2016
189,195,"Luke List",51,172.2,4327842,698,"AverageApproachShotDistance",2016
189,173,"Gary Woodland",45,172.2,3873888,625,"AverageApproachShotDistance",2016
191,197,"Jimmy Walker",43,172.4,3562751,574,"AverageApproachShotDistance",2016
192,182,"Phil Mickelson",37,172.5,2974694,479,"AverageApproachShotDistance",2016
193,201,"Sergio Garcia",28,172.7,1442185,232,"AverageApproachShotDistance",2016
194,193,"Daniel Berger",52,172.8,3980365,640,"AverageApproachShotDistance",2016
195,202,"Scott Piercy",45,172.9,3124764,502,"AverageApproachShotDistance",2016
196,193,"Paul Casey",39,173.1,2549164,409,"AverageApproachShotDistance",2016
197,204,"Danny Lee",53,173.5,4010029,642,"AverageApproachShotDistance",2016
198,191,"Rory McIlroy",37,174,2436326,389,"AverageApproachShotDistance",2016
199,200,"Jhonattan Vegas",49,174.3,4041816,644,"AverageApproachShotDistance",2016
200,199,"Rickie Fowler",42,174.9,3564576,566,"AverageApproachShotDistance",2016
200,197,"Hideki Matsuyama",40,174.9,2908546,462,"AverageApproachShotDistance",2016
202,205,"Anirban Lahiri",44,175,2922743,464,"AverageApproachShotDistance",2016
203,196,"Justin Rose",35,175.9,2823984,446,"AverageApproachShotDistance",2016
204,203,"Adam Scott",39,176.2,2702713,426,"AverageApproachShotDistance",2016
205,206,"Andy Sullivan",25,177.7,1823375,285,"AverageApproachShotDistance",2016
206,207,"Matthew Fitzpatrick",23,177.9,1357352,212,"AverageApproachShotDistance",2016
207,208,"Henrik Stenson",30,179.3,2052576,318,"AverageApproachShotDistance",2016
