"Approach5075yardsRTPScore_RANKTHISWEEK_2013","Approach5075yardsRTPScore_RANKLASTWEEK_2013","Approach5075yardsRTPScore_PLAYERNAME_2013","Approach5075yardsRTPScore_ROUNDS_2013","Approach5075yardsRTPScore_AVGRTP_2013","stat_name","year"
1,1,"Ben Curtis",59,-0.545,"Approach5075yardsRTPScore",2013
2,2,"Rod Pampling",46,-0.5,"Approach5075yardsRTPScore",2013
3,3,"Lee Williams",62,-0.462,"Approach5075yardsRTPScore",2013
4,4,"Alistair Presnell",59,-0.438,"Approach5075yardsRTPScore",2013
5,5,"Freddie Jacobson",63,-0.429,"Approach5075yardsRTPScore",2013
6,6,"Dicky Pride",71,-0.389,"Approach5075yardsRTPScore",2013
7,7,"Vaughn Taylor",50,-0.375,"Approach5075yardsRTPScore",2013
8,8,"Justin Rose",62,-0.357,"Approach5075yardsRTPScore",2013
9,9,"Ted Potter Jr",65,-0.355,"Approach5075yardsRTPScore",2013
10,10,"Bob Estes",66,-0.348,"Approach5075yardsRTPScore",2013
11,11,"Rickie Fowler",75,-0.333,"Approach5075yardsRTPScore",2013
11,11,"Robert Karlsson",56,-0.333,"Approach5075yardsRTPScore",2013
11,11,"Rory McIlroy",56,-0.333,"Approach5075yardsRTPScore",2013
14,14,"Jeff Maggert",63,-0.32,"Approach5075yardsRTPScore",2013
15,15,"Steve Stricker",51,-0.316,"Approach5075yardsRTPScore",2013
15,15,"Bo Van Pelt",72,-0.316,"Approach5075yardsRTPScore",2013
17,17,"Martin Laird",68,-0.313,"Approach5075yardsRTPScore",2013
18,18,"Brandt Jobe",62,-0.3,"Approach5075yardsRTPScore",2013
19,19,"David Lynn",70,-0.292,"Approach5075yardsRTPScore",2013
20,20,"Russell Henley",80,-0.286,"Approach5075yardsRTPScore",2013
20,20,"Johnson Wagner",64,-0.286,"Approach5075yardsRTPScore",2013
22,22,"Camilo Villegas",79,-0.278,"Approach5075yardsRTPScore",2013
23,23,"Ben Crane",62,-0.276,"Approach5075yardsRTPScore",2013
23,23,"Matt Kuchar",93,-0.276,"Approach5075yardsRTPScore",2013
25,25,"Kyle Stanley",71,-0.267,"Approach5075yardsRTPScore",2013
26,26,"David Mathis",71,-0.263,"Approach5075yardsRTPScore",2013
27,27,"Tommy Gainey",84,-0.25,"Approach5075yardsRTPScore",2013
27,27,"Luke Guthrie",82,-0.25,"Approach5075yardsRTPScore",2013
27,27,"Zach Johnson",84,-0.25,"Approach5075yardsRTPScore",2013
27,27,"Dustin Johnson",71,-0.25,"Approach5075yardsRTPScore",2013
31,31,"Patrick Reed",83,-0.24,"Approach5075yardsRTPScore",2013
32,32,"Greg Chalmers",77,-0.222,"Approach5075yardsRTPScore",2013
32,32,"Bill Haas",85,-0.222,"Approach5075yardsRTPScore",2013
32,32,"Jerry Kelly",75,-0.222,"Approach5075yardsRTPScore",2013
32,32,"Bryce Molder",82,-0.222,"Approach5075yardsRTPScore",2013
32,32,"John Rollins",77,-0.222,"Approach5075yardsRTPScore",2013
37,37,"David Lingmerth",68,-0.214,"Approach5075yardsRTPScore",2013
37,37,"Ian Poulter",59,-0.214,"Approach5075yardsRTPScore",2013
39,39,"Bud Cauley",67,-0.211,"Approach5075yardsRTPScore",2013
40,40,"Stewart Cink",71,-0.2,"Approach5075yardsRTPScore",2013
40,40,"Nicolas Colsaerts",50,-0.2,"Approach5075yardsRTPScore",2013
40,40,"Brian Davis",91,-0.2,"Approach5075yardsRTPScore",2013
40,40,"Matt Jones",83,-0.2,"Approach5075yardsRTPScore",2013
44,44,"Roberto Castro",97,-0.19,"Approach5075yardsRTPScore",2013
44,44,"Hunter Mahan",91,-0.19,"Approach5075yardsRTPScore",2013
44,44,"Webb Simpson",92,-0.19,"Approach5075yardsRTPScore",2013
47,47,"Tim Clark",64,-0.176,"Approach5075yardsRTPScore",2013
47,47,"John Senden",79,-0.176,"Approach5075yardsRTPScore",2013
49,49,"Mark Wilson",56,-0.174,"Approach5075yardsRTPScore",2013
50,50,"Stuart Appleby",88,-0.171,"Approach5075yardsRTPScore",2013
51,51,"David Hearn",88,-0.167,"Approach5075yardsRTPScore",2013
