"LateRound1ScoringAverage_RANKTHISWEEK_2011","LateRound1ScoringAverage_RANKLASTWEEK_2011","LateRound1ScoringAverage_PLAYERNAME_2011","LateRound1ScoringAverage__2011","LateRound1ScoringAverage_AVG_2011","LateRound1ScoringAverage_TOTALSTROKES_2011","LateRound1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Matt Kuchar",NA,68.54,891,13,"LateRound1ScoringAverage",2011
2,2,"Adam Scott",NA,68.67,412,6,"LateRound1ScoringAverage",2011
3,3,"Luke Donald",NA,69.11,622,9,"LateRound1ScoringAverage",2011
3,3,"JB Holmes",NA,69.11,622,9,"LateRound1ScoringAverage",2011
5,5,"Padraig Harrington",NA,69.33,416,6,"LateRound1ScoringAverage",2011
5,5,"Carl Pettersson",NA,69.33,624,9,"LateRound1ScoringAverage",2011
7,7,"Charlie Wi",NA,69.5,695,10,"LateRound1ScoringAverage",2011
8,8,"Chris Couch",NA,69.55,765,11,"LateRound1ScoringAverage",2011
9,9,"Brandt Jobe",NA,69.58,835,12,"LateRound1ScoringAverage",2011
10,10,"Alex Cejka",NA,69.63,557,8,"LateRound1ScoringAverage",2011
11,11,"Jerry Kelly",NA,69.64,766,11,"LateRound1ScoringAverage",2011
11,11,"Hunter Mahan",NA,69.64,766,11,"LateRound1ScoringAverage",2011
13,13,"Fabian Gomez",NA,69.73,1046,15,"LateRound1ScoringAverage",2011
14,14,"Tommy Gainey",NA,69.77,907,13,"LateRound1ScoringAverage",2011
15,15,"Ryan Moore",NA,69.78,628,9,"LateRound1ScoringAverage",2011
16,16,"Alexandre Rocha",NA,69.82,768,11,"LateRound1ScoringAverage",2011
17,17,"Bill Haas",NA,69.83,838,12,"LateRound1ScoringAverage",2011
18,18,"Tim Petrovic",NA,69.87,1048,15,"LateRound1ScoringAverage",2011
19,19,"Chris Riley",NA,69.91,769,11,"LateRound1ScoringAverage",2011
20,20,"Martin Laird",NA,69.92,839,12,"LateRound1ScoringAverage",2011
20,20,"Phil Mickelson",NA,69.92,839,12,"LateRound1ScoringAverage",2011
22,22,"KJ Choi",NA,70,700,10,"LateRound1ScoringAverage",2011
22,22,"David Hearn",NA,70,770,11,"LateRound1ScoringAverage",2011
22,22,"Steve Marino",NA,70,840,12,"LateRound1ScoringAverage",2011
22,22,"Scott Stallings",NA,70,910,13,"LateRound1ScoringAverage",2011
22,22,"YE Yang",NA,70,700,10,"LateRound1ScoringAverage",2011
27,27,"John Rollins",NA,70.08,911,13,"LateRound1ScoringAverage",2011
28,28,"Aron Price",NA,70.09,771,11,"LateRound1ScoringAverage",2011
28,28,"David Toms",NA,70.09,771,11,"LateRound1ScoringAverage",2011
30,30,"Chris DiMarco",NA,70.13,1122,16,"LateRound1ScoringAverage",2011
31,31,"Sergio Garcia",NA,70.14,491,7,"LateRound1ScoringAverage",2011
