"BirdieAverage_RANKTHISWEEK_2005","BirdieAverage_RANKLASTWEEK_2005","BirdieAverage_PLAYERNAME_2005","BirdieAverage_ROUNDS_2005","BirdieAverage_AVG_2005","BirdieAverage_OFBIRDIES_2005","BirdieAverage_TOTALROUNDS_2005","stat_name","year"
26,26,"Marco Dawson",82,3.76,308,82,"BirdieAverage",2005
26,26,"Dan Forsman",52,3.76,188,50,"BirdieAverage",2005
28,28,"Retief Goosen",71,3.75,229,61,"BirdieAverage",2005
29,29,"Mark Calcavecchia",92,3.74,337,90,"BirdieAverage",2005
29,29,"Sergio Garcia",73,3.74,254,68,"BirdieAverage",2005
29,29,"Hunter Mahan",103,3.74,378,101,"BirdieAverage",2005
29,29,"Joe Ogilvie",103,3.74,370,99,"BirdieAverage",2005
29,29,"Rod Pampling",89,3.74,314,84,"BirdieAverage",2005
34,34,"Woody Austin",100,3.73,373,100,"BirdieAverage",2005
34,34,"Zach Johnson",96,3.73,354,95,"BirdieAverage",2005
34,34,"Jonathan Kaye",77,3.73,276,74,"BirdieAverage",2005
34,34,"Davis Love III",80,3.73,280,75,"BirdieAverage",2005
34,34,"Billy Mayfair",114,3.73,410,110,"BirdieAverage",2005
39,39,"Billy Andrade",83,3.72,309,83,"BirdieAverage",2005
39,39,"John Huston",90,3.72,320,86,"BirdieAverage",2005
41,41,"John Daly",78,3.71,282,76,"BirdieAverage",2005
41,41,"Kent Jones",99,3.71,360,97,"BirdieAverage",2005
41,41,"Darron Stiles",78,3.71,282,76,"BirdieAverage",2005
41,41,"Duffy Waldorf",86,3.71,304,82,"BirdieAverage",2005
45,45,"Robert Allenby",95,3.7,329,89,"BirdieAverage",2005
45,45,"Jeff Brehaut",71,3.7,248,67,"BirdieAverage",2005
45,45,"Joey Sindelar",104,3.7,385,104,"BirdieAverage",2005
45,45,"Chris Smith",93,3.7,344,93,"BirdieAverage",2005
49,49,"Dean Wilson",86,3.69,317,86,"BirdieAverage",2005
50,50,"Bart Bryant",91,3.68,335,91,"BirdieAverage",2005
50,50,"Dudley Hart",84,3.68,309,84,"BirdieAverage",2005
50,50,"Justin Rose",99,3.68,350,95,"BirdieAverage",2005
50,50,"Patrick Sheehan",114,3.68,405,110,"BirdieAverage",2005
54,54,"Robert Gamez",91,3.67,334,91,"BirdieAverage",2005
54,54,"Lucas Glover",88,3.67,316,86,"BirdieAverage",2005
54,54,"Frank Lickliter II",100,3.67,352,96,"BirdieAverage",2005
57,57,"Brad Faxon",75,3.65,259,71,"BirdieAverage",2005
57,57,"Hunter Haas",83,3.65,288,79,"BirdieAverage",2005
57,57,"Brett Quigley",96,3.65,336,92,"BirdieAverage",2005
60,60,"Daniel Chopra",108,3.64,379,104,"BirdieAverage",2005
60,60,"Carl Pettersson",109,3.64,382,105,"BirdieAverage",2005
62,62,"Brandt Jobe",96,3.63,334,92,"BirdieAverage",2005
63,63,"Aaron Baddeley",84,3.62,297,82,"BirdieAverage",2005
63,63,"Kevin Stadler",96,3.62,333,92,"BirdieAverage",2005
65,65,"Neal Lancaster",95,3.61,343,95,"BirdieAverage",2005
65,65,"Steve Lowery",100,3.61,347,96,"BirdieAverage",2005
65,65,"John Senden",101,3.61,357,99,"BirdieAverage",2005
68,68,"Cameron Beckman",96,3.6,331,92,"BirdieAverage",2005
68,68,"Will Ma Kenzie",75,3.6,263,73,"BirdieAverage",2005
68,68,"Jose Maria Olazabal",55,3.6,191,53,"BirdieAverage",2005
71,71,"Olin Browne",99,3.59,341,95,"BirdieAverage",2005
71,71,"Jonathan Byrd",103,3.59,355,99,"BirdieAverage",2005
71,71,"Chad Campbell",95,3.59,330,92,"BirdieAverage",2005
71,71,"Sean OHair",103,3.59,355,99,"BirdieAverage",2005
71,71,"Phillip Price",77,3.59,262,73,"BirdieAverage",2005
71,71,"Mark Wilson",74,3.59,251,70,"BirdieAverage",2005
77,77,"Scott Hend",75,3.58,261,73,"BirdieAverage",2005
77,77,"Ted Purdy",122,3.58,437,122,"BirdieAverage",2005
79,79,"Briny Baird",98,3.57,343,96,"BirdieAverage",2005
79,79,"Justin Leonard",78,3.57,268,75,"BirdieAverage",2005
79,79,"John Rollins",97,3.57,339,95,"BirdieAverage",2005
79,79,"Hidemichi Tanaka",106,3.57,364,102,"BirdieAverage",2005
83,83,"Craig Barlow",81,3.56,274,77,"BirdieAverage",2005
83,83,"Pat Perez",89,3.56,317,89,"BirdieAverage",2005
83,83,"Adam Scott",72,3.56,242,68,"BirdieAverage",2005
83,83,"Nick Watney",91,3.56,317,89,"BirdieAverage",2005
87,87,"Paul Azinger",66,3.55,234,66,"BirdieAverage",2005
87,87,"Brian Davis",75,3.55,266,75,"BirdieAverage",2005
87,87,"Jeff Maggert",79,3.55,263,74,"BirdieAverage",2005
87,87,"Greg Owen",84,3.55,284,80,"BirdieAverage",2005
91,91,"Doug Barron",70,3.54,248,70,"BirdieAverage",2005
91,91,"JP Hayes",63,3.54,223,63,"BirdieAverage",2005
91,91,"Mark Hensby",70,3.54,241,68,"BirdieAverage",2005
91,91,"Shigeki Maruyama",99,3.54,347,98,"BirdieAverage",2005
91,91,"Heath Slocum",103,3.54,350,99,"BirdieAverage",2005
96,96,"Stuart Appleby",84,3.53,282,80,"BirdieAverage",2005
96,96,"Ryuji Imada",78,3.53,275,78,"BirdieAverage",2005
98,98,"Stewart Cink",98,3.52,317,90,"BirdieAverage",2005
98,98,"Kirk Triplett",55,3.52,183,52,"BirdieAverage",2005
100,100,"Hank Kuehne",84,3.51,281,80,"BirdieAverage",2005
100,100,"JL Lewis",98,3.51,344,98,"BirdieAverage",2005
100,100,"Rory Sabbatini",81,3.51,274,78,"BirdieAverage",2005
100,100,"Kevin Sutherland",89,3.51,305,87,"BirdieAverage",2005
100,100,"Bob Tway",87,3.51,291,83,"BirdieAverage",2005
105,105,"Chris DiMarco",83,3.49,262,75,"BirdieAverage",2005
105,105,"Joe Durant",81,3.49,283,81,"BirdieAverage",2005
105,105,"Todd Fischer",99,3.49,339,97,"BirdieAverage",2005
105,105,"Omar Uresti",84,3.49,293,84,"BirdieAverage",2005
109,109,"Brian Bateman",98,3.48,327,94,"BirdieAverage",2005
109,109,"KJ Choi",78,3.48,254,73,"BirdieAverage",2005
109,109,"Tom Pernice Jr",111,3.48,372,107,"BirdieAverage",2005
112,112,"Jason Bohn",91,3.47,316,91,"BirdieAverage",2005
112,112,"DJ Trahan",81,3.47,267,77,"BirdieAverage",2005
114,114,"Michael Allen",90,3.46,311,90,"BirdieAverage",2005
115,115,"JJ Henry",102,3.45,345,100,"BirdieAverage",2005
115,115,"Stephen Leaney",89,3.45,297,86,"BirdieAverage",2005
117,117,"Justin Bolli",65,3.44,217,63,"BirdieAverage",2005
117,117,"Lee Janzen",75,3.44,251,73,"BirdieAverage",2005
119,119,"Loren Roberts",54,3.43,182,53,"BirdieAverage",2005
120,120,"Luke Donald",67,3.42,205,60,"BirdieAverage",2005
120,120,"Brendan Jones",81,3.42,270,79,"BirdieAverage",2005
120,120,"Scott McCarron",78,3.42,253,74,"BirdieAverage",2005
123,123,"Bob Estes",92,3.41,314,92,"BirdieAverage",2005
123,123,"Todd Hamilton",94,3.41,310,91,"BirdieAverage",2005
123,123,"Charles Howell III",95,3.41,307,90,"BirdieAverage",2005
123,123,"Arron Oberholser",65,3.41,215,63,"BirdieAverage",2005
123,123,"Joey Snyder III",102,3.41,334,98,"BirdieAverage",2005
123,123,"Roland Thatcher",75,3.41,249,73,"BirdieAverage",2005
129,129,"Steve Allan",102,3.4,333,98,"BirdieAverage",2005
129,129,"Mathias Gronberg",60,3.4,197,58,"BirdieAverage",2005
129,129,"Jerry Kelly",101,3.4,337,99,"BirdieAverage",2005
129,129,"Rocco Mediate",73,3.4,248,73,"BirdieAverage",2005
129,129,"Kevin Na",88,3.4,292,86,"BirdieAverage",2005
129,129,"Corey Pavin",77,3.4,248,73,"BirdieAverage",2005
135,135,"Gavin Coles",70,3.39,237,70,"BirdieAverage",2005
135,135,"Carlos Franco",78,3.39,258,76,"BirdieAverage",2005
135,135,"Paul Gow",78,3.39,251,74,"BirdieAverage",2005
135,135,"Tom Lehman",69,3.39,227,67,"BirdieAverage",2005
135,135,"Tjaart van der Walt",56,3.39,190,56,"BirdieAverage",2005
140,140,"Padraig Harrington",50,3.38,162,48,"BirdieAverage",2005
140,140,"Jeff Sluman",94,3.38,318,94,"BirdieAverage",2005
142,142,"David Hearn",68,3.37,229,68,"BirdieAverage",2005
142,142,"Freddie Jacobson",72,3.37,239,71,"BirdieAverage",2005
144,144,"Peter Lonard",85,3.36,282,84,"BirdieAverage",2005
145,145,"Stephen Ames",82,3.35,265,79,"BirdieAverage",2005
145,145,"Jose Coceres",56,3.35,181,54,"BirdieAverage",2005
147,147,"Jesper Parnevik",84,3.34,274,82,"BirdieAverage",2005
147,147,"Charlie Wi",67,3.34,217,65,"BirdieAverage",2005
149,149,"John Cook",72,3.33,233,70,"BirdieAverage",2005
149,149,"Glen Day",80,3.33,260,78,"BirdieAverage",2005
149,149,"Brian Gay",101,3.33,330,99,"BirdieAverage",2005
149,149,"Tom Gillis",77,3.33,250,75,"BirdieAverage",2005
149,149,"Glen Hnatiuk",59,3.33,183,55,"BirdieAverage",2005
149,149,"DA Points",94,3.33,300,90,"BirdieAverage",2005
155,155,"John Elliott",58,3.32,186,56,"BirdieAverage",2005
155,155,"Tim Petrovic",97,3.32,309,93,"BirdieAverage",2005
155,155,"Mario Tiziani",67,3.32,216,65,"BirdieAverage",2005
158,158,"Steve Elkington",67,3.31,222,67,"BirdieAverage",2005
159,159,"Tommy Armour III",103,3.29,339,103,"BirdieAverage",2005
159,159,"Jay Haas",54,3.29,168,51,"BirdieAverage",2005
159,159,"Andrew Magee",82,3.29,257,78,"BirdieAverage",2005
162,162,"Chris Anderson",66,3.26,202,62,"BirdieAverage",2005
162,162,"Mike Weir",71,3.26,215,66,"BirdieAverage",2005
164,164,"Bernhard Langer",67,3.25,218,67,"BirdieAverage",2005
165,165,"Lee Westwood",50,3.23,155,48,"BirdieAverage",2005
165,165,"Jay Williamson",53,3.23,171,53,"BirdieAverage",2005
167,167,"Robert Damron",89,3.22,287,89,"BirdieAverage",2005
167,167,"Steve Flesch",90,3.22,274,85,"BirdieAverage",2005
167,167,"Matt Gogel",78,3.22,245,76,"BirdieAverage",2005
170,170,"Alex Cejka",84,3.21,260,81,"BirdieAverage",2005
171,171,"Paul Claxton",79,3.2,253,79,"BirdieAverage",2005
172,172,"Tom Byrum",83,3.19,265,83,"BirdieAverage",2005
173,173,"DJ Brigman",76,3.18,229,72,"BirdieAverage",2005
173,173,"James Driscoll",73,3.18,226,71,"BirdieAverage",2005
173,173,"Shaun Micheel",81,3.18,251,79,"BirdieAverage",2005
173,173,"Ian Poulter",62,3.18,178,56,"BirdieAverage",2005
177,177,"Larry Mize",54,3.16,158,50,"BirdieAverage",2005
178,178,"Matt Kuchar",60,3.15,189,60,"BirdieAverage",2005
179,179,"Dennis Paulson",63,3.14,198,63,"BirdieAverage",2005
180,180,"Rich Beem",66,3.11,193,62,"BirdieAverage",2005
181,181,"Bradley Hughes",52,3.1,161,52,"BirdieAverage",2005
182,182,"Michael Long",72,3.09,216,70,"BirdieAverage",2005
183,183,"Fred Funk",102,3.08,311,101,"BirdieAverage",2005
184,184,"Jason Allred",75,3.07,224,73,"BirdieAverage",2005
184,184,"Danny Briggs",70,3.07,209,68,"BirdieAverage",2005
186,186,"Skip Kendall",80,3.06,239,78,"BirdieAverage",2005
187,187,"Matt Davidson",53,3.04,161,53,"BirdieAverage",2005
188,188,"Franklin Langham",91,3.03,264,87,"BirdieAverage",2005
189,189,"Brent Geiberger",61,3,177,59,"BirdieAverage",2005
190,190,"Jeff Hart",63,2.97,181,61,"BirdieAverage",2005
191,191,"Bill Glasson",54,2.96,154,52,"BirdieAverage",2005
192,192,"Craig Perks",67,2.95,192,65,"BirdieAverage",2005
193,193,"Chris Riley",67,2.94,188,64,"BirdieAverage",2005
194,194,"Mark Brooks",72,2.93,211,72,"BirdieAverage",2005
195,195,"Mark OMeara",66,2.92,193,66,"BirdieAverage",2005
195,195,"Rob Rashell",65,2.92,190,65,"BirdieAverage",2005
195,195,"Hideto Tanihara",50,2.92,140,48,"BirdieAverage",2005
198,198,"Thomas Levet",54,2.91,154,53,"BirdieAverage",2005
199,199,"Len Mattiace",86,2.9,244,84,"BirdieAverage",2005
200,200,"Ben Curtis",65,2.88,187,65,"BirdieAverage",2005
201,201,"Jim Carter",62,2.6,156,60,"BirdieAverage",2005
202,202,"Steve Jones",56,2.57,139,54,"BirdieAverage",2005
