"BirdieAverage_RANKTHISWEEK_2005","BirdieAverage_RANKLASTWEEK_2005","BirdieAverage_PLAYERNAME_2005","BirdieAverage_ROUNDS_2005","BirdieAverage_AVG_2005","BirdieAverage_OFBIRDIES_2005","BirdieAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Tiger Woods",76,4.57,338,74,"BirdieAverage",2005
2,2,"Phil Mickelson",81,4.41,326,74,"BirdieAverage",2005
3,3,"Arjun Atwal",65,4.06,264,65,"BirdieAverage",2005
4,4,"Scott Verplank",87,4.05,348,86,"BirdieAverage",2005
5,5,"David Toms",87,4.04,311,77,"BirdieAverage",2005
6,6,"Brenden Pappas",51,4,204,51,"BirdieAverage",2005
6,6,"Tag Ridings",93,4,364,91,"BirdieAverage",2005
8,8,"Vijay Singh",111,3.96,432,109,"BirdieAverage",2005
9,9,"Ryan Palmer",101,3.92,380,97,"BirdieAverage",2005
10,10,"Tim Clark",92,3.91,340,87,"BirdieAverage",2005
10,10,"Tim Herron",100,3.91,387,99,"BirdieAverage",2005
12,12,"Geoff Ogilvy",97,3.88,361,93,"BirdieAverage",2005
13,13,"Harrison Frazar",105,3.87,391,101,"BirdieAverage",2005
14,14,"Scott Gutschewski",86,3.85,316,82,"BirdieAverage",2005
14,14,"Steve Stricker",62,3.85,239,62,"BirdieAverage",2005
16,16,"Bob Heintz",67,3.84,257,67,"BirdieAverage",2005
16,16,"Richard Johnson",50,3.84,192,50,"BirdieAverage",2005
18,18,"Kenny Perry",82,3.83,306,80,"BirdieAverage",2005
19,19,"Jim Furyk",94,3.82,355,93,"BirdieAverage",2005
20,20,"Vaughn Taylor",99,3.8,376,99,"BirdieAverage",2005
20,20,"Charles Warren",89,3.8,331,87,"BirdieAverage",2005
22,22,"Fred Couples",72,3.79,258,68,"BirdieAverage",2005
22,22,"Bo Van Pelt",112,3.79,425,112,"BirdieAverage",2005
24,24,"Ben Crane",78,3.78,280,74,"BirdieAverage",2005
25,25,"Brett Wetterich",76,3.77,279,74,"BirdieAverage",2005
