"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2015","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2015","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2015","FirstTeeLateRound3ScoringAverage__2015","FirstTeeLateRound3ScoringAverage_AVG_2015","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2015","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Robert Allenby",NA,66,66,1,"FirstTeeLateRound3ScoringAverage",2015
2,2,"SJ Park",NA,66.5,133,2,"FirstTeeLateRound3ScoringAverage",2015
2,2,"Byron Smith",NA,66.5,133,2,"FirstTeeLateRound3ScoringAverage",2015
4,4,"Bill Lunde",NA,67,134,2,"FirstTeeLateRound3ScoringAverage",2015
4,4,"Will Wilcox",NA,67,134,2,"FirstTeeLateRound3ScoringAverage",2015
6,6,"Whee Kim",NA,67.5,135,2,"FirstTeeLateRound3ScoringAverage",2015
6,6,"Justin Rose",NA,67.5,675,10,"FirstTeeLateRound3ScoringAverage",2015
8,8,"Camilo Villegas",NA,67.75,271,4,"FirstTeeLateRound3ScoringAverage",2015
9,9,"Fabian Gomez",NA,68,204,3,"FirstTeeLateRound3ScoringAverage",2015
9,9,"Jim Herman",NA,68,272,4,"FirstTeeLateRound3ScoringAverage",2015
9,9,"DA Points",NA,68,136,2,"FirstTeeLateRound3ScoringAverage",2015
12,12,"Jon Curran",NA,68.4,342,5,"FirstTeeLateRound3ScoringAverage",2015
13,13,"Jason Bohn",NA,68.5,548,8,"FirstTeeLateRound3ScoringAverage",2015
13,13,"Brice Garnett",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2015
13,13,"Scott Piercy",NA,68.5,548,8,"FirstTeeLateRound3ScoringAverage",2015
13,13,"Jonathan Randolph",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2015
17,17,"Louis Oosthuizen",NA,68.63,549,8,"FirstTeeLateRound3ScoringAverage",2015
18,18,"David Hearn",NA,68.67,412,6,"FirstTeeLateRound3ScoringAverage",2015
