"Round3ScoringAverage_RANKTHISWEEK_2012","Round3ScoringAverage_RANKLASTWEEK_2012","Round3ScoringAverage_PLAYERNAME_2012","Round3ScoringAverage__2012","Round3ScoringAverage_AVG_2012","Round3ScoringAverage_TOTALSTROKES_2012","Round3ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,NA,"Louis Oosthuizen",NA,68.57,960,14,"Round3ScoringAverage",2012
2,NA,"Jonas Blixt",NA,68.75,1100,16,"Round3ScoringAverage",2012
3,NA,"Rory McIlroy",NA,68.83,826,12,"Round3ScoringAverage",2012
4,NA,"Ryan Palmer",NA,68.88,1171,17,"Round3ScoringAverage",2012
5,NA,"Webb Simpson",NA,68.94,1172,17,"Round3ScoringAverage",2012
6,NA,"Phil Mickelson",NA,69.22,1246,18,"Round3ScoringAverage",2012
7,NA,"Bubba Watson",NA,69.27,1039,15,"Round3ScoringAverage",2012
8,NA,"Johnson Wagner",NA,69.35,1179,17,"Round3ScoringAverage",2012
9,NA,"Billy Horschel",NA,69.43,972,14,"Round3ScoringAverage",2012
9,NA,"Rory Sabbatini",NA,69.43,972,14,"Round3ScoringAverage",2012
11,NA,"Billy Hurley III",NA,69.44,625,9,"Round3ScoringAverage",2012
12,NA,"John Rollins",NA,69.5,973,14,"Round3ScoringAverage",2012
12,NA,"Brandt Snedeker",NA,69.5,1251,18,"Round3ScoringAverage",2012
14,NA,"Stuart Appleby",NA,69.54,904,13,"Round3ScoringAverage",2012
15,NA,"Jeff Overton",NA,69.59,1531,22,"Round3ScoringAverage",2012
16,NA,"DA Points",NA,69.6,1044,15,"Round3ScoringAverage",2012
17,NA,"DJ Trahan",NA,69.73,767,11,"Round3ScoringAverage",2012
18,NA,"Matt Kuchar",NA,69.8,1396,20,"Round3ScoringAverage",2012
19,NA,"Bill Haas",NA,69.88,1188,17,"Round3ScoringAverage",2012
20,NA,"Tim Clark",NA,69.91,769,11,"Round3ScoringAverage",2012
21,NA,"Ben Curtis",NA,69.92,839,12,"Round3ScoringAverage",2012
22,NA,"Keegan Bradley",NA,69.95,1399,20,"Round3ScoringAverage",2012
22,NA,"Jim Furyk",NA,69.95,1329,19,"Round3ScoringAverage",2012
24,NA,"Ernie Els",NA,70,1260,18,"Round3ScoringAverage",2012
24,NA,"Tim Herron",NA,70,1260,18,"Round3ScoringAverage",2012
24,NA,"Graeme McDowell",NA,70,840,12,"Round3ScoringAverage",2012
24,NA,"Sean OHair",NA,70,1330,19,"Round3ScoringAverage",2012
24,NA,"Roland Thatcher",NA,70,490,7,"Round3ScoringAverage",2012
24,NA,"Kyle Thompson",NA,70,350,5,"Round3ScoringAverage",2012
30,NA,"Bryce Molder",NA,70.06,1191,17,"Round3ScoringAverage",2012
31,NA,"Will Claxton",NA,70.09,1542,22,"Round3ScoringAverage",2012
31,NA,"Dicky Pride",NA,70.09,771,11,"Round3ScoringAverage",2012
33,NA,"Scott Brown",NA,70.1,701,10,"Round3ScoringAverage",2012
33,NA,"Brendon Todd",NA,70.1,701,10,"Round3ScoringAverage",2012
35,NA,"Angel Cabrera",NA,70.11,631,9,"Round3ScoringAverage",2012
35,NA,"Brendon de Jonge",NA,70.11,1893,27,"Round3ScoringAverage",2012
37,NA,"Tom Pernice Jr",NA,70.13,561,8,"Round3ScoringAverage",2012
38,NA,"Brian Davis",NA,70.17,1263,18,"Round3ScoringAverage",2012
38,NA,"John Mallinger",NA,70.17,842,12,"Round3ScoringAverage",2012
40,NA,"Steve Stricker",NA,70.18,1193,17,"Round3ScoringAverage",2012
41,NA,"Dustin Johnson",NA,70.19,1123,16,"Round3ScoringAverage",2012
42,NA,"Roberto Castro",NA,70.21,1334,19,"Round3ScoringAverage",2012
42,NA,"Bo Van Pelt",NA,70.21,1334,19,"Round3ScoringAverage",2012
44,NA,"Scott Stallings",NA,70.23,913,13,"Round3ScoringAverage",2012
45,NA,"Richard Lee",NA,70.25,843,12,"Round3ScoringAverage",2012
45,NA,"Tiger Woods",NA,70.25,1124,16,"Round3ScoringAverage",2012
47,NA,"Josh Teater",NA,70.28,1265,18,"Round3ScoringAverage",2012
48,NA,"Zach Johnson",NA,70.3,1617,23,"Round3ScoringAverage",2012
49,NA,"Nathan Green",NA,70.36,985,14,"Round3ScoringAverage",2012
50,NA,"John Merrick",NA,70.38,1126,16,"Round3ScoringAverage",2012
51,NA,"Robert Garrigus",NA,70.42,1338,19,"Round3ScoringAverage",2012
52,NA,"Jonathan Byrd",NA,70.43,986,14,"Round3ScoringAverage",2012
52,NA,"Brian Harman",NA,70.43,1479,21,"Round3ScoringAverage",2012
54,NA,"Spencer Levin",NA,70.44,1127,16,"Round3ScoringAverage",2012
54,NA,"Kyle Reifers",NA,70.44,1127,16,"Round3ScoringAverage",2012
56,NA,"Brandt Jobe",NA,70.45,775,11,"Round3ScoringAverage",2012
57,NA,"Sergio Garcia",NA,70.46,916,13,"Round3ScoringAverage",2012
58,NA,"Vijay Singh",NA,70.48,1621,23,"Round3ScoringAverage",2012
59,NA,"Cameron Beckman",NA,70.5,987,14,"Round3ScoringAverage",2012
59,NA,"Rickie Fowler",NA,70.5,1410,20,"Round3ScoringAverage",2012
61,NA,"Graham DeLaet",NA,70.53,1199,17,"Round3ScoringAverage",2012
61,NA,"William McGirt",NA,70.53,1340,19,"Round3ScoringAverage",2012
63,NA,"Jason Dufner",NA,70.55,1411,20,"Round3ScoringAverage",2012
63,NA,"Henrik Stenson",NA,70.55,776,11,"Round3ScoringAverage",2012
