"AverageApproachDistancePar_RANKTHISWEEK_2014","AverageApproachDistancePar_RANKLASTWEEK_2014","AverageApproachDistancePar_PLAYERNAME_2014","AverageApproachDistancePar_ROUNDS_2014","AverageApproachDistancePar_AVGYARDS_2014","AverageApproachDistancePar_TOTALDISTANCEINCHES_2014","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2014","stat_name","year"
32,32,"Bubba Watson",76,161.7,3689642,634,"AverageApproachDistancePar",2014
33,33,"Freddie Jacobson",91,161.9,5473466,939,"AverageApproachDistancePar",2014
33,33,"Sean OHair",77,161.9,4575649,785,"AverageApproachDistancePar",2014
35,35,"Stewart Cink",91,162,4746348,814,"AverageApproachDistancePar",2014
36,36,"Briny Baird",50,162.1,3023529,518,"AverageApproachDistancePar",2014
36,36,"Roberto Castro",76,162.1,3956386,678,"AverageApproachDistancePar",2014
36,36,"Bud Cauley",56,162.1,3068778,526,"AverageApproachDistancePar",2014
36,36,"Brian Davis",93,162.1,5380140,922,"AverageApproachDistancePar",2014
36,36,"Scott Langley",95,162.1,5379116,922,"AverageApproachDistancePar",2014
41,41,"Steven Bowditch",93,162.2,4974295,852,"AverageApproachDistancePar",2014
41,41,"John Rollins",84,162.2,4619506,791,"AverageApproachDistancePar",2014
43,43,"Woody Austin",63,162.3,3687152,631,"AverageApproachDistancePar",2014
43,43,"James Hahn",82,162.3,4862350,832,"AverageApproachDistancePar",2014
43,43,"Martin Laird",66,162.3,3563579,610,"AverageApproachDistancePar",2014
46,46,"Russell Henley",92,162.4,4746887,812,"AverageApproachDistancePar",2014
46,46,"Morgan Hoffmann",103,162.4,5786382,990,"AverageApproachDistancePar",2014
48,48,"Luke Guthrie",85,162.5,5024574,859,"AverageApproachDistancePar",2014
49,49,"Kevin Chappell",100,162.6,5694911,973,"AverageApproachDistancePar",2014
49,49,"Jordan Spieth",102,162.6,5138654,878,"AverageApproachDistancePar",2014
49,49,"Brendan Steele",89,162.6,4577192,782,"AverageApproachDistancePar",2014
52,52,"Ricky Barnes",92,162.7,5300327,905,"AverageApproachDistancePar",2014
52,52,"Brian Harman",111,162.7,6811799,1163,"AverageApproachDistancePar",2014
52,52,"Matt Kuchar",91,162.7,5136209,877,"AverageApproachDistancePar",2014
52,52,"Carl Pettersson",91,162.7,5668810,968,"AverageApproachDistancePar",2014
56,56,"Derek Ernst",80,162.8,4108379,701,"AverageApproachDistancePar",2014
57,57,"Brad Fritsch",50,162.9,2661859,454,"AverageApproachDistancePar",2014
57,57,"Trevor Immelman",84,162.9,4516369,770,"AverageApproachDistancePar",2014
57,57,"Brooks Koepka",56,162.9,2767964,472,"AverageApproachDistancePar",2014
57,57,"Shawn Stefani",60,162.9,3900007,665,"AverageApproachDistancePar",2014
57,57,"Camilo Villegas",95,162.9,5534836,944,"AverageApproachDistancePar",2014
62,62,"Bryce Molder",77,163,4466417,761,"AverageApproachDistancePar",2014
62,62,"Vijay Singh",83,163,5203713,887,"AverageApproachDistancePar",2014
64,64,"Tim Clark",75,163.1,4191241,714,"AverageApproachDistancePar",2014
64,64,"Martin Flores",85,163.1,4614436,786,"AverageApproachDistancePar",2014
66,66,"Chad Campbell",57,163.2,3343514,569,"AverageApproachDistancePar",2014
66,66,"Scott Stallings",77,163.2,4141598,705,"AverageApproachDistancePar",2014
66,66,"Tim Wilkinson",86,163.2,4945860,842,"AverageApproachDistancePar",2014
69,69,"Jonathan Byrd",76,163.3,4432112,754,"AverageApproachDistancePar",2014
69,69,"Jim Herman",62,163.3,3203350,545,"AverageApproachDistancePar",2014
71,71,"JJ Henry",91,163.4,5588951,950,"AverageApproachDistancePar",2014
71,71,"Chris Kirk",105,163.4,5734544,975,"AverageApproachDistancePar",2014
71,71,"Jason Kokrak",65,163.4,4024633,684,"AverageApproachDistancePar",2014
71,71,"David Lingmerth",80,163.4,4318098,734,"AverageApproachDistancePar",2014
71,71,"Davis Love III",74,163.4,4211512,716,"AverageApproachDistancePar",2014
71,71,"Jeff Maggert",54,163.4,3052669,519,"AverageApproachDistancePar",2014
77,77,"Stuart Appleby",92,163.5,5590618,950,"AverageApproachDistancePar",2014
77,77,"Charl Schwartzel",64,163.5,3513509,597,"AverageApproachDistancePar",2014
79,79,"David Hearn",97,163.6,5695771,967,"AverageApproachDistancePar",2014
79,79,"Billy Hurley III",86,163.6,5118401,869,"AverageApproachDistancePar",2014
79,79,"Jeff Overton",80,163.6,4405384,748,"AverageApproachDistancePar",2014
79,79,"Pat Perez",84,163.6,5128766,871,"AverageApproachDistancePar",2014
83,83,"Jason Day",54,163.7,2309637,392,"AverageApproachDistancePar",2014
83,83,"Andres Romero",81,163.7,4654361,790,"AverageApproachDistancePar",2014
85,85,"Sangmoon Bae",76,163.8,4192993,711,"AverageApproachDistancePar",2014
85,85,"Jerry Kelly",80,163.8,4575643,776,"AverageApproachDistancePar",2014
85,85,"Geoff Ogilvy",84,163.8,4871205,826,"AverageApproachDistancePar",2014
85,85,"Rory Sabbatini",82,163.8,4221819,716,"AverageApproachDistancePar",2014
85,85,"Hudson Swafford",75,163.8,3892294,660,"AverageApproachDistancePar",2014
90,90,"Erik Compton",88,163.9,5110509,866,"AverageApproachDistancePar",2014
90,90,"Ernie Els",85,163.9,4259413,722,"AverageApproachDistancePar",2014
90,90,"John Peterson",62,163.9,3753003,636,"AverageApproachDistancePar",2014
93,93,"Greg Chalmers",85,164,4857674,823,"AverageApproachDistancePar",2014
93,93,"Ben Martin",80,164,4263092,722,"AverageApproachDistancePar",2014
93,93,"Ted Potter Jr",68,164,4362190,739,"AverageApproachDistancePar",2014
96,96,"Ben Curtis",77,164.1,4313371,730,"AverageApproachDistancePar",2014
96,96,"Russell Knox",92,164.1,5915066,1001,"AverageApproachDistancePar",2014
96,96,"Brendon Todd",108,164.1,6345817,1074,"AverageApproachDistancePar",2014
96,96,"Jhonattan Vegas",77,164.1,4412637,747,"AverageApproachDistancePar",2014
100,100,"Bill Haas",107,164.2,5728291,969,"AverageApproachDistancePar",2014
100,100,"Chesson Hadley",84,164.2,4516285,764,"AverageApproachDistancePar",2014
100,100,"Justin Leonard",75,164.2,4369009,739,"AverageApproachDistancePar",2014
100,100,"Spencer Levin",59,164.2,3482059,589,"AverageApproachDistancePar",2014
100,100,"Hunter Mahan",88,164.2,4829571,817,"AverageApproachDistancePar",2014
100,100,"John Merrick",87,164.2,4839835,819,"AverageApproachDistancePar",2014
100,100,"Ryan Palmer",85,164.2,4368265,739,"AverageApproachDistancePar",2014
107,107,"Brandt Snedeker",89,164.3,4440907,751,"AverageApproachDistancePar",2014
107,107,"Kyle Stanley",87,164.3,4730880,800,"AverageApproachDistancePar",2014
109,109,"Harris English",95,164.5,4967917,839,"AverageApproachDistancePar",2014
109,109,"Johnson Wagner",69,164.5,4103517,693,"AverageApproachDistancePar",2014
111,111,"Chad Collins",78,164.6,4200492,709,"AverageApproachDistancePar",2014
111,111,"Phil Mickelson",71,164.6,3330326,562,"AverageApproachDistancePar",2014
111,111,"Brian Stuard",91,164.6,4946934,835,"AverageApproachDistancePar",2014
114,114,"Ryo Ishikawa",75,164.7,3989585,673,"AverageApproachDistancePar",2014
114,114,"Matt Jones",83,164.7,3973204,670,"AverageApproachDistancePar",2014
116,116,"Nick Watney",80,164.8,3772386,636,"AverageApproachDistancePar",2014
117,117,"DA Points",75,164.9,3681359,620,"AverageApproachDistancePar",2014
118,118,"DH Lee",54,165,3118922,525,"AverageApproachDistancePar",2014
118,118,"Andrew Svoboda",77,165,4580622,771,"AverageApproachDistancePar",2014
118,118,"Jimmy Walker",98,165,4780438,805,"AverageApproachDistancePar",2014
121,121,"Robert Garrigus",80,165.1,4683660,788,"AverageApproachDistancePar",2014
121,121,"Seung Yul Noh",92,165.1,5123639,862,"AverageApproachDistancePar",2014
123,123,"Robert Allenby",83,165.2,4840210,814,"AverageApproachDistancePar",2014
123,123,"Ben Crane",81,165.2,5407464,909,"AverageApproachDistancePar",2014
125,125,"Jason Dufner",57,165.3,2719149,457,"AverageApproachDistancePar",2014
125,125,"Billy Horschel",92,165.3,4791641,805,"AverageApproachDistancePar",2014
127,127,"KJ Choi",80,165.4,4567795,767,"AverageApproachDistancePar",2014
127,127,"Will Ma Kenzie",82,165.4,4798319,806,"AverageApproachDistancePar",2014
129,129,"James Driscoll",71,165.5,3759831,631,"AverageApproachDistancePar",2014
129,129,"Jim Furyk",84,165.5,4922411,826,"AverageApproachDistancePar",2014
129,129,"Justin Rose",70,165.5,3592594,603,"AverageApproachDistancePar",2014
129,129,"Mark Wilson",69,165.5,4009750,673,"AverageApproachDistancePar",2014
133,133,"Daniel Summerhays",98,165.6,6075910,1019,"AverageApproachDistancePar",2014
133,133,"Nicholas Thompson",85,165.6,4757596,798,"AverageApproachDistancePar",2014
135,135,"Graeme McDowell",66,165.7,3168297,531,"AverageApproachDistancePar",2014
135,135,"Webb Simpson",87,165.7,4922007,825,"AverageApproachDistancePar",2014
137,137,"Gonzalo Fdez Castano",83,165.8,4565438,765,"AverageApproachDistancePar",2014
137,137,"William McGirt",96,165.8,5788510,970,"AverageApproachDistancePar",2014
139,139,"Brendon de Jonge",109,165.9,6427665,1076,"AverageApproachDistancePar",2014
139,139,"Graham DeLaet",80,165.9,4431118,742,"AverageApproachDistancePar",2014
139,139,"Zach Johnson",97,165.9,5882711,985,"AverageApproachDistancePar",2014
139,139,"Will Wilcox",51,165.9,2830363,474,"AverageApproachDistancePar",2014
143,143,"Jason Bohn",81,166,4995853,836,"AverageApproachDistancePar",2014
143,143,"Paul Casey",56,166,2897573,485,"AverageApproachDistancePar",2014
143,143,"Ken Duke",80,166,4524979,757,"AverageApproachDistancePar",2014
143,143,"John Senden",99,166,5808616,972,"AverageApproachDistancePar",2014
143,143,"Chris Stroud",88,166,4889781,818,"AverageApproachDistancePar",2014
148,148,"Charlie Wi",72,166.1,4515085,755,"AverageApproachDistancePar",2014
149,149,"Scott Brown",100,166.2,5653808,945,"AverageApproachDistancePar",2014
149,149,"Angel Cabrera",69,166.2,3943464,659,"AverageApproachDistancePar",2014
149,149,"Richard Lee",80,166.2,4242041,709,"AverageApproachDistancePar",2014
152,152,"Kevin Stadler",90,166.3,4419445,738,"AverageApproachDistancePar",2014
153,153,"Aaron Baddeley",74,166.5,3915214,653,"AverageApproachDistancePar",2014
154,154,"Ian Poulter",57,166.6,2722334,454,"AverageApproachDistancePar",2014
154,154,"Cameron Tringale",111,166.6,6969736,1162,"AverageApproachDistancePar",2014
154,154,"Mike Weir",69,166.6,3736066,623,"AverageApproachDistancePar",2014
157,157,"Kevin Streelman",79,166.7,3774325,629,"AverageApproachDistancePar",2014
158,158,"Danny Lee",84,166.8,4616591,769,"AverageApproachDistancePar",2014
158,158,"Adam Scott",68,166.8,3718038,619,"AverageApproachDistancePar",2014
158,158,"Lee Westwood",57,166.8,2779844,463,"AverageApproachDistancePar",2014
161,161,"YE Yang",79,166.9,4236165,705,"AverageApproachDistancePar",2014
162,162,"Matt Every",85,167.3,4367668,725,"AverageApproachDistancePar",2014
163,163,"John Huh",87,167.4,4965605,824,"AverageApproachDistancePar",2014
164,164,"Keegan Bradley",89,167.5,4739371,786,"AverageApproachDistancePar",2014
164,164,"Martin Kaymer",65,167.5,3220291,534,"AverageApproachDistancePar",2014
166,166,"Hideki Matsuyama",82,167.7,4243769,703,"AverageApproachDistancePar",2014
166,166,"Rory McIlroy",66,167.7,3037513,503,"AverageApproachDistancePar",2014
168,168,"Marc Leishman",81,167.9,4764031,788,"AverageApproachDistancePar",2014
169,169,"Michael Putnam",106,168.2,6254396,1033,"AverageApproachDistancePar",2014
170,170,"Kevin Na",94,168.4,5553797,916,"AverageApproachDistancePar",2014
171,171,"Rickie Fowler",91,168.5,4239692,699,"AverageApproachDistancePar",2014
171,171,"George McNeill",79,168.5,4778729,788,"AverageApproachDistancePar",2014
173,173,"Ryan Moore",86,168.8,4259132,701,"AverageApproachDistancePar",2014
174,174,"Luke Donald",57,168.9,3082155,507,"AverageApproachDistancePar",2014
175,175,"Sergio Garcia",61,169,2926761,481,"AverageApproachDistancePar",2014
176,176,"Gary Woodland",93,169.6,5153704,844,"AverageApproachDistancePar",2014
177,177,"Henrik Stenson",56,172.8,2532508,407,"AverageApproachDistancePar",2014
