"AverageApproachDistancePar_RANKTHISWEEK_2014","AverageApproachDistancePar_RANKLASTWEEK_2014","AverageApproachDistancePar_PLAYERNAME_2014","AverageApproachDistancePar_ROUNDS_2014","AverageApproachDistancePar_AVGYARDS_2014","AverageApproachDistancePar_TOTALDISTANCEINCHES_2014","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2014","stat_name","year"
1,1,"Dustin Johnson",58,154.6,2498418,449,"AverageApproachDistancePar",2014
2,2,"Charlie Beljan",76,157.5,4174303,736,"AverageApproachDistancePar",2014
3,3,"Andrew Loupe",65,159.2,2996712,523,"AverageApproachDistancePar",2014
4,4,"Brian Gay",81,159.6,4247061,739,"AverageApproachDistancePar",2014
4,4,"Tyrone Van Aswegen",79,159.6,4223852,735,"AverageApproachDistancePar",2014
6,6,"Charley Hoffman",93,159.8,4917458,855,"AverageApproachDistancePar",2014
7,7,"Robert Streb",75,160,4089469,710,"AverageApproachDistancePar",2014
8,8,"Louis Oosthuizen",50,160.1,1838554,319,"AverageApproachDistancePar",2014
8,8,"Patrick Reed",92,160.1,4917617,853,"AverageApproachDistancePar",2014
10,10,"Lucas Glover",68,160.3,3005950,521,"AverageApproachDistancePar",2014
11,11,"Troy Merritt",62,160.5,3633257,629,"AverageApproachDistancePar",2014
11,11,"Kevin Tway",64,160.5,3125700,541,"AverageApproachDistancePar",2014
13,13,"Tommy Gainey",73,160.7,3749084,648,"AverageApproachDistancePar",2014
13,13,"Wes Roach",67,160.7,3112962,538,"AverageApproachDistancePar",2014
15,15,"Bronson La Cassie",51,160.8,2448534,423,"AverageApproachDistancePar",2014
16,16,"Charles Howell III",106,160.9,6360162,1098,"AverageApproachDistancePar",2014
16,16,"Kevin Kisner",85,160.9,4598906,794,"AverageApproachDistancePar",2014
18,18,"Retief Goosen",94,161.1,5353877,923,"AverageApproachDistancePar",2014
18,18,"Bo Van Pelt",83,161.1,4574507,789,"AverageApproachDistancePar",2014
20,20,"Brice Garnett",92,161.2,5234361,902,"AverageApproachDistancePar",2014
20,20,"Jim Renner",61,161.2,3162851,545,"AverageApproachDistancePar",2014
20,20,"Michael Thompson",74,161.2,3841281,662,"AverageApproachDistancePar",2014
20,20,"David Toms",64,161.2,3702419,638,"AverageApproachDistancePar",2014
20,20,"Boo Weekley",73,161.2,3831080,660,"AverageApproachDistancePar",2014
25,25,"Josh Teater",90,161.4,5171483,890,"AverageApproachDistancePar",2014
26,26,"Jonas Blixt",64,161.5,2843306,489,"AverageApproachDistancePar",2014
26,26,"JB Holmes",86,161.5,4912595,845,"AverageApproachDistancePar",2014
26,26,"Jamie Lovemark",64,161.5,3041476,523,"AverageApproachDistancePar",2014
26,26,"Troy Matteson",62,161.5,3086511,531,"AverageApproachDistancePar",2014
26,26,"Heath Slocum",71,161.5,4290064,738,"AverageApproachDistancePar",2014
31,31,"Justin Hicks",103,161.6,6138893,1055,"AverageApproachDistancePar",2014
