"Back9Round4ScoringAverage_RANKTHISWEEK_2014","Back9Round4ScoringAverage_RANKLASTWEEK_2014","Back9Round4ScoringAverage_PLAYERNAME_2014","Back9Round4ScoringAverage__2014","Back9Round4ScoringAverage_AVG_2014","Back9Round4ScoringAverage_TOTALSTROKES_2014","Back9Round4ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Brad Fritsch",NA,34.29,240,7,"Back9Round4ScoringAverage",2014
2,2,"Chad Campbell",NA,34.33,309,9,"Back9Round4ScoringAverage",2014
3,3,"Harris English",NA,34.42,654,19,"Back9Round4ScoringAverage",2014
4,4,"David Toms",NA,34.45,379,11,"Back9Round4ScoringAverage",2014
5,5,"Jerry Kelly",NA,34.47,586,17,"Back9Round4ScoringAverage",2014
6,6,"Will Ma Kenzie",NA,34.5,483,14,"Back9Round4ScoringAverage",2014
7,7,"Webb Simpson",NA,34.61,623,18,"Back9Round4ScoringAverage",2014
8,8,"Rickie Fowler",NA,34.71,590,17,"Back9Round4ScoringAverage",2014
9,9,"Tim Clark",NA,34.73,382,11,"Back9Round4ScoringAverage",2014
9,9,"Heath Slocum",NA,34.73,382,11,"Back9Round4ScoringAverage",2014
11,11,"Ryo Ishikawa",NA,34.77,452,13,"Back9Round4ScoringAverage",2014
12,12,"Graeme McDowell",NA,34.8,522,15,"Back9Round4ScoringAverage",2014
12,12,"Jeff Overton",NA,34.8,522,15,"Back9Round4ScoringAverage",2014
14,14,"Robert Allenby",NA,34.83,418,12,"Back9Round4ScoringAverage",2014
15,15,"Kevin Na",NA,34.85,697,20,"Back9Round4ScoringAverage",2014
15,15,"Henrik Stenson",NA,34.85,453,13,"Back9Round4ScoringAverage",2014
17,17,"Charl Schwartzel",NA,34.86,488,14,"Back9Round4ScoringAverage",2014
18,18,"John Senden",NA,34.91,768,22,"Back9Round4ScoringAverage",2014
19,19,"Russell Henley",NA,34.94,594,17,"Back9Round4ScoringAverage",2014
19,19,"Rory McIlroy",NA,34.94,559,16,"Back9Round4ScoringAverage",2014
19,19,"Camilo Villegas",NA,34.94,629,18,"Back9Round4ScoringAverage",2014
22,22,"Stuart Appleby",NA,35,595,17,"Back9Round4ScoringAverage",2014
22,22,"KJ Choi",NA,35,560,16,"Back9Round4ScoringAverage",2014
22,22,"Dustin Johnson",NA,35,455,13,"Back9Round4ScoringAverage",2014
22,22,"Troy Matteson",NA,35,210,6,"Back9Round4ScoringAverage",2014
22,22,"Carl Pettersson",NA,35,595,17,"Back9Round4ScoringAverage",2014
22,22,"Charlie Wi",NA,35,350,10,"Back9Round4ScoringAverage",2014
22,22,"Will Wilcox",NA,35,280,8,"Back9Round4ScoringAverage",2014
29,29,"William McGirt",NA,35.06,631,18,"Back9Round4ScoringAverage",2014
30,30,"Sergio Garcia",NA,35.07,491,14,"Back9Round4ScoringAverage",2014
31,31,"Brendon Todd",NA,35.08,877,25,"Back9Round4ScoringAverage",2014
32,32,"Michael Putnam",NA,35.09,772,22,"Back9Round4ScoringAverage",2014
33,33,"Jim Furyk",NA,35.1,702,20,"Back9Round4ScoringAverage",2014
33,33,"Matt Kuchar",NA,35.1,737,21,"Back9Round4ScoringAverage",2014
35,35,"Scott Langley",NA,35.11,632,18,"Back9Round4ScoringAverage",2014
36,36,"Marc Leishman",NA,35.12,597,17,"Back9Round4ScoringAverage",2014
36,36,"Adam Scott",NA,35.12,597,17,"Back9Round4ScoringAverage",2014
38,38,"Billy Hurley III",NA,35.13,562,16,"Back9Round4ScoringAverage",2014
38,38,"Brian Stuard",NA,35.13,527,15,"Back9Round4ScoringAverage",2014
40,40,"Jimmy Walker",NA,35.14,773,22,"Back9Round4ScoringAverage",2014
41,41,"Jonathan Byrd",NA,35.15,457,13,"Back9Round4ScoringAverage",2014
42,42,"Billy Horschel",NA,35.16,668,19,"Back9Round4ScoringAverage",2014
42,42,"Chris Kirk",NA,35.16,879,25,"Back9Round4ScoringAverage",2014
44,44,"Morgan Hoffmann",NA,35.17,633,18,"Back9Round4ScoringAverage",2014
44,44,"Martin Laird",NA,35.17,422,12,"Back9Round4ScoringAverage",2014
44,44,"Jeff Maggert",NA,35.17,211,6,"Back9Round4ScoringAverage",2014
47,47,"Robert Garrigus",NA,35.2,528,15,"Back9Round4ScoringAverage",2014
47,47,"Russell Knox",NA,35.2,704,20,"Back9Round4ScoringAverage",2014
49,49,"Freddie Jacobson",NA,35.22,634,18,"Back9Round4ScoringAverage",2014
50,50,"Sangmoon Bae",NA,35.23,458,13,"Back9Round4ScoringAverage",2014
50,50,"John Huh",NA,35.23,458,13,"Back9Round4ScoringAverage",2014
50,50,"Nick Watney",NA,35.23,458,13,"Back9Round4ScoringAverage",2014
53,53,"Graham DeLaet",NA,35.25,564,16,"Back9Round4ScoringAverage",2014
53,53,"Kevin Kisner",NA,35.25,564,16,"Back9Round4ScoringAverage",2014
55,55,"Brian Harman",NA,35.26,811,23,"Back9Round4ScoringAverage",2014
56,56,"Andres Romero",NA,35.29,494,14,"Back9Round4ScoringAverage",2014
57,57,"Bryce Molder",NA,35.31,459,13,"Back9Round4ScoringAverage",2014
57,57,"Brendan Steele",NA,35.31,565,16,"Back9Round4ScoringAverage",2014
59,59,"Chad Collins",NA,35.33,318,9,"Back9Round4ScoringAverage",2014
59,59,"Charles Howell III",NA,35.33,848,24,"Back9Round4ScoringAverage",2014
59,59,"John Peterson",NA,35.33,212,6,"Back9Round4ScoringAverage",2014
59,59,"Johnson Wagner",NA,35.33,318,9,"Back9Round4ScoringAverage",2014
63,63,"Phil Mickelson",NA,35.36,495,14,"Back9Round4ScoringAverage",2014
63,63,"YE Yang",NA,35.36,389,11,"Back9Round4ScoringAverage",2014
65,65,"Brandt Snedeker",NA,35.37,672,19,"Back9Round4ScoringAverage",2014
66,66,"Steven Bowditch",NA,35.38,566,16,"Back9Round4ScoringAverage",2014
66,66,"Ken Duke",NA,35.38,460,13,"Back9Round4ScoringAverage",2014
68,68,"Hideki Matsuyama",NA,35.44,638,18,"Back9Round4ScoringAverage",2014
68,68,"Bo Van Pelt",NA,35.44,567,16,"Back9Round4ScoringAverage",2014
70,70,"Charlie Beljan",NA,35.45,390,11,"Back9Round4ScoringAverage",2014
71,71,"Brice Garnett",NA,35.47,532,15,"Back9Round4ScoringAverage",2014
72,72,"Jason Day",NA,35.5,355,10,"Back9Round4ScoringAverage",2014
72,72,"Ernie Els",NA,35.5,568,16,"Back9Round4ScoringAverage",2014
72,72,"Tommy Gainey",NA,35.5,355,10,"Back9Round4ScoringAverage",2014
72,72,"Brooks Koepka",NA,35.5,426,12,"Back9Round4ScoringAverage",2014
72,72,"Patrick Reed",NA,35.5,639,18,"Back9Round4ScoringAverage",2014
72,72,"Andrew Svoboda",NA,35.5,497,14,"Back9Round4ScoringAverage",2014
72,72,"Boo Weekley",NA,35.5,497,14,"Back9Round4ScoringAverage",2014
79,79,"Charley Hoffman",NA,35.52,746,21,"Back9Round4ScoringAverage",2014
79,79,"Zach Johnson",NA,35.52,817,23,"Back9Round4ScoringAverage",2014
81,81,"Luke Guthrie",NA,35.53,533,15,"Back9Round4ScoringAverage",2014
81,81,"John Merrick",NA,35.53,604,17,"Back9Round4ScoringAverage",2014
83,83,"James Hahn",NA,35.54,462,13,"Back9Round4ScoringAverage",2014
84,84,"Brian Davis",NA,35.56,640,18,"Back9Round4ScoringAverage",2014
84,84,"Spencer Levin",NA,35.56,320,9,"Back9Round4ScoringAverage",2014
86,86,"Greg Chalmers",NA,35.57,498,14,"Back9Round4ScoringAverage",2014
86,86,"Jordan Spieth",NA,35.57,818,23,"Back9Round4ScoringAverage",2014
86,86,"Tyrone Van Aswegen",NA,35.57,498,14,"Back9Round4ScoringAverage",2014
89,89,"Angel Cabrera",NA,35.58,427,12,"Back9Round4ScoringAverage",2014
89,89,"Paul Casey",NA,35.58,427,12,"Back9Round4ScoringAverage",2014
89,89,"Luke Donald",NA,35.58,427,12,"Back9Round4ScoringAverage",2014
92,92,"Bubba Watson",NA,35.59,605,17,"Back9Round4ScoringAverage",2014
93,93,"David Hearn",NA,35.6,712,20,"Back9Round4ScoringAverage",2014
93,93,"Justin Leonard",NA,35.6,534,15,"Back9Round4ScoringAverage",2014
93,93,"Troy Merritt",NA,35.6,356,10,"Back9Round4ScoringAverage",2014
96,96,"Brendon de Jonge",NA,35.65,820,23,"Back9Round4ScoringAverage",2014
97,97,"Jason Bohn",NA,35.67,535,15,"Back9Round4ScoringAverage",2014
97,97,"Trevor Immelman",NA,35.67,428,12,"Back9Round4ScoringAverage",2014
97,97,"Ted Potter Jr",NA,35.67,321,9,"Back9Round4ScoringAverage",2014
97,97,"Michael Thompson",NA,35.67,535,15,"Back9Round4ScoringAverage",2014
101,101,"Ryan Moore",NA,35.68,678,19,"Back9Round4ScoringAverage",2014
102,102,"Bill Haas",NA,35.69,928,26,"Back9Round4ScoringAverage",2014
102,102,"Ben Martin",NA,35.69,464,13,"Back9Round4ScoringAverage",2014
102,102,"Sean OHair",NA,35.69,464,13,"Back9Round4ScoringAverage",2014
102,102,"Kevin Streelman",NA,35.69,571,16,"Back9Round4ScoringAverage",2014
106,106,"Mark Wilson",NA,35.71,250,7,"Back9Round4ScoringAverage",2014
107,107,"Chris Stroud",NA,35.72,643,18,"Back9Round4ScoringAverage",2014
108,108,"Lee Westwood",NA,35.73,393,11,"Back9Round4ScoringAverage",2014
108,108,"Gary Woodland",NA,35.73,786,22,"Back9Round4ScoringAverage",2014
110,110,"Ryan Palmer",NA,35.74,679,19,"Back9Round4ScoringAverage",2014
111,111,"Stewart Cink",NA,35.75,715,20,"Back9Round4ScoringAverage",2014
112,112,"Keegan Bradley",NA,35.79,680,19,"Back9Round4ScoringAverage",2014
113,113,"Derek Ernst",NA,35.8,358,10,"Back9Round4ScoringAverage",2014
113,113,"Kevin Stadler",NA,35.8,716,20,"Back9Round4ScoringAverage",2014
115,115,"Matt Jones",NA,35.81,573,16,"Back9Round4ScoringAverage",2014
116,116,"Danny Lee",NA,35.83,430,12,"Back9Round4ScoringAverage",2014
117,117,"Daniel Summerhays",NA,35.86,789,22,"Back9Round4ScoringAverage",2014
118,118,"Matt Every",NA,35.88,574,16,"Back9Round4ScoringAverage",2014
118,118,"George McNeill",NA,35.88,574,16,"Back9Round4ScoringAverage",2014
120,120,"Justin Hicks",NA,35.9,718,20,"Back9Round4ScoringAverage",2014
121,121,"Nicholas Thompson",NA,35.91,395,11,"Back9Round4ScoringAverage",2014
122,122,"Martin Kaymer",NA,35.93,503,14,"Back9Round4ScoringAverage",2014
123,123,"Hunter Mahan",NA,35.94,647,18,"Back9Round4ScoringAverage",2014
124,124,"Ricky Barnes",NA,36,612,17,"Back9Round4ScoringAverage",2014
124,124,"Jonas Blixt",NA,36,360,10,"Back9Round4ScoringAverage",2014
124,124,"Roberto Castro",NA,36,396,11,"Back9Round4ScoringAverage",2014
124,124,"Kevin Chappell",NA,36,756,21,"Back9Round4ScoringAverage",2014
124,124,"Erik Compton",NA,36,576,16,"Back9Round4ScoringAverage",2014
124,124,"Jason Dufner",NA,36,432,12,"Back9Round4ScoringAverage",2014
124,124,"Jason Kokrak",NA,36,468,13,"Back9Round4ScoringAverage",2014
124,124,"Jim Renner",NA,36,216,6,"Back9Round4ScoringAverage",2014
124,124,"Scott Stallings",NA,36,396,11,"Back9Round4ScoringAverage",2014
124,124,"Shawn Stefani",NA,36,468,13,"Back9Round4ScoringAverage",2014
124,124,"Hudson Swafford",NA,36,360,10,"Back9Round4ScoringAverage",2014
124,124,"Josh Teater",NA,36,576,16,"Back9Round4ScoringAverage",2014
136,136,"Justin Rose",NA,36.06,577,16,"Back9Round4ScoringAverage",2014
137,137,"Retief Goosen",NA,36.11,686,19,"Back9Round4ScoringAverage",2014
138,138,"Brian Gay",NA,36.14,506,14,"Back9Round4ScoringAverage",2014
138,138,"Davis Love III",NA,36.14,506,14,"Back9Round4ScoringAverage",2014
138,138,"Kyle Stanley",NA,36.14,506,14,"Back9Round4ScoringAverage",2014
138,138,"Kevin Tway",NA,36.14,253,7,"Back9Round4ScoringAverage",2014
142,142,"John Rollins",NA,36.17,434,12,"Back9Round4ScoringAverage",2014
142,142,"Cameron Tringale",NA,36.17,868,24,"Back9Round4ScoringAverage",2014
144,144,"Gonzalo Fdez Castano",NA,36.18,615,17,"Back9Round4ScoringAverage",2014
144,144,"JJ Henry",NA,36.18,615,17,"Back9Round4ScoringAverage",2014
146,146,"Martin Flores",NA,36.2,543,15,"Back9Round4ScoringAverage",2014
146,146,"Wes Roach",NA,36.2,362,10,"Back9Round4ScoringAverage",2014
146,146,"Robert Streb",NA,36.2,543,15,"Back9Round4ScoringAverage",2014
146,146,"Jhonattan Vegas",NA,36.2,543,15,"Back9Round4ScoringAverage",2014
150,150,"Seung Yul Noh",NA,36.21,688,19,"Back9Round4ScoringAverage",2014
151,151,"Scott Brown",NA,36.22,652,18,"Back9Round4ScoringAverage",2014
152,152,"Chesson Hadley",NA,36.25,435,12,"Back9Round4ScoringAverage",2014
153,153,"JB Holmes",NA,36.26,689,19,"Back9Round4ScoringAverage",2014
154,154,"Lucas Glover",NA,36.29,254,7,"Back9Round4ScoringAverage",2014
155,155,"Bud Cauley",NA,36.33,327,9,"Back9Round4ScoringAverage",2014
155,155,"Bronson La Cassie",NA,36.33,218,6,"Back9Round4ScoringAverage",2014
157,157,"Rory Sabbatini",NA,36.36,509,14,"Back9Round4ScoringAverage",2014
158,158,"Richard Lee",NA,36.38,473,13,"Back9Round4ScoringAverage",2014
158,158,"Mike Weir",NA,36.38,291,8,"Back9Round4ScoringAverage",2014
160,160,"Briny Baird",NA,36.5,292,8,"Back9Round4ScoringAverage",2014
160,160,"Tim Wilkinson",NA,36.5,584,16,"Back9Round4ScoringAverage",2014
162,162,"Ben Curtis",NA,36.54,475,13,"Back9Round4ScoringAverage",2014
163,163,"Louis Oosthuizen",NA,36.56,329,9,"Back9Round4ScoringAverage",2014
164,164,"Pat Perez",NA,36.65,623,17,"Back9Round4ScoringAverage",2014
165,165,"Aaron Baddeley",NA,36.67,440,12,"Back9Round4ScoringAverage",2014
166,166,"DA Points",NA,36.73,404,11,"Back9Round4ScoringAverage",2014
167,167,"Geoff Ogilvy",NA,36.77,478,13,"Back9Round4ScoringAverage",2014
168,168,"Jamie Lovemark",NA,36.78,331,9,"Back9Round4ScoringAverage",2014
169,169,"James Driscoll",NA,36.82,405,11,"Back9Round4ScoringAverage",2014
170,170,"DH Lee",NA,36.83,221,6,"Back9Round4ScoringAverage",2014
171,171,"Woody Austin",NA,36.88,295,8,"Back9Round4ScoringAverage",2014
172,172,"Andrew Loupe",NA,37,333,9,"Back9Round4ScoringAverage",2014
173,173,"Ben Crane",NA,37.06,593,16,"Back9Round4ScoringAverage",2014
174,174,"David Lingmerth",NA,37.08,482,13,"Back9Round4ScoringAverage",2014
175,175,"Vijay Singh",NA,37.19,595,16,"Back9Round4ScoringAverage",2014
176,176,"Ian Poulter",NA,37.33,448,12,"Back9Round4ScoringAverage",2014
177,177,"Jim Herman",NA,37.67,339,9,"Back9Round4ScoringAverage",2014
