"Back9Par5ScoringAverage_RANKTHISWEEK_2007","Back9Par5ScoringAverage_RANKLASTWEEK_2007","Back9Par5ScoringAverage_PLAYERNAME_2007","Back9Par5ScoringAverage_ROUNDS_2007","Back9Par5ScoringAverage_AVG_2007","Back9Par5ScoringAverage_TOTALSTROKES_2007","Back9Par5ScoringAverage_TOTALHOLES_2007","stat_name","year"
1,1,"Phil Mickelson",73,4.48,488,109,"Back9Par5ScoringAverage",2007
1,1,"Tiger Woods",63,4.48,394,88,"Back9Par5ScoringAverage",2007
3,3,"Pat Perez",84,4.5,545,121,"Back9Par5ScoringAverage",2007
4,4,"Charles Warren",101,4.53,747,165,"Back9Par5ScoringAverage",2007
5,5,"Alex Cejka",80,4.54,622,137,"Back9Par5ScoringAverage",2007
6,6,"Rich Beem",89,4.55,624,137,"Back9Par5ScoringAverage",2007
6,6,"Mark Calcavecchia",93,4.55,642,141,"Back9Par5ScoringAverage",2007
6,6,"Justin Rose",63,4.55,387,85,"Back9Par5ScoringAverage",2007
9,9,"Bob Estes",88,4.57,649,142,"Back9Par5ScoringAverage",2007
9,9,"Anthony Kim",93,4.57,658,144,"Back9Par5ScoringAverage",2007
11,11,"Jason Bohn",57,4.58,421,92,"Back9Par5ScoringAverage",2007
11,11,"Jonathan Byrd",73,4.58,531,116,"Back9Par5ScoringAverage",2007
11,11,"Ted Purdy",102,4.58,801,175,"Back9Par5ScoringAverage",2007
11,11,"Heath Slocum",101,4.58,710,155,"Back9Par5ScoringAverage",2007
15,15,"Cameron Beckman",96,4.59,762,166,"Back9Par5ScoringAverage",2007
15,15,"Sergio Garcia",68,4.59,445,97,"Back9Par5ScoringAverage",2007
15,15,"Nathan Green",103,4.59,757,165,"Back9Par5ScoringAverage",2007
15,15,"Bill Haas",93,4.59,712,155,"Back9Par5ScoringAverage",2007
15,15,"Joe Ogilvie",102,4.59,753,164,"Back9Par5ScoringAverage",2007
15,15,"Jeff Overton",60,4.59,468,102,"Back9Par5ScoringAverage",2007
21,21,"Rich Barcelo",80,4.6,640,139,"Back9Par5ScoringAverage",2007
21,21,"Jeff Gove",103,4.6,819,178,"Back9Par5ScoringAverage",2007
21,21,"Kent Jones",97,4.6,792,172,"Back9Par5ScoringAverage",2007
21,21,"Hunter Mahan",91,4.6,621,135,"Back9Par5ScoringAverage",2007
