"Scramblingfrom30yards_RANKTHISWEEK_2016","Scramblingfrom30yards_RANKLASTWEEK_2016","Scramblingfrom30yards_PLAYERNAME_2016","Scramblingfrom30yards_ROUNDS_2016","Scramblingfrom30yards_Pct_2016","Scramblingfrom30yards_SUCCESSES_2016","Scramblingfrom30yards_ATTEMPTS_2016","stat_name","year"
1,1,"Branden Grace",31,58.33,7,12,"Scramblingfrom30yards",2016
2,2,"Rory McIlroy",37,52.94,9,17,"Scramblingfrom30yards",2016
3,4,"Sergio Garcia",28,50,6,12,"Scramblingfrom30yards",2016
4,3,"Tim Wilkinson",40,48.15,13,27,"Scramblingfrom30yards",2016
5,6,"Brandt Snedeker",47,47.5,19,40,"Scramblingfrom30yards",2016
6,7,"Marc Leishman",41,47.06,8,17,"Scramblingfrom30yards",2016
7,9,"Kevin Na",52,46.67,14,30,"Scramblingfrom30yards",2016
8,12,"Jerry Kelly",44,45,9,20,"Scramblingfrom30yards",2016
9,13,"Aaron Baddeley",51,44.44,20,45,"Scramblingfrom30yards",2016
9,9,"Justin Rose",35,44.44,8,18,"Scramblingfrom30yards",2016
11,14,"Charlie Beljan",26,43.48,10,23,"Scramblingfrom30yards",2016
12,4,"Ollie Schniederjans",23,42.86,9,21,"Scramblingfrom30yards",2016
13,7,"David Toms",38,42.11,16,38,"Scramblingfrom30yards",2016
14,20,"Vijay Singh",42,41.86,18,43,"Scramblingfrom30yards",2016
15,63,"Henrik Stenson",30,41.67,5,12,"Scramblingfrom30yards",2016
16,17,"Andy Sullivan",25,41.18,7,17,"Scramblingfrom30yards",2016
17,23,"Colt Knost",56,40.91,18,44,"Scramblingfrom30yards",2016
18,49,"Anirban Lahiri",44,40.54,15,37,"Scramblingfrom30yards",2016
19,19,"Tony Finau",49,40.43,19,47,"Scramblingfrom30yards",2016
20,17,"Thomas Aiken",42,40,8,20,"Scramblingfrom30yards",2016
20,20,"Jason Day",36,40,10,25,"Scramblingfrom30yards",2016
20,28,"Adam Scott",39,40,8,20,"Scramblingfrom30yards",2016
23,22,"Jamie Lovemark",57,39.66,23,58,"Scramblingfrom30yards",2016
24,54,"Stuart Appleby",39,39.53,17,43,"Scramblingfrom30yards",2016
25,29,"DA Points",32,39.29,11,28,"Scramblingfrom30yards",2016
26,24,"Dustin Johnson",37,39.13,9,23,"Scramblingfrom30yards",2016
27,37,"Padraig Harrington",38,39.02,16,41,"Scramblingfrom30yards",2016
27,39,"William McGirt",54,39.02,16,41,"Scramblingfrom30yards",2016
29,38,"Phil Mickelson",37,38.71,12,31,"Scramblingfrom30yards",2016
30,11,"Luke Donald",49,38.46,10,26,"Scramblingfrom30yards",2016
31,32,"Justin Leonard",28,38.1,8,21,"Scramblingfrom30yards",2016
32,27,"Brett Stegmaier",57,38,19,50,"Scramblingfrom30yards",2016
33,15,"Sung Kang",51,37.84,14,37,"Scramblingfrom30yards",2016
34,36,"Brian Gay",22,37.5,12,32,"Scramblingfrom30yards",2016
34,51,"Ben Martin",48,37.5,15,40,"Scramblingfrom30yards",2016
36,24,"Whee Kim",54,37.25,19,51,"Scramblingfrom30yards",2016
37,43,"Tyrone Van Aswegen",67,37.18,29,78,"Scramblingfrom30yards",2016
38,39,"Russell Knox",48,36.84,7,19,"Scramblingfrom30yards",2016
39,53,"Si Woo Kim",63,36.51,23,63,"Scramblingfrom30yards",2016
40,39,"Roberto Castro",55,35.71,15,42,"Scramblingfrom30yards",2016
40,15,"Ernie Els",34,35.71,15,42,"Scramblingfrom30yards",2016
40,46,"Brooks Koepka",39,35.71,10,28,"Scramblingfrom30yards",2016
40,46,"Charl Schwartzel",29,35.71,5,14,"Scramblingfrom30yards",2016
40,63,"Shawn Stefani",45,35.71,15,42,"Scramblingfrom30yards",2016
40,46,"Bubba Watson",30,35.71,5,14,"Scramblingfrom30yards",2016
46,29,"Patton Kizzire",57,35.59,21,59,"Scramblingfrom30yards",2016
47,24,"Henrik Norlander",41,35.48,11,31,"Scramblingfrom30yards",2016
48,51,"Luke Guthrie",31,35.14,13,37,"Scramblingfrom30yards",2016
49,50,"Peter Malnati",53,35.09,20,57,"Scramblingfrom30yards",2016
50,45,"Charles Howell III",63,34.92,22,63,"Scramblingfrom30yards",2016
51,32,"Danny Lee",53,34.78,8,23,"Scramblingfrom30yards",2016
51,63,"Webb Simpson",34,34.78,8,23,"Scramblingfrom30yards",2016
53,61,"Tyler Aldridge",53,34.69,17,49,"Scramblingfrom30yards",2016
54,32,"Ryan Moore",40,34.62,9,26,"Scramblingfrom30yards",2016
55,55,"Chris Kirk",51,34.48,10,29,"Scramblingfrom30yards",2016
56,35,"Cameron Smith",45,34.38,11,32,"Scramblingfrom30yards",2016
57,57,"Chez Reavie",56,34.29,12,35,"Scramblingfrom30yards",2016
58,100,"Alex Cejka",47,34.21,13,38,"Scramblingfrom30yards",2016
59,58,"Chad Campbell",54,34.15,14,41,"Scramblingfrom30yards",2016
59,60,"Stewart Cink",45,34.15,14,41,"Scramblingfrom30yards",2016
61,29,"Tom Hoge",47,34.09,15,44,"Scramblingfrom30yards",2016
61,58,"John Senden",48,34.09,15,44,"Scramblingfrom30yards",2016
63,89,"Derek Ernst",36,33.33,5,15,"Scramblingfrom30yards",2016
63,63,"Brice Garnett",29,33.33,4,12,"Scramblingfrom30yards",2016
63,63,"Robert Garrigus",34,33.33,7,21,"Scramblingfrom30yards",2016
63,55,"JB Holmes",39,33.33,12,36,"Scramblingfrom30yards",2016
63,63,"Billy Horschel",45,33.33,9,27,"Scramblingfrom30yards",2016
68,62,"Camilo Villegas",50,32.81,21,64,"Scramblingfrom30yards",2016
69,73,"Troy Merritt",41,32.43,12,37,"Scramblingfrom30yards",2016
69,63,"Robert Streb",51,32.43,12,37,"Scramblingfrom30yards",2016
71,44,"Jhonattan Vegas",49,32.14,9,28,"Scramblingfrom30yards",2016
72,75,"KJ Choi",47,31.91,15,47,"Scramblingfrom30yards",2016
73,81,"Brendon Todd",43,31.88,22,69,"Scramblingfrom30yards",2016
74,76,"Jimmy Walker",43,31.71,13,41,"Scramblingfrom30yards",2016
75,92,"Chad Collins",45,31.67,19,60,"Scramblingfrom30yards",2016
75,42,"Cameron Tringale",47,31.67,19,60,"Scramblingfrom30yards",2016
77,84,"Jeff Overton",51,31.58,18,57,"Scramblingfrom30yards",2016
78,77,"Smylie Kaufman",57,31.43,11,35,"Scramblingfrom30yards",2016
79,63,"Byeong Hun An",23,31.25,5,16,"Scramblingfrom30yards",2016
79,78,"Charley Hoffman",49,31.25,10,32,"Scramblingfrom30yards",2016
79,134,"Hideki Matsuyama",40,31.25,5,16,"Scramblingfrom30yards",2016
79,74,"Geoff Ogilvy",37,31.25,10,32,"Scramblingfrom30yards",2016
79,78,"Rory Sabbatini",40,31.25,10,32,"Scramblingfrom30yards",2016
84,83,"Daniel Summerhays",55,31.11,14,45,"Scramblingfrom30yards",2016
85,91,"Lucas Glover",53,30.77,12,39,"Scramblingfrom30yards",2016
85,84,"Louis Oosthuizen",25,30.77,4,13,"Scramblingfrom30yards",2016
85,84,"Darron Stiles",28,30.77,8,26,"Scramblingfrom30yards",2016
85,63,"Steve Wheatcroft",53,30.77,16,52,"Scramblingfrom30yards",2016
89,82,"Harold Varner III",58,30.3,20,66,"Scramblingfrom30yards",2016
90,84,"James Hahn",45,30.23,13,43,"Scramblingfrom30yards",2016
91,78,"Bronson Burgoon",53,30.19,16,53,"Scramblingfrom30yards",2016
92,107,"Brian Harman",60,30.16,19,63,"Scramblingfrom30yards",2016
93,63,"Kelly Kraft",35,30,6,20,"Scramblingfrom30yards",2016
93,127,"Andrew Loupe",50,30,18,60,"Scramblingfrom30yards",2016
95,122,"Michael Kim",62,29.63,16,54,"Scramblingfrom30yards",2016
95,93,"Martin Laird",46,29.63,16,54,"Scramblingfrom30yards",2016
97,95,"Pat Perez",28,29.41,5,17,"Scramblingfrom30yards",2016
98,123,"Mark Hubbard",73,29.31,17,58,"Scramblingfrom30yards",2016
99,127,"Rickie Fowler",42,29.03,9,31,"Scramblingfrom30yards",2016
100,95,"Ben Crane",48,28.95,11,38,"Scramblingfrom30yards",2016
100,100,"Spencer Levin",62,28.95,11,38,"Scramblingfrom30yards",2016
102,100,"Fabian Gomez",49,28.89,13,45,"Scramblingfrom30yards",2016
