"CarryEfficiency_RANKTHISWEEK_2014","CarryEfficiency_RANKLASTWEEK_2014","CarryEfficiency_PLAYERNAME_2014","CarryEfficiency_ROUNDS_2014","CarryEfficiency_AVG_2014","CarryEfficiency_AVERAGECARRYDISTYARDS_2014","CarryEfficiency_AVERAGECLUBHEADSPEED_2014","CarryEfficiency_TOTALATTEMPTS_2014","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2014","stat_name","year"
111,111,"Lucas Glover",68,2.405,280.4,116.589,44,2.654,"CarryEfficiency",2014
111,111,"John Peterson",62,2.405,272.2,113.172,49,2.719,"CarryEfficiency",2014
113,113,"Robert Streb",75,2.404,284.9,118.524,53,2.898,"CarryEfficiency",2014
113,113,"Nick Watney",80,2.404,282.9,117.683,43,2.611,"CarryEfficiency",2014
115,115,"Kevin Chappell",100,2.402,280.1,116.632,77,2.665,"CarryEfficiency",2014
115,115,"KJ Choi",80,2.402,258.5,107.607,66,2.596,"CarryEfficiency",2014
115,115,"Troy Merritt",62,2.402,269.1,112.009,56,2.638,"CarryEfficiency",2014
115,115,"Daniel Summerhays",98,2.402,263.3,109.645,89,2.658,"CarryEfficiency",2014
119,119,"Bronson La Cassie",51,2.4,269.1,112.127,32,2.622,"CarryEfficiency",2014
119,119,"Lee Westwood",57,2.4,277.3,115.53,32,2.593,"CarryEfficiency",2014
121,121,"Hudson Swafford",75,2.398,286.2,119.362,48,2.731,"CarryEfficiency",2014
122,122,"Brendon Todd",108,2.396,259.4,108.253,78,2.673,"CarryEfficiency",2014
123,123,"Erik Compton",88,2.395,269.8,112.645,72,2.657,"CarryEfficiency",2014
123,123,"Matt Every",85,2.395,275,114.828,57,2.733,"CarryEfficiency",2014
123,123,"Jerry Kelly",80,2.395,256.5,107.101,61,2.625,"CarryEfficiency",2014
123,123,"Charlie Wi",72,2.395,261.4,109.138,59,2.605,"CarryEfficiency",2014
127,127,"Woody Austin",63,2.394,262.7,109.723,54,2.682,"CarryEfficiency",2014
128,128,"Jhonattan Vegas",77,2.393,291.1,121.66,58,2.582,"CarryEfficiency",2014
129,129,"Jason Bohn",81,2.392,260.5,108.884,77,2.643,"CarryEfficiency",2014
129,129,"Gary Woodland",93,2.392,293,122.515,55,2.646,"CarryEfficiency",2014
131,131,"Chad Collins",78,2.39,259.2,108.465,44,2.602,"CarryEfficiency",2014
132,132,"Derek Ernst",80,2.389,284.8,119.197,48,2.685,"CarryEfficiency",2014
132,132,"Martin Flores",85,2.389,279.5,116.99,63,2.72,"CarryEfficiency",2014
134,134,"Martin Kaymer",65,2.388,279.9,117.178,44,2.601,"CarryEfficiency",2014
135,135,"Adam Scott",68,2.387,285.2,119.484,40,2.742,"CarryEfficiency",2014
136,136,"Michael Putnam",106,2.386,277.5,116.269,75,2.68,"CarryEfficiency",2014
137,137,"Stewart Cink",91,2.385,280.5,117.62,58,2.801,"CarryEfficiency",2014
138,138,"Gonzalo Fdez Castano",83,2.384,274.2,115.022,65,2.639,"CarryEfficiency",2014
139,139,"Henrik Stenson",56,2.383,287,120.444,21,2.546,"CarryEfficiency",2014
140,140,"Ben Martin",80,2.379,273.3,114.899,56,2.568,"CarryEfficiency",2014
141,141,"Jeff Overton",80,2.378,263.7,110.871,63,2.682,"CarryEfficiency",2014
142,142,"Justin Leonard",75,2.376,248.1,104.407,61,2.539,"CarryEfficiency",2014
142,142,"Andrew Svoboda",77,2.376,269.3,113.339,65,2.578,"CarryEfficiency",2014
144,144,"William McGirt",96,2.375,262.6,110.595,87,2.577,"CarryEfficiency",2014
144,144,"John Rollins",84,2.375,277,116.635,55,2.583,"CarryEfficiency",2014
146,146,"Bryce Molder",77,2.374,258.9,109.02,65,2.645,"CarryEfficiency",2014
146,146,"Boo Weekley",73,2.374,269.6,113.563,45,2.6,"CarryEfficiency",2014
148,148,"Charlie Beljan",76,2.373,292.7,123.338,56,2.675,"CarryEfficiency",2014
148,148,"Kevin Na",94,2.373,266.5,112.29,73,2.716,"CarryEfficiency",2014
150,150,"Jim Furyk",84,2.37,261.2,110.216,68,2.643,"CarryEfficiency",2014
151,151,"Sangmoon Bae",76,2.369,268.9,113.506,58,2.596,"CarryEfficiency",2014
152,152,"Stuart Appleby",92,2.366,259.9,109.878,75,2.686,"CarryEfficiency",2014
153,153,"Ryo Ishikawa",75,2.365,273.8,115.81,46,2.623,"CarryEfficiency",2014
154,154,"Billy Hurley III",86,2.364,256,108.308,67,2.541,"CarryEfficiency",2014
154,154,"John Senden",99,2.364,272.7,115.343,76,2.674,"CarryEfficiency",2014
156,156,"George McNeill",79,2.363,273.9,115.899,62,2.561,"CarryEfficiency",2014
156,156,"Ted Potter Jr",68,2.363,259.8,109.958,58,2.605,"CarryEfficiency",2014
158,158,"Greg Chalmers",85,2.361,258.1,109.298,72,2.615,"CarryEfficiency",2014
158,158,"Kevin Tway",64,2.361,280.6,118.842,44,2.583,"CarryEfficiency",2014
160,160,"John Merrick",87,2.36,261.8,110.962,65,2.563,"CarryEfficiency",2014
161,161,"James Driscoll",71,2.359,269.2,114.095,38,2.513,"CarryEfficiency",2014
162,162,"Paul Casey",56,2.358,277.8,117.803,37,2.54,"CarryEfficiency",2014
163,163,"Charl Schwartzel",64,2.356,278.5,118.244,41,2.579,"CarryEfficiency",2014
164,164,"Russell Knox",92,2.355,260.6,110.686,76,2.573,"CarryEfficiency",2014
165,165,"Sergio Garcia",61,2.35,282.2,120.086,25,2.615,"CarryEfficiency",2014
165,165,"Pat Perez",84,2.35,271.9,115.668,63,2.567,"CarryEfficiency",2014
165,165,"YE Yang",79,2.35,262.4,111.665,47,2.529,"CarryEfficiency",2014
168,168,"Spencer Levin",59,2.343,254.2,108.508,44,2.542,"CarryEfficiency",2014
169,169,"Scott Langley",95,2.338,255.7,109.348,77,2.718,"CarryEfficiency",2014
170,170,"Briny Baird",50,2.335,261.5,112.003,37,2.586,"CarryEfficiency",2014
170,170,"Mike Weir",69,2.335,249.3,106.757,46,2.608,"CarryEfficiency",2014
172,172,"Brendon de Jonge",109,2.327,267.4,114.935,77,2.663,"CarryEfficiency",2014
173,173,"Ricky Barnes",92,2.323,269.4,115.968,61,2.539,"CarryEfficiency",2014
174,174,"Trevor Immelman",84,2.317,273.3,117.981,52,2.519,"CarryEfficiency",2014
175,175,"Ken Duke",80,2.311,252.8,109.387,56,2.555,"CarryEfficiency",2014
176,176,"Jason Dufner",57,2.291,258,112.588,34,2.628,"CarryEfficiency",2014
177,177,"Freddie Jacobson",91,2.281,261.3,114.515,62,2.565,"CarryEfficiency",2014
