"PGAChampionshipPoints_RANKTHISWEEK_2016","PGAChampionshipPoints_RANKLASTWEEK_2016","PGAChampionshipPoints_PLAYERNAME_2016","PGAChampionshipPoints_EVENTS_2016","PGAChampionshipPoints_POINTS_2016","stat_name","year"
1,1,"Jason Day",15,8934854,"PGAChampionshipPoints",2016
2,2,"Jordan Spieth",15,5633177,"PGAChampionshipPoints",2016
3,3,"Bubba Watson",14,4860329,"PGAChampionshipPoints",2016
4,4,"Adam Scott",14,4524226,"PGAChampionshipPoints",2016
5,5,"Henrik Stenson",14,4423933,"PGAChampionshipPoints",2016
6,6,"Rickie Fowler",18,4332561,"PGAChampionshipPoints",2016
7,14,"Justin Rose",16,3458442,"PGAChampionshipPoints",2016
8,10,"Hideki Matsuyama",19,3302479,"PGAChampionshipPoints",2016
9,8,"Patrick Reed",20,3294433,"PGAChampionshipPoints",2016
10,7,"Dustin Johnson",15,3292535,"PGAChampionshipPoints",2016
11,9,"Brandt Snedeker",21,3240875,"PGAChampionshipPoints",2016
12,11,"Russell Knox",19,3112514,"PGAChampionshipPoints",2016
13,12,"Kevin Kisner",20,3042643,"PGAChampionshipPoints",2016
14,13,"Kevin Na",20,2967698,"PGAChampionshipPoints",2016
15,15,"Danny Willett",7,2943959,"PGAChampionshipPoints",2016
16,16,"Justin Thomas",20,2800479,"PGAChampionshipPoints",2016
17,17,"Charley Hoffman",20,2626376,"PGAChampionshipPoints",2016
18,18,"Branden Grace",12,2594857,"PGAChampionshipPoints",2016
19,20,"Rory McIlroy",13,2512968,"PGAChampionshipPoints",2016
20,19,"Daniel Berger",21,2359964,"PGAChampionshipPoints",2016
21,28,"Phil Mickelson",16,2329953,"PGAChampionshipPoints",2016
22,21,"JB Holmes",16,2231809,"PGAChampionshipPoints",2016
23,22,"Shane Lowry",12,2148506,"PGAChampionshipPoints",2016
24,23,"Kevin Chappell",18,2135827,"PGAChampionshipPoints",2016
25,24,"Brooks Koepka",18,2108475,"PGAChampionshipPoints",2016
26,25,"Charl Schwartzel",12,2081636,"PGAChampionshipPoints",2016
27,26,"Bill Haas",19,2078137,"PGAChampionshipPoints",2016
28,27,"Smylie Kaufman",16,2075938,"PGAChampionshipPoints",2016
29,29,"Graeme McDowell",13,2040029,"PGAChampionshipPoints",2016
30,34,"Danny Lee",22,2017281,"PGAChampionshipPoints",2016
31,30,"Jim Herman",20,1948874,"PGAChampionshipPoints",2016
32,31,"Louis Oosthuizen",11,1923182,"PGAChampionshipPoints",2016
33,32,"Paul Casey",18,1915482,"PGAChampionshipPoints",2016
34,119,"James Hahn",20,1907263,"PGAChampionshipPoints",2016
35,38,"Fabian Gomez",20,1903874,"PGAChampionshipPoints",2016
36,33,"Matt Kuchar",18,1851326,"PGAChampionshipPoints",2016
37,35,"Zach Johnson",18,1809836,"PGAChampionshipPoints",2016
38,36,"Jason Dufner",19,1793340,"PGAChampionshipPoints",2016
39,37,"Jamie Lovemark",17,1724685,"PGAChampionshipPoints",2016
40,39,"Emiliano Grillo",14,1692878,"PGAChampionshipPoints",2016
41,43,"David Lingmerth",20,1683041,"PGAChampionshipPoints",2016
42,40,"Ryan Moore",17,1651862,"PGAChampionshipPoints",2016
43,41,"Charles Howell III",21,1629915,"PGAChampionshipPoints",2016
44,42,"Scott Piercy",17,1594340,"PGAChampionshipPoints",2016
45,44,"Jason Bohn",15,1572712,"PGAChampionshipPoints",2016
46,46,"William McGirt",19,1513237,"PGAChampionshipPoints",2016
47,48,"Harris English",21,1462832,"PGAChampionshipPoints",2016
48,45,"Jimmy Walker",18,1443413,"PGAChampionshipPoints",2016
49,47,"Tony Finau",19,1438033,"PGAChampionshipPoints",2016
50,51,"Brendan Steele",19,1434702,"PGAChampionshipPoints",2016
51,117,"Roberto Castro",18,1389376,"PGAChampionshipPoints",2016
52,50,"Vaughn Taylor",13,1388279,"PGAChampionshipPoints",2016
53,49,"Brian Stuard",10,1362335,"PGAChampionshipPoints",2016
54,52,"Robert Streb",22,1338130,"PGAChampionshipPoints",2016
55,54,"Patton Kizzire",16,1330013,"PGAChampionshipPoints",2016
56,62,"Daniel Summerhays",19,1284097,"PGAChampionshipPoints",2016
57,53,"Rafa Cabrera Bello",5,1276400,"PGAChampionshipPoints",2016
58,55,"Sergio Garcia",11,1253823,"PGAChampionshipPoints",2016
59,56,"Billy Horschel",18,1244046,"PGAChampionshipPoints",2016
60,57,"Peter Malnati",19,1230590,"PGAChampionshipPoints",2016
61,58,"Davis Love III",15,1216765,"PGAChampionshipPoints",2016
62,59,"Scott Brown",20,1194068,"PGAChampionshipPoints",2016
63,60,"KJ Choi",16,1168557,"PGAChampionshipPoints",2016
64,61,"Jason Kokrak",20,1168114,"PGAChampionshipPoints",2016
65,63,"Zac Blair",23,1150654,"PGAChampionshipPoints",2016
66,64,"Chris Kirk",18,1134295,"PGAChampionshipPoints",2016
67,65,"Lee Westwood",7,1128733,"PGAChampionshipPoints",2016
68,68,"Kyle Reifers",23,1121577,"PGAChampionshipPoints",2016
69,66,"Bryce Molder",21,1118630,"PGAChampionshipPoints",2016
70,67,"Freddie Jacobson",16,1104533,"PGAChampionshipPoints",2016
71,71,"Luke Donald",17,1077944,"PGAChampionshipPoints",2016
72,72,"Jason Gore",19,1070149,"PGAChampionshipPoints",2016
73,69,"Jonas Blixt",19,1067187,"PGAChampionshipPoints",2016
74,70,"Ryan Palmer",17,1064199,"PGAChampionshipPoints",2016
75,76,"Cameron Tringale",18,1048580,"PGAChampionshipPoints",2016
76,73,"Byeong Hun An",10,1046445,"PGAChampionshipPoints",2016
77,74,"Russell Henley",19,1045614,"PGAChampionshipPoints",2016
78,75,"Jim Furyk",6,1035082,"PGAChampionshipPoints",2016
79,77,"Si Woo Kim",19,1017263,"PGAChampionshipPoints",2016
80,101,"Andrew Loupe",18,992901,"PGAChampionshipPoints",2016
81,78,"Patrick Rodgers",18,970736,"PGAChampionshipPoints",2016
82,79,"Kevin Streelman",19,963256,"PGAChampionshipPoints",2016
83,80,"Alex Cejka",20,948196,"PGAChampionshipPoints",2016
84,81,"Sean OHair",18,910052,"PGAChampionshipPoints",2016
85,82,"Anirban Lahiri",15,884788,"PGAChampionshipPoints",2016
86,85,"Brian Harman",23,881271,"PGAChampionshipPoints",2016
87,90,"Harold Varner III",18,870095,"PGAChampionshipPoints",2016
88,110,"Lucas Glover",17,863840,"PGAChampionshipPoints",2016
89,83,"Troy Merritt",19,862011,"PGAChampionshipPoints",2016
90,84,"Marc Leishman",16,846088,"PGAChampionshipPoints",2016
91,86,"Matt Jones",19,845872,"PGAChampionshipPoints",2016
92,87,"Steven Bowditch",20,825360,"PGAChampionshipPoints",2016
93,88,"Spencer Levin",23,820156,"PGAChampionshipPoints",2016
94,91,"Jhonattan Vegas",16,816216,"PGAChampionshipPoints",2016
95,89,"Chez Reavie",17,810601,"PGAChampionshipPoints",2016
96,92,"JJ Henry",19,797459,"PGAChampionshipPoints",2016
97,93,"John Huh",19,781995,"PGAChampionshipPoints",2016
98,94,"Graham DeLaet",15,769742,"PGAChampionshipPoints",2016
99,95,"Will Wilcox",19,748477,"PGAChampionshipPoints",2016
100,96,"Jon Curran",21,739554,"PGAChampionshipPoints",2016
101,97,"Webb Simpson",16,736514,"PGAChampionshipPoints",2016
102,98,"Aaron Baddeley",17,729235,"PGAChampionshipPoints",2016
103,105,"Gary Woodland",16,727010,"PGAChampionshipPoints",2016
104,100,"David Toms",14,722003,"PGAChampionshipPoints",2016
105,99,"Derek Fathauer",20,710076,"PGAChampionshipPoints",2016
106,107,"Brett Stegmaier",19,674874,"PGAChampionshipPoints",2016
107,102,"Ricky Barnes",20,668416,"PGAChampionshipPoints",2016
108,103,"Ben Martin",20,667572,"PGAChampionshipPoints",2016
109,104,"Tyrone Van Aswegen",22,665257,"PGAChampionshipPoints",2016
110,106,"Matthew Fitzpatrick",7,662851,"PGAChampionshipPoints",2016
111,108,"Jerry Kelly",16,652097,"PGAChampionshipPoints",2016
112,109,"Chad Campbell",21,649332,"PGAChampionshipPoints",2016
113,111,"Hunter Mahan",19,645319,"PGAChampionshipPoints",2016
114,116,"Boo Weekley",21,639750,"PGAChampionshipPoints",2016
115,112,"Kiradech Aphibarnrat",6,623150,"PGAChampionshipPoints",2016
116,113,"Soren Kjeldsen",7,621096,"PGAChampionshipPoints",2016
117,114,"David Hearn",22,613714,"PGAChampionshipPoints",2016
118,121,"Martin Kaymer",9,609909,"PGAChampionshipPoints",2016
119,115,"Hiroshi Iwata",19,609050,"PGAChampionshipPoints",2016
120,123,"Colt Knost",19,603788,"PGAChampionshipPoints",2016
121,118,"Luke List",17,597349,"PGAChampionshipPoints",2016
122,120,"Sung Kang",16,590922,"PGAChampionshipPoints",2016
123,132,"John Senden",18,589383,"PGAChampionshipPoints",2016
124,124,"Adam Hadwin",19,584741,"PGAChampionshipPoints",2016
125,122,"Chad Collins",18,581430,"PGAChampionshipPoints",2016
126,125,"Keegan Bradley",19,567783,"PGAChampionshipPoints",2016
127,129,"Camilo Villegas",21,565147,"PGAChampionshipPoints",2016
128,126,"Hudson Swafford",21,562406,"PGAChampionshipPoints",2016
129,128,"Scott Stallings",17,558714,"PGAChampionshipPoints",2016
130,127,"Sangmoon Bae",6,552445,"PGAChampionshipPoints",2016
131,131,"Johnson Wagner",17,546643,"PGAChampionshipPoints",2016
132,137,"Mark Hubbard",22,510916,"PGAChampionshipPoints",2016
133,130,"Cameron Smith",16,503753,"PGAChampionshipPoints",2016
134,157,"Retief Goosen",11,502587,"PGAChampionshipPoints",2016
135,135,"Ian Poulter",15,498164,"PGAChampionshipPoints",2016
136,138,"Tom Hoge",17,491872,"PGAChampionshipPoints",2016
137,133,"Nick Taylor",20,489079,"PGAChampionshipPoints",2016
138,134,"Ross Fisher",3,488500,"PGAChampionshipPoints",2016
139,140,"Martin Laird",17,479984,"PGAChampionshipPoints",2016
140,136,"Jamie Donaldson",10,476638,"PGAChampionshipPoints",2016
141,139,"Padraig Harrington",14,468249,"PGAChampionshipPoints",2016
142,141,"Blayne Barber",18,461615,"PGAChampionshipPoints",2016
143,142,"Steve Marino",14,446393,"PGAChampionshipPoints",2016
144,143,"Morgan Hoffmann",19,445584,"PGAChampionshipPoints",2016
145,144,"Bernd Wiesberger",9,439427,"PGAChampionshipPoints",2016
146,164,"Francesco Molinari",12,438939,"PGAChampionshipPoints",2016
147,145,"Brendon de Jonge",24,431380,"PGAChampionshipPoints",2016
148,181,"Chesson Hadley",20,428050,"PGAChampionshipPoints",2016
149,146,"Steve Stricker",9,425215,"PGAChampionshipPoints",2016
150,147,"Greg Owen",19,405654,"PGAChampionshipPoints",2016
151,152,"Vijay Singh",16,403910,"PGAChampionshipPoints",2016
152,148,"George McNeill",18,403204,"PGAChampionshipPoints",2016
153,149,"Nick Watney",10,402444,"PGAChampionshipPoints",2016
154,150,"Tyler Aldridge",18,399928,"PGAChampionshipPoints",2016
155,151,"Seung Yul Noh",17,392332,"PGAChampionshipPoints",2016
156,156,"Jeff Overton",20,391835,"PGAChampionshipPoints",2016
157,153,"Kyle Stanley",19,386757,"PGAChampionshipPoints",2016
158,154,"George Coetzee",4,384333,"PGAChampionshipPoints",2016
159,155,"Bronson Burgoon",17,377549,"PGAChampionshipPoints",2016
160,165,"Chris Stroud",19,374124,"PGAChampionshipPoints",2016
161,158,"Brice Garnett",11,369365,"PGAChampionshipPoints",2016
162,159,"Justin Leonard",9,368544,"PGAChampionshipPoints",2016
163,160,"Michael Kim",18,367523,"PGAChampionshipPoints",2016
164,168,"Martin Piller",12,353827,"PGAChampionshipPoints",2016
165,198,"Tim Wilkinson",13,348319,"PGAChampionshipPoints",2016
166,161,"Stewart Cink",16,347799,"PGAChampionshipPoints",2016
167,162,"Bobby Wyatt",3,346488,"PGAChampionshipPoints",2016
168,163,"Stuart Appleby",13,344669,"PGAChampionshipPoints",2016
169,166,"Victor Dubuisson",5,333500,"PGAChampionshipPoints",2016
170,167,"Andy Sullivan",8,331735,"PGAChampionshipPoints",2016
171,169,"Whee Kim",20,320554,"PGAChampionshipPoints",2016
172,170,"Andres Gonzales",20,318868,"PGAChampionshipPoints",2016
173,171,"Ben Crane",19,300184,"PGAChampionshipPoints",2016
174,175,"Ernie Els",12,299560,"PGAChampionshipPoints",2016
175,172,"Sam Saunders",17,298619,"PGAChampionshipPoints",2016
176,173,"Rory Sabbatini",18,288834,"PGAChampionshipPoints",2016
177,174,"Thongchai Jaidee",8,286137,"PGAChampionshipPoints",2016
178,176,"Brendon Todd",24,277135,"PGAChampionshipPoints",2016
179,177,"Mark Wilson",17,275321,"PGAChampionshipPoints",2016
180,178,"Carl Pettersson",18,269329,"PGAChampionshipPoints",2016
181,190,"Scott Langley",15,268995,"PGAChampionshipPoints",2016
182,179,"Will Ma Kenzie",17,268289,"PGAChampionshipPoints",2016
183,183,"Carlos Ortiz",21,266958,"PGAChampionshipPoints",2016
184,180,"Chris Wood",6,265450,"PGAChampionshipPoints",2016
185,182,"Bryson DeChambeau",5,259600,"PGAChampionshipPoints",2016
186,185,"Scott Pinckney",21,259482,"PGAChampionshipPoints",2016
187,192,"Dawie van der Walt",16,250279,"PGAChampionshipPoints",2016
188,184,"Thomas Aiken",13,246391,"PGAChampionshipPoints",2016
189,186,"Luke Guthrie",13,242712,"PGAChampionshipPoints",2016
190,187,"Shawn Stefani",20,236744,"PGAChampionshipPoints",2016
191,188,"Pat Perez",15,225215,"PGAChampionshipPoints",2016
192,189,"DJ Trahan",8,216142,"PGAChampionshipPoints",2016
193,197,"Derek Ernst",14,206846,"PGAChampionshipPoints",2016
194,194,"Angel Cabrera",13,206678,"PGAChampionshipPoints",2016
195,191,"Michael Thompson",16,205549,"PGAChampionshipPoints",2016
196,193,"Matt Every",19,199953,"PGAChampionshipPoints",2016
197,200,"Erik Compton",18,194408,"PGAChampionshipPoints",2016
198,199,"Rob Oppenheim",11,194269,"PGAChampionshipPoints",2016
199,195,"Rodolfo Cazaubon",3,185904,"PGAChampionshipPoints",2016
200,196,"Scott Hend",3,184850,"PGAChampionshipPoints",2016
