"DrivingPctAll_RANKTHISWEEK_2008","DrivingPctAll_RANKLASTWEEK_2008","DrivingPctAll_PLAYERNAME_2008","DrivingPctAll_ROUNDS_2008","DrivingPctAll_Pct_2008","DrivingPctAll_TOTALDRIVESFOR_2008","DrivingPctAll_TOTALDRIVESOVERALL_2008","DrivingPctAll_RELATIVETOPAR_2008","stat_name","year"
53,NA,"Brett Quigley",80,6.58,67,1018,0.179,"DrivingPctAll",2008
54,NA,"Stephen Ames",83,6.5,60,923,0.133,"DrivingPctAll",2008
54,NA,"Jeff Gove",50,6.5,40,615,0,"DrivingPctAll",2008
56,NA,"Scott Verplank",82,6.47,59,912,0.068,"DrivingPctAll",2008
57,NA,"James Driscoll",85,6.44,68,1056,0.265,"DrivingPctAll",2008
58,NA,"John Merrick",98,6.42,69,1074,0.087,"DrivingPctAll",2008
59,NA,"Trevor Immelman",70,6.38,48,752,0.188,"DrivingPctAll",2008
60,NA,"Michael Allen",91,6.33,69,1090,0.159,"DrivingPctAll",2008
61,NA,"Bubba Watson",97,6.26,70,1118,0.114,"DrivingPctAll",2008
62,NA,"Mike Weir",88,6.25,58,928,0.017,"DrivingPctAll",2008
63,NA,"Nathan Green",95,6.24,79,1266,0.253,"DrivingPctAll",2008
64,NA,"Ken Duke",116,6.22,91,1462,0.121,"DrivingPctAll",2008
65,NA,"Tom Lehman",51,6.2,33,532,0.273,"DrivingPctAll",2008
66,NA,"Tim Herron",97,6.19,75,1211,0.16,"DrivingPctAll",2008
67,NA,"John Mallinger",95,6.16,72,1169,0.208,"DrivingPctAll",2008
68,NA,"JP Hayes",67,6.15,54,878,0.5,"DrivingPctAll",2008
69,NA,"Brandt Jobe",52,6.12,40,654,0,"DrivingPctAll",2008
69,NA,"Charlie Wi",97,6.12,75,1226,0.16,"DrivingPctAll",2008
71,NA,"Tom Pernice Jr",104,6.09,83,1364,0.145,"DrivingPctAll",2008
72,NA,"John Senden",93,6.03,69,1144,0.072,"DrivingPctAll",2008
72,NA,"Kyle Thompson",70,6.03,48,796,0.375,"DrivingPctAll",2008
74,NA,"Matt Kuchar",88,6.02,59,980,0.22,"DrivingPctAll",2008
75,NA,"Bart Bryant",81,6,56,934,0.089,"DrivingPctAll",2008
76,NA,"Brandt Snedeker",85,5.97,56,938,0.018,"DrivingPctAll",2008
77,NA,"Justin Leonard",101,5.95,61,1026,-0.148,"DrivingPctAll",2008
77,NA,"Ian Poulter",51,5.95,30,504,0.367,"DrivingPctAll",2008
79,NA,"Billy Andrade",71,5.92,51,862,0.275,"DrivingPctAll",2008
80,NA,"Jimmy Walker",73,5.9,51,864,0.255,"DrivingPctAll",2008
80,NA,"Tim Wilkinson",95,5.9,66,1118,0.121,"DrivingPctAll",2008
82,NA,"Jim Furyk",95,5.88,62,1054,-0.081,"DrivingPctAll",2008
83,NA,"Chris Stroud",81,5.87,54,920,-0.056,"DrivingPctAll",2008
84,NA,"Tom Scherrer",56,5.86,36,614,0.111,"DrivingPctAll",2008
85,NA,"Aaron Baddeley",76,5.81,49,844,0,"DrivingPctAll",2008
85,NA,"Omar Uresti",74,5.81,51,878,0.275,"DrivingPctAll",2008
85,NA,"YE Yang",89,5.81,65,1118,0.338,"DrivingPctAll",2008
88,NA,"Paul Casey",55,5.8,29,500,0.345,"DrivingPctAll",2008
88,NA,"Pat Perez",93,5.8,64,1103,0.094,"DrivingPctAll",2008
90,NA,"Mathew Goggin",91,5.77,66,1144,0.136,"DrivingPctAll",2008
91,NA,"Jonathan Byrd",88,5.76,62,1076,0.065,"DrivingPctAll",2008
92,NA,"Jason Allred",63,5.75,40,696,0.15,"DrivingPctAll",2008
93,NA,"Jon Mills",95,5.71,62,1085,0.258,"DrivingPctAll",2008
93,NA,"Bo Van Pelt",101,5.71,74,1297,0.257,"DrivingPctAll",2008
95,NA,"Chez Reavie",102,5.67,71,1252,0.169,"DrivingPctAll",2008
96,NA,"Ryan Palmer",69,5.62,47,836,-0.043,"DrivingPctAll",2008
97,NA,"Brad Adamonis",87,5.57,59,1059,0.237,"DrivingPctAll",2008
98,NA,"Hunter Mahan",87,5.56,56,1008,0.179,"DrivingPctAll",2008
99,NA,"Cliff Kresge",84,5.51,56,1016,0.196,"DrivingPctAll",2008
99,NA,"Jeff Overton",103,5.51,70,1270,0.114,"DrivingPctAll",2008
101,NA,"Retief Goosen",59,5.46,32,586,0.406,"DrivingPctAll",2008
102,NA,"JJ Henry",108,5.43,75,1382,0.067,"DrivingPctAll",2008
102,NA,"Billy Mayfair",103,5.43,72,1326,0.139,"DrivingPctAll",2008
104,NA,"Rocco Mediate",87,5.39,52,964,0.269,"DrivingPctAll",2008
105,NA,"Alex Cejka",75,5.38,45,836,0.4,"DrivingPctAll",2008
105,NA,"Rod Pampling",83,5.38,51,948,0.137,"DrivingPctAll",2008
107,NA,"Jay Williamson",96,5.37,60,1118,0.133,"DrivingPctAll",2008
108,NA,"Joe Durant",92,5.36,59,1100,0.085,"DrivingPctAll",2008
109,NA,"Ben Curtis",80,5.33,47,882,0.106,"DrivingPctAll",2008
110,NA,"Rory Sabbatini",77,5.3,47,886,0,"DrivingPctAll",2008
111,NA,"Mark Calcavecchia",67,5.29,40,756,0.575,"DrivingPctAll",2008
112,NA,"Angel Cabrera",55,5.27,29,550,0.207,"DrivingPctAll",2008
113,NA,"John Riegger",73,5.26,47,893,0.085,"DrivingPctAll",2008
114,NA,"Cameron Beckman",87,5.24,54,1031,0.204,"DrivingPctAll",2008
114,NA,"Steve Lowery",74,5.24,49,935,0.388,"DrivingPctAll",2008
116,NA,"Tommy Armour III",77,5.23,48,917,0.208,"DrivingPctAll",2008
117,NA,"Peter Lonard",92,5.12,57,1114,0.175,"DrivingPctAll",2008
118,NA,"George McNeill",97,5.1,64,1256,0.25,"DrivingPctAll",2008
119,NA,"Mathias Gronberg",87,5.09,56,1100,0.196,"DrivingPctAll",2008
120,NA,"John Rollins",94,5.07,56,1104,0.196,"DrivingPctAll",2008
121,NA,"Brian Davis",108,5.06,72,1422,0.111,"DrivingPctAll",2008
122,NA,"David Lutterus",59,5.04,35,695,0.4,"DrivingPctAll",2008
123,NA,"Ryan Armour",87,5.02,53,1056,0.113,"DrivingPctAll",2008
123,NA,"Freddie Jacobson",78,5.02,45,896,0.067,"DrivingPctAll",2008
125,NA,"Kevin Stadler",90,5,51,1020,-0.039,"DrivingPctAll",2008
126,NA,"Nick Flanagan",89,4.95,55,1111,0.327,"DrivingPctAll",2008
127,NA,"Brad Elder",67,4.92,37,752,0.081,"DrivingPctAll",2008
128,NA,"Daniel Chopra",84,4.87,47,966,0.149,"DrivingPctAll",2008
129,NA,"Johnson Wagner",83,4.84,46,950,0.174,"DrivingPctAll",2008
130,NA,"Brett Rumford",72,4.83,41,848,0.317,"DrivingPctAll",2008
131,NA,"Steve Elkington",84,4.81,49,1018,0.122,"DrivingPctAll",2008
131,NA,"Martin Laird",98,4.81,57,1186,0.035,"DrivingPctAll",2008
133,NA,"Matt Jones",95,4.78,56,1172,0.179,"DrivingPctAll",2008
134,NA,"Charles Howell III",101,4.76,58,1218,-0.034,"DrivingPctAll",2008
135,NA,"Heath Slocum",104,4.75,57,1200,0.14,"DrivingPctAll",2008
136,NA,"Vaughn Taylor",103,4.72,62,1314,0.129,"DrivingPctAll",2008
137,NA,"Tim Clark",90,4.7,48,1022,-0.021,"DrivingPctAll",2008
138,NA,"Robert Allenby",108,4.67,56,1200,0,"DrivingPctAll",2008
139,NA,"KJ Choi",74,4.61,37,802,0.108,"DrivingPctAll",2008
140,NA,"Charley Hoffman",94,4.56,55,1206,0.127,"DrivingPctAll",2008
141,NA,"Michael Letzig",88,4.55,47,1032,0.255,"DrivingPctAll",2008
142,NA,"Troy Matteson",94,4.52,56,1238,0.143,"DrivingPctAll",2008
143,NA,"Justin Bolli",87,4.5,46,1022,0.196,"DrivingPctAll",2008
144,NA,"Brenden Pappas",66,4.49,35,780,0.2,"DrivingPctAll",2008
145,NA,"Briny Baird",113,4.48,60,1338,0.117,"DrivingPctAll",2008
145,NA,"David Toms",70,4.48,35,782,0,"DrivingPctAll",2008
147,NA,"Todd Demsey",80,4.44,44,990,0.114,"DrivingPctAll",2008
148,NA,"Carl Pettersson",110,4.43,60,1354,0.15,"DrivingPctAll",2008
149,NA,"Will Ma Kenzie",62,4.42,35,792,0.086,"DrivingPctAll",2008
150,NA,"Bill Haas",99,4.39,55,1252,0.145,"DrivingPctAll",2008
151,NA,"Frank Lickliter II",107,4.31,60,1392,0.2,"DrivingPctAll",2008
152,NA,"Kenny Perry",97,4.3,55,1280,0,"DrivingPctAll",2008
153,NA,"Rich Beem",90,4.26,47,1102,0.17,"DrivingPctAll",2008
154,NA,"DJ Trahan",94,4.24,46,1084,0.174,"DrivingPctAll",2008
155,NA,"Kevin Sutherland",98,4.23,52,1228,0.077,"DrivingPctAll",2008
156,NA,"Ben Crane",86,4.21,44,1046,0.068,"DrivingPctAll",2008
157,NA,"Ernie Els",51,4.18,21,502,0.048,"DrivingPctAll",2008
158,NA,"Ted Purdy",68,4.14,34,821,0.353,"DrivingPctAll",2008
159,NA,"Geoff Ogilvy",65,4.11,28,682,-0.107,"DrivingPctAll",2008
160,NA,"Steve Marino",119,4.08,59,1447,0.102,"DrivingPctAll",2008
161,NA,"Davis Love III",78,4.07,37,908,-0.108,"DrivingPctAll",2008
161,NA,"Tag Ridings",88,4.07,46,1130,0.283,"DrivingPctAll",2008
163,NA,"Tommy Gainey",60,4.05,26,642,0.462,"DrivingPctAll",2008
164,NA,"Kevin Streelman",114,4,54,1351,0.259,"DrivingPctAll",2008
165,NA,"Lucas Glover",91,3.97,46,1158,0.217,"DrivingPctAll",2008
166,NA,"Joe Ogilvie",100,3.94,48,1217,0.167,"DrivingPctAll",2008
167,NA,"Nick Watney",96,3.91,46,1176,0.261,"DrivingPctAll",2008
168,NA,"Camilo Villegas",79,3.85,34,882,0.118,"DrivingPctAll",2008
169,NA,"Stewart Cink",87,3.81,34,892,0.029,"DrivingPctAll",2008
170,NA,"Robert Garrigus",90,3.76,45,1196,0.289,"DrivingPctAll",2008
171,NA,"Steve Allan",58,3.73,25,670,0.36,"DrivingPctAll",2008
172,NA,"Jason Day",81,3.72,40,1076,0.025,"DrivingPctAll",2008
173,NA,"Sean OHair",81,3.69,35,948,0.114,"DrivingPctAll",2008
174,NA,"Cody Freeman",66,3.65,28,768,0.429,"DrivingPctAll",2008
175,NA,"Woody Austin",109,3.64,45,1236,0.156,"DrivingPctAll",2008
176,NA,"Kenneth Ferrie",72,3.59,30,836,0.3,"DrivingPctAll",2008
176,NA,"Harrison Frazar",73,3.59,31,863,0.419,"DrivingPctAll",2008
178,NA,"Mark Hensby",71,3.58,32,895,-0.063,"DrivingPctAll",2008
178,NA,"Charles Warren",79,3.58,37,1033,0.27,"DrivingPctAll",2008
180,NA,"Sergio Garcia",72,3.57,28,784,0.143,"DrivingPctAll",2008
181,NA,"Vijay Singh",82,3.5,31,886,0.129,"DrivingPctAll",2008
182,NA,"Adam Scott",51,3.47,17,490,0.529,"DrivingPctAll",2008
183,NA,"Bob Sowards",61,3.44,25,726,0.08,"DrivingPctAll",2008
184,NA,"Travis Perkins",53,3.4,19,559,0.474,"DrivingPctAll",2008
186,NA,"Boo Weekley",86,3.23,29,898,0.103,"DrivingPctAll",2008
187,NA,"Dustin Johnson",92,3.19,36,1127,0.361,"DrivingPctAll",2008
188,NA,"Padraig Harrington",52,3.13,14,448,0.143,"DrivingPctAll",2008
189,NA,"Stuart Appleby",87,3.1,29,934,0.138,"DrivingPctAll",2008
190,NA,"Jeff Maggert",86,3,33,1100,0.182,"DrivingPctAll",2008
191,NA,"Anthony Kim",81,2.97,27,910,0.296,"DrivingPctAll",2008
192,NA,"Fred Couples",60,2.96,21,710,0.238,"DrivingPctAll",2008
193,NA,"John Huston",56,2.94,20,680,0.15,"DrivingPctAll",2008
194,NA,"Andres Romero",69,2.62,18,686,0.167,"DrivingPctAll",2008
194,NA,"Nicholas Thompson",113,2.62,35,1338,0.343,"DrivingPctAll",2008
196,NA,"JB Holmes",86,2.28,22,964,0.409,"DrivingPctAll",2008
197,NA,"Phil Mickelson",80,2.06,17,826,0.059,"DrivingPctAll",2008
