"ProximitytoHole_RANKTHISWEEK_2011","ProximitytoHole_RANKLASTWEEK_2011","ProximitytoHole_PLAYERNAME_2011","ProximitytoHole_ROUNDS_2011","ProximitytoHole_AVG_2011","ProximitytoHole_TOTALDISTANCEFEET_2011","ProximitytoHole_OFATTEMPTS_2011","ProximitytoHole_GIRRANK_2011","stat_name","year"
33,33,"Vijay Singh",79,NA,44012.333,1290,63,"ProximitytoHole",2011
35,35,"KJ Choi",77,NA,35616.417,1041,81,"ProximitytoHole",2011
35,35,"Chris Stroud",88,NA,47786.333,1396,48,"ProximitytoHole",2011
35,35,"YE Yang",63,NA,25623.083,748,162,"ProximitytoHole",2011
38,38,"Brendon de Jonge",105,NA,56423.667,1643,65,"ProximitytoHole",2011
38,38,"Andres Gonzales",60,NA,28217.667,821,123,"ProximitytoHole",2011
38,38,"Nick OHern",89,NA,46777.167,1362,58,"ProximitytoHole",2011
38,38,"Geoff Ogilvy",69,NA,33224.75,968,157,"ProximitytoHole",2011
38,38,"Alex Prugh",82,NA,43474.417,1267,80,"ProximitytoHole",2011
43,43,"Brandt Snedeker",85,NA,41271.25,1200,113,"ProximitytoHole",2011
43,43,"Vaughn Taylor",89,NA,51088,1484,76,"ProximitytoHole",2011
45,45,"Tommy Gainey",104,NA,56252.417,1632,48,"ProximitytoHole",2011
45,45,"Tom Gillis",55,NA,30779.583,893,68,"ProximitytoHole",2011
45,45,"Lucas Glover",74,NA,37619.667,1091,82,"ProximitytoHole",2011
45,45,"Spencer Levin",113,NA,58211.417,1686,35,"ProximitytoHole",2011
45,45,"Pat Perez",76,NA,43327.417,1255,100,"ProximitytoHole",2011
45,45,"Brendan Steele",89,NA,47514.25,1378,99,"ProximitytoHole",2011
45,45,"Dean Wilson",62,NA,35184.917,1020,157,"ProximitytoHole",2011
45,45,"Mark Wilson",89,NA,43198.333,1253,77,"ProximitytoHole",2011
53,53,"Stewart Cink",72,NA,32130.083,929,128,"ProximitytoHole",2011
53,53,"Ben Curtis",66,NA,38447.167,1113,87,"ProximitytoHole",2011
53,53,"Retief Goosen",50,NA,24727.5,715,125,"ProximitytoHole",2011
53,53,"Aron Price",58,NA,30494.083,882,46,"ProximitytoHole",2011
57,57,"Ricky Barnes",78,NA,39766.25,1148,62,"ProximitytoHole",2011
57,57,"Kevin Chappell",78,NA,37650.333,1086,114,"ProximitytoHole",2011
57,57,"Ernie Els",71,NA,36753.583,1059,7,"ProximitytoHole",2011
57,57,"Justin Leonard",82,NA,45962.75,1325,112,"ProximitytoHole",2011
57,57,"Boo Weekley",66,NA,35419,1021,1,"ProximitytoHole",2011
62,62,"Dustin Johnson",72,NA,33289.417,959,27,"ProximitytoHole",2011
62,62,"Carl Pettersson",95,NA,56063.583,1613,89,"ProximitytoHole",2011
62,62,"Kyle Stanley",98,NA,49674.917,1429,30,"ProximitytoHole",2011
65,65,"Graeme McDowell",50,NA,22982,659,75,"ProximitytoHole",2011
65,65,"Bryce Molder",82,NA,44265.333,1271,108,"ProximitytoHole",2011
65,65,"DJ Trahan",91,NA,51743.417,1487,17,"ProximitytoHole",2011
68,68,"Robert Garrigus",83,NA,42921.25,1229,72,"ProximitytoHole",2011
68,68,"Michael Thompson",79,NA,43207.25,1236,101,"ProximitytoHole",2011
68,68,"Marc Turnesa",54,NA,28808.667,825,95,"ProximitytoHole",2011
71,71,"Michael Bradley",74,NA,36971.667,1056,37,"ProximitytoHole",2011
71,71,"Michael Connell",76,NA,45078.333,1289,138,"ProximitytoHole",2011
71,71,"Jerry Kelly",85,NA,42566.083,1217,70,"ProximitytoHole",2011
71,71,"George McNeill",69,NA,36425.333,1041,132,"ProximitytoHole",2011
71,71,"Chris Riley",76,NA,42620,1219,115,"ProximitytoHole",2011
71,71,"Kevin Streelman",90,NA,44603.917,1274,94,"ProximitytoHole",2011
71,71,"Nick Watney",80,NA,38910.667,1113,54,"ProximitytoHole",2011
78,78,"Sung Kang",63,NA,32156.167,916,116,"ProximitytoHole",2011
78,78,"Matt McQuillan",59,NA,30291.833,863,157,"ProximitytoHole",2011
80,80,"Troy Matteson",91,NA,50953.25,1449,92,"ProximitytoHole",2011
80,80,"Billy Mayfair",94,NA,53645.75,1525,23,"ProximitytoHole",2011
80,80,"Phil Mickelson",79,NA,36467.75,1037,51,"ProximitytoHole",2011
83,83,"Harrison Frazar",58,NA,26394.667,749,164,"ProximitytoHole",2011
83,83,"Kent Jones",76,NA,42362.917,1201,73,"ProximitytoHole",2011
83,83,"Rory Sabbatini",85,NA,38607.917,1095,85,"ProximitytoHole",2011
86,86,"Justin Hicks",60,NA,27660.667,783,90,"ProximitytoHole",2011
86,86,"Lee Janzen",62,NA,31692.75,898,153,"ProximitytoHole",2011
86,86,"John Merrick",71,NA,38024.667,1076,24,"ProximitytoHole",2011
89,89,"Cameron Beckman",71,NA,40635.833,1147,151,"ProximitytoHole",2011
89,89,"Ben Crane",76,NA,39385.417,1111,68,"ProximitytoHole",2011
89,89,"John Senden",94,NA,51336.667,1449,5,"ProximitytoHole",2011
92,92,"Jim Herman",69,NA,36260.25,1021,36,"ProximitytoHole",2011
92,92,"Bill Lunde",92,NA,49044.917,1382,13,"ProximitytoHole",2011
92,92,"Jim Renner",65,NA,33598.833,946,107,"ProximitytoHole",2011
92,92,"Justin Rose",79,NA,40112,1129,10,"ProximitytoHole",2011
92,92,"Gary Woodland",93,NA,44488.167,1253,12,"ProximitytoHole",2011
97,97,"Robert Allenby",84,NA,44742.5,1257,39,"ProximitytoHole",2011
97,97,"Keegan Bradley",91,NA,48920.333,1375,83,"ProximitytoHole",2011
97,97,"JP Hayes",56,NA,30533.167,858,178,"ProximitytoHole",2011
97,97,"Ryan Moore",79,NA,38348.333,1077,155,"ProximitytoHole",2011
97,97,"Sean OHair",71,NA,38309.083,1077,152,"ProximitytoHole",2011
97,97,"Scott Piercy",78,NA,40058.833,1126,85,"ProximitytoHole",2011
97,97,"Bo Van Pelt",92,NA,45320.75,1273,34,"ProximitytoHole",2011
104,104,"Chris Couch",73,NA,43251.833,1213,109,"ProximitytoHole",2011
104,104,"David Duval",67,NA,37055.583,1040,135,"ProximitytoHole",2011
104,104,"Sergio Garcia",61,NA,28769.833,806,56,"ProximitytoHole",2011
107,107,"Jonathan Byrd",83,NA,46180.417,1291,91,"ProximitytoHole",2011
107,107,"Charley Hoffman",93,NA,47173.25,1318,57,"ProximitytoHole",2011
107,107,"Freddie Jacobson",92,NA,44827,1254,143,"ProximitytoHole",2011
107,107,"Adam Scott",60,NA,28737.417,804,32,"ProximitytoHole",2011
107,107,"Camilo Villegas",69,NA,36526.833,1021,163,"ProximitytoHole",2011
112,112,"Scott Gutschewski",67,NA,35335.667,985,160,"ProximitytoHole",2011
112,112,"Hunter Haas",96,NA,54590.833,1522,71,"ProximitytoHole",2011
112,112,"William McGirt",103,NA,58898.083,1644,25,"ProximitytoHole",2011
115,115,"Trevor Immelman",84,NA,43057.917,1200,31,"ProximitytoHole",2011
116,116,"Shaun Micheel",77,NA,41734.667,1160,154,"ProximitytoHole",2011
116,116,"Bubba Watson",85,NA,37973,1055,9,"ProximitytoHole",2011
116,116,"Garrett Willis",71,NA,41179,1144,124,"ProximitytoHole",2011
119,119,"Robert Karlsson",61,NA,29136,807,148,"ProximitytoHole",2011
119,119,"Kevin Na",84,NA,44065.25,1221,180,"ProximitytoHole",2011
119,119,"Paul Stankowski",78,NA,41941.083,1162,104,"ProximitytoHole",2011
122,122,"Stuart Appleby",65,NA,38857.25,1074,175,"ProximitytoHole",2011
122,122,"Richard Johnson",64,NA,35007.583,967,146,"ProximitytoHole",2011
122,122,"Josh Teater",104,NA,59615.583,1647,53,"ProximitytoHole",2011
122,122,"Roland Thatcher",67,NA,39565.667,1093,130,"ProximitytoHole",2011
126,126,"Fabian Gomez",84,NA,44648.167,1233,104,"ProximitytoHole",2011
126,126,"Billy Horschel",75,NA,40212.917,1110,47,"ProximitytoHole",2011
126,126,"Johnson Wagner",81,NA,45460.25,1253,45,"ProximitytoHole",2011
129,129,"Padraig Harrington",60,NA,29322.083,807,133,"ProximitytoHole",2011
129,129,"JB Holmes",57,NA,30715.917,846,63,"ProximitytoHole",2011
131,131,"Nate Smith",66,NA,34548.917,948,177,"ProximitytoHole",2011
132,132,"Arjun Atwal",91,NA,54313.083,1489,149,"ProximitytoHole",2011
132,132,"Martin Laird",77,NA,40297.333,1105,61,"ProximitytoHole",2011
132,132,"Marc Leishman",87,NA,52086.083,1427,122,"ProximitytoHole",2011
135,135,"Blake Adams",116,NA,68677.917,1878,97,"ProximitytoHole",2011
135,135,"Bobby Gates",82,NA,43952.333,1201,118,"ProximitytoHole",2011
135,135,"Steve Marino",76,NA,40673.417,1113,88,"ProximitytoHole",2011
135,135,"Ben Martin",74,NA,42435.417,1161,117,"ProximitytoHole",2011
135,135,"Rocco Mediate",53,NA,31350.833,857,168,"ProximitytoHole",2011
135,135,"Joe Ogilvie",75,NA,39943.25,1093,161,"ProximitytoHole",2011
135,135,"DA Points",89,NA,48371.583,1321,110,"ProximitytoHole",2011
142,142,"Angel Cabrera",50,NA,22761.083,621,137,"ProximitytoHole",2011
142,142,"Tim Herron",85,NA,50514.583,1379,92,"ProximitytoHole",2011
142,142,"Rod Pampling",72,NA,39458.083,1075,84,"ProximitytoHole",2011
142,142,"Tim Petrovic",88,NA,50628.833,1381,167,"ProximitytoHole",2011
146,146,"Jimmy Walker",79,NA,50090.667,1364,136,"ProximitytoHole",2011
147,147,"Joseph Bramlett",73,NA,40302.083,1094,103,"ProximitytoHole",2011
147,147,"Colt Knost",80,NA,44116.667,1197,171,"ProximitytoHole",2011
147,147,"Hunter Mahan",92,NA,50236.167,1363,22,"ProximitytoHole",2011
147,147,"Zack Miller",86,NA,49375.167,1340,174,"ProximitytoHole",2011
151,151,"Charles Howell III",108,NA,60188.417,1630,19,"ProximitytoHole",2011
152,152,"Greg Chalmers",88,NA,52313.5,1415,179,"ProximitytoHole",2011
152,152,"Troy Merritt",63,NA,37673.667,1019,133,"ProximitytoHole",2011
152,152,"Andres Romero",77,NA,45123.167,1219,146,"ProximitytoHole",2011
155,155,"Matt Bettencourt",84,NA,50890.75,1373,169,"ProximitytoHole",2011
155,155,"Bill Haas",93,NA,47841.5,1291,11,"ProximitytoHole",2011
155,155,"Ryuji Imada",83,NA,50511.833,1363,130,"ProximitytoHole",2011
158,158,"Alexandre Rocha",65,NA,32609.583,878,29,"ProximitytoHole",2011
158,158,"Daniel Summerhays",75,NA,43887,1181,150,"ProximitytoHole",2011
160,160,"Rich Beem",53,NA,30682.25,824,172,"ProximitytoHole",2011
160,160,"Steve Flesch",88,NA,52016.5,1395,185,"ProximitytoHole",2011
160,160,"Jeff Overton",92,NA,48763.333,1308,119,"ProximitytoHole",2011
163,163,"Aaron Baddeley",77,NA,41516.167,1110,97,"ProximitytoHole",2011
163,163,"Steve Elkington",50,NA,28146.333,753,66,"ProximitytoHole",2011
163,163,"Kevin Kisner",70,NA,38182,1021,184,"ProximitytoHole",2011
163,163,"Michael Putnam",67,NA,35336.083,944,127,"ProximitytoHole",2011
167,167,"Ryan Palmer",82,NA,40355.583,1076,139,"ProximitytoHole",2011
167,167,"Martin Piller",63,NA,34885.583,930,181,"ProximitytoHole",2011
167,167,"Tag Ridings",87,NA,49627.5,1322,142,"ProximitytoHole",2011
170,170,"Charl Schwartzel",58,NA,26915.583,716,79,"ProximitytoHole",2011
171,171,"DJ Brigman",67,NA,37018.417,983,182,"ProximitytoHole",2011
171,171,"Nathan Green",81,NA,47154.667,1253,166,"ProximitytoHole",2011
171,171,"JJ Henry",96,NA,53437.75,1418,18,"ProximitytoHole",2011
174,174,"Jarrod Lyle",83,NA,48606.917,1287,172,"ProximitytoHole",2011
174,174,"Charlie Wi",83,NA,51993.5,1376,140,"ProximitytoHole",2011
176,176,"Jason Day",76,NA,40009.083,1058,110,"ProximitytoHole",2011
177,177,"Matt Jones",71,NA,43477,1144,165,"ProximitytoHole",2011
177,177,"Derek Lamely",65,NA,39342.667,1035,156,"ProximitytoHole",2011
179,179,"Steven Bowditch",86,NA,53020.417,1392,141,"ProximitytoHole",2011
179,179,"Anthony Kim",72,NA,39716.833,1042,176,"ProximitytoHole",2011
181,181,"Cameron Tringale",110,NA,66299.75,1739,42,"ProximitytoHole",2011
182,182,"Jhonattan Vegas",84,NA,47916.583,1253,44,"ProximitytoHole",2011
183,183,"James Driscoll",71,NA,41975.917,1091,144,"ProximitytoHole",2011
184,184,"Will Strickler",51,NA,29928.917,769,170,"ProximitytoHole",2011
185,185,"Bio Kim",71,NA,41438.667,1042,186,"ProximitytoHole",2011
186,186,"Scott McCarron",65,NA,38420.833,962,183,"ProximitytoHole",2011
