"AccuracyRating_RANKTHISWEEK_2006","AccuracyRating_RANKLASTWEEK_2006","AccuracyRating_PLAYERNAME_2006","AccuracyRating_EVENTS_2006","AccuracyRating_RATING_2006","stat_name","year"
1,1,"Jim Furyk",17,8.4,"AccuracyRating",2006
2,2,"David Hearn",1,8.3,"AccuracyRating",2006
3,3,"Craig Stadler",1,8.2,"AccuracyRating",2006
4,4,"Kenny Perry",13,8.1,"AccuracyRating",2006
5,5,"Heath Slocum",16,8,"AccuracyRating",2006
5,5,"Tiger Woods",9,8,"AccuracyRating",2006
7,7,"Fred Funk",21,7.9,"AccuracyRating",2006
7,7,"John Mallinger",1,7.9,"AccuracyRating",2006
7,7,"Richard Scott",1,7.9,"AccuracyRating",2006
7,7,"Joey Sindelar",14,7.9,"AccuracyRating",2006
11,11,"Ken Duke",2,7.8,"AccuracyRating",2006
11,11,"Loren Roberts",3,7.8,"AccuracyRating",2006
11,11,"Adam Scott",12,7.8,"AccuracyRating",2006
14,14,"Joe Durant",22,7.7,"AccuracyRating",2006
14,14,"Joel Edwards",1,7.7,"AccuracyRating",2006
14,14,"Billy Hurley III",2,7.7,"AccuracyRating",2006
14,14,"Shingo Katayama",2,7.7,"AccuracyRating",2006
14,14,"Graeme McDowell",4,7.7,"AccuracyRating",2006
14,14,"Darron Stiles",7,7.7,"AccuracyRating",2006
20,20,"Bart Bryant",16,7.6,"AccuracyRating",2006
20,20,"Tim Clark",15,7.6,"AccuracyRating",2006
20,20,"Gavin Coles",3,7.6,"AccuracyRating",2006
20,20,"Anthony Kim",2,7.6,"AccuracyRating",2006
20,20,"Nick OHern",7,7.6,"AccuracyRating",2006
20,20,"David Toms",14,7.6,"AccuracyRating",2006
20,20,"Scott Verplank",17,7.6,"AccuracyRating",2006
20,20,"Garrett Willis",3,7.6,"AccuracyRating",2006
28,28,"Stephen Ames",9,7.5,"AccuracyRating",2006
28,28,"Olin Browne",20,7.5,"AccuracyRating",2006
28,28,"Robert Gamez",16,7.5,"AccuracyRating",2006
28,28,"Scott Hend",1,7.5,"AccuracyRating",2006
28,28,"Dicky Pride",6,7.5,"AccuracyRating",2006
28,28,"Joey Snyder III",1,7.5,"AccuracyRating",2006
34,34,"Luke Donald",11,7.4,"AccuracyRating",2006
34,34,"David Edwards",1,7.4,"AccuracyRating",2006
34,34,"Bill Glasson",5,7.4,"AccuracyRating",2006
34,34,"Trevor Immelman",17,7.4,"AccuracyRating",2006
34,34,"Robert Karlsson",3,7.4,"AccuracyRating",2006
34,34,"Ian Poulter",10,7.4,"AccuracyRating",2006
34,34,"Mike Small",4,7.4,"AccuracyRating",2006
34,34,"Jerry Smith",17,7.4,"AccuracyRating",2006
42,42,"Robert Allenby",13,7.3,"AccuracyRating",2006
42,42,"Tommy Armour III",8,7.3,"AccuracyRating",2006
42,42,"Bob Estes",17,7.3,"AccuracyRating",2006
42,42,"Paul Goydos",11,7.3,"AccuracyRating",2006
42,42,"Jay Haas",3,7.3,"AccuracyRating",2006
42,42,"Padraig Harrington",9,7.3,"AccuracyRating",2006
