"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2012","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2012","BirdieorBetterPercentage150175ya_PLAYERNAME_2012","BirdieorBetterPercentage150175ya_ROUNDS_2012","BirdieorBetterPercentage150175ya_Pct_2012","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2012","BirdieorBetterPercentage150175ya_TOTALHOLES_2012","stat_name","year"
1,1,"Jason Dufner",83,21.52,51,237,"BirdieorBetterPercentage150175ya",2012
2,2,"Tiger Woods",69,21.39,43,201,"BirdieorBetterPercentage150175ya",2012
3,3,"Matt Every",80,20.47,52,254,"BirdieorBetterPercentage150175ya",2012
4,4,"Ian Poulter",57,20,31,155,"BirdieorBetterPercentage150175ya",2012
5,5,"Robert Allenby",76,19.33,52,269,"BirdieorBetterPercentage150175ya",2012
6,6,"Brandt Snedeker",81,19.22,49,255,"BirdieorBetterPercentage150175ya",2012
7,7,"Webb Simpson",77,18.8,47,250,"BirdieorBetterPercentage150175ya",2012
8,8,"Adam Scott",59,18.75,30,160,"BirdieorBetterPercentage150175ya",2012
9,9,"Alexandre Rocha",62,18.58,34,183,"BirdieorBetterPercentage150175ya",2012
10,10,"Blake Adams",107,18.5,64,346,"BirdieorBetterPercentage150175ya",2012
10,10,"Gavin Coles",72,18.5,42,227,"BirdieorBetterPercentage150175ya",2012
12,12,"Jeff Maggert",83,18.42,56,304,"BirdieorBetterPercentage150175ya",2012
13,13,"Patrick Sheehan",58,18.39,32,174,"BirdieorBetterPercentage150175ya",2012
14,14,"Sergio Garcia",57,18.38,34,185,"BirdieorBetterPercentage150175ya",2012
15,15,"Bo Van Pelt",84,18.32,50,273,"BirdieorBetterPercentage150175ya",2012
16,16,"Lee Westwood",60,18.24,31,170,"BirdieorBetterPercentage150175ya",2012
17,17,"Chez Reavie",83,18.22,49,269,"BirdieorBetterPercentage150175ya",2012
18,18,"David Toms",60,18.12,27,149,"BirdieorBetterPercentage150175ya",2012
19,19,"Tom Gillis",75,18.07,45,249,"BirdieorBetterPercentage150175ya",2012
20,20,"KJ Choi",71,18.04,35,194,"BirdieorBetterPercentage150175ya",2012
21,21,"Daniel Summerhays",81,17.99,43,239,"BirdieorBetterPercentage150175ya",2012
22,22,"Ryan Moore",89,17.95,56,312,"BirdieorBetterPercentage150175ya",2012
23,23,"Scott Brown",65,17.87,37,207,"BirdieorBetterPercentage150175ya",2012
24,24,"DA Points",88,17.75,52,293,"BirdieorBetterPercentage150175ya",2012
25,25,"Jeff Overton",101,17.68,58,328,"BirdieorBetterPercentage150175ya",2012
26,26,"Chris Kirk",93,17.65,57,323,"BirdieorBetterPercentage150175ya",2012
27,27,"Nathan Green",73,17.57,39,222,"BirdieorBetterPercentage150175ya",2012
28,28,"Davis Love III",64,17.54,37,211,"BirdieorBetterPercentage150175ya",2012
29,29,"Steve Stricker",73,17.53,34,194,"BirdieorBetterPercentage150175ya",2012
30,30,"Kevin Na",80,17.5,42,240,"BirdieorBetterPercentage150175ya",2012
31,31,"Troy Matteson",100,17.29,51,295,"BirdieorBetterPercentage150175ya",2012
32,32,"Cameron Beckman",81,17.09,47,275,"BirdieorBetterPercentage150175ya",2012
33,33,"Ted Potter Jr",77,17.04,38,223,"BirdieorBetterPercentage150175ya",2012
34,34,"Keegan Bradley",90,17.02,48,282,"BirdieorBetterPercentage150175ya",2012
35,35,"John Huh",99,16.97,56,330,"BirdieorBetterPercentage150175ya",2012
36,36,"Scott Piercy",95,16.96,49,289,"BirdieorBetterPercentage150175ya",2012
37,37,"Matt Kuchar",86,16.73,42,251,"BirdieorBetterPercentage150175ya",2012
38,38,"Hunter Haas",69,16.67,30,180,"BirdieorBetterPercentage150175ya",2012
38,38,"Zach Johnson",95,16.67,48,288,"BirdieorBetterPercentage150175ya",2012
40,40,"Brian Harman",101,16.61,53,319,"BirdieorBetterPercentage150175ya",2012
41,41,"Charlie Beljan",61,16.56,25,151,"BirdieorBetterPercentage150175ya",2012
42,42,"Kevin Streelman",89,16.55,47,284,"BirdieorBetterPercentage150175ya",2012
43,43,"Jonas Blixt",72,16.53,40,242,"BirdieorBetterPercentage150175ya",2012
43,43,"Hunter Mahan",88,16.53,41,248,"BirdieorBetterPercentage150175ya",2012
45,45,"Tommy Biershenk",74,16.51,35,212,"BirdieorBetterPercentage150175ya",2012
46,46,"Louis Oosthuizen",65,16.37,28,171,"BirdieorBetterPercentage150175ya",2012
47,47,"Danny Lee",74,16.3,37,227,"BirdieorBetterPercentage150175ya",2012
47,47,"David Mathis",83,16.3,45,276,"BirdieorBetterPercentage150175ya",2012
49,49,"Dicky Pride",62,16.23,31,191,"BirdieorBetterPercentage150175ya",2012
50,50,"Vaughn Taylor",81,16.22,42,259,"BirdieorBetterPercentage150175ya",2012
