"SandSavesfrom1020yards_RANKTHISWEEK_2010","SandSavesfrom1020yards_RANKLASTWEEK_2010","SandSavesfrom1020yards_PLAYERNAME_2010","SandSavesfrom1020yards_ROUNDS_2010","SandSavesfrom1020yards_Pct_2010","SandSavesfrom1020yards_OFSAVES_2010","SandSavesfrom1020yards_OFBUNKERS_2010","stat_name","year"
1,1,"Ian Poulter",55,73.81,31,42,"SandSavesfrom1020yards",2010
2,2,"Camilo Villegas",78,70.18,40,57,"SandSavesfrom1020yards",2010
3,3,"Rory Sabbatini",79,69.7,46,66,"SandSavesfrom1020yards",2010
4,4,"Trevor Immelman",55,69.23,27,39,"SandSavesfrom1020yards",2010
5,5,"Justin Rose",78,69.05,58,84,"SandSavesfrom1020yards",2010
6,6,"Kevin Na",94,68.85,42,61,"SandSavesfrom1020yards",2010
7,7,"Luke Donald",71,67.8,40,59,"SandSavesfrom1020yards",2010
8,8,"Pat Perez",90,67.53,52,77,"SandSavesfrom1020yards",2010
9,9,"Michael Sim",64,67.44,29,43,"SandSavesfrom1020yards",2010
10,10,"Webb Simpson",98,67.09,53,79,"SandSavesfrom1020yards",2010
11,11,"Chad Collins",87,66.67,46,69,"SandSavesfrom1020yards",2010
12,12,"Michael Bradley",77,66.07,37,56,"SandSavesfrom1020yards",2010
13,13,"Heath Slocum",97,65,26,40,"SandSavesfrom1020yards",2010
14,14,"Brandt Snedeker",89,64.94,50,77,"SandSavesfrom1020yards",2010
15,15,"Kevin Sutherland",86,64.81,35,54,"SandSavesfrom1020yards",2010
16,16,"Briny Baird",87,64.79,46,71,"SandSavesfrom1020yards",2010
17,17,"Carl Pettersson",99,64.71,55,85,"SandSavesfrom1020yards",2010
18,18,"John Daly",63,64.44,29,45,"SandSavesfrom1020yards",2010
19,19,"Aaron Baddeley",94,64.29,54,84,"SandSavesfrom1020yards",2010
19,19,"Geoff Ogilvy",62,64.29,36,56,"SandSavesfrom1020yards",2010
21,21,"Tim Clark",88,63.89,46,72,"SandSavesfrom1020yards",2010
22,22,"Tom Pernice Jr",74,63.83,30,47,"SandSavesfrom1020yards",2010
23,23,"Mark Wilson",87,63.79,37,58,"SandSavesfrom1020yards",2010
24,24,"Phil Mickelson",76,63.51,47,74,"SandSavesfrom1020yards",2010
25,25,"Ricky Barnes",103,63.41,52,82,"SandSavesfrom1020yards",2010
26,26,"Adam Scott",70,63.27,31,49,"SandSavesfrom1020yards",2010
27,27,"Matt Jones",89,63.22,55,87,"SandSavesfrom1020yards",2010
28,28,"Bryce Molder",84,62.9,39,62,"SandSavesfrom1020yards",2010
29,29,"Charlie Wi",95,62.86,44,70,"SandSavesfrom1020yards",2010
30,30,"Angel Cabrera",64,62.75,32,51,"SandSavesfrom1020yards",2010
31,31,"Jason Day",82,62.71,37,59,"SandSavesfrom1020yards",2010
32,32,"Brian Gay",101,62.5,50,80,"SandSavesfrom1020yards",2010
32,32,"Aron Price",70,62.5,30,48,"SandSavesfrom1020yards",2010
32,32,"John Senden",103,62.5,35,56,"SandSavesfrom1020yards",2010
35,35,"Greg Chalmers",93,62.16,46,74,"SandSavesfrom1020yards",2010
35,35,"Mathias Gronberg",61,62.16,23,37,"SandSavesfrom1020yards",2010
37,37,"James Driscoll",78,62.07,36,58,"SandSavesfrom1020yards",2010
38,38,"Nathan Green",86,62.03,49,79,"SandSavesfrom1020yards",2010
39,39,"Shaun Micheel",70,61.76,21,34,"SandSavesfrom1020yards",2010
40,40,"Padraig Harrington",57,61.7,29,47,"SandSavesfrom1020yards",2010
41,41,"Retief Goosen",75,61.54,32,52,"SandSavesfrom1020yards",2010
42,42,"Ben Curtis",78,61.11,33,54,"SandSavesfrom1020yards",2010
43,43,"Jay Williamson",76,61.02,36,59,"SandSavesfrom1020yards",2010
44,44,"John Mallinger",78,60.94,39,64,"SandSavesfrom1020yards",2010
45,45,"Stephen Ames",75,60.66,37,61,"SandSavesfrom1020yards",2010
45,45,"KJ Choi",82,60.66,37,61,"SandSavesfrom1020yards",2010
47,47,"Chad Campbell",95,60.56,43,71,"SandSavesfrom1020yards",2010
48,48,"Mike Weir",59,60.53,23,38,"SandSavesfrom1020yards",2010
49,49,"Paul Stankowski",62,60.47,26,43,"SandSavesfrom1020yards",2010
50,50,"Ryan Palmer",84,60.27,44,73,"SandSavesfrom1020yards",2010
51,51,"Steve Elkington",74,60,27,45,"SandSavesfrom1020yards",2010
51,51,"Bo Van Pelt",104,60,60,100,"SandSavesfrom1020yards",2010
53,53,"Steve Stricker",73,59.65,34,57,"SandSavesfrom1020yards",2010
54,54,"Billy Mayfair",78,59.57,28,47,"SandSavesfrom1020yards",2010
55,55,"Ben Crane",85,59.46,44,74,"SandSavesfrom1020yards",2010
56,56,"Lee Janzen",77,59.38,38,64,"SandSavesfrom1020yards",2010
57,57,"Steve Wheatcroft",74,59.32,35,59,"SandSavesfrom1020yards",2010
58,58,"Matt Kuchar",97,59.18,29,49,"SandSavesfrom1020yards",2010
59,59,"Chris Riley",73,58.93,33,56,"SandSavesfrom1020yards",2010
60,60,"Kevin Streelman",90,58.62,51,87,"SandSavesfrom1020yards",2010
61,61,"Brenden Pappas",66,58.33,28,48,"SandSavesfrom1020yards",2010
61,61,"Scott Verplank",74,58.33,42,72,"SandSavesfrom1020yards",2010
63,63,"YE Yang",72,57.97,40,69,"SandSavesfrom1020yards",2010
64,64,"Rory McIlroy",54,57.89,22,38,"SandSavesfrom1020yards",2010
65,65,"Ryuji Imada",90,57.81,37,64,"SandSavesfrom1020yards",2010
66,66,"David Toms",86,57.78,26,45,"SandSavesfrom1020yards",2010
67,67,"Ernie Els",72,57.41,31,54,"SandSavesfrom1020yards",2010
68,68,"Vaughn Taylor",87,56.96,45,79,"SandSavesfrom1020yards",2010
69,69,"Charley Hoffman",85,56.79,46,81,"SandSavesfrom1020yards",2010
70,70,"John Merrick",109,56.76,42,74,"SandSavesfrom1020yards",2010
71,71,"Zach Johnson",93,56.72,38,67,"SandSavesfrom1020yards",2010
72,72,"JP Hayes",79,56.52,39,69,"SandSavesfrom1020yards",2010
73,73,"Alex Prugh",88,56.34,40,71,"SandSavesfrom1020yards",2010
74,74,"Cliff Kresge",50,56.25,18,32,"SandSavesfrom1020yards",2010
75,75,"JB Holmes",100,56.1,46,82,"SandSavesfrom1020yards",2010
76,76,"Derek Lamely",81,56.06,37,66,"SandSavesfrom1020yards",2010
77,77,"Matt Bettencourt",91,55.88,38,68,"SandSavesfrom1020yards",2010
77,77,"Charles Warren",64,55.88,19,34,"SandSavesfrom1020yards",2010
79,79,"Andres Romero",73,55.74,34,61,"SandSavesfrom1020yards",2010
80,80,"Stewart Cink",84,55.56,30,54,"SandSavesfrom1020yards",2010
81,81,"Michael Connell",89,55.38,36,65,"SandSavesfrom1020yards",2010
81,81,"Chris Tidland",77,55.38,36,65,"SandSavesfrom1020yards",2010
83,83,"Paul Casey",64,55.26,21,38,"SandSavesfrom1020yards",2010
83,83,"Scott McCarron",90,55.26,42,76,"SandSavesfrom1020yards",2010
85,85,"Cameron Beckman",68,55.1,27,49,"SandSavesfrom1020yards",2010
86,86,"Brian Davis",101,54.74,52,95,"SandSavesfrom1020yards",2010
87,87,"Jim Furyk",76,54.72,29,53,"SandSavesfrom1020yards",2010
88,88,"Cameron Percy",73,54.55,18,33,"SandSavesfrom1020yards",2010
89,89,"Brendon de Jonge",114,54.43,43,79,"SandSavesfrom1020yards",2010
90,90,"Sean OHair",84,54.39,31,57,"SandSavesfrom1020yards",2010
90,90,"Jeff Quinney",91,54.39,31,57,"SandSavesfrom1020yards",2010
92,92,"Rich Barcelo",70,54.35,25,46,"SandSavesfrom1020yards",2010
93,93,"Freddie Jacobson",83,54.05,40,74,"SandSavesfrom1020yards",2010
94,94,"Rod Pampling",77,53.97,34,63,"SandSavesfrom1020yards",2010
95,95,"Jarrod Lyle",54,53.85,21,39,"SandSavesfrom1020yards",2010
96,96,"Jonathan Byrd",85,53.23,33,62,"SandSavesfrom1020yards",2010
97,97,"Joe Ogilvie",99,53.09,43,81,"SandSavesfrom1020yards",2010
98,98,"Steve Flesch",78,53.03,35,66,"SandSavesfrom1020yards",2010
99,99,"Tim Petrovic",105,52.88,55,104,"SandSavesfrom1020yards",2010
100,100,"Lucas Glover",75,52.83,28,53,"SandSavesfrom1020yards",2010
101,101,"Jerod Turner",54,52.78,19,36,"SandSavesfrom1020yards",2010
101,101,"Dean Wilson",54,52.78,19,36,"SandSavesfrom1020yards",2010
103,103,"Chris Couch",66,52.63,30,57,"SandSavesfrom1020yards",2010
104,104,"Marc Leishman",87,52.56,41,78,"SandSavesfrom1020yards",2010
105,105,"Jason Bohn",84,52.38,33,63,"SandSavesfrom1020yards",2010
106,106,"Jason Dufner",87,52.24,35,67,"SandSavesfrom1020yards",2010
106,106,"Kevin Stadler",86,52.24,35,67,"SandSavesfrom1020yards",2010
108,108,"Justin Leonard",89,52.08,25,48,"SandSavesfrom1020yards",2010
109,109,"Troy Merritt",86,52.05,38,73,"SandSavesfrom1020yards",2010
110,110,"Bob Estes",79,52,26,50,"SandSavesfrom1020yards",2010
110,110,"Hunter Mahan",85,52,39,75,"SandSavesfrom1020yards",2010
112,112,"Bill Lunde",79,51.92,27,52,"SandSavesfrom1020yards",2010
113,113,"Josh Teater",101,51.9,41,79,"SandSavesfrom1020yards",2010
114,114,"Ryan Moore",80,51.85,28,54,"SandSavesfrom1020yards",2010
115,115,"David Lutterus",69,51.67,31,60,"SandSavesfrom1020yards",2010
116,116,"Alex Cejka",81,51.61,32,62,"SandSavesfrom1020yards",2010
117,117,"Blake Adams",84,51.56,33,64,"SandSavesfrom1020yards",2010
118,118,"Jeff Overton",89,51.52,34,66,"SandSavesfrom1020yards",2010
119,119,"Kenny Perry",69,51.35,19,37,"SandSavesfrom1020yards",2010
120,120,"Greg Kraft",52,51.28,20,39,"SandSavesfrom1020yards",2010
121,121,"Omar Uresti",74,51.16,22,43,"SandSavesfrom1020yards",2010
122,122,"Richard Johnson",90,50.91,28,55,"SandSavesfrom1020yards",2010
123,123,"Jerry Kelly",99,50.88,29,57,"SandSavesfrom1020yards",2010
123,123,"Steve Lowery",67,50.88,29,57,"SandSavesfrom1020yards",2010
125,125,"John Rollins",81,50.77,33,65,"SandSavesfrom1020yards",2010
125,125,"Chris Stroud",90,50.77,33,65,"SandSavesfrom1020yards",2010
