"Scramblingfrom2030yards_RANKTHISWEEK_2006","Scramblingfrom2030yards_RANKLASTWEEK_2006","Scramblingfrom2030yards_PLAYERNAME_2006","Scramblingfrom2030yards_ROUNDS_2006","Scramblingfrom2030yards_Pct_2006","Scramblingfrom2030yards_SUCCESSES_2006","Scramblingfrom2030yards_ATTEMPTS_2006","stat_name","year"
105,105,"Jonathan Kaye",95,49.35,38,77,"Scramblingfrom2030yards",2006
106,106,"Chad Campbell",91,49.28,34,69,"Scramblingfrom2030yards",2006
107,107,"Matt Hansen",68,49.06,26,53,"Scramblingfrom2030yards",2006
107,107,"Geoff Ogilvy",76,49.06,26,53,"Scramblingfrom2030yards",2006
109,109,"Ryan Palmer",101,48.86,43,88,"Scramblingfrom2030yards",2006
110,110,"Hidemichi Tanaka",74,48.81,41,84,"Scramblingfrom2030yards",2006
111,111,"John Rollins",93,48.72,38,78,"Scramblingfrom2030yards",2006
111,111,"Jimmy Walker",60,48.72,38,78,"Scramblingfrom2030yards",2006
113,113,"Bart Bryant",87,48.57,34,70,"Scramblingfrom2030yards",2006
113,113,"Phil Mickelson",74,48.57,17,35,"Scramblingfrom2030yards",2006
115,115,"Greg Chalmers",71,48.45,47,97,"Scramblingfrom2030yards",2006
116,116,"Jon Mills",68,48.39,30,62,"Scramblingfrom2030yards",2006
117,117,"Dean Wilson",115,48.25,55,114,"Scramblingfrom2030yards",2006
118,118,"JP Hayes",55,48.15,26,54,"Scramblingfrom2030yards",2006
118,118,"Mike Weir",88,48.15,26,54,"Scramblingfrom2030yards",2006
120,120,"Tom Lehman",70,48.08,25,52,"Scramblingfrom2030yards",2006
121,121,"Frank Lickliter II",99,48.05,37,77,"Scramblingfrom2030yards",2006
122,122,"Padraig Harrington",54,48,12,25,"Scramblingfrom2030yards",2006
122,122,"Len Mattiace",59,48,36,75,"Scramblingfrom2030yards",2006
124,124,"Bubba Watson",83,47.83,33,69,"Scramblingfrom2030yards",2006
125,125,"Briny Baird",81,47.76,32,67,"Scramblingfrom2030yards",2006
126,126,"Eric Axley",91,47.73,42,88,"Scramblingfrom2030yards",2006
126,126,"Davis Love III",85,47.73,21,44,"Scramblingfrom2030yards",2006
128,128,"Justin Leonard",83,47.56,39,82,"Scramblingfrom2030yards",2006
129,129,"Todd Fischer",101,47.54,58,122,"Scramblingfrom2030yards",2006
129,129,"Jeff Gove",91,47.54,29,61,"Scramblingfrom2030yards",2006
131,131,"Fred Funk",106,47.44,37,78,"Scramblingfrom2030yards",2006
132,132,"Retief Goosen",68,47.37,27,57,"Scramblingfrom2030yards",2006
133,133,"John Senden",96,47.06,40,85,"Scramblingfrom2030yards",2006
134,134,"Tag Ridings",103,47,47,100,"Scramblingfrom2030yards",2006
135,135,"Patrick Sheehan",104,46.99,39,83,"Scramblingfrom2030yards",2006
136,136,"Tim Herron",82,46.97,31,66,"Scramblingfrom2030yards",2006
137,137,"Jeff Maggert",81,46.88,30,64,"Scramblingfrom2030yards",2006
138,138,"Alex Cejka",93,46.84,37,79,"Scramblingfrom2030yards",2006
139,139,"Brett Wetterich",82,46.67,35,75,"Scramblingfrom2030yards",2006
140,140,"Dudley Hart",83,46.59,41,88,"Scramblingfrom2030yards",2006
141,141,"Larry Mize",53,46.51,20,43,"Scramblingfrom2030yards",2006
142,142,"Brian Bateman",69,46.48,33,71,"Scramblingfrom2030yards",2006
143,143,"Billy Mayfair",94,46.43,26,56,"Scramblingfrom2030yards",2006
144,144,"Joe Durant",101,46.15,36,78,"Scramblingfrom2030yards",2006
144,144,"Harrison Frazar",95,46.15,36,78,"Scramblingfrom2030yards",2006
146,146,"Adam Scott",70,45.76,27,59,"Scramblingfrom2030yards",2006
147,147,"David Duval",71,45.61,26,57,"Scramblingfrom2030yards",2006
148,148,"Brian Davis",92,45.57,36,79,"Scramblingfrom2030yards",2006
149,149,"Mathew Goggin",72,45.45,30,66,"Scramblingfrom2030yards",2006
149,149,"Duffy Waldorf",96,45.45,40,88,"Scramblingfrom2030yards",2006
151,151,"Greg Owen",79,45.31,29,64,"Scramblingfrom2030yards",2006
152,152,"Tommy Armour III",65,45.28,24,53,"Scramblingfrom2030yards",2006
153,153,"Fred Couples",52,45.24,19,42,"Scramblingfrom2030yards",2006
153,153,"Steve Elkington",52,45.24,19,42,"Scramblingfrom2030yards",2006
155,155,"Vaughn Taylor",88,45.21,33,73,"Scramblingfrom2030yards",2006
156,156,"Robert Gamez",94,45.12,37,82,"Scramblingfrom2030yards",2006
157,157,"Robert Allenby",79,44.9,22,49,"Scramblingfrom2030yards",2006
157,157,"DA Points",82,44.9,44,98,"Scramblingfrom2030yards",2006
159,159,"Jeff Brehaut",100,44.55,45,101,"Scramblingfrom2030yards",2006
160,160,"Justin Rose",98,44.07,26,59,"Scramblingfrom2030yards",2006
161,161,"Shane Bertsch",104,43.93,47,107,"Scramblingfrom2030yards",2006
162,162,"Charley Hoffman",100,43.88,43,98,"Scramblingfrom2030yards",2006
163,163,"Charles Warren",93,43.84,32,73,"Scramblingfrom2030yards",2006
164,164,"Alex Aragon",63,43.75,28,64,"Scramblingfrom2030yards",2006
165,165,"Heath Slocum",96,42.86,27,63,"Scramblingfrom2030yards",2006
166,166,"Camilo Villegas",95,42.68,35,82,"Scramblingfrom2030yards",2006
167,167,"Chris Couch",75,42.67,32,75,"Scramblingfrom2030yards",2006
168,168,"Carlos Franco",86,42.55,40,94,"Scramblingfrom2030yards",2006
169,169,"Lee Janzen",79,42.22,38,90,"Scramblingfrom2030yards",2006
170,170,"Brandt Jobe",91,41.89,31,74,"Scramblingfrom2030yards",2006
171,171,"Ian Leggatt",80,41.79,28,67,"Scramblingfrom2030yards",2006
172,172,"DJ Trahan",92,41.76,38,91,"Scramblingfrom2030yards",2006
173,173,"Nicholas Thompson",96,41.67,35,84,"Scramblingfrom2030yards",2006
173,173,"Vance Veazey",59,41.67,30,72,"Scramblingfrom2030yards",2006
175,175,"Todd Hamilton",72,41.46,34,82,"Scramblingfrom2030yards",2006
176,176,"Jason Gore",86,41.43,29,70,"Scramblingfrom2030yards",2006
177,177,"JB Holmes",81,41.18,21,51,"Scramblingfrom2030yards",2006
178,178,"Bob May",65,41.03,16,39,"Scramblingfrom2030yards",2006
179,179,"Rich Beem",85,40.91,27,66,"Scramblingfrom2030yards",2006
179,179,"Mark Calcavecchia",94,40.91,36,88,"Scramblingfrom2030yards",2006
181,181,"Ted Purdy",103,40.51,32,79,"Scramblingfrom2030yards",2006
182,182,"Will Ma Kenzie",91,40.48,34,84,"Scramblingfrom2030yards",2006
183,183,"John Engler Jr",69,40.43,38,94,"Scramblingfrom2030yards",2006
184,184,"Mathias Gronberg",92,40.22,37,92,"Scramblingfrom2030yards",2006
185,185,"Robert Damron",91,40,36,90,"Scramblingfrom2030yards",2006
185,185,"Ryan Hietala",61,40,30,75,"Scramblingfrom2030yards",2006
187,187,"Michael Connell",51,38.78,19,49,"Scramblingfrom2030yards",2006
188,188,"Ron Whittaker",81,38.37,33,86,"Scramblingfrom2030yards",2006
189,189,"Chris Smith",67,38.1,24,63,"Scramblingfrom2030yards",2006
190,190,"Joey Sindelar",90,37.93,22,58,"Scramblingfrom2030yards",2006
191,191,"Wes Short Jr",96,37.04,40,108,"Scramblingfrom2030yards",2006
192,192,"Hunter Mahan",98,36.08,35,97,"Scramblingfrom2030yards",2006
193,193,"Olin Browne",108,34.52,29,84,"Scramblingfrom2030yards",2006
194,194,"Scott Gutschewski",53,34.29,12,35,"Scramblingfrom2030yards",2006
195,195,"Bubba Dickerson",98,34.07,31,91,"Scramblingfrom2030yards",2006
196,196,"Roger Tambellini",64,32.76,19,58,"Scramblingfrom2030yards",2006
