"TenthTeeLatePar5ScoringAverage_RANKTHISWEEK_2009","TenthTeeLatePar5ScoringAverage_RANKLASTWEEK_2009","TenthTeeLatePar5ScoringAverage_PLAYERNAME_2009","TenthTeeLatePar5ScoringAverage_ROUNDS_2009","TenthTeeLatePar5ScoringAverage_AVG_2009","TenthTeeLatePar5ScoringAverage_TOTALSTROKES_2009","TenthTeeLatePar5ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Matt Jones",56,4.3,129,30,"TenthTeeLatePar5ScoringAverage",2009
2,2,"Ernie Els",70,4.33,52,12,"TenthTeeLatePar5ScoringAverage",2009
3,3,"Ian Poulter",59,4.4,88,20,"TenthTeeLatePar5ScoringAverage",2009
4,4,"Kirk Triplett",60,4.41,172,39,"TenthTeeLatePar5ScoringAverage",2009
5,5,"Padraig Harrington",66,4.44,40,9,"TenthTeeLatePar5ScoringAverage",2009
6,6,"Brian Bateman",55,4.46,165,37,"TenthTeeLatePar5ScoringAverage",2009
6,6,"Retief Goosen",74,4.46,107,24,"TenthTeeLatePar5ScoringAverage",2009
6,6,"Adam Scott",53,4.46,58,13,"TenthTeeLatePar5ScoringAverage",2009
9,9,"Greg Chalmers",85,4.47,255,57,"TenthTeeLatePar5ScoringAverage",2009
9,9,"Mike Weir",85,4.47,143,32,"TenthTeeLatePar5ScoringAverage",2009
11,11,"Pat Perez",74,4.49,283,63,"TenthTeeLatePar5ScoringAverage",2009
12,12,"Fred Couples",54,4.5,108,24,"TenthTeeLatePar5ScoringAverage",2009
12,12,"Martin Laird",72,4.5,162,36,"TenthTeeLatePar5ScoringAverage",2009
12,12,"Justin Rose",71,4.5,153,34,"TenthTeeLatePar5ScoringAverage",2009
12,12,"Tiger Woods",64,4.5,9,2,"TenthTeeLatePar5ScoringAverage",2009
16,16,"Kris Blanks",60,4.52,244,54,"TenthTeeLatePar5ScoringAverage",2009
16,16,"John Senden",100,4.52,280,62,"TenthTeeLatePar5ScoringAverage",2009
18,18,"Daniel Chopra",89,4.53,272,60,"TenthTeeLatePar5ScoringAverage",2009
18,18,"Jerry Kelly",90,4.53,240,53,"TenthTeeLatePar5ScoringAverage",2009
18,18,"Justin Leonard",95,4.53,86,19,"TenthTeeLatePar5ScoringAverage",2009
