"Scrambling1020ydsRTPScore_RANKTHISWEEK_2010","Scrambling1020ydsRTPScore_RANKLASTWEEK_2010","Scrambling1020ydsRTPScore_PLAYERNAME_2010","Scrambling1020ydsRTPScore_ROUNDS_2010","Scrambling1020ydsRTPScore_AVGRTP_2010","Scrambling1020ydsRTPScore_TOTALHOLES_2010","Scrambling1020ydsRTPScore_TOTALRTP_2010","stat_name","year"
1,1,"Michael Sim",64,0.172,134,23,"Scrambling1020ydsRTPScore",2010
2,2,"Retief Goosen",75,0.218,147,32,"Scrambling1020ydsRTPScore",2010
3,3,"Luke Donald",71,0.228,145,33,"Scrambling1020ydsRTPScore",2010
4,4,"Chad Collins",87,0.251,199,50,"Scrambling1020ydsRTPScore",2010
5,5,"Charles Howell III",103,0.258,194,50,"Scrambling1020ydsRTPScore",2010
5,5,"Justin Rose",78,0.258,190,49,"Scrambling1020ydsRTPScore",2010
7,7,"Mark Wilson",87,0.261,188,49,"Scrambling1020ydsRTPScore",2010
8,8,"Mike Weir",59,0.263,114,30,"Scrambling1020ydsRTPScore",2010
9,9,"Brandt Snedeker",89,0.266,214,57,"Scrambling1020ydsRTPScore",2010
10,10,"Pat Perez",90,0.27,200,54,"Scrambling1020ydsRTPScore",2010
11,11,"Shaun Micheel",70,0.271,133,36,"Scrambling1020ydsRTPScore",2010
12,12,"Kevin Na",94,0.272,206,56,"Scrambling1020ydsRTPScore",2010
13,13,"Greg Chalmers",93,0.273,231,63,"Scrambling1020ydsRTPScore",2010
14,14,"Jim Furyk",76,0.275,160,44,"Scrambling1020ydsRTPScore",2010
15,15,"James Driscoll",78,0.276,163,45,"Scrambling1020ydsRTPScore",2010
16,16,"Carl Pettersson",99,0.28,200,56,"Scrambling1020ydsRTPScore",2010
17,17,"Jason Day",82,0.281,167,47,"Scrambling1020ydsRTPScore",2010
18,18,"Chris Riley",73,0.282,163,46,"Scrambling1020ydsRTPScore",2010
19,19,"Ben Curtis",78,0.287,157,45,"Scrambling1020ydsRTPScore",2010
19,19,"Brian Gay",101,0.287,230,66,"Scrambling1020ydsRTPScore",2010
21,21,"Padraig Harrington",57,0.289,121,35,"Scrambling1020ydsRTPScore",2010
22,22,"Jason Dufner",87,0.29,186,54,"Scrambling1020ydsRTPScore",2010
22,22,"Freddie Jacobson",83,0.29,186,54,"Scrambling1020ydsRTPScore",2010
22,22,"Ian Poulter",55,0.29,93,27,"Scrambling1020ydsRTPScore",2010
25,25,"Matt Kuchar",97,0.291,165,48,"Scrambling1020ydsRTPScore",2010
25,25,"Cameron Tringale",55,0.291,103,30,"Scrambling1020ydsRTPScore",2010
25,25,"Scott Verplank",74,0.291,158,46,"Scrambling1020ydsRTPScore",2010
25,25,"Charlie Wi",95,0.291,234,68,"Scrambling1020ydsRTPScore",2010
29,29,"Ricky Barnes",103,0.293,215,63,"Scrambling1020ydsRTPScore",2010
29,29,"Michael Bradley",77,0.293,164,48,"Scrambling1020ydsRTPScore",2010
29,29,"Dean Wilson",54,0.293,116,34,"Scrambling1020ydsRTPScore",2010
32,32,"David Toms",86,0.295,166,49,"Scrambling1020ydsRTPScore",2010
33,33,"Jonathan Byrd",85,0.301,173,52,"Scrambling1020ydsRTPScore",2010
34,34,"Stuart Appleby",101,0.302,258,78,"Scrambling1020ydsRTPScore",2010
34,34,"Bo Van Pelt",104,0.302,212,64,"Scrambling1020ydsRTPScore",2010
36,36,"Bryce Molder",84,0.303,165,50,"Scrambling1020ydsRTPScore",2010
37,37,"Steve Elkington",74,0.304,171,52,"Scrambling1020ydsRTPScore",2010
38,38,"John Senden",103,0.305,174,53,"Scrambling1020ydsRTPScore",2010
39,39,"Andres Romero",73,0.306,180,55,"Scrambling1020ydsRTPScore",2010
40,40,"John Mallinger",78,0.307,150,46,"Scrambling1020ydsRTPScore",2010
40,40,"Steve Stricker",73,0.307,137,42,"Scrambling1020ydsRTPScore",2010
40,40,"Kevin Sutherland",86,0.307,176,54,"Scrambling1020ydsRTPScore",2010
43,43,"Ryuji Imada",90,0.308,211,65,"Scrambling1020ydsRTPScore",2010
43,43,"Phil Mickelson",76,0.308,169,52,"Scrambling1020ydsRTPScore",2010
45,45,"John Rollins",81,0.309,181,56,"Scrambling1020ydsRTPScore",2010
46,46,"Briny Baird",87,0.31,197,61,"Scrambling1020ydsRTPScore",2010
46,46,"Ernie Els",72,0.31,129,40,"Scrambling1020ydsRTPScore",2010
48,48,"Nathan Green",86,0.311,209,65,"Scrambling1020ydsRTPScore",2010
49,49,"Stewart Cink",84,0.312,154,48,"Scrambling1020ydsRTPScore",2010
50,50,"Cameron Beckman",68,0.314,137,43,"Scrambling1020ydsRTPScore",2010
50,50,"Bill Lunde",79,0.314,169,53,"Scrambling1020ydsRTPScore",2010
52,52,"Aaron Baddeley",94,0.317,205,65,"Scrambling1020ydsRTPScore",2010
52,52,"Kenny Perry",69,0.317,126,40,"Scrambling1020ydsRTPScore",2010
54,54,"Cameron Percy",73,0.32,128,41,"Scrambling1020ydsRTPScore",2010
55,55,"JJ Henry",92,0.322,174,56,"Scrambling1020ydsRTPScore",2010
55,55,"Rod Pampling",77,0.322,214,69,"Scrambling1020ydsRTPScore",2010
55,55,"Camilo Villegas",78,0.322,149,48,"Scrambling1020ydsRTPScore",2010
58,58,"Jimmy Walker",82,0.323,192,62,"Scrambling1020ydsRTPScore",2010
59,59,"Matt Jones",89,0.324,219,71,"Scrambling1020ydsRTPScore",2010
60,60,"Ben Crane",85,0.327,162,53,"Scrambling1020ydsRTPScore",2010
61,61,"JB Holmes",100,0.328,259,85,"Scrambling1020ydsRTPScore",2010
62,62,"Jeev Milkha Singh",59,0.329,140,46,"Scrambling1020ydsRTPScore",2010
63,63,"Rory McIlroy",54,0.33,100,33,"Scrambling1020ydsRTPScore",2010
64,64,"Mathias Gronberg",61,0.333,114,38,"Scrambling1020ydsRTPScore",2010
64,64,"Justin Leonard",89,0.333,159,53,"Scrambling1020ydsRTPScore",2010
64,64,"Jeff Overton",89,0.333,168,56,"Scrambling1020ydsRTPScore",2010
64,64,"Chris Tidland",77,0.333,174,58,"Scrambling1020ydsRTPScore",2010
