"RoughProximity_RANKTHISWEEK_2005","RoughProximity_RANKLASTWEEK_2005","RoughProximity_PLAYERNAME_2005","RoughProximity_ROUNDS_2005","RoughProximity_AVG_2005","RoughProximity_TOTALDISTANCEINCHES_2005","RoughProximity_ATTEMPTS_2005","RoughProximity_TOTALDISTANCEFEET_2005","RoughProximity_RELATIVETOPAR_2005","stat_name","year"
20,20,"Brenden Pappas",51,NA,96412,198,8034.333,22,"RoughProximity",2005
23,23,"Zach Johnson",96,NA,118090,242,9840.833,35,"RoughProximity",2005
24,24,"Brendan Jones",81,NA,143394,293,11949.5,45,"RoughProximity",2005
25,25,"Vijay Singh",111,NA,167709,342,13975.75,-7,"RoughProximity",2005
26,26,"Fred Funk",102,NA,92730,189,7727.5,29,"RoughProximity",2005
26,26,"Jay Williamson",53,NA,67270,137,5605.833,25,"RoughProximity",2005
28,28,"Ryan Palmer",101,NA,135769,276,11314.083,33,"RoughProximity",2005
29,29,"Adam Scott",72,NA,104976,213,8748,23,"RoughProximity",2005
30,30,"Joey Snyder III",102,NA,138441,280,11536.75,22,"RoughProximity",2005
31,31,"Michael Allen",90,NA,156441,316,13036.75,35,"RoughProximity",2005
31,31,"Geoff Ogilvy",97,NA,140950,285,11745.833,3,"RoughProximity",2005
31,31,"Ian Poulter",62,NA,67264,136,5605.333,24,"RoughProximity",2005
34,34,"Jason Bohn",91,NA,139871,282,11655.917,23,"RoughProximity",2005
34,34,"Rory Sabbatini",81,NA,124113,250,10342.75,42,"RoughProximity",2005
34,34,"Roland Thatcher",75,NA,111667,225,9305.583,32,"RoughProximity",2005
37,37,"Sergio Garcia",73,NA,109727,220,9143.917,9,"RoughProximity",2005
37,37,"Kenny Perry",82,NA,99270,199,8272.5,11,"RoughProximity",2005
39,39,"Jonathan Byrd",103,NA,172039,344,14336.583,34,"RoughProximity",2005
39,39,"Richard Johnson",50,NA,70522,141,5876.833,16,"RoughProximity",2005
39,39,"Neal Lancaster",95,NA,159112,318,13259.333,42,"RoughProximity",2005
42,42,"John Daly",78,NA,117733,235,9811.083,51,"RoughProximity",2005
42,42,"Tag Ridings",93,NA,162441,324,13536.75,41,"RoughProximity",2005
44,44,"Charles Howell III",95,NA,148518,296,12376.5,6,"RoughProximity",2005
45,45,"Phillip Price",77,NA,104171,207,8680.917,7,"RoughProximity",2005
45,45,"Charles Warren",89,NA,136379,271,11364.917,28,"RoughProximity",2005
47,47,"Marco Dawson",82,NA,129516,257,10793,25,"RoughProximity",2005
47,47,"Jay Haas",54,NA,57986,115,4832.167,17,"RoughProximity",2005
47,47,"Ryuji Imada",78,NA,130655,259,10887.917,14,"RoughProximity",2005
47,47,"Brett Wetterich",76,NA,145642,289,12136.833,18,"RoughProximity",2005
47,47,"Tiger Woods",76,NA,124407,247,10367.25,-6,"RoughProximity",2005
52,52,"Stewart Cink",98,NA,126075,249,10506.25,31,"RoughProximity",2005
52,52,"Scott Gutschewski",86,NA,139033,275,11586.083,5,"RoughProximity",2005
52,52,"Frank Lickliter II",100,NA,144208,285,12017.333,48,"RoughProximity",2005
55,55,"Dean Wilson",86,NA,131949,260,10995.75,33,"RoughProximity",2005
56,56,"Jeff Brehaut",71,NA,86288,170,7190.667,23,"RoughProximity",2005
57,57,"Woody Austin",100,NA,166572,327,13881,35,"RoughProximity",2005
57,57,"Carl Pettersson",109,NA,160446,315,13370.5,30,"RoughProximity",2005
59,59,"Rich Beem",66,NA,96091,188,8007.583,31,"RoughProximity",2005
59,59,"Mark Wilson",74,NA,102694,201,8557.833,39,"RoughProximity",2005
61,61,"Joe Ogilvie",103,NA,141752,277,11812.667,49,"RoughProximity",2005
61,61,"Craig Perks",67,NA,129033,252,10752.75,68,"RoughProximity",2005
63,63,"John Rollins",97,NA,143578,280,11964.833,37,"RoughProximity",2005
64,64,"Freddie Jacobson",72,NA,118106,230,9842.167,28,"RoughProximity",2005
64,64,"John Senden",101,NA,147060,286,12255,30,"RoughProximity",2005
66,66,"Bart Bryant",91,NA,97870,190,8155.833,37,"RoughProximity",2005
66,66,"Hunter Mahan",103,NA,170355,331,14196.25,39,"RoughProximity",2005
66,66,"Shigeki Maruyama",99,NA,165728,322,13810.667,43,"RoughProximity",2005
66,66,"Dennis Paulson",63,NA,118513,230,9876.083,34,"RoughProximity",2005
70,70,"Chris DiMarco",83,NA,113949,221,9495.75,33,"RoughProximity",2005
70,70,"Billy Mayfair",114,NA,147128,285,12260.667,23,"RoughProximity",2005
70,70,"Rocco Mediate",73,NA,119633,232,9969.417,27,"RoughProximity",2005
70,70,"Loren Roberts",54,NA,74777,145,6231.417,26,"RoughProximity",2005
74,74,"Bob Heintz",67,NA,119838,232,9986.5,53,"RoughProximity",2005
74,74,"JJ Henry",102,NA,154177,298,12848.083,27,"RoughProximity",2005
74,74,"Stephen Leaney",89,NA,118863,230,9905.25,32,"RoughProximity",2005
77,77,"Ben Curtis",65,NA,77154,149,6429.5,36,"RoughProximity",2005
77,77,"Brian Davis",75,NA,87073,168,7256.083,25,"RoughProximity",2005
79,79,"Lucas Glover",88,NA,154544,298,12878.667,33,"RoughProximity",2005
80,80,"Chris Anderson",66,NA,104041,200,8670.083,29,"RoughProximity",2005
80,80,"Brian Bateman",98,NA,156670,301,13055.833,54,"RoughProximity",2005
80,80,"Jose Coceres",56,NA,75458,145,6288.167,23,"RoughProximity",2005
80,80,"Robert Damron",89,NA,104436,201,8703,43,"RoughProximity",2005
80,80,"Phil Mickelson",81,NA,106675,205,8889.583,-7,"RoughProximity",2005
80,80,"Greg Owen",84,NA,126771,244,10564.25,27,"RoughProximity",2005
86,86,"Cameron Beckman",96,NA,146520,281,12210,43,"RoughProximity",2005
86,86,"John Cook",72,NA,90604,174,7550.333,29,"RoughProximity",2005
88,88,"Mark Calcavecchia",92,NA,129025,247,10752.083,24,"RoughProximity",2005
88,88,"Tim Clark",92,NA,110088,211,9174,27,"RoughProximity",2005
88,88,"Joey Sindelar",104,NA,153847,295,12820.583,50,"RoughProximity",2005
91,91,"Jason Allred",75,NA,169546,324,14128.833,36,"RoughProximity",2005
91,91,"Stuart Appleby",84,NA,124371,238,10364.25,6,"RoughProximity",2005
91,91,"Alex Cejka",84,NA,107196,205,8933,44,"RoughProximity",2005
91,91,"Harrison Frazar",105,NA,163829,313,13652.417,43,"RoughProximity",2005
91,91,"Paul Gow",78,NA,120919,231,10076.583,52,"RoughProximity",2005
96,96,"Scott Hend",75,NA,178563,341,14880.25,59,"RoughProximity",2005
96,96,"Tim Herron",100,NA,141487,270,11790.583,18,"RoughProximity",2005
96,96,"Davis Love III",80,NA,118936,227,9911.333,25,"RoughProximity",2005
99,99,"Bradley Hughes",52,NA,77720,148,6476.667,35,"RoughProximity",2005
100,100,"Paul Azinger",66,NA,109934,209,9161.167,39,"RoughProximity",2005
100,100,"Heath Slocum",103,NA,135712,258,11309.333,15,"RoughProximity",2005
100,100,"Bob Tway",87,NA,115713,220,9642.75,14,"RoughProximity",2005
103,103,"Justin Bolli",65,NA,108017,205,9001.417,43,"RoughProximity",2005
103,103,"Bernhard Langer",67,NA,82737,157,6894.75,5,"RoughProximity",2005
103,103,"Scott McCarron",78,NA,117033,222,9752.75,20,"RoughProximity",2005
106,106,"Kevin Na",88,NA,151034,286,12586.167,8,"RoughProximity",2005
106,106,"Jose Maria Olazabal",55,NA,83445,158,6953.75,13,"RoughProximity",2005
108,108,"Danny Briggs",70,NA,91228,172,7602.333,29,"RoughProximity",2005
108,108,"Carlos Franco",78,NA,133588,252,11132.333,20,"RoughProximity",2005
108,108,"Mark Hensby",70,NA,84774,160,7064.5,45,"RoughProximity",2005
108,108,"David Toms",87,NA,103445,195,8620.417,13,"RoughProximity",2005
108,108,"Nick Watney",91,NA,158980,300,13248.333,51,"RoughProximity",2005
113,113,"Kent Jones",99,NA,136440,257,11370,37,"RoughProximity",2005
114,114,"Dan Forsman",52,NA,90950,171,7579.167,2,"RoughProximity",2005
114,114,"DA Points",94,NA,134175,252,11181.25,42,"RoughProximity",2005
116,116,"Brad Faxon",75,NA,113430,213,9452.5,18,"RoughProximity",2005
116,116,"Dudley Hart",84,NA,125262,235,10438.5,38,"RoughProximity",2005
116,116,"John Huston",90,NA,142793,268,11899.417,47,"RoughProximity",2005
116,116,"Jonathan Kaye",77,NA,109177,205,9098.083,34,"RoughProximity",2005
116,116,"Mark OMeara",66,NA,93271,175,7772.583,37,"RoughProximity",2005
121,121,"Arjun Atwal",65,NA,108951,204,9079.25,9,"RoughProximity",2005
121,121,"Hank Kuehne",84,NA,173573,325,14464.417,66,"RoughProximity",2005
121,121,"Kevin Stadler",96,NA,159050,298,13254.167,53,"RoughProximity",2005
124,124,"Paul Claxton",79,NA,91556,171,7629.667,33,"RoughProximity",2005
124,124,"Retief Goosen",71,NA,88786,166,7398.833,10,"RoughProximity",2005
124,124,"Michael Long",72,NA,113883,213,9490.25,37,"RoughProximity",2005
124,124,"Tom Pernice Jr",111,NA,167873,314,13989.417,36,"RoughProximity",2005
128,128,"Matt Gogel",78,NA,112080,209,9340,28,"RoughProximity",2005
129,129,"Chad Campbell",95,NA,140734,262,11727.833,41,"RoughProximity",2005
129,129,"KJ Choi",78,NA,98306,183,8192.167,36,"RoughProximity",2005
129,129,"Todd Fischer",99,NA,149749,279,12479.083,39,"RoughProximity",2005
132,132,"Andrew Magee",82,NA,150683,280,12556.917,54,"RoughProximity",2005
132,132,"DJ Trahan",81,NA,133532,248,11127.667,25,"RoughProximity",2005
134,134,"Steve Lowery",100,NA,143878,267,11989.833,33,"RoughProximity",2005
135,135,"Brandt Jobe",96,NA,181008,335,15084,49,"RoughProximity",2005
135,135,"Omar Uresti",84,NA,100394,186,8366.167,18,"RoughProximity",2005
137,137,"JP Hayes",63,NA,96764,179,8063.667,30,"RoughProximity",2005
137,137,"JL Lewis",98,NA,123832,229,10319.333,41,"RoughProximity",2005
137,137,"Rob Rashell",65,NA,111523,206,9293.583,45,"RoughProximity",2005
140,140,"Vaughn Taylor",99,NA,150759,278,12563.25,48,"RoughProximity",2005
141,141,"Brent Geiberger",61,NA,86875,160,7239.583,27,"RoughProximity",2005
141,141,"Lee Westwood",50,NA,66257,122,5521.417,32,"RoughProximity",2005
143,143,"Shaun Micheel",81,NA,114277,210,9523.083,35,"RoughProximity",2005
144,144,"Gavin Coles",70,NA,102371,188,8530.917,20,"RoughProximity",2005
144,144,"Steve Elkington",67,NA,98185,180,8182.083,31,"RoughProximity",2005
144,144,"Charlie Wi",67,NA,108934,200,9077.833,34,"RoughProximity",2005
147,147,"Scott Verplank",87,NA,95665,175,7972.083,34,"RoughProximity",2005
148,148,"DJ Brigman",76,NA,112810,206,9400.833,25,"RoughProximity",2005
148,148,"Jim Carter",62,NA,94721,173,7893.417,41,"RoughProximity",2005
148,148,"Matt Kuchar",60,NA,76219,139,6351.583,27,"RoughProximity",2005
151,151,"Peter Lonard",85,NA,123628,225,10302.333,33,"RoughProximity",2005
152,152,"Tim Petrovic",97,NA,173313,315,14442.75,71,"RoughProximity",2005
153,153,"John Elliott",58,NA,119658,217,9971.5,49,"RoughProximity",2005
153,153,"Pat Perez",89,NA,154763,281,12896.917,56,"RoughProximity",2005
155,155,"Rod Pampling",89,NA,141964,257,11830.333,36,"RoughProximity",2005
156,156,"Bob Estes",92,NA,141537,256,11794.75,28,"RoughProximity",2005
156,156,"Lee Janzen",75,NA,120075,217,10006.25,33,"RoughProximity",2005
156,156,"Sean OHair",103,NA,175159,317,14596.583,59,"RoughProximity",2005
159,159,"Padraig Harrington",50,NA,94681,171,7890.083,27,"RoughProximity",2005
160,160,"Aaron Baddeley",84,NA,189311,341,15775.917,45,"RoughProximity",2005
160,160,"Joe Durant",81,NA,108306,195,9025.5,9,"RoughProximity",2005
162,162,"Craig Barlow",81,NA,100601,181,8383.417,27,"RoughProximity",2005
162,162,"Chris Riley",67,NA,75072,135,6256,28,"RoughProximity",2005
164,164,"Corey Pavin",77,NA,106985,192,8915.417,40,"RoughProximity",2005
165,165,"Brett Quigley",96,NA,178261,319,14855.083,35,"RoughProximity",2005
166,166,"Mathias Gronberg",60,NA,119286,213,9940.5,23,"RoughProximity",2005
166,166,"Hunter Haas",83,NA,151146,270,12595.5,19,"RoughProximity",2005
166,166,"Franklin Langham",91,NA,165147,295,13762.25,50,"RoughProximity",2005
169,169,"James Driscoll",73,NA,148766,265,12397.167,39,"RoughProximity",2005
169,169,"Jim Furyk",94,NA,120147,214,10012.25,36,"RoughProximity",2005
169,169,"Chris Smith",93,NA,164959,294,13746.583,50,"RoughProximity",2005
169,169,"Kirk Triplett",55,NA,75799,135,6316.583,19,"RoughProximity",2005
173,173,"Billy Andrade",83,NA,133694,238,11141.167,43,"RoughProximity",2005
173,173,"Jeff Sluman",94,NA,139319,248,11609.917,33,"RoughProximity",2005
175,175,"Brian Gay",101,NA,153124,272,12760.333,34,"RoughProximity",2005
176,176,"Stephen Ames",82,NA,124649,221,10387.417,36,"RoughProximity",2005
176,176,"Ben Crane",78,NA,157983,280,13165.25,32,"RoughProximity",2005
176,176,"Steve Stricker",62,NA,150581,267,12548.417,26,"RoughProximity",2005
176,176,"Mike Weir",71,NA,89635,159,7469.583,30,"RoughProximity",2005
180,180,"Duffy Waldorf",86,NA,105043,186,8753.583,35,"RoughProximity",2005
181,181,"Mark Brooks",72,NA,104765,185,8730.417,49,"RoughProximity",2005
181,181,"Will Ma Kenzie",75,NA,134746,238,11228.833,49,"RoughProximity",2005
183,183,"Steve Allan",102,NA,183739,321,15311.583,44,"RoughProximity",2005
183,183,"Tom Gillis",77,NA,117798,206,9816.5,34,"RoughProximity",2005
183,183,"Tom Lehman",69,NA,101743,178,8478.583,54,"RoughProximity",2005
183,183,"Justin Leonard",78,NA,100684,176,8390.333,26,"RoughProximity",2005
183,183,"Kevin Sutherland",89,NA,148835,260,12402.917,21,"RoughProximity",2005
188,188,"Steve Flesch",90,NA,113830,198,9485.833,34,"RoughProximity",2005
189,189,"Jerry Kelly",101,NA,133126,231,11093.833,35,"RoughProximity",2005
189,189,"Jeff Maggert",79,NA,89928,156,7494,30,"RoughProximity",2005
191,191,"Tom Byrum",83,NA,130087,225,10840.583,42,"RoughProximity",2005
192,192,"Len Mattiace",86,NA,164101,283,13675.083,35,"RoughProximity",2005
193,193,"Robert Allenby",95,NA,137636,237,11469.667,33,"RoughProximity",2005
193,193,"Skip Kendall",80,NA,107409,185,8950.75,32,"RoughProximity",2005
195,195,"Hideto Tanihara",50,NA,96470,165,8039.167,50,"RoughProximity",2005
196,196,"Matt Davidson",53,NA,96675,165,8056.25,23,"RoughProximity",2005
197,197,"Robert Gamez",91,NA,140781,240,11731.75,61,"RoughProximity",2005
198,198,"Patrick Sheehan",114,NA,188892,321,15741,70,"RoughProximity",2005
199,199,"Jesper Parnevik",84,NA,150127,250,12510.583,33,"RoughProximity",2005
200,200,"Steve Jones",56,NA,87378,145,7281.5,46,"RoughProximity",2005
201,201,"Larry Mize",54,NA,80769,132,6730.75,26,"RoughProximity",2005
202,202,"Thomas Levet",54,NA,83977,134,6998.083,44,"RoughProximity",2005
