"3PuttAvoidance25_RANKTHISWEEK_2012","3PuttAvoidance25_RANKLASTWEEK_2012","3PuttAvoidance25_PLAYERNAME_2012","3PuttAvoidance25_ROUNDS_2012","3PuttAvoidance25_Pct_2012","3PuttAvoidance25_TOTAL3PUTTS_2012","3PuttAvoidance25_ATTEMPTS_2012","3PuttAvoidance25_2PUTTORBETTERPct_2012","stat_name","year"
1,1,"Brian Gay",91,4.88,16,328,95.1,"3PuttAvoidance25",2012
2,2,"Jonas Blixt",72,5.02,14,279,94.9,"3PuttAvoidance25",2012
3,3,"James Driscoll",83,5.04,17,337,94.9,"3PuttAvoidance25",2012
4,4,"Luke Donald",63,5.43,12,221,94.5,"3PuttAvoidance25",2012
5,5,"Kevin Kisner",69,5.88,13,221,94.1,"3PuttAvoidance25",2012
6,6,"Jim Furyk",85,5.98,18,301,94,"3PuttAvoidance25",2012
7,7,"Matt Kuchar",86,6.27,16,255,93.7,"3PuttAvoidance25",2012
8,8,"Brandt Jobe",57,6.55,15,229,93.4,"3PuttAvoidance25",2012
8,8,"Chris Stroud",86,6.55,22,336,93.4,"3PuttAvoidance25",2012
10,10,"Ben Curtis",62,6.64,15,226,93.3,"3PuttAvoidance25",2012
11,11,"Hunter Mahan",88,6.67,21,315,93.3,"3PuttAvoidance25",2012
12,12,"John Senden",81,6.74,18,267,93.2,"3PuttAvoidance25",2012
13,13,"Brian Davis",91,6.75,21,311,93.2,"3PuttAvoidance25",2012
14,14,"Greg Chalmers",88,6.89,21,305,93.1,"3PuttAvoidance25",2012
15,15,"Daniel Chopra",55,6.91,13,188,93,"3PuttAvoidance25",2012
16,16,"Edward Loar",59,6.93,14,202,93,"3PuttAvoidance25",2012
17,17,"Sergio Garcia",57,6.95,13,187,93,"3PuttAvoidance25",2012
18,18,"Ryo Ishikawa",54,6.96,11,158,93,"3PuttAvoidance25",2012
19,19,"Seung Yul Noh",105,7.03,30,427,92.9,"3PuttAvoidance25",2012
20,20,"Arjun Atwal",79,7.04,19,270,92.9,"3PuttAvoidance25",2012
20,20,"David Mathis",83,7.04,20,284,92.9,"3PuttAvoidance25",2012
22,22,"Carl Pettersson",92,7.12,24,337,92.8,"3PuttAvoidance25",2012
23,23,"Martin Flores",95,7.2,28,389,92.8,"3PuttAvoidance25",2012
24,24,"Chris Couch",61,7.27,16,220,92.7,"3PuttAvoidance25",2012
25,25,"Ben Crane",73,7.52,20,266,92.4,"3PuttAvoidance25",2012
26,26,"Tiger Woods",69,7.55,16,212,92.4,"3PuttAvoidance25",2012
27,27,"Russell Knox",72,7.63,20,262,92.3,"3PuttAvoidance25",2012
28,28,"Dicky Pride",62,7.66,16,209,92.3,"3PuttAvoidance25",2012
29,29,"Jeff Overton",101,7.69,32,416,92.3,"3PuttAvoidance25",2012
29,29,"Steve Stricker",73,7.69,19,247,92.3,"3PuttAvoidance25",2012
31,31,"Bob Estes",78,7.76,19,245,92.2,"3PuttAvoidance25",2012
32,32,"Michael Bradley",63,7.78,21,270,92.2,"3PuttAvoidance25",2012
33,33,"Stewart Cink",71,7.81,21,269,92.1,"3PuttAvoidance25",2012
34,34,"JJ Henry",93,7.82,28,358,92.1,"3PuttAvoidance25",2012
34,34,"Charlie Wi",86,7.82,23,294,92.1,"3PuttAvoidance25",2012
36,36,"John Huh",99,7.85,30,382,92.1,"3PuttAvoidance25",2012
37,37,"Charl Schwartzel",56,7.88,13,165,92.1,"3PuttAvoidance25",2012
38,38,"William McGirt",96,7.94,30,378,92,"3PuttAvoidance25",2012
39,39,"Richard Lee",71,7.97,20,251,92,"3PuttAvoidance25",2012
