"FirstTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2007","FirstTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2007","FirstTeeEarlyPar5ScoringAverage_PLAYERNAME_2007","FirstTeeEarlyPar5ScoringAverage_ROUNDS_2007","FirstTeeEarlyPar5ScoringAverage_AVG_2007","FirstTeeEarlyPar5ScoringAverage_TOTALSTROKES_2007","FirstTeeEarlyPar5ScoringAverage_TOTALHOLES_2007","stat_name","year"
83,83,"Sean OHair",98,4.68,454,97,"FirstTeeEarlyPar5ScoringAverage",2007
83,83,"Tim Petrovic",106,4.68,491,105,"FirstTeeEarlyPar5ScoringAverage",2007
83,83,"Scott Verplank",82,4.68,304,65,"FirstTeeEarlyPar5ScoringAverage",2007
83,83,"Steve Wheatcroft",73,4.68,173,37,"FirstTeeEarlyPar5ScoringAverage",2007
92,92,"Jim Furyk",84,4.69,244,52,"FirstTeeEarlyPar5ScoringAverage",2007
92,92,"Charles Howell III",89,4.69,427,91,"FirstTeeEarlyPar5ScoringAverage",2007
92,92,"Steve Lowery",74,4.69,436,93,"FirstTeeEarlyPar5ScoringAverage",2007
92,92,"Jeff Maggert",79,4.69,375,80,"FirstTeeEarlyPar5ScoringAverage",2007
92,92,"Brandt Snedeker",105,4.69,422,90,"FirstTeeEarlyPar5ScoringAverage",2007
92,92,"Bob Tway",103,4.69,464,99,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"Tim Clark",66,4.7,254,54,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"Jason Gore",86,4.7,371,79,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"Jerry Kelly",101,4.7,432,92,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"Joe Ogilvie",102,4.7,451,96,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"Rory Sabbatini",81,4.7,334,71,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"Joey Sindelar",75,4.7,432,92,"FirstTeeEarlyPar5ScoringAverage",2007
98,98,"DJ Trahan",99,4.7,465,99,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Brian Gay",107,4.71,485,103,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"John Mallinger",96,4.71,509,108,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Bryce Molder",56,4.71,226,48,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Ian Poulter",63,4.71,391,83,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Justin Rose",63,4.71,226,48,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Kevin Stadler",95,4.71,485,103,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Darron Stiles",65,4.71,259,55,"FirstTeeEarlyPar5ScoringAverage",2007
105,105,"Dean Wilson",92,4.71,466,99,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Stuart Appleby",74,4.72,250,53,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Woody Austin",95,4.72,505,107,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Rich Beem",89,4.72,444,94,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Ken Duke",112,4.72,708,150,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Mathew Goggin",97,4.72,359,76,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Tom Lehman",62,4.72,250,53,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Will Ma Kenzie",100,4.72,500,106,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Jim Rutledge",59,4.72,269,57,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Chris Stroud",66,4.72,302,64,"FirstTeeEarlyPar5ScoringAverage",2007
113,113,"Mike Weir",82,4.72,411,87,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Robert Gamez",88,4.73,445,94,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Paul Gow",70,4.73,293,62,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Tripp Isenhour",86,4.73,279,59,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Jarrod Lyle",77,4.73,336,71,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Rocco Mediate",72,4.73,374,79,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Arron Oberholser",69,4.73,374,79,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Dicky Pride",71,4.73,246,52,"FirstTeeEarlyPar5ScoringAverage",2007
123,123,"Duffy Waldorf",69,4.73,284,60,"FirstTeeEarlyPar5ScoringAverage",2007
131,131,"Jeff Brehaut",59,4.74,204,43,"FirstTeeEarlyPar5ScoringAverage",2007
131,131,"Chris Couch",76,4.74,322,68,"FirstTeeEarlyPar5ScoringAverage",2007
131,131,"Peter Lonard",85,4.74,417,88,"FirstTeeEarlyPar5ScoringAverage",2007
131,131,"Davis Love III",66,4.74,294,62,"FirstTeeEarlyPar5ScoringAverage",2007
131,131,"Corey Pavin",81,4.74,493,104,"FirstTeeEarlyPar5ScoringAverage",2007
131,131,"Kevin Sutherland",85,4.74,275,58,"FirstTeeEarlyPar5ScoringAverage",2007
137,137,"Glen Day",85,4.75,461,97,"FirstTeeEarlyPar5ScoringAverage",2007
137,137,"Trevor Immelman",74,4.75,280,59,"FirstTeeEarlyPar5ScoringAverage",2007
137,137,"Cliff Kresge",107,4.75,518,109,"FirstTeeEarlyPar5ScoringAverage",2007
137,137,"Justin Leonard",95,4.75,503,106,"FirstTeeEarlyPar5ScoringAverage",2007
137,137,"Chris Riley",59,4.75,190,40,"FirstTeeEarlyPar5ScoringAverage",2007
137,137,"Boo Weekley",101,4.75,518,109,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Brian Bateman",55,4.76,319,67,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Retief Goosen",50,4.76,295,62,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Bob Heintz",85,4.76,400,84,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Ryuji Imada",104,4.76,476,100,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Tom Johnson",74,4.76,390,82,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Stephen Leaney",82,4.76,300,63,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Michael Putnam",96,4.76,433,91,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Jeff Quinney",95,4.76,519,109,"FirstTeeEarlyPar5ScoringAverage",2007
143,143,"Michael Sim",52,4.76,233,49,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"Michael Allen",74,4.77,348,73,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"DJ Brigman",67,4.77,315,66,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"Tom Byrum",50,4.77,210,44,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"Robert Garrigus",95,4.77,529,111,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"Billy Mayfair",98,4.77,472,99,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"Greg Owen",81,4.77,329,69,"FirstTeeEarlyPar5ScoringAverage",2007
152,152,"Kenny Perry",83,4.77,429,90,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Eric Axley",107,4.78,540,113,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Luke Donald",69,4.78,349,73,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Jason Dufner",100,4.78,492,103,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Joe Durant",88,4.78,440,92,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Richard Johnson",93,4.78,550,115,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Shigeki Maruyama",84,4.78,430,90,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Shaun Micheel",91,4.78,473,99,"FirstTeeEarlyPar5ScoringAverage",2007
159,159,"Tag Ridings",52,4.78,306,64,"FirstTeeEarlyPar5ScoringAverage",2007
167,167,"Geoff Ogilvy",84,4.79,297,62,"FirstTeeEarlyPar5ScoringAverage",2007
168,168,"Michael Boyd",61,4.8,211,44,"FirstTeeEarlyPar5ScoringAverage",2007
168,168,"Mark Brooks",53,4.8,192,40,"FirstTeeEarlyPar5ScoringAverage",2007
168,168,"Brian Davis",101,4.8,609,127,"FirstTeeEarlyPar5ScoringAverage",2007
168,168,"Matt Hendrix",63,4.8,197,41,"FirstTeeEarlyPar5ScoringAverage",2007
168,168,"Craig Kanada",109,4.8,538,112,"FirstTeeEarlyPar5ScoringAverage",2007
168,168,"George McNeill",95,4.8,446,93,"FirstTeeEarlyPar5ScoringAverage",2007
174,174,"Ben Curtis",80,4.81,510,106,"FirstTeeEarlyPar5ScoringAverage",2007
174,174,"Mark Hensby",81,4.81,452,94,"FirstTeeEarlyPar5ScoringAverage",2007
174,174,"Lee Janzen",66,4.81,274,57,"FirstTeeEarlyPar5ScoringAverage",2007
174,174,"Zach Johnson",76,4.81,274,57,"FirstTeeEarlyPar5ScoringAverage",2007
174,174,"Jaco Van Zyl",51,4.81,101,21,"FirstTeeEarlyPar5ScoringAverage",2007
179,179,"Tommy Armour III",81,4.82,458,95,"FirstTeeEarlyPar5ScoringAverage",2007
179,179,"Fred Funk",65,4.82,313,65,"FirstTeeEarlyPar5ScoringAverage",2007
179,179,"Scott Gutschewski",67,4.82,371,77,"FirstTeeEarlyPar5ScoringAverage",2007
182,182,"Chad Campbell",96,4.83,473,98,"FirstTeeEarlyPar5ScoringAverage",2007
183,183,"David Branshaw",83,4.84,465,96,"FirstTeeEarlyPar5ScoringAverage",2007
183,183,"Daisuke Maruyama",86,4.84,513,106,"FirstTeeEarlyPar5ScoringAverage",2007
185,185,"Paul Goydos",60,4.85,325,67,"FirstTeeEarlyPar5ScoringAverage",2007
185,185,"Kirk Triplett",77,4.85,446,92,"FirstTeeEarlyPar5ScoringAverage",2007
187,187,"Marco Dawson",73,4.86,462,95,"FirstTeeEarlyPar5ScoringAverage",2007
187,187,"Bubba Dickerson",51,4.86,180,37,"FirstTeeEarlyPar5ScoringAverage",2007
187,187,"Jose Maria Olazabal",52,4.86,272,56,"FirstTeeEarlyPar5ScoringAverage",2007
187,187,"Ryan Palmer",91,4.86,321,66,"FirstTeeEarlyPar5ScoringAverage",2007
191,191,"Jay Williamson",50,4.87,268,55,"FirstTeeEarlyPar5ScoringAverage",2007
192,192,"Stephen Ames",81,4.91,285,58,"FirstTeeEarlyPar5ScoringAverage",2007
192,192,"Craig Lile",77,4.91,275,56,"FirstTeeEarlyPar5ScoringAverage",2007
194,194,"Jose Coceres",50,4.93,202,41,"FirstTeeEarlyPar5ScoringAverage",2007
194,194,"Todd Hamilton",76,4.93,439,89,"FirstTeeEarlyPar5ScoringAverage",2007
196,196,"Henrik Stenson",52,4.95,218,44,"FirstTeeEarlyPar5ScoringAverage",2007
