"AveragePuttingDistanceGIR2Putts_RANKTHISWEEK_2014","AveragePuttingDistanceGIR2Putts_RANKLASTWEEK_2014","AveragePuttingDistanceGIR2Putts_PLAYERNAME_2014","AveragePuttingDistanceGIR2Putts_ROUNDS_2014","AveragePuttingDistanceGIR2Putts_AVG_2014","AveragePuttingDistanceGIR2Putts_DISTANCEFEET_2014","AveragePuttingDistanceGIR2Putts_TOTALPUTTS_2014","stat_name","year"
1,1,"James Driscoll",71,NA,11878.75,438,"AveragePuttingDistanceGIR2Putts",2014
2,2,"Luke Donald",57,NA,9274.75,345,"AveragePuttingDistanceGIR2Putts",2014
2,2,"Kevin Tway",64,NA,10758.583,400,"AveragePuttingDistanceGIR2Putts",2014
4,4,"Ben Curtis",77,NA,13555.167,505,"AveragePuttingDistanceGIR2Putts",2014
4,4,"Hudson Swafford",75,NA,14082.25,525,"AveragePuttingDistanceGIR2Putts",2014
6,6,"Jhonattan Vegas",77,NA,14922.583,558,"AveragePuttingDistanceGIR2Putts",2014
7,7,"Andres Romero",81,NA,14061.167,527,"AveragePuttingDistanceGIR2Putts",2014
8,8,"Greg Chalmers",85,NA,14050.333,529,"AveragePuttingDistanceGIR2Putts",2014
8,8,"Retief Goosen",94,NA,16828,633,"AveragePuttingDistanceGIR2Putts",2014
8,8,"Daniel Summerhays",98,NA,19684.667,740,"AveragePuttingDistanceGIR2Putts",2014
11,11,"Martin Laird",66,NA,12702.667,479,"AveragePuttingDistanceGIR2Putts",2014
12,12,"Henrik Stenson",56,NA,8496.417,322,"AveragePuttingDistanceGIR2Putts",2014
13,13,"Jonas Blixt",64,NA,8667.583,329,"AveragePuttingDistanceGIR2Putts",2014
13,13,"JJ Henry",91,NA,19146.5,728,"AveragePuttingDistanceGIR2Putts",2014
15,15,"Aaron Baddeley",74,NA,11315.417,431,"AveragePuttingDistanceGIR2Putts",2014
16,16,"Brice Garnett",92,NA,16801.667,642,"AveragePuttingDistanceGIR2Putts",2014
16,16,"Justin Leonard",75,NA,11889.333,454,"AveragePuttingDistanceGIR2Putts",2014
16,16,"Johnson Wagner",69,NA,12860.667,492,"AveragePuttingDistanceGIR2Putts",2014
19,19,"Russell Henley",92,NA,15431.5,592,"AveragePuttingDistanceGIR2Putts",2014
