"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2013","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2013","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2013","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2013","TenthTeeEarlyPar4ScoringAverage_AVG_2013","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2013","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Charl Schwartzel",69,3.87,344,89,"TenthTeeEarlyPar4ScoringAverage",2013
2,2,"Freddie Jacobson",63,3.88,163,42,"TenthTeeEarlyPar4ScoringAverage",2013
3,3,"Keegan Bradley",88,3.89,1019,262,"TenthTeeEarlyPar4ScoringAverage",2013
3,3,"Justin Rose",62,3.89,509,131,"TenthTeeEarlyPar4ScoringAverage",2013
5,5,"Jason Dufner",78,3.9,526,135,"TenthTeeEarlyPar4ScoringAverage",2013
5,5,"Hunter Mahan",91,3.9,585,150,"TenthTeeEarlyPar4ScoringAverage",2013
5,5,"Geoff Ogilvy",57,3.9,390,100,"TenthTeeEarlyPar4ScoringAverage",2013
8,8,"Charles Howell III",87,3.91,598,153,"TenthTeeEarlyPar4ScoringAverage",2013
8,8,"Steve Stricker",51,3.91,297,76,"TenthTeeEarlyPar4ScoringAverage",2013
10,10,"Chris Kirk",89,3.92,419,107,"TenthTeeEarlyPar4ScoringAverage",2013
11,11,"Brian Gay",79,3.93,597,152,"TenthTeeEarlyPar4ScoringAverage",2013
11,11,"Chez Reavie",72,3.93,605,154,"TenthTeeEarlyPar4ScoringAverage",2013
11,11,"Chris Stroud",88,3.93,785,200,"TenthTeeEarlyPar4ScoringAverage",2013
14,14,"Jim Furyk",80,3.94,618,157,"TenthTeeEarlyPar4ScoringAverage",2013
14,14,"Bill Haas",85,3.94,559,142,"TenthTeeEarlyPar4ScoringAverage",2013
14,14,"Matt Jones",83,3.94,669,170,"TenthTeeEarlyPar4ScoringAverage",2013
14,14,"William McGirt",75,3.94,449,114,"TenthTeeEarlyPar4ScoringAverage",2013
14,14,"Ian Poulter",59,3.94,382,97,"TenthTeeEarlyPar4ScoringAverage",2013
19,19,"Roberto Castro",97,3.95,537,136,"TenthTeeEarlyPar4ScoringAverage",2013
19,19,"Pat Perez",69,3.95,581,147,"TenthTeeEarlyPar4ScoringAverage",2013
19,19,"Webb Simpson",92,3.95,782,198,"TenthTeeEarlyPar4ScoringAverage",2013
22,22,"George McNeill",68,3.96,753,190,"TenthTeeEarlyPar4ScoringAverage",2013
23,23,"Martin Kaymer",61,3.97,449,113,"TenthTeeEarlyPar4ScoringAverage",2013
23,23,"Justin Leonard",86,3.97,882,222,"TenthTeeEarlyPar4ScoringAverage",2013
23,23,"Ryan Palmer",79,3.97,643,162,"TenthTeeEarlyPar4ScoringAverage",2013
23,23,"Carl Pettersson",82,3.97,349,88,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Brendon de Jonge",110,3.98,927,233,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Luke Donald",60,3.98,510,128,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Russell Henley",80,3.98,509,128,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Charley Hoffman",84,3.98,733,184,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Zach Johnson",84,3.98,486,122,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Jerry Kelly",75,3.98,498,125,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Matt Kuchar",93,3.98,912,229,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"John Merrick",79,3.98,338,85,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Rod Pampling",46,3.98,426,107,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Kevin Stadler",83,3.98,477,120,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Brendan Steele",86,3.98,661,166,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Nicholas Thompson",99,3.98,812,204,"TenthTeeEarlyPar4ScoringAverage",2013
27,27,"Tiger Woods",61,3.98,557,140,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Erik Compton",74,3.99,755,189,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Jason Day",86,3.99,650,163,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Luke Guthrie",82,3.99,771,193,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Jim Herman",59,3.99,375,94,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"David Lingmerth",68,3.99,587,147,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Tag Ridings",69,3.99,571,143,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Bo Van Pelt",72,3.99,650,163,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Camilo Villegas",79,3.99,841,211,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Nick Watney",88,3.99,651,163,"TenthTeeEarlyPar4ScoringAverage",2013
40,40,"Lee Westwood",70,3.99,534,134,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Ben Curtis",59,4,436,109,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Bob Estes",66,4,684,171,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Matt Every",89,4,1033,258,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Rickie Fowler",75,4,865,216,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Brian Harman",89,4,852,213,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Morgan Hoffmann",64,4,412,103,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Billy Horschel",96,4,1007,252,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Martin Laird",68,4,404,101,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Richard Lee",81,4,644,161,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Graeme McDowell",53,4,476,119,"TenthTeeEarlyPar4ScoringAverage",2013
50,50,"Phil Mickelson",78,4,896,224,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"KJ Choi",85,4.01,653,163,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Graham DeLaet",94,4.01,690,172,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Derek Ernst",58,4.01,542,135,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"John Huh",88,4.01,609,152,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Steve LeBrun",66,4.01,553,138,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Jeff Maggert",63,4.01,650,162,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Eric Meierdierks",48,4.01,429,107,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Dicky Pride",71,4.01,613,153,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Brandt Snedeker",79,4.01,658,164,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Jordan Spieth",82,4.01,609,152,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Henrik Stenson",65,4.01,349,87,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"David Toms",49,4.01,409,102,"TenthTeeEarlyPar4ScoringAverage",2013
61,61,"Casey Wittenberg",72,4.01,521,130,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Angel Cabrera",73,4.02,575,143,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Kevin Chappell",80,4.02,599,149,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Ken Duke",87,4.02,559,139,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Harris English",95,4.02,948,236,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Robert Garrigus",69,4.02,551,137,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"JJ Henry",83,4.02,683,170,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Bryce Molder",82,4.02,651,162,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Seung Yul Noh",71,4.02,660,164,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Jeff Overton",78,4.02,775,193,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Cameron Percy",68,4.02,370,92,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Jimmy Walker",84,4.02,498,124,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Boo Weekley",100,4.02,716,178,"TenthTeeEarlyPar4ScoringAverage",2013
74,74,"Mark Wilson",56,4.02,526,131,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Sangmoon Bae",83,4.03,963,239,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"James Driscoll",76,4.03,722,179,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Brad Fritsch",81,4.03,810,201,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Patrick Reed",83,4.03,738,183,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Scott Stallings",79,4.03,479,119,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Kevin Streelman",86,4.03,710,176,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Bubba Watson",76,4.03,604,150,"TenthTeeEarlyPar4ScoringAverage",2013
87,87,"Lee Williams",62,4.03,734,182,"TenthTeeEarlyPar4ScoringAverage",2013
95,95,"Jason Bohn",70,4.04,565,140,"TenthTeeEarlyPar4ScoringAverage",2013
95,95,"Tommy Gainey",84,4.04,884,219,"TenthTeeEarlyPar4ScoringAverage",2013
95,95,"Marc Leishman",77,4.04,542,134,"TenthTeeEarlyPar4ScoringAverage",2013
95,95,"Adam Scott",61,4.04,565,140,"TenthTeeEarlyPar4ScoringAverage",2013
95,95,"Vaughn Taylor",50,4.04,343,85,"TenthTeeEarlyPar4ScoringAverage",2013
95,95,"Josh Teater",86,4.04,655,162,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Bud Cauley",67,4.05,604,149,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Greg Chalmers",77,4.05,738,182,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Tim Clark",64,4.05,446,110,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Will Claxton",67,4.05,696,172,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Martin Flores",83,4.05,704,174,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Padraig Harrington",52,4.05,405,100,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Ryo Ishikawa",72,4.05,620,153,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Ben Kohles",75,4.05,652,161,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"John Rollins",77,4.05,713,176,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Rory Sabbatini",86,4.05,563,139,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Shawn Stefani",63,4.05,437,108,"TenthTeeEarlyPar4ScoringAverage",2013
101,101,"Charlie Wi",75,4.05,912,225,"TenthTeeEarlyPar4ScoringAverage",2013
113,113,"Stuart Appleby",88,4.06,1300,320,"TenthTeeEarlyPar4ScoringAverage",2013
113,113,"Justin Hicks",79,4.06,804,198,"TenthTeeEarlyPar4ScoringAverage",2013
113,113,"Henrik Norlander",70,4.06,653,161,"TenthTeeEarlyPar4ScoringAverage",2013
113,113,"Cameron Tringale",80,4.06,759,187,"TenthTeeEarlyPar4ScoringAverage",2013
113,113,"Mike Weir",60,4.06,544,134,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"Steven Bowditch",67,4.07,761,187,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"Stewart Cink",71,4.07,574,141,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"Sergio Garcia",65,4.07,346,85,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"David Hearn",88,4.07,814,200,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"Trevor Immelman",73,4.07,342,84,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"Vijay Singh",61,4.07,586,144,"TenthTeeEarlyPar4ScoringAverage",2013
118,118,"Gary Woodland",94,4.07,786,193,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"Nicolas Colsaerts",50,4.08,498,122,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"Ernie Els",63,4.08,718,176,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"Scott Gardiner",61,4.08,355,87,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"Robert Karlsson",56,4.08,428,105,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"Jason Kokrak",78,4.08,751,184,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"DH Lee",65,4.08,481,118,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"John Senden",79,4.08,465,114,"TenthTeeEarlyPar4ScoringAverage",2013
125,125,"Brian Stuard",78,4.08,959,235,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Brian Davis",91,4.09,741,181,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Tom Gillis",69,4.09,872,213,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Scott Langley",79,4.09,606,148,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Rory McIlroy",56,4.09,434,106,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Ted Potter Jr",65,4.09,429,105,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Robert Streb",75,4.09,454,111,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Michael Thompson",66,4.09,425,104,"TenthTeeEarlyPar4ScoringAverage",2013
133,133,"Johnson Wagner",64,4.09,438,107,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"Chad Campbell",78,4.1,672,164,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"Brandt Jobe",62,4.1,706,172,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"David Lynn",70,4.1,516,126,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"Jin Park",52,4.1,430,105,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"Andres Romero",63,4.1,640,156,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"Daniel Summerhays",83,4.1,710,173,"TenthTeeEarlyPar4ScoringAverage",2013
141,141,"DJ Trahan",48,4.1,504,123,"TenthTeeEarlyPar4ScoringAverage",2013
148,148,"Michael Bradley",56,4.11,440,107,"TenthTeeEarlyPar4ScoringAverage",2013
148,148,"Colt Knost",69,4.11,579,141,"TenthTeeEarlyPar4ScoringAverage",2013
148,148,"Kyle Stanley",71,4.11,616,150,"TenthTeeEarlyPar4ScoringAverage",2013
148,148,"Andrew Svoboda",46,4.11,481,117,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Ricky Barnes",74,4.12,803,195,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Jonas Blixt",76,4.12,812,197,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Scott Brown",65,4.12,210,51,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Bobby Gates",49,4.12,573,139,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Fabian Gomez",65,4.12,749,182,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Dustin Johnson",71,4.12,667,162,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Doug LaBelle II",72,4.12,738,179,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Luke List",65,4.12,738,179,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"David Mathis",71,4.12,775,188,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"Scott Piercy",78,4.12,449,109,"TenthTeeEarlyPar4ScoringAverage",2013
152,152,"YE Yang",56,4.12,486,118,"TenthTeeEarlyPar4ScoringAverage",2013
163,163,"Tim Herron",45,4.13,401,97,"TenthTeeEarlyPar4ScoringAverage",2013
163,163,"Troy Matteson",68,4.13,495,120,"TenthTeeEarlyPar4ScoringAverage",2013
163,163,"Alistair Presnell",59,4.13,529,128,"TenthTeeEarlyPar4ScoringAverage",2013
163,163,"Aaron Watkins",46,4.13,561,136,"TenthTeeEarlyPar4ScoringAverage",2013
167,167,"Charlie Beljan",62,4.14,451,109,"TenthTeeEarlyPar4ScoringAverage",2013
167,167,"Ben Crane",62,4.14,364,88,"TenthTeeEarlyPar4ScoringAverage",2013
167,167,"James Hahn",78,4.14,666,161,"TenthTeeEarlyPar4ScoringAverage",2013
167,167,"Sean OHair",56,4.14,604,146,"TenthTeeEarlyPar4ScoringAverage",2013
171,171,"DA Points",87,4.15,560,135,"TenthTeeEarlyPar4ScoringAverage",2013
172,172,"Aaron Baddeley",68,4.16,483,116,"TenthTeeEarlyPar4ScoringAverage",2013
172,172,"Greg Owen",73,4.16,603,145,"TenthTeeEarlyPar4ScoringAverage",2013
172,172,"Darron Stiles",51,4.16,354,85,"TenthTeeEarlyPar4ScoringAverage",2013
175,175,"Lucas Glover",65,4.17,625,150,"TenthTeeEarlyPar4ScoringAverage",2013
175,175,"Peter Hanson",45,4.17,321,77,"TenthTeeEarlyPar4ScoringAverage",2013
177,177,"Robert Allenby",58,4.19,540,129,"TenthTeeEarlyPar4ScoringAverage",2013
178,178,"Justin Bolli",59,4.2,596,142,"TenthTeeEarlyPar4ScoringAverage",2013
178,178,"Ryan Moore",72,4.2,374,89,"TenthTeeEarlyPar4ScoringAverage",2013
180,180,"Stephen Ames",49,4.32,354,82,"TenthTeeEarlyPar4ScoringAverage",2013
