"Last5EventsPower_RANKTHISWEEK_2015","Last5EventsPower_RANKLASTWEEK_2015","Last5EventsPower_PLAYERNAME_2015","Last5EventsPower_EVENTS_2015","Last5EventsPower_RATING_2015","stat_name","year"
1,1,"Charlie Beljan",1,10,"Last5EventsPower",2015
1,1,"Peter Uihlein",1,10,"Last5EventsPower",2015
3,3,"Jason Kokrak",1,9.9,"Last5EventsPower",2015
3,3,"Andrew Loupe",1,9.9,"Last5EventsPower",2015
5,5,"Dustin Johnson",5,9.8,"Last5EventsPower",2015
6,6,"Jason Day",5,9.7,"Last5EventsPower",2015
6,6,"Jamie Lovemark",1,9.7,"Last5EventsPower",2015
8,8,"Tony Finau",4,9.6,"Last5EventsPower",2015
8,8,"Andres Gonzales",1,9.6,"Last5EventsPower",2015
8,8,"Patrick Rodgers",2,9.6,"Last5EventsPower",2015
11,11,"JB Holmes",5,9.5,"Last5EventsPower",2015
11,11,"Bubba Watson",5,9.5,"Last5EventsPower",2015
13,13,"Adam Scott",2,9.4,"Last5EventsPower",2015
13,13,"Cory Whitsett",2,9.4,"Last5EventsPower",2015
15,15,"Scott Gutschewski",1,9.3,"Last5EventsPower",2015
15,15,"Brooks Koepka",3,9.3,"Last5EventsPower",2015
15,15,"Justin Thomas",5,9.3,"Last5EventsPower",2015
18,18,"Victor Dubuisson",2,9.1,"Last5EventsPower",2015
18,18,"Smylie Kaufman",1,9.1,"Last5EventsPower",2015
18,18,"Cameron Wilson",1,9.1,"Last5EventsPower",2015
18,18,"Gunn Yang",1,9.1,"Last5EventsPower",2015
22,22,"Charles Howell III",5,9,"Last5EventsPower",2015
22,22,"Jon Rahm",2,9,"Last5EventsPower",2015
24,24,"Martin Flores",3,8.9,"Last5EventsPower",2015
24,24,"Shane Lowry",1,8.9,"Last5EventsPower",2015
24,24,"Richy Werenski",1,8.9,"Last5EventsPower",2015
27,27,"Branden Grace",3,8.8,"Last5EventsPower",2015
28,28,"Byeong Hun An",2,8.7,"Last5EventsPower",2015
28,28,"Keegan Bradley",4,8.7,"Last5EventsPower",2015
28,28,"Bryson DeChambeau",1,8.7,"Last5EventsPower",2015
28,28,"Roger Sloan",2,8.7,"Last5EventsPower",2015
28,28,"Chris Wood",1,8.7,"Last5EventsPower",2015
33,33,"Patton Kizzire",1,8.6,"Last5EventsPower",2015
33,33,"Jordan Niebrugge",1,8.6,"Last5EventsPower",2015
33,33,"Josh Teater",2,8.6,"Last5EventsPower",2015
36,36,"Angel Cabrera",1,8.5,"Last5EventsPower",2015
36,36,"Sebastian Cappelen",1,8.5,"Last5EventsPower",2015
36,36,"Rory McIlroy",4,8.5,"Last5EventsPower",2015
36,36,"Charl Schwartzel",3,8.5,"Last5EventsPower",2015
40,40,"Daniel Berger",3,8.4,"Last5EventsPower",2015
40,40,"Derek Ernst",1,8.4,"Last5EventsPower",2015
40,40,"Scott Stallings",2,8.4,"Last5EventsPower",2015
43,43,"Sergio Garcia",4,8.3,"Last5EventsPower",2015
43,43,"Troy Matteson",1,8.3,"Last5EventsPower",2015
45,45,"Anirban Lahiri",2,8.2,"Last5EventsPower",2015
45,45,"Justin Rose",4,8.2,"Last5EventsPower",2015
45,45,"Robby Shelton",1,8.2,"Last5EventsPower",2015
45,45,"Marcel Siem",2,8.2,"Last5EventsPower",2015
45,45,"Will Wilcox",3,8.2,"Last5EventsPower",2015
50,50,"Lucas Glover",1,8.1,"Last5EventsPower",2015
51,51,"Steven Bowditch",3,8,"Last5EventsPower",2015
51,51,"Matt Jones",4,8,"Last5EventsPower",2015
51,51,"Jhonattan Vegas",2,8,"Last5EventsPower",2015
54,54,"Kelvin Day",1,7.9,"Last5EventsPower",2015
54,54,"Ernie Els",3,7.9,"Last5EventsPower",2015
54,54,"Stephen Gallacher",1,7.9,"Last5EventsPower",2015
54,54,"Chris Naegel",1,7.9,"Last5EventsPower",2015
54,54,"Scott Piercy",4,7.9,"Last5EventsPower",2015
54,54,"Marc Warren",2,7.9,"Last5EventsPower",2015
60,60,"Max Homa",2,7.8,"Last5EventsPower",2015
60,60,"Brandt Jobe",1,7.8,"Last5EventsPower",2015
60,60,"Louis Oosthuizen",4,7.8,"Last5EventsPower",2015
60,60,"Ryan Palmer",4,7.8,"Last5EventsPower",2015
60,60,"Martin Piller",1,7.8,"Last5EventsPower",2015
60,60,"Alex Prugh",3,7.8,"Last5EventsPower",2015
60,60,"Andy Sullivan",1,7.8,"Last5EventsPower",2015
67,67,"Kiradech Aphibarnrat",2,7.7,"Last5EventsPower",2015
67,67,"Will Ma Kenzie",1,7.7,"Last5EventsPower",2015
67,67,"Maverick McNealy",2,7.7,"Last5EventsPower",2015
67,67,"Cheng Tsung Pan",1,7.7,"Last5EventsPower",2015
67,67,"SJ Park",1,7.7,"Last5EventsPower",2015
67,67,"Ollie Schniederjans",2,7.7,"Last5EventsPower",2015
67,67,"Nick Taylor",4,7.7,"Last5EventsPower",2015
67,67,"Bo Van Pelt",1,7.7,"Last5EventsPower",2015
75,75,"Jason Allred",1,7.6,"Last5EventsPower",2015
75,75,"Blayne Barber",1,7.6,"Last5EventsPower",2015
75,75,"Graham DeLaet",2,7.6,"Last5EventsPower",2015
75,75,"Martin Laird",1,7.6,"Last5EventsPower",2015
75,75,"Seung Yul Noh",4,7.6,"Last5EventsPower",2015
75,75,"Greg Owen",2,7.6,"Last5EventsPower",2015
75,75,"Kyle Stanley",4,7.6,"Last5EventsPower",2015
75,75,"Tiger Woods",3,7.6,"Last5EventsPower",2015
83,83,"Morgan Hoffmann",4,7.5,"Last5EventsPower",2015
83,83,"Marc Leishman",1,7.5,"Last5EventsPower",2015
83,83,"Sam Saunders",3,7.5,"Last5EventsPower",2015
83,83,"JJ Spaun",1,7.5,"Last5EventsPower",2015
83,83,"Brendan Steele",3,7.5,"Last5EventsPower",2015
83,83,"Boo Weekley",3,7.5,"Last5EventsPower",2015
89,89,"Harris English",5,7.4,"Last5EventsPower",2015
89,89,"Rickie Fowler",4,7.4,"Last5EventsPower",2015
89,89,"Russell Henley",4,7.4,"Last5EventsPower",2015
89,89,"Mark Hensby",1,7.4,"Last5EventsPower",2015
89,89,"Charley Hoffman",4,7.4,"Last5EventsPower",2015
89,89,"Chris Smith",2,7.4,"Last5EventsPower",2015
95,95,"Oscar Fraustro",1,7.3,"Last5EventsPower",2015
95,95,"Retief Goosen",2,7.3,"Last5EventsPower",2015
95,95,"Phil Mickelson",5,7.3,"Last5EventsPower",2015
95,95,"Garrett Osborn",1,7.3,"Last5EventsPower",2015
95,95,"Adam Svensson",1,7.3,"Last5EventsPower",2015
100,100,"Carlos Ortiz",3,7.2,"Last5EventsPower",2015
100,100,"Lee Westwood",3,7.2,"Last5EventsPower",2015
102,102,"Tom Hoge",4,7.1,"Last5EventsPower",2015
102,102,"Trevor Immelman",1,7.1,"Last5EventsPower",2015
102,102,"Sean OHair",4,7.1,"Last5EventsPower",2015
102,102,"Scott Pinckney",3,7.1,"Last5EventsPower",2015
102,102,"Shawn Stefani",4,7.1,"Last5EventsPower",2015
102,102,"Hudson Swafford",3,7.1,"Last5EventsPower",2015
102,102,"Nick Watney",4,7.1,"Last5EventsPower",2015
109,109,"Rafa Cabrera Bello",2,7,"Last5EventsPower",2015
109,109,"Paul Casey",4,7,"Last5EventsPower",2015
109,109,"Harrison Frazar",1,7,"Last5EventsPower",2015
109,109,"Adam Hadwin",3,7,"Last5EventsPower",2015
109,109,"Jim Herman",4,7,"Last5EventsPower",2015
109,109,"Cameron Percy",3,7,"Last5EventsPower",2015
109,109,"Michael Thompson",2,7,"Last5EventsPower",2015
109,109,"DJ Trahan",2,7,"Last5EventsPower",2015
117,117,"Andres Romero",4,6.9,"Last5EventsPower",2015
118,118,"Kevin Chappell",5,6.8,"Last5EventsPower",2015
118,118,"Andrew Dodt",1,6.8,"Last5EventsPower",2015
118,118,"Tommy Gainey",2,6.8,"Last5EventsPower",2015
118,118,"Hunter Mahan",4,6.8,"Last5EventsPower",2015
118,118,"Steve Marino",1,6.8,"Last5EventsPower",2015
118,118,"Jeff Overton",3,6.8,"Last5EventsPower",2015
118,118,"John Peterson",2,6.8,"Last5EventsPower",2015
118,118,"Rory Sabbatini",4,6.8,"Last5EventsPower",2015
118,118,"Robert Streb",5,6.8,"Last5EventsPower",2015
118,118,"Andrew Svoboda",2,6.8,"Last5EventsPower",2015
118,118,"Jimmy Walker",3,6.8,"Last5EventsPower",2015
129,129,"Thomas Birdsey",1,6.7,"Last5EventsPower",2015
129,129,"Derek Fathauer",2,6.7,"Last5EventsPower",2015
129,129,"John Senden",2,6.7,"Last5EventsPower",2015
129,129,"Kevin Tway",1,6.7,"Last5EventsPower",2015
133,133,"Erik Compton",3,6.6,"Last5EventsPower",2015
133,133,"Brice Garnett",1,6.6,"Last5EventsPower",2015
133,133,"Mikko Ilonen",2,6.6,"Last5EventsPower",2015
133,133,"Wes Roach",1,6.6,"Last5EventsPower",2015
133,133,"Steve Wheatcroft",2,6.6,"Last5EventsPower",2015
133,133,"Gary Woodland",3,6.6,"Last5EventsPower",2015
139,139,"Jonas Blixt",3,6.5,"Last5EventsPower",2015
139,139,"Chesson Hadley",3,6.5,"Last5EventsPower",2015
139,139,"Billy Horschel",3,6.5,"Last5EventsPower",2015
142,142,"Gonzalo Fdez Castano",4,6.4,"Last5EventsPower",2015
142,142,"Emiliano Grillo",3,6.4,"Last5EventsPower",2015
